banana : bananas = bird : birds -> ['bird', 'birds', 'butterflies', 'turkeys', 'pigeons']
banana : bananas = mango : mangoes -> ['bananas', 'mango', 'mangoes', 'yams', 'strawberries']
banana : bananas = man : men -> ['man', 'woman', 'men', 'drunks', 'negroes']
banana : bananas = melon : melons -> ['melon', 'bananas', 'plums', 'strawberries', 'cherries']
banana : bananas = monkey : monkeys -> ['monkey', 'monkeys', 'rabbits', 'rabbit', 'hamsters']
banana : bananas = mouse : mice -> ['mouse', 'mice', 'rabbits', 'bananas', 'rats']
banana : bananas = onion : onions -> ['onion', 'bananas', 'onions', 'plums', 'potatoes']
banana : bananas = pear : pears -> ['pear', 'bananas', 'yams', 'plums', 'blueberries']
banana : bananas = pig : pigs -> ['pig', 'pigs', 'rabbits', 'bananas', 'rabbit']
banana : bananas = pineapple : pineapples -> ['bananas', 'strawberries', 'pineapple', 'watermelons', 'mangoes']
banana : bananas = rat : rats -> ['rat', 'rats', 'rabbits', 'ferrets', 'rabbit']
banana : bananas = road : roads -> ['road', 'roads', 'rd', 'highway', 'boulevard']
banana : bananas = snake : snakes -> ['snake', 'snakes', 'ferrets', 'toads', 'alligators']
banana : bananas = woman : women -> ['woman', 'girl', 'man', 'lesbians', 'women']
bird : birds = bottle : bottles -> ['bottle', 'bottles', 'casks', 'kegs', 'vials']
bird : birds = building : buildings -> ['building', 'buildings', 'rowhouses', 'high-rises', 'shophouses']
bird : birds = car : cars -> ['car', 'cars', 'vehicles', 'lorries', 'automobiles']
bird : birds = cat : cats -> ['cat', 'cats', 'rabbits', 'birds', 'animals']
bird : birds = child : children -> ['child', 'children', 'babies', 'toddlers', 'infants']
bird : birds = cloud : clouds -> ['cloud', 'clouds', 'aerosols', 'icebergs', 'auroras']
bird : birds = color : colors -> ['color', 'colour', 'colors', 'colours', 'tints']
bird : birds = computer : computers -> ['computer', 'computers', 'microcomputers', 'mainframes', 'macintoshes']
bird : birds = cow : cows -> ['cow', 'cows', 'animals', 'rabbits', 'goats']
bird : birds = dog : dogs -> ['dogs', 'dog', 'birds', 'animals', 'ferrets']
bird : birds = dollar : dollars -> ['dollar', 'dollars', 'rupee', 'pesos', 'rupees']
bird : birds = donkey : donkeys -> ['donkey', 'donkeys', 'goats', 'birds', 'rabbits']
bird : birds = dream : dreams -> ['dream', 'dreams', 'fantasies', 'visions', 'nightmares']
bird : birds = eagle : eagles -> ['eagle', 'birds', 'osprey', 'ostriches', 'walruses']
bird : birds = elephant : elephants -> ['elephant', 'elephants', 'birds', 'animals', 'chimpanzees']
bird : birds = eye : eyes -> ['eye', 'eyes', 'lungs', 'ear', 'testes']
bird : birds = finger : fingers -> ['finger', 'fingers', 'forefinger', 'toes', 'elbows']
bird : birds = goat : goats -> ['goat', 'goats', 'alpacas', 'turkeys', 'yaks']
bird : birds = hand : hands -> ['hand', 'hands', 'fingertips', 'wrists', 'insects']
bird : birds = horse : horses -> ['horse', 'horses', 'animals', 'mules', 'cows']
bird : birds = lion : lions -> ['lion', 'birds', 'elephants', 'alligators', 'hares']
bird : birds = machine : machines -> ['machines', 'machine', 'lathes', 'simulators', 'dishwashers']
bird : birds = mango : mangoes -> ['mango', 'mangoes', 'yams', 'blueberries', 'apricots']
bird : birds = man : men -> ['man', 'woman', 'mortals', 'drunks', 'yuppies']
bird : birds = melon : melons -> ['melon', 'raspberries', 'sunflowers', 'blackberries', 'shrimps']
bird : birds = monkey : monkeys -> ['monkey', 'monkeys', 'birds', 'vultures', 'parrots']
bird : birds = mouse : mice -> ['mouse', 'mice', 'rodents', 'monkeys', 'rabbits']
bird : birds = onion : onions -> ['onion', 'apricots', 'blackberries', 'plums', 'avocados']
bird : birds = pear : pears -> ['pear', 'perennials', 'cacti', 'forbs', 'blackberries']
bird : birds = pig : pigs -> ['pig', 'pigs', 'animals', 'rabbits', 'ferrets']
bird : birds = pineapple : pineapples -> ['pineapple', 'avocados', 'mangoes', 'apricots', 'watermelons']
bird : birds = rat : rats -> ['rat', 'rats', 'rabbits', 'rodents', 'lizards']
bird : birds = road : roads -> ['road', 'roads', 'roadways', 'arterials', 'rd']
bird : birds = snake : snakes -> ['snakes', 'snake', 'birds', 'rattlesnakes', 'toads']
bird : birds = woman : women -> ['woman', 'girl', 'women', 'damsels', 'teenagers']
bird : birds = banana : bananas -> ['banana', 'bananas', 'mangoes', 'soybeans', 'strawberries']
bottle : bottles = building : buildings -> ['building', 'buildings', 'high-rises', 'rowhouses', 'townhouses']
bottle : bottles = car : cars -> ['cars', 'car', 'automobiles', 'mopeds', 'vehicles']
bottle : bottles = cat : cats -> ['cat', 'cats', 'dogs', 'rabbit', 'poodles']
bottle : bottles = child : children -> ['child', 'babies', 'children', 'infants', 'foals']
bottle : bottles = cloud : clouds -> ['cloud', 'clouds', 'aerosols', 'meteoroids', 'contrails']
bottle : bottles = color : colors -> ['color', 'colour', 'colors', 'colours', 'tints']
bottle : bottles = computer : computers -> ['computer', 'computers', 'workstations', 'mainframes', 'motherboards']
bottle : bottles = cow : cows -> ['cow', 'cows', 'goats', 'turkeys', 'donkeys']
bottle : bottles = dog : dogs -> ['dog', 'dogs', 'donkeys', 'pets', 'collies']
bottle : bottles = dollar : dollars -> ['dollar', 'dollars', 'pesos', 'baht', 'peso']
bottle : bottles = donkey : donkeys -> ['donkey', 'donkeys', 'camels', 'yaks', 'turkeys']
bottle : bottles = dream : dreams -> ['dream', 'dreams', 'daydreams', 'fantasies', 'visions']
bottle : bottles = eagle : eagles -> ['eagle', 'walruses', 'plovers', 'gazelles', 'oxfords']
bottle : bottles = elephant : elephants -> ['elephant', 'elephants', 'donkeys', 'camels', 'yaks']
bottle : bottles = eye : eyes -> ['eye', 'eyes', 'eyeballs', 'corneas', 'ears']
bottle : bottles = finger : fingers -> ['finger', 'fingers', 'toes', 'elbows', 'forefinger']
bottle : bottles = goat : goats -> ['goat', 'goats', 'yaks', 'donkeys', 'turkeys']
bottle : bottles = hand : hands -> ['hand', 'hands', 'leashes', 'fingers', 'bows']
bottle : bottles = horse : horses -> ['horse', 'horses', 'mules', 'donkeys', 'camels']
bottle : bottles = lion : lions -> ['lion', 'gazelles', 'elephants', 'ostriches', 'leopards']
bottle : bottles = machine : machines -> ['machines', 'machine', 'lathes', 'mowers', 'workstations']
bottle : bottles = mango : mangoes -> ['mango', 'mangoes', 'mangos', 'blueberries', 'apricots']
bottle : bottles = man : men -> ['man', 'woman', 'drunks', 'ravers', 'yuppies']
bottle : bottles = melon : melons -> ['melon', 'melons', 'radishes', 'plums', 'casseroles']
bottle : bottles = monkey : monkeys -> ['monkey', 'monkeys', 'porcupines', 'tarantulas', 'hamsters']
bottle : bottles = mouse : mice -> ['mouse', 'mice', 'gerbils', 'critters', 'centipedes']
bottle : bottles = onion : onions -> ['onion', 'plums', 'onions', 'plantains', 'apricots']
bottle : bottles = pear : pears -> ['pear', 'artichokes', 'guava', 'blueberries', 'chives']
bottle : bottles = pig : pigs -> ['pig', 'pigs', 'turkeys', 'yaks', 'donkeys']
bottle : bottles = pineapple : pineapples -> ['pineapple', 'watermelons', 'melons', 'mangoes', 'pecans']
bottle : bottles = rat : rats -> ['rat', 'rats', 'gerbils', 'ferrets', 'voles']
bottle : bottles = road : roads -> ['road', 'roads', 'rd', 'roadways', 'pkwy']
bottle : bottles = snake : snakes -> ['snake', 'snakes', 'rattlesnakes', 'toads', 'hornbills']
bottle : bottles = woman : women -> ['woman', 'girl', 'man', 'women', 'noblewomen']
bottle : bottles = banana : bananas -> ['banana', 'bananas', 'mangoes', 'turnips', 'blueberries']
bottle : bottles = bird : birds -> ['bird', 'birds', 'butterflies', 'honeyeaters', 'dragonflies']
building : buildings = car : cars -> ['car', 'cars', 'vehicles', 'truck', 'suv']
building : buildings = cat : cats -> ['cat', 'cats', 'dog', 'hamsters', 'rabbit']
building : buildings = child : children -> ['child', 'piglets', 'children', 'babies', 'foals']
building : buildings = cloud : clouds -> ['cloud', 'clouds', 'planetesimals', 'chasms', 'specks']
building : buildings = color : colors -> ['color', 'colour', 'colors', 'hues', 'colours']
building : buildings = computer : computers -> ['computer', 'computers', 'macintoshes', 'microcomputers', 'mainframes']
building : buildings = cow : cows -> ['cow', 'cows', 'goats', 'sheeps', 'goat']
building : buildings = dog : dogs -> ['dog', 'dogs', 'cat', 'hamsters', 'goat']
building : buildings = dollar : dollars -> ['dollar', 'rupee', 'guilder', 'peso', 'renminbi']
building : buildings = donkey : donkeys -> ['donkey', 'donkeys', 'sheeps', 'yaks', 'goat']
building : buildings = dream : dreams -> ['dream', 'dreams', 'fantasies', 'visions', 'premonitions']
building : buildings = eagle : eagles -> ['eagle', 'escutcheons', 'scarabs', 'sphinxes', 'plovers']
building : buildings = elephant : elephants -> ['elephant', 'elephants', 'rhinoceroses', 'yaks', 'alpacas']
building : buildings = eye : eyes -> ['eye', 'eyes', 'toenails', 'eyeballs', 'retinas']
building : buildings = finger : fingers -> ['finger', 'fingers', 'toes', 'forefinger', 'toenails']
building : buildings = goat : goats -> ['goat', 'yaks', 'goats', 'alpacas', 'fowls']
building : buildings = hand : hands -> ['hand', 'hands', 'fingers', 'fingertips', 'foreleg']
building : buildings = horse : horses -> ['horse', 'horses', 'steeds', 'thoroughbreds', 'oxen']
building : buildings = lion : lions -> ['lion', 'serpents', 'peacocks', 'boar', 'sphinxes']
building : buildings = machine : machines -> ['machine', 'machines', 'contraptions', 'seismometers', 'microchips']
building : buildings = mango : mangoes -> ['mango', 'pomegranates', 'mangoes', 'guava', 'blueberries']
building : buildings = man : men -> ['man', 'woman', 'drunks', 'heiresses', 'damsels']
building : buildings = melon : melons -> ['melon', 'sunflowers', 'blackberries', 'melons', 'plums']
building : buildings = monkey : monkeys -> ['monkey', 'monkeys', 'tarantulas', 'hamsters', 'possums']
building : buildings = mouse : mice -> ['mouse', 'mice', 'marmosets', 'gerbils', 'possums']
building : buildings = onion : onions -> ['onion', 'persimmons', 'plums', 'onions', 'celery']
building : buildings = pear : pears -> ['pear', 'lianas', 'rhododendrons', 'cacti', 'guava']
building : buildings = pig : pigs -> ['pig', 'goat', 'animals', 'fowls', 'pigs']
building : buildings = pineapple : pineapples -> ['pineapple', 'watermelons', 'pomegranates', 'persimmons', 'sunflowers']
building : buildings = rat : rats -> ['rat', 'possums', 'gerbils', 'hedgehogs', 'rats']
building : buildings = road : roads -> ['road', 'roads', 'roadways', 'bridleways', 'footpaths']
building : buildings = snake : snakes -> ['snake', 'langurs', 'serpents', 'possums', 'felines']
building : buildings = woman : women -> ['woman', 'man', 'girl', 'noblewomen', 'damsels']
building : buildings = banana : bananas -> ['banana', 'watermelons', 'sunflowers', 'pineapple', 'melons']
building : buildings = bird : birds -> ['bird', 'birds', 'passerines', 'songbirds', 'felids']
building : buildings = bottle : bottles -> ['bottle', 'bottles', 'vials', 'kegs', 'jugs']
car : cars = cat : cats -> ['cat', 'cats', 'poodles', 'gerbils', 'skunks']
car : cars = child : children -> ['child', 'babies', 'children', 'pups', 'kittens']
car : cars = cloud : clouds -> ['cloud', 'clouds', 'eddies', 'halos', 'aerosols']
car : cars = color : colors -> ['color', 'colour', 'colors', 'colours', 'tints']
car : cars = computer : computers -> ['computers', 'computer', 'microcomputers', 'mainframes', 'microprocessors']
car : cars = cow : cows -> ['cow', 'cows', 'goats', 'yaks', 'heifers']
car : cars = dog : dogs -> ['dog', 'dogs', 'poodles', 'heifers', 'donkeys']
car : cars = dollar : dollars -> ['dollar', 'rupee', 'peso', 'guilder', 'pesos']
car : cars = donkey : donkeys -> ['donkey', 'donkeys', 'heifers', 'yaks', 'poodles']
car : cars = dream : dreams -> ['dream', 'dreams', 'fantasies', 'fairytales', 'daydreams']
car : cars = eagle : eagles -> ['eagle', 'walruses', 'eagles', 'plovers', 'toucans']
car : cars = elephant : elephants -> ['elephant', 'elephants', 'rhinoceroses', 'ostriches', 'yaks']
car : cars = eye : eyes -> ['eye', 'eyes', 'rhinophores', 'palates', 'ears']
car : cars = finger : fingers -> ['finger', 'fingers', 'toes', 'forefinger', 'phalanges']
car : cars = goat : goats -> ['goat', 'yaks', 'goats', 'alpacas', 'donkeys']
car : cars = hand : hands -> ['hand', 'hands', 'fingers', 'staves', 'fridges']
car : cars = horse : horses -> ['horse', 'horses', 'thoroughbreds', 'racehorses', 'mules']
car : cars = lion : lions -> ['lion', 'gazelles', 'leopards', 'ostriches', 'tamarins']
car : cars = machine : machines -> ['machines', 'machine', 'lathes', 'phonographs', 'mixers']
car : cars = mango : mangoes -> ['mango', 'mangoes', 'apricots', 'guava', 'pomegranates']
car : cars = man : men -> ['man', 'woman', 'nobodies', 'yuppies', 'drunks']
car : cars = melon : melons -> ['melon', 'raspberries', 'radishes', 'plums', 'melons']
car : cars = monkey : monkeys -> ['monkey', 'monkeys', 'porcupines', 'tarantulas', 'armadillos']
car : cars = mouse : mice -> ['mouse', 'mice', 'squids', 'toasters', 'opossums']
car : cars = onion : onions -> ['onion', 'onions', 'apricots', 'plantains', 'plums']
car : cars = pear : pears -> ['pear', 'guava', 'chives', 'artichokes', 'plantains']
car : cars = pig : pigs -> ['pig', 'yaks', 'pigs', 'turkeys', 'donkeys']
car : cars = pineapple : pineapples -> ['pineapple', 'apricots', 'pecans', 'watermelons', 'mangoes']
car : cars = rat : rats -> ['rat', 'skunks', 'possums', 'gerbils', 'hedgehogs']
car : cars = road : roads -> ['road', 'roads', 'roadways', 'expressways', 'parkways']
car : cars = snake : snakes -> ['snake', 'snakes', 'rattlesnakes', 'toads', 'skunks']
car : cars = woman : women -> ['woman', 'man', 'noblewomen', 'maidens', 'girl']
car : cars = banana : bananas -> ['banana', 'bananas', 'mangoes', 'plantains', 'cloves']
car : cars = bird : birds -> ['bird', 'birds', 'toucans', 'honeyeaters', 'songbirds']
car : cars = bottle : bottles -> ['bottles', 'bottle', 'cans', 'kegs', 'cartons']
car : cars = building : buildings -> ['building', 'buildings', 'rowhouses', 'high-rises', 'roundhouses']
cat : cats = child : children -> ['child', 'children', 'babies', 'infants', 'pups']
cat : cats = cloud : clouds -> ['cloud', 'clouds', 'avalanches', 'auroras', 'eddies']
cat : cats = color : colors -> ['color', 'colour', 'colors', 'colours', 'tints']
cat : cats = computer : computers -> ['computer', 'computers', 'microcomputers', 'mainframes', 'motherboards']
cat : cats = cow : cows -> ['cow', 'cows', 'cats', 'goats', 'chickens']
cat : cats = dog : dogs -> ['dogs', 'cats', 'dog', 'ferrets', 'puppies']
cat : cats = dollar : dollars -> ['dollar', 'rupee', 'dollars', 'peso', 'guilder']
cat : cats = donkey : donkeys -> ['donkey', 'donkeys', 'cats', 'goats', 'ferrets']
cat : cats = dream : dreams -> ['dream', 'dreams', 'visions', 'fantasies', 'premonitions']
cat : cats = eagle : eagles -> ['eagle', 'eagles', 'warthogs', 'leopards', 'condors']
cat : cats = elephant : elephants -> ['elephant', 'elephants', 'cats', 'zebras', 'ostriches']
cat : cats = eye : eyes -> ['eye', 'eyes', 'ear', 'cats', 'eyeballs']
cat : cats = finger : fingers -> ['finger', 'fingers', 'toes', 'forefinger', 'fingertips']
cat : cats = goat : goats -> ['goat', 'goats', 'cats', 'zebras', 'yaks']
cat : cats = hand : hands -> ['hand', 'hands', 'fingertips', 'wrists', 'foreleg']
cat : cats = horse : horses -> ['horse', 'horses', 'cats', 'geldings', 'cows']
cat : cats = lion : lions -> ['lion', 'lions', 'cats', 'leopards', 'zebras']
cat : cats = machine : machines -> ['machine', 'machines', 'lathes', 'contraptions', 'apparatuses']
cat : cats = mango : mangoes -> ['mango', 'mangoes', 'blackberries', 'plums', 'apricots']
cat : cats = man : men -> ['man', 'englishmen', 'vagabonds', 'savages', 'blokes']
cat : cats = melon : melons -> ['melon', 'blackberries', 'plums', 'raspberries', 'sunflowers']
cat : cats = monkey : monkeys -> ['monkey', 'monkeys', 'cats', 'vultures', 'parrots']
cat : cats = mouse : mice -> ['mouse', 'cats', 'mice', 'rats', 'ferrets']
cat : cats = onion : onions -> ['onion', 'plums', 'blackberries', 'onions', 'apricots']
cat : cats = pear : pears -> ['pear', 'blackberries', 'plums', 'guava', 'forbs']
cat : cats = pig : pigs -> ['cats', 'pig', 'pigs', 'ferrets', 'chickens']
cat : cats = pineapple : pineapples -> ['pineapple', 'plums', 'avocados', 'watermelons', 'apricots']
cat : cats = rat : rats -> ['rat', 'rats', 'cats', 'ferrets', 'rattlesnakes']
cat : cats = road : roads -> ['road', 'roads', 'parkways', 'roadways', 'expressways']
cat : cats = snake : snakes -> ['snake', 'snakes', 'rattlesnakes', 'cats', 'toads']
cat : cats = woman : women -> ['woman', 'women', 'damsels', 'noblewomen', 'schoolgirls']
cat : cats = banana : bananas -> ['banana', 'cherries', 'blackberries', 'turnips', 'mangoes']
cat : cats = bird : birds -> ['bird', 'birds', 'cats', 'frogs', 'songbirds']
cat : cats = bottle : bottles -> ['bottle', 'bottles', 'kegs', 'vials', 'jars']
cat : cats = building : buildings -> ['building', 'buildings', 'high-rises', 'rowhouses', 'schoolhouses']
cat : cats = car : cars -> ['car', 'cars', 'vehicles', 'motorcycles', 'truck']
child : children = cloud : clouds -> ['cloud', 'clouds', 'mist', 'snowdrifts', 'auroras']
child : children = color : colors -> ['color', 'colour', 'colors', 'colours', 'coloration']
child : children = computer : computers -> ['computer', 'computers', 'pcs', 'mainframes', 'microcomputers']
child : children = cow : cows -> ['cow', 'cows', 'sheep', 'goats', 'rabbits']
child : children = dog : dogs -> ['dog', 'dogs', 'children', 'puppies', 'cats']
child : children = dollar : dollars -> ['dollar', 'dollars', 'ringgit', 'rupee', 'peso']
child : children = donkey : donkeys -> ['donkey', 'donkeys', 'yak', 'heifers', 'sheeps']
child : children = dream : dreams -> ['dream', 'dreams', 'children', 'nightmares', 'premonitions']
child : children = eagle : eagles -> ['eagle', 'osprey', 'hawk', 'elk', 'shags']
child : children = elephant : elephants -> ['elephant', 'elephants', 'deers', 'rhinoceroses', 'pandas']
child : children = eye : eyes -> ['eye', 'eyes', 'children', 'eyeballs', 'ear']
child : children = finger : fingers -> ['finger', 'fingers', 'forefinger', 'toes', 'fingertips']
child : children = goat : goats -> ['goat', 'yaks', 'goats', 'alpacas', 'turkeys']
child : children = hand : hands -> ['hand', 'hands', 'children', 'fingertips', 'wrists']
child : children = horse : horses -> ['horse', 'horses', 'cattle', 'racehorses', 'mules']
child : children = lion : lions -> ['lion', 'boar', 'stag', 'leopards', 'gazelles']
child : children = machine : machines -> ['machine', 'machines', 'chillers', 'workstations', 'microcomputers']
child : children = mango : mangoes -> ['mango', 'guava', 'mangoes', 'yams', 'apricots']
child : children = man : men -> ['man', 'men', 'stockmen', 'showmen', 'frenchmen']
child : children = melon : melons -> ['melon', 'raspberries', 'scones', 'muffins', 'plums']
child : children = monkey : monkeys -> ['monkey', 'monkeys', 'vultures', 'porcupines', 'cuckoos']
child : children = mouse : mice -> ['mouse', 'mice', 'children', 'possums', 'gerbils']
child : children = onion : onions -> ['onion', 'chillies', 'onions', 'plums', 'eggplants']
child : children = pear : pears -> ['pear', 'guava', 'chives', 'cashew', 'poplars']
child : children = pig : pigs -> ['pig', 'pigs', 'sheep', 'rabbits', 'goat']
child : children = pineapple : pineapples -> ['pineapple', 'watermelons', 'chillies', 'mangoes', 'guava']
child : children = rat : rats -> ['rat', 'rats', 'possums', 'mice', 'gerbils']
child : children = road : roads -> ['road', 'roads', 'parkways', 'rd', 'pkwy']
child : children = snake : snakes -> ['snake', 'snakes', 'toads', 'lorikeets', 'rattlesnakes']
child : children = woman : women -> ['woman', 'women', 'men', 'schoolgirls', 'children']
child : children = banana : bananas -> ['banana', 'bananas', 'guava', 'mangoes', 'turnips']
child : children = bird : birds -> ['bird', 'birds', 'butterflies', 'pheasants', 'possums']
child : children = bottle : bottles -> ['bottle', 'bottles', 'kegs', 'cans', 'vials']
child : children = building : buildings -> ['building', 'buildings', 'rowhouses', 'boathouses', 'shophouses']
child : children = car : cars -> ['car', 'cars', 'truck', 'suv', 'lorries']
child : children = cat : cats -> ['cat', 'cats', 'rabbit', 'rabbits', 'children']
cloud : clouds = color : colors -> ['color', 'colour', 'colors', 'colours', 'tints']
cloud : clouds = computer : computers -> ['computer', 'computers', 'macintoshes', 'microcomputers', 'plcs']
cloud : clouds = cow : cows -> ['cow', 'cows', 'goat', 'goats', 'rabbits']
cloud : clouds = dog : dogs -> ['dog', 'dogs', 'cat', 'poodles', 'goat']
cloud : clouds = dollar : dollars -> ['dollar', 'rupee', 'pennies', 'peso', 'guilder']
cloud : clouds = donkey : donkeys -> ['donkey', 'donkeys', 'hyenas', 'goat', 'weasels']
cloud : clouds = dream : dreams -> ['dream', 'dreams', 'fantasies', 'nightmares', 'visions']
cloud : clouds = eagle : eagles -> ['eagle', 'eagles', 'lion', 'doves', 'pheasants']
cloud : clouds = elephant : elephants -> ['elephant', 'elephants', 'hyenas', 'mammoths', 'rhinoceroses']
cloud : clouds = eye : eyes -> ['eye', 'eyes', 'ears', 'testicles', 'lungs']
cloud : clouds = finger : fingers -> ['finger', 'fingers', 'toes', 'elbows', 'forefinger']
cloud : clouds = goat : goats -> ['goat', 'goats', 'yaks', 'pig', 'alpacas']
cloud : clouds = hand : hands -> ['hand', 'hands', 'fingertips', 'wrists', 'knees']
cloud : clouds = horse : horses -> ['horse', 'horses', 'mules', 'chariots', 'goat']
cloud : clouds = lion : lions -> ['lion', 'serpents', 'lions', 'hyenas', 'mermaids']
cloud : clouds = machine : machines -> ['machine', 'machines', 'toasters', 'contraptions', 'boomerangs']
cloud : clouds = mango : mangoes -> ['mango', 'mangoes', 'plums', 'apricots', 'cherries']
cloud : clouds = man : men -> ['man', 'woman', 'men', 'savages', 'brutes']
cloud : clouds = melon : melons -> ['melon', 'sunflowers', 'cherries', 'raspberries', 'plums']
cloud : clouds = monkey : monkeys -> ['monkey', 'monkeys', 'cockroaches', 'shrews', 'vultures']
cloud : clouds = mouse : mice -> ['mouse', 'mice', 'cockroaches', 'boobies', 'bunnies']
cloud : clouds = onion : onions -> ['onion', 'onions', 'plums', 'cherries', 'sunflowers']
cloud : clouds = pear : pears -> ['pear', 'chestnuts', 'sunflowers', 'blackberries', 'guava']
cloud : clouds = pig : pigs -> ['pig', 'pigs', 'goat', 'rabbits', 'cockroaches']
cloud : clouds = pineapple : pineapples -> ['pineapple', 'sunflowers', 'cherries', 'plums', 'pecans']
cloud : clouds = rat : rats -> ['rat', 'rats', 'cockroaches', 'crickets', 'shrews']
cloud : clouds = road : roads -> ['road', 'roads', 'roadways', 'carriageways', 'footpaths']
cloud : clouds = snake : snakes -> ['snake', 'snakes', 'toads', 'hyenas', 'shrews']
cloud : clouds = woman : women -> ['woman', 'man', 'girl', 'damsels', 'women']
cloud : clouds = banana : bananas -> ['banana', 'cherries', 'sunflowers', 'turnips', 'plums']
cloud : clouds = bird : birds -> ['bird', 'birds', 'butterflies', 'boobies', 'songbirds']
cloud : clouds = bottle : bottles -> ['bottle', 'bottles', 'cans', 'kegs', 'jugs']
cloud : clouds = building : buildings -> ['building', 'buildings', 'edifice', 'rowhouses', 'clubrooms']
cloud : clouds = car : cars -> ['car', 'cars', 'truck', 'vehicle', 'suv']
cloud : clouds = cat : cats -> ['cat', 'cats', 'dog', 'boobies', 'hyenas']
cloud : clouds = child : children -> ['child', 'babies', 'children', 'son', 'kittens']
color : colors = computer : computers -> ['computer', 'computers', 'mainframes', 'microcomputers', 'macintoshes']
color : colors = cow : cows -> ['cow', 'cows', 'goat', 'goats', 'chickens']
color : colors = dog : dogs -> ['dog', 'dogs', 'poodles', 'cat', 'ferrets']
color : colors = dollar : dollars -> ['dollar', 'rupee', 'peso', 'dollars', 'guilder']
color : colors = donkey : donkeys -> ['donkey', 'donkeys', 'goat', 'poodles', 'lioness']
color : colors = dream : dreams -> ['dream', 'dreams', 'visions', 'fantasies', 'glories']
color : colors = eagle : eagles -> ['eagle', 'eagles', 'lion', 'kingfisher', 'tomcats']
color : colors = elephant : elephants -> ['elephant', 'elephants', 'gazelles', 'rhinoceroses', 'boars']
color : colors = eye : eyes -> ['eye', 'eyes', 'ears', 'eyeballs', 'crosshairs']
color : colors = finger : fingers -> ['finger', 'fingers', 'forefinger', 'forearms', 'elbows']
color : colors = goat : goats -> ['goat', 'boars', 'gazelles', 'boar', 'turkeys']
color : colors = hand : hands -> ['hand', 'hands', 'fingers', 'fists', 'fingertips']
color : colors = horse : horses -> ['horse', 'horses', 'mules', 'chariots', 'steeds']
color : colors = lion : lions -> ['lion', 'tiger', 'lions', 'boar', 'gazelles']
color : colors = machine : machines -> ['machine', 'machines', 'contraptions', 'contraption', 'toasters']
color : colors = mango : mangoes -> ['mango', 'guava', 'mangoes', 'blueberries', 'mangos']
color : colors = man : men -> ['man', 'woman', 'damsels', 'shepherdess', 'savages']
color : colors = melon : melons -> ['melon', 'muffins', 'sunflowers', 'raspberries', 'melons']
color : colors = monkey : monkeys -> ['monkey', 'monkeys', 'tarantulas', 'vultures', 'toads']
color : colors = mouse : mice -> ['mouse', 'rat', 'toad', 'mice', 'poodles']
color : colors = onion : onions -> ['onion', 'plums', 'onions', 'persimmons', 'radishes']
color : colors = pear : pears -> ['pear', 'guava', 'currant', 'sumac', 'radish']
color : colors = pig : pigs -> ['pig', 'goat', 'ferrets', 'pigs', 'poodles']
color : colors = pineapple : pineapples -> ['pineapple', 'melons', 'watermelons', 'sunflowers', 'persimmons']
color : colors = rat : rats -> ['rat', 'rats', 'toads', 'ferrets', 'frog']
color : colors = road : roads -> ['road', 'roads', 'rd', 'pkwy', 'parkways']
color : colors = snake : snakes -> ['snake', 'snakes', 'rattlesnake', 'toads', 'rattlesnakes']
color : colors = woman : women -> ['woman', 'man', 'girl', 'damsels', 'maidens']
