albania : albanian = argentina : argentinean -> ['albanian', 'ecuadorian', 'luxembourgish', 'algerian', 'slovakian']
albania : albanian = malta : maltese -> ['albanian', 'comorian', 'croatian', 'luxembourgish', 'romanian']
albania : albanian = mexico : mexican -> ['albanian', 'ecuadorian', 'malawian', 'mexican', 'belizean']
albania : albanian = moldova : moldovan -> ['albanian', 'belarusian', 'ukrainian', 'croatian', 'slovenian']
albania : albanian = netherlands : dutch -> ['albanian', 'rumanian', 'romanian', 'aragonese', 'slovakian']
albania : albanian = norway : norwegian -> ['albanian', 'hungarian', 'luxembourgish', 'croatian', 'romanian']
albania : albanian = peru : peruvian -> ['albanian', 'algerian', 'ecuadorian', 'asturian', 'luxembourgish']
albania : albanian = poland : polish -> ['albanian', 'romanian', 'ukrainian', 'croatian', 'serbian']
albania : albanian = portugal : portuguese -> ['albanian', 'luxembourgish', 'portuguese', 'romanian', 'galician']
albania : albanian = russia : russian -> ['albanian', 'romanian', 'serbian', 'macedonian', 'ukrainian']
albania : albanian = slovakia : slovakian -> ['albanian', 'ukrainian', 'belarusian', 'slovakian', 'croatian']
albania : albanian = spain : spanish -> ['albanian', 'luxembourgish', 'galician', 'romanian', 'slovakian']
albania : albanian = sweden : swedish -> ['albanian', 'romanian', 'hungarian', 'croatian', 'swedish']
albania : albanian = switzerland : swiss -> ['albanian', 'romanian', 'finnish', 'slovakian', 'luxembourgish']
albania : albanian = thailand : thai -> ['albanian', 'luxembourgish', 'indonesian', 'latvian', 'maldivian']
argentina : argentinean = australia : australian -> ['argentinean', 'african-born', 'polish-born', 'scottish-born', 'welsh-born']
argentina : argentinean = austria : austrian -> ['argentinean', 'austrian-born', 'spanish-born', 'polish-born', 'russian-born']
argentina : argentinean = belarus : belorussian -> ['argentinean', 'belizean', 'malian', 'malawian', 'polish-born']
argentina : argentinean = brazil : brazilian -> ['argentinean', 'belizean', 'mexican-born', 'aruban', 'turkish-german']
argentina : argentinean = bulgaria : bulgarian -> ['malian', 'argentinean', 'polish-born', 'malawian', 'luxembourgian']
argentina : argentinean = cambodia : cambodian -> ['belizean', 'argentinean', 'mozambican', 'malian', 'malawian']
argentina : argentinean = chile : chilean -> ['argentinean', 'malawian', 'belizean', 'mozambican', 'malian']
argentina : argentinean = china : chinese -> ['argentinean', 'belizean', 'majorcan', 'malawian', 'aruban']
argentina : argentinean = colombia : colombian -> ['argentinean', 'malawian', 'belizean', 'ecuadorean', 'aruban']
argentina : argentinean = croatia : croatian -> ['argentinean', 'belizean', 'aruban', 'malian', 'swiss-german']
argentina : argentinean = denmark : danish -> ['argentinean', 'polish-born', 'austrian-born', 'russian-born', 'swedish-born']
argentina : argentinean = egypt : egyptian -> ['polish-born', 'argentinean', 'incan', 'malian', 'spanish-born']
argentina : argentinean = england : english -> ['zealand-born', 'polish-born', 'african-born', 'scottish-born', 'majorcan']
argentina : argentinean = france : french -> ['argentinean', 'italian-born', 'welsh-born', 'austrian-born', 'swiss-born']
argentina : argentinean = germany : german -> ['austrian-born', 'russian-born', 'polish-born', 'swedish-born', 'hungarian-born']
argentina : argentinean = greece : greek -> ['polish-born', 'russian-born', 'austrian-born', 'hungarian-born', 'romanian-born']
argentina : argentinean = iceland : icelandic -> ['argentinean', 'belizean', 'majorcan', 'malawian', 'bahamian']
argentina : argentinean = india : indian -> ['austrian-german', 'majorcan', 'argentinean', 'austrian-born', 'polish-born']
argentina : argentinean = ireland : irish -> ['zealand-born', 'argentinean', 'polish-born', 'welsh-born', 'austrian-german']
argentina : argentinean = israel : israeli -> ['argentinean', 'hungarian-born', 'austrian-born', 'russian-born', 'polish-born']
argentina : argentinean = italy : italian -> ['argentinean', 'austrian-born', 'swedish-born', 'polish-born', 'spanish-born']
argentina : argentinean = japan : japanese -> ['argentinean', 'austrian-german', 'austrian-born', 'polish-born', 'swedish-born']
argentina : argentinean = korea : korean -> ['argentinean', 'austrian-german', 'aruban', 'turkish-german', 'belizean']
argentina : argentinean = macedonia : macedonian -> ['herzegovinian', 'swiss-german', 'nauruan', 'kashubian', 'malawian']
argentina : argentinean = malta : maltese -> ['argentinean', 'aruban', 'majorcan', 'guadeloupean', 'malawian']
argentina : argentinean = mexico : mexican -> ['argentinean', 'belizean', 'aruban', 'malawian', 'austrian-german']
argentina : argentinean = moldova : moldovan -> ['argentinean', 'aruban', 'malawian', 'belizean', 'nauruan']
argentina : argentinean = netherlands : dutch -> ['argentinean', 'swedish-born', 'austrian-german', 'vincentian', 'polish-born']
argentina : argentinean = norway : norwegian -> ['polish-born', 'argentinean', 'swedish-born', 'austrian-born', 'swiss-born']
argentina : argentinean = peru : peruvian -> ['argentinean', 'belizean', 'majorcan', 'ecuadorean', 'malawian']
argentina : argentinean = poland : polish -> ['polish-born', 'swedish-born', 'austrian-born', 'romanian-born', 'danish-born']
argentina : argentinean = portugal : portuguese -> ['argentinean', 'swedish-born', 'italian-born', 'turkish-german', 'malawian']
argentina : argentinean = russia : russian -> ['polish-born', 'russian-born', 'austrian-born', 'argentinean', 'swedish-born']
argentina : argentinean = slovakia : slovakian -> ['malawian', 'argentinean', 'polish-born', 'swedish-born', 'luxembourgian']
argentina : argentinean = spain : spanish -> ['argentinean', 'austrian-born', 'polish-born', 'mexican-born', 'swedish-born']
argentina : argentinean = sweden : swedish -> ['polish-born', 'russian-born', 'argentinean', 'austrian-born', 'swiss-born']
argentina : argentinean = switzerland : swiss -> ['argentinean', 'polish-born', 'russian-born', 'swiss-german', 'swedish-born']
argentina : argentinean = thailand : thai -> ['argentinean', 'belizean', 'malawian', 'polish-born', 'turkish-german']
argentina : argentinean = ukraine : ukrainian -> ['polish-born', 'malawian', 'argentinean', 'swedish-born', 'malian']
australia : australian = austria : austrian -> ['australian', 'austrian', 'rumanian', 'czechoslovakian', 'yugoslavian']
australia : australian = belarus : belorussian -> ['australian', 'zambian', 'tunisian', 'yugoslavian', 'estonian']
australia : australian = brazil : brazilian -> ['australian', 'argentinian', 'malaysian', 'peruvian', 'colombian']
australia : australian = bulgaria : bulgarian -> ['australian', 'yugoslavian', 'ukrainian', 'argentinian', 'estonian']
australia : australian = cambodia : cambodian -> ['australian', 'malaysian', 'cambodian', 'yugoslavian', 'somalian']
australia : australian = chile : chilean -> ['australian', 'peruvian', 'ecuadorian', 'colombian', 'argentinian']
australia : australian = china : chinese -> ['australian', 'malaysian', 'nigerian', 'cambodian', 'panamanian']
australia : australian = colombia : colombian -> ['australian', 'ecuadorian', 'peruvian', 'panamanian', 'argentinian']
australia : australian = croatia : croatian -> ['australian', 'zambian', 'malaysian', 'barbadian', 'yugoslavian']
australia : australian = denmark : danish -> ['australian', 'bahamian', 'barbadian', 'malaysian', 'bermudian']
australia : australian = egypt : egyptian -> ['australian', 'egyptian', 'nigerian', 'cambodian', 'iranian']
australia : australian = england : english -> ['australian', 'american', 'barbadian', 'jamaican', 'bermudian']
australia : australian = france : french -> ['australian', 'argentinian', 'panamanian', 'british-trained', 'belgian']
australia : australian = germany : german -> ['australian', 'cable-braced', 'estonian', 'german', 'canadian']
australia : australian = greece : greek -> ['australian', 'malaysian', 'bahamian', 'estonian', 'barbadian']
australia : australian = iceland : icelandic -> ['australian', 'bahamian', 'malaysian', 'nigerian', 'barbadian']
australia : australian = india : indian -> ['australian', 'malaysian', 'indian', 'nigerian', 'zambian']
australia : australian = ireland : irish -> ['australian', 'barbadian', 'irish', 'bahamian', 'zambian']
australia : australian = israel : israeli -> ['israeli', 'australian', 'nigerian', 'israel', 'malaysian']
australia : australian = italy : italian -> ['australian', 'argentinian', 'barbadian', 'cable-braced', 'panamanian']
australia : australian = japan : japanese -> ['australian', 'canadian', 'malaysian', 'nigerian', 'norwegian']
australia : australian = korea : korean -> ['australian', 'malaysian', 'nigerian', 'korean', 'argentinian']
australia : australian = macedonia : macedonian -> ['australian', 'fijian', 'zambian', 'estonian', 'macedonia']
australia : australian = malta : maltese -> ['australian', 'nigerian', 'malaysian', 'bahamian', 'zambian']
australia : australian = mexico : mexican -> ['australian', 'panamanian', 'peruvian', 'bahamian', 'ecuadorian']
australia : australian = moldova : moldovan -> ['australian', 'nigerian', 'zambian', 'malaysian', 'senegalese']
australia : australian = netherlands : dutch -> ['australian', 'netherlands', 'bahamian', 'argentinian', 'yugoslavian']
australia : australian = norway : norwegian -> ['australian', 'malaysian', 'bahamian', 'zambian', 'canadian']
australia : australian = peru : peruvian -> ['australian', 'peruvian', 'nigerian', 'ecuadorian', 'panamanian']
australia : australian = poland : polish -> ['australian', 'poland', 'zambian', 'nigerian', 'mauritian']
australia : australian = portugal : portuguese -> ['australian', 'argentinian', 'ecuadorian', 'panamanian', 'czechoslovakian']
australia : australian = russia : russian -> ['australian', 'malaysian', 'argentinian', 'nigerian', 'yugoslavian']
australia : australian = slovakia : slovakian -> ['australian', 'zambian', 'mauritian', 'luxembourgian', 'panamanian']
australia : australian = spain : spanish -> ['australian', 'argentinian', 'bahamian', 'nigerian', 'british-american']
australia : australian = sweden : swedish -> ['australian', 'malaysian', 'swedish', 'nigerian', 'barbadian']
australia : australian = switzerland : swiss -> ['australian', 'barbadian', 'bahamian', 'panamanian', 'malaysian']
australia : australian = thailand : thai -> ['australian', 'malaysian', 'nigerian', 'singaporean', 'panamanian']
australia : australian = ukraine : ukrainian -> ['australian', 'nigerian', 'zambian', 'senegalese', 'yugoslavian']
australia : australian = albania : albanian -> ['australian', 'malaysian', 'estonian', 'argentinian', 'albanian']
austria : austrian = belarus : belorussian -> ['austrian', 'yugoslavian', 'czechoslovakian', 'latvian', 'slovakian']
austria : austrian = brazil : brazilian -> ['austrian', 'argentinian', 'peruvian', 'colombian', 'czechoslovakian']
austria : austrian = bulgaria : bulgarian -> ['austrian', 'yugoslavian', 'czechoslovakian', 'lithuanian', 'bulgarian']
austria : austrian = cambodia : cambodian -> ['austrian', 'yugoslavian', 'cambodian', 'algerian', 'czechoslovakian']
austria : austrian = chile : chilean -> ['peruvian', 'austrian', 'colombian', 'ecuadorian', 'argentinian']
austria : austrian = china : chinese -> ['austrian', 'cambodian', 'ethiopian', 'panamanian', 'argentinian']
austria : austrian = colombia : colombian -> ['austrian', 'peruvian', 'ecuadorian', 'argentinian', 'bolivian']
austria : austrian = croatia : croatian -> ['austrian', 'yugoslavian', 'hungarian', 'lithuanian', 'latvian']
austria : austrian = denmark : danish -> ['austrian', 'swedish', 'danish', 'czechoslovakian', 'hungarian']
austria : austrian = egypt : egyptian -> ['austrian', 'ethiopian', 'tunisian', 'yugoslavian', 'egyptian']
austria : austrian = england : english -> ['austrian', 'england', 'swedish', 'argentinian', 'scottish-born']
austria : austrian = france : french -> ['austrian', 'belgian', 'argentinian', 'yugoslavian', 'czechoslovakian']
austria : austrian = germany : german -> ['austrian', 'german', 'yugoslavian', 'czechoslovakian', 'estonian']
austria : austrian = greece : greek -> ['austrian', 'estonian', 'slovakian', 'luxembourgian', 'latvian']
austria : austrian = iceland : icelandic -> ['austrian', 'czechoslovakian', 'slovakian', 'estonian', 'panamanian']
austria : austrian = india : indian -> ['austrian', 'panamanian', 'malaysian', 'tanzanian', 'singaporean']
austria : austrian = ireland : irish -> ['austrian', 'swedish', 'scottish', 'luxembourgian', 'ireland']
austria : austrian = israel : israeli -> ['austrian', 'israeli', 'argentinian', 'lithuanian', 'nigerian']
austria : austrian = italy : italian -> ['austrian', 'czechoslovakian', 'argentinian', 'yugoslavian', 'italian']
austria : austrian = japan : japanese -> ['austrian', 'yugoslavian', 'czechoslovakian', 'indonesian', 'panamanian']
austria : austrian = korea : korean -> ['austrian', 'yugoslavian', 'czechoslovakian', 'argentinian', 'estonian']
austria : austrian = macedonia : macedonian -> ['austrian', 'macedonian', 'estonian', 'slovakian', 'bosnian']
austria : austrian = malta : maltese -> ['austrian', 'czechoslovakian', 'yugoslavian', 'nigerian', 'argentinian']
austria : austrian = mexico : mexican -> ['peruvian', 'austrian', 'panamanian', 'argentinian', 'ecuadorian']
austria : austrian = moldova : moldovan -> ['austrian', 'slovenian', 'luxembourgian', 'tunisian', 'estonian']
austria : austrian = netherlands : dutch -> ['austrian', 'yugoslavian', 'czechoslovakian', 'argentinian', 'swedish']
austria : austrian = norway : norwegian -> ['austrian', 'hungarian', 'czechoslovakian', 'swedish', 'yugoslavian']
austria : austrian = peru : peruvian -> ['peruvian', 'austrian', 'ecuadorian', 'algerian', 'argentinian']
austria : austrian = poland : polish -> ['austrian', 'yugoslavian', 'hungarian', 'belgian', 'luxembourgian']
austria : austrian = portugal : portuguese -> ['austrian', 'argentinian', 'czechoslovakian', 'luxembourgian', 'belgian']
austria : austrian = russia : russian -> ['austrian', 'russian', 'serbian', 'yugoslavian', 'hungarian']
austria : austrian = slovakia : slovakian -> ['austrian', 'slovakian', 'yugoslavian', 'czechoslovakian', 'luxembourgian']
austria : austrian = spain : spanish -> ['austrian', 'argentinian', 'algerian', 'czechoslovakian', 'yugoslavian']
austria : austrian = sweden : swedish -> ['austrian', 'swedish', 'hungarian', 'czechoslovakian', 'danish']
austria : austrian = switzerland : swiss -> ['austrian', 'swedish', 'hungarian', 'slovakian', 'czechoslovakian']
austria : austrian = thailand : thai -> ['austrian', 'malaysian', 'yugoslavian', 'panamanian', 'singaporean']
austria : austrian = ukraine : ukrainian -> ['austrian', 'yugoslavian', 'slovakian', 'estonian', 'tunisian']
austria : austrian = albania : albanian -> ['austrian', 'yugoslavian', 'estonian', 'lithuanian', 'czechoslovakian']
austria : austrian = argentina : argentinean -> ['austrian', 'argentinian', 'peruvian', 'ecuadorian', 'colombian']
belarus : belorussian = brazil : brazilian -> ['belorussian', 'belarussian', 'karelo-finnish', 'anglo-scottish', 'byelorussian']
belarus : belorussian = bulgaria : bulgarian -> ['belorussian', 'belarussian', 'byelorussian', 'wallachian', 'austrian-hungarian']
belarus : belorussian = cambodia : cambodian -> ['belorussian', 'laotian', 'anglo-egyptian', 'cambodian', 'somalian']
belarus : belorussian = chile : chilean -> ['belorussian', 'anglo-scottish', 'anglo-egyptian', 'slavonian', 'canarian']
belarus : belorussian = china : chinese -> ['belorussian', 'cambodian', 'anglo-egyptian', 'austrian-hungarian', 'apulian']
belarus : belorussian = colombia : colombian -> ['belorussian', 'anglo-scottish', 'swedish-norwegian', 'bolivian', 'anglo-egyptian']
belarus : belorussian = croatia : croatian -> ['belorussian', 'byelorussian', 'belarussian', 'karelo-finnish', 'anglo-egyptian']
belarus : belorussian = denmark : danish -> ['belorussian', 'karelo-finnish', 'austrian-hungarian', 'belarussian', 'wallachian']
belarus : belorussian = egypt : egyptian -> ['belorussian', 'wallachian', 'cambodian', 'parthian', 'laotian']
belarus : belorussian = england : english -> ['england', 'belorussian', 'calabrian', 'jutish', 'antiochian']
belarus : belorussian = france : french -> ['belorussian', 'france', 'austrian-hungarian', 'wallachian', 'anglo-egyptian']
belarus : belorussian = germany : german -> ['belorussian', 'austrian-hungarian', 'anglo-portuguese', 'anglo-canadian', 'danish-norwegian']
belarus : belorussian = greece : greek -> ['belorussian', 'belarussian', 'karelo-finnish', 'byelorussian', 'wallachian']
belarus : belorussian = iceland : icelandic -> ['belorussian', 'abkhazian', 'anglo-egyptian', 'anglo-scottish', 'apulian']
belarus : belorussian = india : indian -> ['belorussian', 'india', 'anglo-egyptian', 'transcaucasian', 'austrian-hungarian']
belarus : belorussian = ireland : irish -> ['ireland', 'belorussian', 'swedish-norwegian', 'danish-norwegian', 'the-then']
belarus : belorussian = israel : israeli -> ['belorussian', 'abkhazian', 'cambodian', 'american-led', 'states-led']
belarus : belorussian = italy : italian -> ['belorussian', 'anglo-egyptian', 'austrian-hungarian', 'anglo-scottish', 'calabrian']
belarus : belorussian = japan : japanese -> ['belorussian', 'japan', 'anglo-portuguese', 'anglo-egyptian', 'austrian-hungarian']
belarus : belorussian = korea : korean -> ['belorussian', 'anglo-egyptian', 'anglo-portuguese', 'swedish-norwegian', 'ossetian']
belarus : belorussian = macedonia : macedonian -> ['belorussian', 'byelorussian', 'belarussian', 'ossetian', 'abkhazian']
belarus : belorussian = malta : maltese -> ['belorussian', 'malta', 'batavian', 'anglo-portuguese', 'swedish-norwegian']
belarus : belorussian = mexico : mexican -> ['belorussian', 'mexico', 'cumbrian', 'slavonian', 'anglo-egyptian']
belarus : belorussian = moldova : moldovan -> ['belorussian', 'byelorussian', 'belarussian', 'transcaucasian', 'karelo-finnish']
belarus : belorussian = netherlands : dutch -> ['belorussian', 'austrian-hungarian', 'batavian', 'navarrese', 'anglo-portuguese']
belarus : belorussian = norway : norwegian -> ['belorussian', 'austrian-hungarian', 'anglo-egyptian', 'swedish-norwegian', 'brandenburgian']
belarus : belorussian = peru : peruvian -> ['belorussian', 'karelo-finnish', 'anglo-scottish', 'transcaucasian', 'slavonian']
belarus : belorussian = poland : polish -> ['belorussian', 'austrian-hungarian', 'anglo-egyptian', 'wallachian', 'danish-norwegian']
belarus : belorussian = portugal : portuguese -> ['belorussian', 'anglo-scottish', 'karelo-finnish', 'dano-norwegian', 'swedish-norwegian']
belarus : belorussian = russia : russian -> ['belorussian', 'austrian-hungarian', 'brandenburgian', 'wallachian', 'transcaucasian']
belarus : belorussian = slovakia : slovakian -> ['belorussian', 'belarussian', 'byelorussian', 'transcaucasian', 'karelo-finnish']
belarus : belorussian = spain : spanish -> ['belorussian', 'anglo-egyptian', 'austrian-hungarian', 'pre-world', 'pre-revolutionary']
belarus : belorussian = sweden : swedish -> ['belorussian', 'austrian-hungarian', 'belarussian', 'dano-norwegian', 'wallachian']
belarus : belorussian = switzerland : swiss -> ['belorussian', 'austrian-hungarian', 'newly-founded', 'belarussian', 'rumanian']
belarus : belorussian = thailand : thai -> ['belorussian', 'somalian', 'cambodian', 'laotian', 'anglo-scottish']
belarus : belorussian = ukraine : ukrainian -> ['belorussian', 'transcaucasian', 'austrian-hungarian', 'byelorussian', 'belarussian']
belarus : belorussian = albania : albanian -> ['belorussian', 'byelorussian', 'belarussian', 'karelo-finnish', 'cambodian']
belarus : belorussian = argentina : argentinean -> ['belorussian', 'anglo-egyptian', 'anglo-scottish', 'austrian-hungarian', 'swedish-norwegian']
belarus : belorussian = australia : australian -> ['belorussian', 'australia', 'swedish-norwegian', 'newly-founded', 'anglo-egyptian']
brazil : brazilian = bulgaria : bulgarian -> ['brazilian', 'belgian', 'latvian', 'austrian', 'yugoslavian']
brazil : brazilian = cambodia : cambodian -> ['brazilian', 'colombian', 'cambodian', 'laotian', 'peruvian']
brazil : brazilian = chile : chilean -> ['brazilian', 'colombian', 'peruvian', 'panamanian', 'ecuadorian']
brazil : brazilian = china : chinese -> ['brazilian', 'cambodian', 'panamanian', 'nigerian', 'peruvian']
brazil : brazilian = colombia : colombian -> ['brazilian', 'colombian', 'peruvian', 'ecuadorian', 'panamanian']
brazil : brazilian = croatia : croatian -> ['brazilian', 'latvian', 'belgian', 'austrian', 'zambian']
brazil : brazilian = denmark : danish -> ['brazilian', 'belgian', 'austrian', 'argentinian', 'latvian']
brazil : brazilian = egypt : egyptian -> ['brazilian', 'syrian', 'peruvian', 'ethiopian', 'cambodian']
brazil : brazilian = england : english -> ['brazilian', 'belgian', 'norwegian-american', 'scottish-american', 'australian']
brazil : brazilian = france : french -> ['brazilian', 'belgian', 'colombian', 'argentinian', 'panamanian']
brazil : brazilian = germany : german -> ['brazilian', 'belgian', 'austrian', 'french-canadian', 'german']
brazil : brazilian = greece : greek -> ['brazilian', 'latvian', 'french-canadian', 'non-european', 'non-british']
brazil : brazilian = iceland : icelandic -> ['brazilian', 'belgian', 'peruvian', 'panamanian', 'nigerian']
brazil : brazilian = india : indian -> ['brazilian', 'panamanian', 'colombian', 'nigerian', 'peruvian']
brazil : brazilian = ireland : irish -> ['brazilian', 'barbadian', 'belgian', 'australian', 'non-british']
brazil : brazilian = israel : israeli -> ['brazilian', 'belgian', 'nigerian', 'syrian', 'israeli']
brazil : brazilian = italy : italian -> ['brazilian', 'belgian', 'italian', 'argentinian', 'french-canadian']
brazil : brazilian = japan : japanese -> ['brazilian', 'belgian', 'canadian', 'panamanian', 'colombian']
brazil : brazilian = korea : korean -> ['brazilian', 'peruvian', 'panamanian', 'nigerian', 'colombian']
brazil : brazilian = macedonia : macedonian -> ['brazilian', 'latvian', 'syrian', 'anglo-indian', 'french-canadian']
brazil : brazilian = malta : maltese -> ['brazilian', 'nigerian', 'belgian', 'peruvian', 'argentinian']
brazil : brazilian = mexico : mexican -> ['brazilian', 'colombian', 'peruvian', 'panamanian', 'belgian']
brazil : brazilian = moldova : moldovan -> ['brazilian', 'nigerian', 'latvian', 'panamanian', 'peruvian']
brazil : brazilian = netherlands : dutch -> ['brazilian', 'belgian', 'argentinian', 'colombian', 'panamanian']
brazil : brazilian = norway : norwegian -> ['brazilian', 'belgian', 'austrian', 'panamanian', 'colombian']
brazil : brazilian = peru : peruvian -> ['brazilian', 'peruvian', 'colombian', 'ecuadorian', 'nigerian']
brazil : brazilian = poland : polish -> ['brazilian', 'belgian', 'austrian', 'french-canadian', 'chinese-canadian']
brazil : brazilian = portugal : portuguese -> ['brazilian', 'belgian', 'colombian', 'argentinian', 'peruvian']
brazil : brazilian = russia : russian -> ['brazilian', 'belgian', 'austrian', 'french-canadian', 'syrian']
brazil : brazilian = slovakia : slovakian -> ['brazilian', 'belgian', 'latvian', 'panamanian', 'zambian']
brazil : brazilian = spain : spanish -> ['brazilian', 'colombian', 'belgian', 'argentinian', 'peruvian']
brazil : brazilian = sweden : swedish -> ['brazilian', 'belgian', 'austrian', 'latvian', 'panamanian']
brazil : brazilian = switzerland : swiss -> ['brazilian', 'belgian', 'french-canadian', 'austrian', 'latvian']
brazil : brazilian = thailand : thai -> ['brazilian', 'panamanian', 'peruvian', 'colombian', 'nigerian']
brazil : brazilian = ukraine : ukrainian -> ['brazilian', 'latvian', 'nigerian', 'panamanian', 'hispanic-american']
brazil : brazilian = albania : albanian -> ['brazilian', 'belgian', 'latvian', 'argentinian', 'french-canadian']
brazil : brazilian = argentina : argentinean -> ['brazilian', 'colombian', 'argentinian', 'belgian', 'peruvian']
brazil : brazilian = australia : australian -> ['brazilian', 'australian', 'belgian', 'canadian', 'colombian']
brazil : brazilian = austria : austrian -> ['brazilian', 'belgian', 'austrian', 'french-canadian', 'austrian-hungarian']
bulgaria : bulgarian = cambodia : cambodian -> ['bulgarian', 'hungarian', 'indonesian', 'cambodian', 'romanian']
bulgaria : bulgarian = chile : chilean -> ['bulgarian', 'ecuadorian', 'peruvian', 'tunisian', 'colombian']
bulgaria : bulgarian = china : chinese -> ['bulgarian', 'cambodian', 'hungarian', 'romanian', 'mongolian']
bulgaria : bulgarian = colombia : colombian -> ['bulgarian', 'ecuadorian', 'tunisian', 'bolivian', 'indonesian']
bulgaria : bulgarian = croatia : croatian -> ['bulgarian', 'hungarian', 'romanian', 'lithuanian', 'croatian']
bulgaria : bulgarian = denmark : danish -> ['bulgarian', 'hungarian', 'romanian', 'danish', 'swedish']
bulgaria : bulgarian = egypt : egyptian -> ['bulgarian', 'romanian', 'hungarian', 'lithuanian', 'albanian']
bulgaria : bulgarian = england : english -> ['bulgarian', 'hungarian', 'romanian', 'england', 'majorcan']
bulgaria : bulgarian = france : french -> ['bulgarian', 'romanian', 'hungarian', 'slovakian', 'sicilian']
bulgaria : bulgarian = germany : german -> ['bulgarian', 'romanian', 'hungarian', 'german', 'polish']
bulgaria : bulgarian = greece : greek -> ['bulgarian', 'romanian', 'hungarian', 'estonian', 'slovakian']
bulgaria : bulgarian = iceland : icelandic -> ['bulgarian', 'hungarian', 'croatian', 'romanian', 'slovakian']
bulgaria : bulgarian = india : indian -> ['bulgarian', 'maldivian', 'india', 'estonian', 'ghanaian']
bulgaria : bulgarian = ireland : irish -> ['bulgarian', 'romanian', 'scottish', 'hungarian', 'swedish']
bulgaria : bulgarian = israel : israeli -> ['bulgarian', 'romanian', 'lithuanian', 'croatian', 'hungarian']
bulgaria : bulgarian = italy : italian -> ['bulgarian', 'romanian', 'hungarian', 'slovakian', 'italian']
bulgaria : bulgarian = japan : japanese -> ['bulgarian', 'romanian', 'hungarian', 'indonesian', 'finnish']
bulgaria : bulgarian = korea : korean -> ['bulgarian', 'hungarian', 'romanian', 'indonesian', 'estonian']
bulgaria : bulgarian = macedonia : macedonian -> ['bulgarian', 'romanian', 'hungarian', 'macedonian', 'albanian']
bulgaria : bulgarian = malta : maltese -> ['bulgarian', 'romanian', 'hungarian', 'czechoslovakian', 'croatian']
bulgaria : bulgarian = mexico : mexican -> ['bulgarian', 'mexican', 'romanian', 'sicilian', 'ghanaian']
bulgaria : bulgarian = moldova : moldovan -> ['bulgarian', 'belarusian', 'romanian', 'hungarian', 'slovenian']
bulgaria : bulgarian = netherlands : dutch -> ['bulgarian', 'romanian', 'hungarian', 'danish', 'slovakian']
bulgaria : bulgarian = norway : norwegian -> ['bulgarian', 'hungarian', 'romanian', 'slovakian', 'estonian']
bulgaria : bulgarian = peru : peruvian -> ['bulgarian', 'peruvian', 'romanian', 'tunisian', 'ecuadorian']
bulgaria : bulgarian = poland : polish -> ['bulgarian', 'romanian', 'hungarian', 'ukrainian', 'polish']
bulgaria : bulgarian = portugal : portuguese -> ['bulgarian', 'romanian', 'portuguese', 'hungarian', 'slovakian']
