athens : greece = baghdad : iraq -> ['syria', 'baghdad', 'iraq', 'libya', 'afghanistan']
bangkok : thailand = berlin : germany -> ['berlin', 'germany', 'italy', 'finland', 'belgium']
bangkok : thailand = bern : switzerland -> ['bern', 'obwalden', 'aargau', 'basel-country', 'switzerland']
bangkok : thailand = cairo : egypt -> ['cairo', 'egypt', 'tunisia', 'syria', 'thailand']
bangkok : thailand = canberra : australia -> ['canberra', 'tasmania', 'australia', 'queensland', 'thailand']
bangkok : thailand = hanoi : vietnam -> ['hanoi', 'thailand', 'cambodia', 'laos', 'vietnam']
bangkok : thailand = havana : cuba -> ['havana', 'cuba', 'peru', 'venezuela', 'argentina']
bangkok : thailand = helsinki : finland -> ['finland', 'helsinki', 'sweden', 'latvia', 'turku']
bangkok : thailand = islamabad : pakistan -> ['islamabad', 'pakistan', 'afghanistan', 'thailand', 'oman']
bangkok : thailand = kabul : afghanistan -> ['afghanistan', 'kabul', 'pakistan', 'tajikistan', 'iran']
bangkok : thailand = london : england -> ['london', 'thailand', 'cornwall', 'britain', 'ireland']
bangkok : thailand = madrid : spain -> ['madrid', 'spain', 'extremadura', 'cantabria', 'murcia']
bangkok : thailand = moscow : russia -> ['moscow', 'russia', 'ukraine', 'kazakhstan', 'belarus']
bangkok : thailand = oslo : norway -> ['oslo', 'norway', 'finland', 'sweden', 'trondheim']
bangkok : thailand = ottawa : canada -> ['ottawa', 'saskatchewan', 'manitoba', 'ontario', 'mississauga']
bangkok : thailand = paris : france -> ['paris', 'france', 'belgium', 'italy', 'spain']
bangkok : thailand = rome : italy -> ['rome', 'italy', 'greece', 'sardinia', 'sicily']
bangkok : thailand = stockholm : sweden -> ['sweden', 'stockholm', 'finland', 'norway', 'denmark']
bangkok : thailand = tehran : iran -> ['iran', 'tehran', 'tajikistan', 'kyrgyzstan', 'afghanistan']
bangkok : thailand = tokyo : japan -> ['tokyo', 'japan', 'taiwan', 'thailand', 'hokkaido']
bangkok : thailand = athens : greece -> ['greece', 'athens', 'macedonia', 'boeotia', 'messenia']
bangkok : thailand = baghdad : iraq -> ['baghdad', 'iraq', 'afghanistan', 'syria', 'iran']
beijing : china = berlin : germany -> ['berlin', 'germany', 'china', 'allied-occupied', 'hamburg']
beijing : china = bern : switzerland -> ['bern', 'obwalden', 'aargau', 'china', 'basel-country']
beijing : china = cairo : egypt -> ['cairo', 'egypt', 'china', 'syria', 'fustat']
beijing : china = canberra : australia -> ['canberra', 'tasmania', 'australia', 'queensland', 'china']
beijing : china = hanoi : vietnam -> ['hanoi', 'china', 'vietnam', 'cambodia', 'laos']
beijing : china = havana : cuba -> ['havana', 'cuba', 'china', 'hispaniola', 'peru']
beijing : china = helsinki : finland -> ['helsinki', 'finland', 'china', 'turku', 'jakobstad']
beijing : china = islamabad : pakistan -> ['islamabad', 'pakistan', 'china', 'balochistan', 'sindh']
beijing : china = kabul : afghanistan -> ['kabul', 'afghanistan', 'china', 'pakistan', 'nangarhar']
beijing : china = london : england -> ['london', 'china', 'britain', 'america', 'scandinavia']
beijing : china = madrid : spain -> ['madrid', 'spain', 'extremadura', 'murcia', 'castilla']
beijing : china = moscow : russia -> ['china', 'moscow', 'russia', 'kalmykia', 'buryatia']
beijing : china = oslo : norway -> ['oslo', 'norway', 'denmark', 'trondheim', 'iceland']
beijing : china = ottawa : canada -> ['ottawa', 'gananoque', 'canada', 'lloydminster', 'china']
beijing : china = paris : france -> ['paris', 'china', 'france', 'lunville', 'britain']
beijing : china = rome : italy -> ['rome', 'china', 'italy', 'galatia', 'abyssinia']
beijing : china = stockholm : sweden -> ['stockholm', 'sweden', 'denmark', 'china', 'scandinavia']
beijing : china = tehran : iran -> ['iran', 'tehran', 'china', 'mazandaran', 'isfahan']
beijing : china = tokyo : japan -> ['china', 'japan', 'tokyo', 'taiwan', 'kysh']
beijing : china = athens : greece -> ['greece', 'athens', 'china', 'phocis', 'boeotia']
beijing : china = baghdad : iraq -> ['baghdad', 'iraq', 'china', 'syria', 'iran']
beijing : china = bangkok : thailand -> ['china', 'thailand', 'bangkok', 'indonesia', 'cambodia']
berlin : germany = bern : switzerland -> ['bern', 'germany', 'switzerland', 'obwalden', 'aargau']
berlin : germany = cairo : egypt -> ['cairo', 'egypt', 'germany', 'syria', 'morocco']
berlin : germany = canberra : australia -> ['canberra', 'australia', 'germany', 'tasmania', 'ahisa']
berlin : germany = hanoi : vietnam -> ['hanoi', 'cambodia', 'laos', 'germany', 'taiwan']
berlin : germany = havana : cuba -> ['havana', 'cuba', 'peru', 'germany', 'argentina']
berlin : germany = helsinki : finland -> ['finland', 'germany', 'helsinki', 'sweden', 'latvia']
berlin : germany = islamabad : pakistan -> ['islamabad', 'pakistan', 'bangladesh', 'afghanistan', 'germany']
berlin : germany = kabul : afghanistan -> ['afghanistan', 'kabul', 'pakistan', 'germany', 'iraq']
berlin : germany = london : england -> ['london', 'germany', 'britain', 'denmark', 'italy']
berlin : germany = madrid : spain -> ['spain', 'madrid', 'germany', 'portugal', 'murcia']
berlin : germany = moscow : russia -> ['russia', 'germany', 'ukraine', 'moscow', 'finland']
berlin : germany = oslo : norway -> ['norway', 'oslo', 'germany', 'finland', 'sweden']
berlin : germany = ottawa : canada -> ['ottawa', 'canada', 'germany', 'lloydminster', 'mississauga']
berlin : germany = paris : france -> ['germany', 'france', 'paris', 'belgium', 'italy']
berlin : germany = rome : italy -> ['italy', 'rome', 'germany', 'spain', 'france']
berlin : germany = stockholm : sweden -> ['sweden', 'stockholm', 'germany', 'norway', 'finland']
berlin : germany = tehran : iran -> ['iran', 'tehran', 'germany', 'tajikistan', 'afghanistan']
berlin : germany = tokyo : japan -> ['tokyo', 'japan', 'germany', 'hokkaid', 'hokkaido']
berlin : germany = athens : greece -> ['greece', 'athens', 'macedonia', 'germany', 'italy']
berlin : germany = baghdad : iraq -> ['iraq', 'baghdad', 'syria', 'germany', 'afghanistan']
berlin : germany = bangkok : thailand -> ['thailand', 'bangkok', 'cambodia', 'laos', 'indonesia']
berlin : germany = beijing : china -> ['beijing', 'china', 'germany', 'taiwan', 'japan']
bern : switzerland = cairo : egypt -> ['cairo', 'egypt', 'switzerland', 'tunisia', 'morocco']
bern : switzerland = canberra : australia -> ['canberra', 'australia', 'switzerland', 'brisbane', 'tasmania']
bern : switzerland = hanoi : vietnam -> ['hanoi', 'cambodia', 'laos', 'switzerland', 'thailand']
bern : switzerland = havana : cuba -> ['havana', 'cuba', 'argentina', 'switzerland', 'uruguay']
bern : switzerland = helsinki : finland -> ['helsinki', 'finland', 'switzerland', 'tampere', 'sweden']
bern : switzerland = islamabad : pakistan -> ['islamabad', 'pakistan', 'srilanka', 'karachi', 'bangladesh']
bern : switzerland = kabul : afghanistan -> ['kabul', 'afghanistan', 'pakistan', 'tajikistan', 'srilanka']
bern : switzerland = london : england -> ['london', 'switzerland', 'dublin', 'belgium', 'scandinavia']
bern : switzerland = madrid : spain -> ['madrid', 'spain', 'switzerland', 'barcelona', 'portugal']
bern : switzerland = moscow : russia -> ['moscow', 'russia', 'switzerland', 'ukraine', 'ussr']
bern : switzerland = oslo : norway -> ['oslo', 'norway', 'switzerland', 'sweden', 'finland']
bern : switzerland = ottawa : canada -> ['ottawa', 'switzerland', 'canada', 'montreal', 'toronto']
bern : switzerland = paris : france -> ['paris', 'switzerland', 'france', 'belgium', 'italy']
bern : switzerland = rome : italy -> ['rome', 'italy', 'switzerland', 'greece', 'france']
bern : switzerland = stockholm : sweden -> ['stockholm', 'sweden', 'switzerland', 'gothenburg', 'finland']
bern : switzerland = tehran : iran -> ['tehran', 'iran', 'mashhad', 'tajikistan', 'isfahan']
bern : switzerland = tokyo : japan -> ['tokyo', 'switzerland', 'japan', 'hong-kong', 'osaka']
bern : switzerland = athens : greece -> ['athens', 'greece', 'switzerland', 'italy', 'maroussi']
bern : switzerland = baghdad : iraq -> ['baghdad', 'syria', 'iraq', 'afghanistan', 'basra']
bern : switzerland = bangkok : thailand -> ['bangkok', 'thailand', 'switzerland', 'singapore', 'cambodia']
bern : switzerland = beijing : china -> ['beijing', 'switzerland', 'guangzhou', 'china', 'guangdong']
bern : switzerland = berlin : germany -> ['berlin', 'switzerland', 'germany', 'italy', 'belgium']
cairo : egypt = canberra : australia -> ['canberra', 'tasmania', 'australia', 'queensland', 'egypt']
cairo : egypt = hanoi : vietnam -> ['hanoi', 'cambodia', 'laos', 'vietnam', 'egypt']
cairo : egypt = havana : cuba -> ['cuba', 'havana', 'egypt', 'hispaniola', 'peru']
cairo : egypt = helsinki : finland -> ['finland', 'helsinki', 'sweden', 'estonia', 'denmark']
cairo : egypt = islamabad : pakistan -> ['islamabad', 'egypt', 'pakistan', 'sindh', 'afghanistan']
cairo : egypt = kabul : afghanistan -> ['kabul', 'egypt', 'afghanistan', 'syria', 'transoxiana']
cairo : egypt = london : england -> ['london', 'egypt', 'ireland', 'britain', 'denmark']
cairo : egypt = madrid : spain -> ['madrid', 'spain', 'murcia', 'zaragoza', 'extremadura']
cairo : egypt = moscow : russia -> ['moscow', 'russia', 'egypt', 'yaroslavl', 'novgorod']
cairo : egypt = oslo : norway -> ['norway', 'oslo', 'sweden', 'denmark', 'finland']
cairo : egypt = ottawa : canada -> ['ottawa', 'canada', 'mississauga', 'rouyn-noranda', 'egypt']
cairo : egypt = paris : france -> ['france', 'paris', 'egypt', 'belgium', 'austria']
cairo : egypt = rome : italy -> ['rome', 'egypt', 'italy', 'greece', 'gaul']
cairo : egypt = stockholm : sweden -> ['sweden', 'stockholm', 'denmark', 'norway', 'finland']
cairo : egypt = tehran : iran -> ['iran', 'egypt', 'tehran', 'gilan', 'mazandaran']
cairo : egypt = tokyo : japan -> ['tokyo', 'japan', 'hokkaid', 'taiwan', 'kysh']
cairo : egypt = athens : greece -> ['greece', 'athens', 'egypt', 'macedonia', 'boeotia']
cairo : egypt = baghdad : iraq -> ['egypt', 'syria', 'iraq', 'baghdad', 'persia']
cairo : egypt = bangkok : thailand -> ['bangkok', 'thailand', 'egypt', 'cambodia', 'laos']
cairo : egypt = beijing : china -> ['beijing', 'china', 'mongolia', 'egypt', 'guangzhou']
cairo : egypt = berlin : germany -> ['berlin', 'germany', 'egypt', 'austria', 'saxony']
cairo : egypt = bern : switzerland -> ['bern', 'austria', 'aargau', 'obwalden', 'valais']
canberra : australia = hanoi : vietnam -> ['hanoi', 'australia', 'cambodia', 'china', 'thailand']
canberra : australia = havana : cuba -> ['havana', 'cuba', 'spain', 'mexico', 'hispaniola']
canberra : australia = helsinki : finland -> ['finland', 'helsinki', 'australia', 'sweden', 'norway']
canberra : australia = islamabad : pakistan -> ['australia', 'islamabad', 'pakistan', 'kenya', 'arabia']
canberra : australia = kabul : afghanistan -> ['kabul', 'afghanistan', 'syria', 'iran', 'arabia']
canberra : australia = london : england -> ['london', 'australia', 'europe', 'england', 'britain']
canberra : australia = madrid : spain -> ['spain', 'madrid', 'portugal', 'australia', 'andalucia']
canberra : australia = moscow : russia -> ['russia', 'moscow', 'australia', 'ukraine', 'siberia']
canberra : australia = oslo : norway -> ['norway', 'oslo', 'sweden', 'australia', 'denmark']
canberra : australia = ottawa : canada -> ['ottawa', 'australia', 'canada', 'ontario', 'switzerland']
canberra : australia = paris : france -> ['paris', 'france', 'australia', 'spain', 'italy']
canberra : australia = rome : italy -> ['rome', 'italy', 'australia', 'greece', 'spain']
canberra : australia = stockholm : sweden -> ['sweden', 'stockholm', 'norway', 'australia', 'denmark']
canberra : australia = tehran : iran -> ['tehran', 'iran', 'australia', 'arabia', 'syria']
canberra : australia = tokyo : japan -> ['tokyo', 'japan', 'australia', 'osaka', 'kanagawa']
canberra : australia = athens : greece -> ['athens', 'greece', 'australia', 'crete', 'italy']
canberra : australia = baghdad : iraq -> ['baghdad', 'syria', 'iraq', 'arabia', 'yemen']
canberra : australia = bangkok : thailand -> ['bangkok', 'thailand', 'australia', 'indonesia', 'cambodia']
canberra : australia = beijing : china -> ['beijing', 'china', 'australia', 'japan', 'korea']
canberra : australia = berlin : germany -> ['berlin', 'germany', 'australia', 'italy', 'france']
canberra : australia = bern : switzerland -> ['bern', 'switzerland', 'australia', 'obwalden', 'vaud']
canberra : australia = cairo : egypt -> ['cairo', 'egypt', 'australia', 'arabia', 'syria']
hanoi : vietnam = havana : cuba -> ['havana', 'cuba', 'vietnam', 'panama', 'varadero']
hanoi : vietnam = helsinki : finland -> ['helsinki', 'finland', 'vietnam', 'tampere', 'lapland']
hanoi : vietnam = islamabad : pakistan -> ['islamabad', 'afghanistan', 'pakistan', 'vietnam', 'iraq']
hanoi : vietnam = kabul : afghanistan -> ['afghanistan', 'kabul', 'vietnam', 'iraq', 'helmand']
hanoi : vietnam = london : england -> ['london', 'vietnam', '1914-18', 'polish-bolshevik', 'russo-swedish']
hanoi : vietnam = madrid : spain -> ['madrid', 'spain', 'zaragoza', 'extremadura', 'murcia']
hanoi : vietnam = moscow : russia -> ['moscow', 'russia', 'yaroslavl', 'omsk', 'vietnam']
hanoi : vietnam = oslo : norway -> ['oslo', 'norway', 'trondheim', 'vietnam', 'rogaland']
hanoi : vietnam = ottawa : canada -> ['ottawa', 'vietnam', 'alliston', 'tillsonburg', 'cobourg']
hanoi : vietnam = paris : france -> ['paris', 'vietnam', 'france', 'franco-prussian', '1914-18']
hanoi : vietnam = rome : italy -> ['rome', 'italy', 'vietnam', 'greece', 'outremer']
hanoi : vietnam = stockholm : sweden -> ['stockholm', 'sweden', 'vietnam', 'gothenburg', 'finland']
hanoi : vietnam = tehran : iran -> ['tehran', 'vietnam', 'iraq', 'iran', 'afghanistan']
hanoi : vietnam = tokyo : japan -> ['tokyo', 'vietnam', 'japan', 'korea', 'kyushu']
hanoi : vietnam = athens : greece -> ['athens', 'greece', 'peloponnese', 'phocis', 'vietnam']
hanoi : vietnam = baghdad : iraq -> ['iraq', 'baghdad', 'afghanistan', 'yemen', 'vietnam']
hanoi : vietnam = bangkok : thailand -> ['vietnam', 'bangkok', 'thailand', 'laos', 'cambodia']
hanoi : vietnam = beijing : china -> ['vietnam', 'beijing', 'china', 'korea', 'xinjiang']
hanoi : vietnam = berlin : germany -> ['berlin', 'vietnam', 'germany', 'austro-prussian', '1914-18']
hanoi : vietnam = bern : switzerland -> ['bern', 'vietnam', 'switzerland', 'obwalden', 'aargau']
hanoi : vietnam = cairo : egypt -> ['cairo', 'egypt', 'vietnam', 'iraq', 'yemen']
hanoi : vietnam = canberra : australia -> ['canberra', 'vietnam', 'australia', 'ahisa', 'taranaki']
havana : cuba = helsinki : finland -> ['helsinki', 'finland', 'estonia', 'latvia', 'russia']
havana : cuba = islamabad : pakistan -> ['islamabad', 'pakistan', 'afghanistan', 'tajikistan', 'pakhtunkhwa']
havana : cuba = kabul : afghanistan -> ['kabul', 'afghanistan', 'iraq', 'chechnya', 'tajikistan']
havana : cuba = london : england -> ['london', 'cuba', 'merseyside', 'croydon', 'haringey']
havana : cuba = madrid : spain -> ['madrid', 'spain', 'cuba', 'murcia', 'zaragoza']
havana : cuba = moscow : russia -> ['moscow', 'russia', 'ukraine', 'belarus', 'novosibirsk']
havana : cuba = oslo : norway -> ['oslo', 'norway', 'trondheim', 'iceland', 'finland']
havana : cuba = ottawa : canada -> ['ottawa', 'mississauga', 'canada', 'cobourg', 'rouyn-noranda']
havana : cuba = paris : france -> ['paris', 'france', 'cuba', 'grenoble', 'belgium']
havana : cuba = rome : italy -> ['rome', 'italy', 'cuba', 'greece', 'france']
havana : cuba = stockholm : sweden -> ['stockholm', 'sweden', 'finland', 'denmark', 'estonia']
havana : cuba = tehran : iran -> ['tehran', 'iran', 'tajikistan', 'afghanistan', 'iraq']
havana : cuba = tokyo : japan -> ['tokyo', 'japan', 'cuba', 'hokkaid', 'taiwan']
havana : cuba = athens : greece -> ['athens', 'greece', 'macedonia', 'crete', 'boeotia']
havana : cuba = baghdad : iraq -> ['baghdad', 'iraq', 'syria', 'afghanistan', 'basra']
havana : cuba = bangkok : thailand -> ['bangkok', 'thailand', 'cambodia', 'laos', 'cuba']
havana : cuba = beijing : china -> ['beijing', 'china', 'guangzhou', 'cuba', 'sichuan']
havana : cuba = berlin : germany -> ['berlin', 'germany', 'munich', 'frg', 'cuba']
havana : cuba = bern : switzerland -> ['bern', 'obwalden', 'switzerland', 'schwyz', 'aargau']
havana : cuba = cairo : egypt -> ['cairo', 'egypt', 'syria', 'cuba', 'iraq']
havana : cuba = canberra : australia -> ['canberra', 'australia', 'tasmania', 'queensland', 'toowoomba']
havana : cuba = hanoi : vietnam -> ['hanoi', 'laos', 'cambodia', 'vietnam', 'cuba']
helsinki : finland = islamabad : pakistan -> ['pakistan', 'islamabad', 'afghanistan', 'tajikistan', 'turkmenistan']
helsinki : finland = kabul : afghanistan -> ['afghanistan', 'kabul', 'pakistan', 'khurasan', 'iraq']
helsinki : finland = london : england -> ['london', 'britain', 'denmark', 'ireland', 'finland']
helsinki : finland = madrid : spain -> ['spain', 'madrid', 'extremadura', 'portugal', 'murcia']
helsinki : finland = moscow : russia -> ['russia', 'finland', 'moscow', 'ukraine', 'lithuania']
helsinki : finland = oslo : norway -> ['norway', 'finland', 'sweden', 'denmark', 'oslo']
helsinki : finland = ottawa : canada -> ['ottawa', 'canada', 'finland', 'rouyn-noranda', 'lloydminster']
helsinki : finland = paris : france -> ['france', 'paris', 'belgium', 'spain', 'italy']
helsinki : finland = rome : italy -> ['rome', 'italy', 'greece', 'finland', 'spain']
helsinki : finland = stockholm : sweden -> ['sweden', 'finland', 'norway', 'denmark', 'stockholm']
helsinki : finland = tehran : iran -> ['iran', 'tehran', 'afghanistan', 'gilan', 'tajikistan']
helsinki : finland = tokyo : japan -> ['japan', 'tokyo', 'finland', 'taiwan', 'hokkaid']
helsinki : finland = athens : greece -> ['greece', 'athens', 'lithuania', 'finland', 'boeotia']
helsinki : finland = baghdad : iraq -> ['iraq', 'syria', 'baghdad', 'afghanistan', 'iran']
helsinki : finland = bangkok : thailand -> ['thailand', 'bangkok', 'cambodia', 'laos', 'myanmar']
helsinki : finland = beijing : china -> ['beijing', 'china', 'finland', 'mongolia', 'sichuan']
helsinki : finland = berlin : germany -> ['germany', 'berlin', 'finland', 'saxony', 'austria']
helsinki : finland = bern : switzerland -> ['bern', 'switzerland', 'aargau', 'vaud', 'obwalden']
helsinki : finland = cairo : egypt -> ['egypt', 'cairo', 'syria', 'libya', 'tunisia']
helsinki : finland = canberra : australia -> ['canberra', 'australia', 'tasmania', 'finland', 'queensland']
helsinki : finland = hanoi : vietnam -> ['hanoi', 'cambodia', 'laos', 'thailand', 'taiwan']
helsinki : finland = havana : cuba -> ['cuba', 'havana', 'peru', 'nicaragua', 'venezuela']
islamabad : pakistan = kabul : afghanistan -> ['pakistan', 'kabul', 'afghanistan', 'iran', 'nangarhar']
islamabad : pakistan = london : england -> ['london', 'britain', 'england', 'pakistan', 'merseyside']
islamabad : pakistan = madrid : spain -> ['madrid', 'spain', 'extremadura', 'murcia', 'andalusia']
islamabad : pakistan = moscow : russia -> ['moscow', 'russia', 'ussr', 'ukraine', 'leningrad']
islamabad : pakistan = oslo : norway -> ['oslo', 'norway', 'finland', 'trondheim', 'rogaland']
islamabad : pakistan = ottawa : canada -> ['ottawa', 'pakistan', 'montreal', 'toronto', 'canada']
islamabad : pakistan = paris : france -> ['paris', 'france', 'italy', 'aix-en-provence', 'menton']
islamabad : pakistan = rome : italy -> ['rome', 'italy', 'greece', 'britain', 'sicily']
islamabad : pakistan = stockholm : sweden -> ['stockholm', 'sweden', 'finland', 'norway', 'smland']
islamabad : pakistan = tehran : iran -> ['tehran', 'iran', 'pakistan', 'azerbaijan', 'gilan']
islamabad : pakistan = tokyo : japan -> ['tokyo', 'japan', 'osaka', 'kanagawa', 'taiwan']
islamabad : pakistan = athens : greece -> ['athens', 'greece', 'macedonia', 'boeotia', 'phocis']
islamabad : pakistan = baghdad : iraq -> ['baghdad', 'pakistan', 'iraq', 'iran', 'syria']
islamabad : pakistan = bangkok : thailand -> ['bangkok', 'thailand', 'pakistan', 'myanmar', 'cambodia']
islamabad : pakistan = beijing : china -> ['beijing', 'china', 'guangdong', 'sichuan', 'yunnan']
islamabad : pakistan = berlin : germany -> ['berlin', 'germany', 'munich', 'czechoslovakia', 'allied-occupied']
islamabad : pakistan = bern : switzerland -> ['bern', 'aargau', 'obwalden', 'basel-country', 'thurgau']
islamabad : pakistan = cairo : egypt -> ['cairo', 'pakistan', 'egypt', 'syria', 'iran']
islamabad : pakistan = canberra : australia -> ['canberra', 'pakistan', 'bangladesh', 'australia', 'queensland']
islamabad : pakistan = hanoi : vietnam -> ['hanoi', 'vietnam', 'cambodia', 'pakistan', 'laos']
islamabad : pakistan = havana : cuba -> ['havana', 'cuba', 'hispaniola', 'panama', 'haiti']
islamabad : pakistan = helsinki : finland -> ['helsinki', 'finland', 'tampere', 'latvia', 'turku']
kabul : afghanistan = london : england -> ['london', 'europe', 'britain', 'haringey', 'africa']
kabul : afghanistan = madrid : spain -> ['madrid', 'spain', 'extremadura', 'castile-la', 'argentina']
kabul : afghanistan = moscow : russia -> ['moscow', 'russia', 'ukraine', 'belarus', 'chechnya']
kabul : afghanistan = oslo : norway -> ['oslo', 'norway', 'trondheim', 'finland', 'sweden']
kabul : afghanistan = ottawa : canada -> ['ottawa', 'mississauga', 'canada', 'catharines', 'chatham-kent']
kabul : afghanistan = paris : france -> ['paris', 'france', 'belgium', 'brussels', 'italy']
kabul : afghanistan = rome : italy -> ['rome', 'italy', 'greece', 'gaul', 'spain']
kabul : afghanistan = stockholm : sweden -> ['stockholm', 'sweden', 'finland', 'norway', 'denmark']
kabul : afghanistan = tehran : iran -> ['tehran', 'afghanistan', 'iran', 'iraq', 'tajikistan']
kabul : afghanistan = tokyo : japan -> ['tokyo', 'japan', 'taiwan', 'osaka', 'vietnam']
kabul : afghanistan = athens : greece -> ['athens', 'greece', 'macedonia', 'boeotia', 'armenia']
kabul : afghanistan = baghdad : iraq -> ['afghanistan', 'iraq', 'baghdad', 'syria', 'chechnya']
kabul : afghanistan = bangkok : thailand -> ['bangkok', 'thailand', 'cambodia', 'laos', 'afghanistan']
kabul : afghanistan = beijing : china -> ['beijing', 'china', 'afghanistan', 'mongolia', 'cambodia']
kabul : afghanistan = berlin : germany -> ['berlin', 'germany', 'afghanistan', 'poland', 'bonn']
kabul : afghanistan = bern : switzerland -> ['bern', 'switzerland', 'obwalden', 'aargau', 'glarus']
kabul : afghanistan = cairo : egypt -> ['cairo', 'afghanistan', 'iraq', 'syria', 'egypt']
kabul : afghanistan = canberra : australia -> ['canberra', 'australia', 'tasmania', 'queensland', 'afghanistan']
kabul : afghanistan = hanoi : vietnam -> ['hanoi', 'vietnam', 'cambodia', 'laos', 'afghanistan']
kabul : afghanistan = havana : cuba -> ['havana', 'cuba', 'argentina', 'peru', 'venezuela']
kabul : afghanistan = helsinki : finland -> ['helsinki', 'finland', 'latvia', 'estonia', 'kuopio']
kabul : afghanistan = islamabad : pakistan -> ['afghanistan', 'islamabad', 'pakistan', 'iraq', 'tajikistan']
london : england = madrid : spain -> ['england', 'madrid', 'spain', 'andalusia', 'portugal']
london : england = moscow : russia -> ['england', 'moscow', 'russia', 'kiev', 'yaroslavl']
london : england = oslo : norway -> ['england', 'norway', 'oslo', 'finland', 'fredrikstad']
london : england = ottawa : canada -> ['ottawa', 'england', 'ontario', 'drummondville', 'rouyn-noranda']
london : england = paris : france -> ['england', 'paris', 'france', 'menton', 'provence']
