albania : albanian = argentina : argentinean -> ['argentine', 'argentinian', 'uruguayan', 'ecuadorian', 'buenos']
argentina : argentinean = england : english -> ['bromsgrove', 'yorkshire', 'heckmondwike', 'stockton-on-tees', 'lancashire']
argentina : argentinean = france : french -> ['italian-french', 'french', 'thierry', 'franois', 'philippe']
argentina : argentinean = germany : german -> ['austrian-german', 'german', 'austrian', 'german-austrian', 'austrian-american']
argentina : argentinean = greece : greek -> ['nikos', 'pavlos', 'panagiotis', 'kostas', 'konstantinos']
argentina : argentinean = iceland : icelandic -> ['icelandic', 'faroese', 'danish', 'norwegian', 'vestmannaeyjar']
argentina : argentinean = india : indian -> ['indian', 'kerala', 'gujarat', 'odisha', 'orissa']
argentina : argentinean = ireland : irish -> ['irish', 'derry', 'irish-canadian', 'donegal', 'scottish']
argentina : argentinean = israel : israeli -> ['israeli', 'yonatan', 'yuval', 'moshe', 'yair']
argentina : argentinean = italy : italian -> ['italian', 'massimo', 'antonello', 'rubini', 'faenza']
argentina : argentinean = japan : japanese -> ['japanese', 'hisashi', 'kki', 'shunsuke', 'takayoshi']
argentina : argentinean = korea : korean -> ['korean', 'vietnamese', 'taiwanese', 'korean-born', 'indonesian']
argentina : argentinean = macedonia : macedonian -> ['macedonian', 'serbian', 'montenegrin', 'albanian', 'croatian']
argentina : argentinean = malta : maltese -> ['maltese', 'gozo', 'valletta', 'venetian', 'pavlos']
argentina : argentinean = mexico : mexican -> ['mexican', 'aguascalientes', 'colombian', 'venezuelan', 'guanajuato']
argentina : argentinean = moldova : moldovan -> ['moldovan', 'romanian', 'moldavian', 'montenegrin', 'kosovar']
argentina : argentinean = netherlands : dutch -> ['dutch', 'danish', 'belgian', 'flemish', 'austrian']
argentina : argentinean = norway : norwegian -> ['norwegian', 'danish', 'swedish', 'icelandic', 'svend']
argentina : argentinean = peru : peruvian -> ['peruvian', 'ecuadorian', 'colombian', 'argentinian', 'venezuelan']
argentina : argentinean = poland : polish -> ['polish', 'janusz', 'andrzej', 'voivodeship', 'wojciech']
argentina : argentinean = portugal : portuguese -> ['portuguese', 'nuno', 'mrio', 'couto', 'lus']
argentina : argentinean = russia : russian -> ['russian', 'vladimir', 'vasili', 'aleksey', 'nikitich']
argentina : argentinean = slovakia : slovakian -> ['slovak', 'czech', 'slovakian', 'hungarian', 'slovenian']
argentina : argentinean = spain : spanish -> ['spanish', 'aragonese', 'catalonian', 'castilian', 'catalan']
argentina : argentinean = sweden : swedish -> ['swedish', 'danish', 'norwegian', 'icelandic', 'fredrik']
argentina : argentinean = switzerland : swiss -> ['swiss', 'solothurn', 'fribourg', 'neuchtel', 'zurich']
argentina : argentinean = thailand : thai -> ['indonesian', 'malaysian', 'thai', 'cambodian', 'singaporean']
argentina : argentinean = ukraine : ukrainian -> ['ukrainian', 'russian', 'belarussian', 'azerbaijani', 'mykhailo']
australia : australian = austria : austrian -> ['austrian', 'bavarian', 'styria', 'german', 'austro-hungarian']
australia : australian = belarus : belorussian -> ['belarusian', 'estonian', 'ukrainian', 'latvian', 'lithuanian']
australia : australian = brazil : brazilian -> ['brazilian', 'angolan', 'pernambuco', 'peruvian', 'amazonas']
australia : australian = bulgaria : bulgarian -> ['bulgarian', 'serbian', 'croatian', 'macedonian', 'albanian']
australia : australian = cambodia : cambodian -> ['cambodian', 'laotian', 'burmese', 'thai', 'lao']
australia : australian = chile : chilean -> ['peruvian', 'chilean', 'argentine', 'bolivian', 'ecuadorian']
australia : australian = china : chinese -> ['chinese', 'taiwanese', 'guangdong', 'zhejiang', 'shenyang']
australia : australian = colombia : colombian -> ['colombian', 'ecuadorian', 'peruvian', 'bolivian', 'argentine']
australia : australian = croatia : croatian -> ['croatian', 'serbian', 'slovenian', 'montenegrin', 'yugoslavian']
australia : australian = denmark : danish -> ['danish', 'swedish', 'norwegian', 'finnish', 'estonian']
australia : australian = egypt : egyptian -> ['egyptian', 'jordanian', 'moroccan', 'libyan', 'algerian']
australia : australian = england : english -> ['lancashire', 'welsh', 'yorkshire', 'hertfordshire', 'lincolnshire']
australia : australian = france : french -> ['french', 'algerian', 'val-de-marne', 'yvelines', 'belgian']
australia : australian = germany : german -> ['german', 'austrian', 'bavarian', 'baden-wrttemberg', 'saarland']
australia : australian = greece : greek -> ['macedonian', 'cypriot', 'hellenic', 'cretan', 'greek']
australia : australian = iceland : icelandic -> ['icelandic', 'danish', 'norwegian', 'estonian', 'finnish']
australia : australian = india : indian -> ['indian', 'bengal', 'assam', 'odisha', 'tripura']
australia : australian = ireland : irish -> ['irish', 'scottish', 'welsh', 'ulster', 'derry']
australia : australian = israel : israeli -> ['israeli', 'palestinian', 'jordanian', 'lebanese', 'idf']
australia : australian = italy : italian -> ['italian', 'veneto', 'lombardy', 'bergamo', 'brescia']
australia : australian = japan : japanese -> ['japanese', 'kanagawa', 'nagoya', 'ishikawa', 'yamagata']
australia : australian = korea : korean -> ['korean', 'vietnamese', 'dprk', 'american', 'taiwanese']
australia : australian = macedonia : macedonian -> ['macedonian', 'albanian', 'serbian', 'montenegrin', 'bulgarian']
australia : australian = malta : maltese -> ['maltese', 'italian', 'valletta', 'turkish', 'gibraltar']
australia : australian = mexico : mexican -> ['mexican', 'peruvian', 'ecuadorian', 'colombian', 'bolivian']
australia : australian = moldova : moldovan -> ['moldovan', 'romanian', 'estonian', 'belarusian', 'montenegrin']
australia : australian = netherlands : dutch -> ['dutch', 'belgian', 'danish', 'swedish', 'austrian']
australia : australian = norway : norwegian -> ['norwegian', 'swedish', 'danish', 'finnish', 'estonian']
australia : australian = peru : peruvian -> ['peruvian', 'ecuadorian', 'bolivian', 'argentine', 'chilean']
australia : australian = poland : polish -> ['polish', 'voivodeship', 'silesian', 'pomeranian', 'opole']
australia : australian = portugal : portuguese -> ['portuguese', 'brazilian', 'angolan', 'argentine', 'uruguayan']
australia : australian = russia : russian -> ['russian', 'ukrainian', 'estonian', 'astrakhan', 'sfsr']
australia : australian = slovakia : slovakian -> ['slovak', 'slovakian', 'czech', 'slovenian', 'hungarian']
australia : australian = spain : spanish -> ['spanish', 'argentine', 'aragonese', 'murcia', 'cantabria']
australia : australian = sweden : swedish -> ['swedish', 'danish', 'finnish', 'norwegian', 'estonian']
australia : australian = switzerland : swiss -> ['swiss', 'solothurn', 'fribourg', 'neuchtel', 'zrich']
australia : australian = thailand : thai -> ['thai', 'malaysian', 'indonesian', 'cambodian', 'myanmar']
australia : australian = ukraine : ukrainian -> ['ukrainian', 'belarusian', 'russian', 'estonian', 'latvian']
australia : australian = albania : albanian -> ['albanian', 'serbian', 'macedonian', 'montenegrin', 'croatian']
austria : austrian = belarus : belorussian -> ['russian', 'ukrainian', 'belarusian', 'latvian', 'lithuanian']
austria : austrian = brazil : brazilian -> ['brazilian', 'bahia', 'portuguese', 'pernambuco', 'recife']
austria : austrian = bulgaria : bulgarian -> ['bulgarian', 'romanian', 'serbian', 'turkish', 'hungarian']
austria : austrian = cambodia : cambodian -> ['cambodian', 'indonesian', 'laotian', 'khmer', 'laos']
austria : austrian = chile : chilean -> ['chilean', 'peruvian', 'argentine', 'bolivian', 'ecuadorian']
austria : austrian = china : chinese -> ['chinese', 'fujian', 'zhejiang', 'nanjing', 'tianjin']
austria : austrian = colombia : colombian -> ['colombian', 'ecuadorian', 'peruvian', 'bolivian', 'chilean']
austria : austrian = croatia : croatian -> ['croatian', 'serbian', 'slovenian', 'montenegrin', 'bulgarian']
austria : austrian = denmark : danish -> ['danish', 'swedish', 'norwegian', 'finnish', 'estonian']
austria : austrian = egypt : egyptian -> ['egyptian', 'moroccan', 'jordanian', 'tunisian', 'libyan']
austria : austrian = england : english -> ['lancashire', 'yorkshire', 'cheshire', 'kingston-upon-thames', 'lincolnshire']
austria : austrian = france : french -> ['french', 'belgian', 'val-de-marne', 'yvelines', 'algerian']
austria : austrian = germany : german -> ['german', 'prussian', 'german-austrian', 'bavarian', 'erfurt']
austria : austrian = greece : greek -> ['greek', 'bulgarian', 'cypriot', 'turkish', 'hellenic']
austria : austrian = iceland : icelandic -> ['danish', 'icelandic', 'norwegian', 'swedish', 'finnish']
austria : austrian = india : indian -> ['indian', 'bengal', 'bombay', 'odisha', 'maharashtra']
austria : austrian = ireland : irish -> ['irish', 'scottish', 'donegal', 'cork', 'derry']
austria : austrian = israel : israeli -> ['israeli', 'palestinian', 'jordanian', 'lebanese', 'idf']
austria : austrian = italy : italian -> ['italian', 'brescia', 'lombardy', 'vicenza', 'piedmontese']
austria : austrian = japan : japanese -> ['japanese', 'tokyo', 'yamagata', 'nagoya', 'toyama']
austria : austrian = korea : korean -> ['korean', 'vietnamese', 'japanese', 'dprk', 'indonesian']
austria : austrian = macedonia : macedonian -> ['macedonian', 'bulgarian', 'serbian', 'albanian', 'turkish']
austria : austrian = malta : maltese -> ['maltese', 'italian', 'valletta', 'venetian', 'gibraltar']
austria : austrian = mexico : mexican -> ['mexican', 'michoacn', 'peruvian', 'chilean', 'sonora']
austria : austrian = moldova : moldovan -> ['romanian', 'moldovan', 'moldavian', 'hungarian', 'bulgarian']
austria : austrian = netherlands : dutch -> ['dutch', 'belgian', 'danish', 'swedish', 'flemish']
austria : austrian = norway : norwegian -> ['norwegian', 'danish', 'swedish', 'finnish', 'hordaland']
austria : austrian = peru : peruvian -> ['peruvian', 'ecuadorian', 'chilean', 'argentine', 'bolivian']
austria : austrian = poland : polish -> ['polish', 'pozna', 'voivodeship', 'kielce', 'krakw']
austria : austrian = portugal : portuguese -> ['portuguese', 'brazilian', 'angolan', 'spanish', 'french']
austria : austrian = russia : russian -> ['russian', 'ukrainian', 'kiev', 'sfsr', 'tsarist']
austria : austrian = slovakia : slovakian -> ['slovak', 'hungarian', 'slovakian', 'czech', 'czechoslovak']
austria : austrian = spain : spanish -> ['spanish', 'castilian', 'argentine', 'chilean', 'murcia']
austria : austrian = sweden : swedish -> ['swedish', 'danish', 'norwegian', 'finnish', 'estonian']
austria : austrian = switzerland : swiss -> ['swiss', 'zrich', 'solothurn', 'zurich', 'schaffhausen']
austria : austrian = thailand : thai -> ['malaysian', 'indonesian', 'thai', 'cambodian', 'myanmar']
austria : austrian = ukraine : ukrainian -> ['ukrainian', 'russian', 'belarusian', 'bulgarian', 'romanian']
austria : austrian = albania : albanian -> ['albanian', 'bulgarian', 'turkish', 'romanian', 'serbian']
austria : austrian = argentina : argentinean -> ['argentine', 'argentinian', 'chilean', 'uruguayan', 'ecuadorian']
belarus : belorussian = brazil : brazilian -> ['rio', 'bahia', '1st', 'pernambuco', 'recife']
belarus : belorussian = bulgaria : bulgarian -> ['rokossovsky', 'konev', 'vatutin', 'transbaikal', 'salonika']
belarus : belorussian = cambodia : cambodian -> ['vietnam', 'nlf', 'laos', 'arvn', 'cambodian']
belarus : belorussian = chile : chilean -> ['santiago', 'montt', 'iquique', 'tucuman', 'estero']
belarus : belorussian = china : chinese -> ['hainan', 'nanjing', 'fujian', 'guangxi', 'guangdong']
belarus : belorussian = colombia : colombian -> ['venezuela', 'carabineros', 'peru', 'salvador', 'ecuador']
belarus : belorussian = croatia : croatian -> ['jna', 'krajina', 'arbih', 'prijedor', 'kupres']
belarus : belorussian = denmark : danish -> ['gyldenlve', 'haakon', 'harald', 'valdemar', 'hkon']
belarus : belorussian = egypt : egyptian -> ['mesopotamia', 'salonika', 'cyrenaica', 'nubia', 'egyptian']
belarus : belorussian = england : english -> ['dorsetshire', 'kingston-upon-hull', 'leconfield', 'hunsdon', 'bridport']
belarus : belorussian = france : french -> ['ardennes', 'dumouriez', 'flers', 'turenne', 'tallard']
belarus : belorussian = germany : german -> ['schweinfurt', 'stuttgart', 'lssah', 'wesel', 'wiesbaden']
belarus : belorussian = greece : greek -> ['crete', 'salonika', 'chania', 'epirus', 'georgios']
belarus : belorussian = iceland : icelandic -> ['sverdrup', 'norway', 'lssah', '503rd', 'vestmannaeyjar']
belarus : belorussian = india : indian -> ['assam', 'odisha', 'bombay', 'madras', 'orissa']
belarus : belorussian = ireland : irish -> ['londonderry', 'castlehaven', 'brookeborough', 'enniskillen', 'fermanagh']
belarus : belorussian = israel : israeli -> ['idf', 'haganah', 'palmach', 'sadeh', 'israeli']
belarus : belorussian = italy : italian -> ['sicily', 'lombardy', 'naples', 'romagna', 'ortona']
belarus : belorussian = japan : japanese -> ['japanese', 'okinawa', 'wakayama', 'fukuoka', 'matsuyama']
belarus : belorussian = korea : korean -> ['korean', 'vietnamese', 'koreans', 'nlf', 'dprk']
belarus : belorussian = macedonia : macedonian -> ['macedonian', 'jna', 'arbih', 'epirus', 'krajina']
belarus : belorussian = malta : maltese -> ['pantelleria', 'tobruk', 'mers-el-kebir', 'leros', 'salonika']
belarus : belorussian = mexico : mexican -> ['paso', 'veracruz', 'durango', 'chihuahua', 'morelos']
belarus : belorussian = moldova : moldovan -> ['byelorussian', 'rokossovsky', 'transbaikal', 'konev', 'moldavian']
belarus : belorussian = netherlands : dutch -> ['zutphen', 'vlissingen', 'dutch', 'gelderland', 'zeeland']
belarus : belorussian = norway : norwegian -> ['telemark', 'nordland', 'narvik', 'trondheim', 'kristiansand']
belarus : belorussian = peru : peruvian -> ['callao', 'ayacucho', 'arequipa', 'colombia', 'junn']
belarus : belorussian = poland : polish -> ['silesian', 'podlaskie', 'lublin', 'voivodeship', 'opole']
belarus : belorussian = portugal : portuguese -> ['lencastre', 'afonso', 'palmela', 'tercio', 'viana']
belarus : belorussian = russia : russian -> ['rokossovsky', 'bryansk', 'malinovsky', 'vatutin', 'transbaikal']
belarus : belorussian = slovakia : slovakian -> ['transbaikal', 'preov', 'trenn', 'podhale', 'kosice']
belarus : belorussian = spain : spanish -> ['tercio', 'valencia', 'almansa', 'adelantado', 'carlist']
belarus : belorussian = sweden : swedish -> ['norway', 'gustaf', 'hkon', 'haakon', 'stockholm']
belarus : belorussian = switzerland : swiss -> ['zrich', 'lucerne', 'solothurn', 'zurich', 'thurgau']
belarus : belorussian = thailand : thai -> ['ratchasima', 'korat', 'cambodia', 'phanom', 'ubon']
belarus : belorussian = ukraine : ukrainian -> ['bryansk', 'rokossovsky', 'ukrainian', 'malinovsky', 'transbaikal']
belarus : belorussian = albania : albanian -> ['skanderbeg', 'vlora', 'arbih', 'gjirokastr', 'albanian']
belarus : belorussian = argentina : argentinean -> ['buenos', 'aires', 'tucuman', 'chile', 'neuqun']
belarus : belorussian = australia : australian -> ['queensland', 'tasmania', 'sydney', 'bunbury', 'melbourne']
brazil : brazilian = bulgaria : bulgarian -> ['bulgarian', 'serbian', 'croatian', 'turkish', 'montenegrin']
brazil : brazilian = cambodia : cambodian -> ['cambodian', 'thai', 'laotian', 'burmese', 'indonesian']
brazil : brazilian = chile : chilean -> ['chilean', 'peruvian', 'colombian', 'bolivian', 'uruguayan']
brazil : brazilian = china : chinese -> ['chinese', 'taiwanese', 'tianjin', 'korean', 'fujian']
brazil : brazilian = colombia : colombian -> ['colombian', 'venezuelan', 'peruvian', 'bolivian', 'guatemalan']
brazil : brazilian = croatia : croatian -> ['croatian', 'serbian', 'montenegrin', 'slovenian', 'yugoslavian']
brazil : brazilian = denmark : danish -> ['danish', 'swedish', 'norwegian', 'finnish', 'faroese']
brazil : brazilian = egypt : egyptian -> ['egyptian', 'moroccan', 'tunisian', 'jordanian', 'libyan']
brazil : brazilian = england : english -> ['bromsgrove', 'welsh', 'lancashire', 'kingston-upon-thames', 'devon']
brazil : brazilian = france : french -> ['french', 'belgian', 'nmes', 'algerian', 'tourcoing']
brazil : brazilian = germany : german -> ['german', 'austrian', 'german-austrian', 'erfurt', 'baden-wrttemberg']
brazil : brazilian = greece : greek -> ['greek', 'cypriot', 'turkish', 'macedonian', 'bulgarian']
brazil : brazilian = iceland : icelandic -> ['norwegian', 'icelandic', 'danish', 'swedish', 'finnish']
brazil : brazilian = india : indian -> ['indian', 'odisha', 'kerala', 'maharashtra', 'pakistani']
brazil : brazilian = ireland : irish -> ['irish', 'scottish', 'derry', 'welsh', 'donegal']
brazil : brazilian = israel : israeli -> ['israeli', 'palestinian', 'jordanian', 'lebanese', 'yonatan']
brazil : brazilian = italy : italian -> ['italian', 'neapolitan', 'bergamo', 'vicenza', 'milanese']
brazil : brazilian = japan : japanese -> ['japanese', 'ishikawa', 'toyama', 'kanagawa', 'yoshida']
brazil : brazilian = korea : korean -> ['korean', 'vietnamese', 'japanese', 'taiwanese', 'chinese']
brazil : brazilian = macedonia : macedonian -> ['serbian', 'macedonian', 'montenegrin', 'bulgarian', 'croatian']
brazil : brazilian = malta : maltese -> ['maltese', 'turkish', 'tunisian', 'italian', 'valletta']
brazil : brazilian = mexico : mexican -> ['mexican', 'colombian', 'peruvian', 'chilean', 'venezuelan']
brazil : brazilian = moldova : moldovan -> ['moldovan', 'romanian', 'montenegrin', 'serbian', 'hungarian']
brazil : brazilian = netherlands : dutch -> ['dutch', 'danish', 'belgian', 'swedish', 'norwegian']
brazil : brazilian = norway : norwegian -> ['norwegian', 'swedish', 'danish', 'finnish', 'hordaland']
brazil : brazilian = peru : peruvian -> ['peruvian', 'chilean', 'colombian', 'bolivian', 'ecuadorian']
brazil : brazilian = poland : polish -> ['polish', 'silesian', 'voivodeship', 'pozna', 'kielce']
brazil : brazilian = portugal : portuguese -> ['portuguese', 'uruguayan', 'spanish', 'venezuelan', 'mozambican']
brazil : brazilian = russia : russian -> ['russian', 'ukrainian', 'bulgarian', 'kazakh', 'belarussian']
brazil : brazilian = slovakia : slovakian -> ['slovak', 'slovakian', 'hungarian', 'slovenian', 'croatian']
brazil : brazilian = spain : spanish -> ['spanish', 'chilean', 'uruguayan', 'castilian', 'peruvian']
brazil : brazilian = sweden : swedish -> ['swedish', 'danish', 'norwegian', 'finnish', 'norway']
brazil : brazilian = switzerland : swiss -> ['swiss', 'zrich', 'solothurn', 'schaffhausen', 'zurich']
brazil : brazilian = thailand : thai -> ['thai', 'malaysian', 'cambodian', 'indonesian', 'laotian']
brazil : brazilian = ukraine : ukrainian -> ['ukrainian', 'belarusian', 'russian', 'bulgarian', 'latvian']
brazil : brazilian = albania : albanian -> ['albanian', 'serbian', 'turkish', 'montenegrin', 'bulgarian']
brazil : brazilian = argentina : argentinean -> ['argentine', 'uruguayan', 'chilean', 'peruvian', 'paraguayan']
brazil : brazilian = australia : australian -> ['australian', 'queensland', 'nsw', 'tasmania', 'melbourne']
brazil : brazilian = austria : austrian -> ['austrian', 'hungarian', 'slovenian', 'german', 'bavaria']
bulgaria : bulgarian = cambodia : cambodian -> ['cambodian', 'khmer', 'laotian', 'burmese', 'vietnamese']
bulgaria : bulgarian = chile : chilean -> ['chilean', 'peruvian', 'bolivian', 'uruguayan', 'colombian']
bulgaria : bulgarian = china : chinese -> ['chinese', 'taiwanese', 'mongolian', 'tianjin', 'korean']
bulgaria : bulgarian = colombia : colombian -> ['colombian', 'peruvian', 'guatemalan', 'bolivian', 'venezuelan']
bulgaria : bulgarian = croatia : croatian -> ['croatian', 'serbian', 'montenegrin', 'slovenian', 'hungarian']
bulgaria : bulgarian = denmark : danish -> ['danish', 'norwegian', 'swedish', 'faroese', 'finnish']
bulgaria : bulgarian = egypt : egyptian -> ['egyptian', 'moroccan', 'tunisian', 'jordanian', 'libyan']
bulgaria : bulgarian = england : english -> ['welsh', 'lancashire', 'kingston-upon-thames', 'lincolnshire', 'yorkshire']
bulgaria : bulgarian = france : french -> ['french', 'val-de-marne', 'luxembourgish', 'marseille', 'aubervilliers']
bulgaria : bulgarian = germany : german -> ['german', 'austrian', 'polish', 'gdr', 'erfurt']
bulgaria : bulgarian = greece : greek -> ['greek', 'macedonian', 'cypriot', 'turkish', 'serbian']
bulgaria : bulgarian = iceland : icelandic -> ['icelandic', 'norwegian', 'faroese', 'danish', 'finnish']
bulgaria : bulgarian = india : indian -> ['indian', 'kerala', 'odisha', 'maharashtra', 'gujarat']
bulgaria : bulgarian = ireland : irish -> ['irish', 'scottish', 'welsh', 'donegal', 'derry']
bulgaria : bulgarian = israel : israeli -> ['israeli', 'palestinian', 'jordanian', 'lebanese', 'lithuanian']
bulgaria : bulgarian = italy : italian -> ['italian', 'piedmontese', 'croatian', 'milanese', 'sicilian']
bulgaria : bulgarian = japan : japanese -> ['japanese', 'chinese', 'korean', 'taiwanese', 'tky']
bulgaria : bulgarian = korea : korean -> ['korean', 'vietnamese', 'chinese', 'japanese', 'taiwanese']
bulgaria : bulgarian = macedonia : macedonian -> ['macedonian', 'serbian', 'montenegrin', 'croatian', 'albanian']
bulgaria : bulgarian = malta : maltese -> ['maltese', 'portuguese', 'turkish', 'valletta', 'cypriot']
bulgaria : bulgarian = mexico : mexican -> ['mexican', 'peruvian', 'spanish', 'michoacn', 'guatemalan']
bulgaria : bulgarian = moldova : moldovan -> ['moldovan', 'romanian', 'belarusian', 'ukrainian', 'hungarian']
bulgaria : bulgarian = netherlands : dutch -> ['dutch', 'danish', 'belgian', 'swedish', 'german']
bulgaria : bulgarian = norway : norwegian -> ['norwegian', 'danish', 'swedish', 'finnish', 'faroese']
bulgaria : bulgarian = peru : peruvian -> ['peruvian', 'chilean', 'bolivian', 'guatemalan', 'ecuadorian']
bulgaria : bulgarian = poland : polish -> ['polish', 'lithuanian', 'silesian', 'hungarian', 'kielce']
bulgaria : bulgarian = portugal : portuguese -> ['portuguese', 'spanish', 'brazilian', 'galician', 'catalan']
bulgaria : bulgarian = russia : russian -> ['russian', 'ukrainian', 'belarusian', 'sfsr', 'latvian']
bulgaria : bulgarian = slovakia : slovakian -> ['slovak', 'hungarian', 'belarusian', 'slovakian', 'slovenian']
bulgaria : bulgarian = spain : spanish -> ['spanish', 'catalan', 'castilian', 'galician', 'portuguese']
bulgaria : bulgarian = sweden : swedish -> ['swedish', 'danish', 'norwegian', 'finnish', 'icelandic']
bulgaria : bulgarian = switzerland : swiss -> ['swiss', 'zrich', 'zurich', 'neuchtel', 'schaffhausen']
bulgaria : bulgarian = thailand : thai -> ['thai', 'malaysian', 'cambodian', 'indonesian', 'chinese']
bulgaria : bulgarian = ukraine : ukrainian -> ['ukrainian', 'belarusian', 'russian', 'latvian', 'lithuanian']
bulgaria : bulgarian = albania : albanian -> ['albanian', 'serbian', 'macedonian', 'croatian', 'romanian']
bulgaria : bulgarian = argentina : argentinean -> ['argentine', 'uruguayan', 'peruvian', 'chilean', 'paraguayan']
bulgaria : bulgarian = australia : australian -> ['australian', 'queensland', 'nsw', 'tasmania', 'melbourne']
bulgaria : bulgarian = austria : austrian -> ['austrian', 'hungarian', 'german', 'polish', 'slovenian']
bulgaria : bulgarian = belarus : belorussian -> ['belarusian', 'ukrainian', 'russian', 'latvian', 'lithuanian']
