decrease : decreases = describe : describes -> ['describes', 'define', 'characterize', 'describing', 'relates']
decrease : decreases = think : thinks -> ['suppose', 'guess', 'presume', 'reckon', 'know']
decrease : decreases = vanish : vanishes -> ['vanishes', 'disappears', 'disappear', 'shrinks', 'r-modules']
decrease : decreases = walk : walks -> ['walked', 'walking', 'strolls', 'walks', 'trudge']
decrease : decreases = work : works -> ['works', 'working', 'worked', 'labors', 'focussing']
decrease : decreases = write : writes -> ['wrote', 'writes', 'read', 'writing', 'compose']
describe : describes = eat : eats -> ['eats', 'ate', 'eating', 'consumes', 'bloodworms']
describe : describes = enhance : enhances -> ['enhances', 'improves', 'enhancing', 'facilitates', 'promotes']
describe : describes = estimate : estimates -> ['estimates', 'estimating', 'calculates', 'estimation', 'estimated']
describe : describes = find : finds -> ['finds', 'sees', 'reveals', 'finding', 'discovers']
describe : describes = generate : generates -> ['generates', 'creates', 'produces', 'generated', 'generating']
describe : describes = go : goes -> ['goes', 'wanders', 'sends', 'sneaks', 'went']
describe : describes = implement : implements -> ['implementing', 'implements', 'implementation', 'supports', 'executes']
describe : describes = increase : increases -> ['increases', 'decreases', 'increased', 'reduces', 'decrease']
describe : describes = listen : listens -> ['listens', 'praises', 'sees', 'attentively', 'lets']
describe : describes = play : plays -> ['plays', 'playing', 'played', 'two-act', 'understudying']
describe : describes = predict : predicts -> ['predicts', 'predicting', 'examines', 'calculates', 'determines']
describe : describes = provide : provides -> ['provides', 'providing', 'offers', 'provided', 'gives']
describe : describes = say : says -> ['says', 'thinks', 'saying', 'asserts', 'acknowledges']
describe : describes = scream : screams -> ['screams', 'shouts', 'roars', 'shriek', 'cries']
describe : describes = search : searches -> ['searches', 'searching', 'google', 'seach', 'locates']
describe : describes = see : sees -> ['sees', 'illustrates', 'discusses', 'explains', 'demonstrates']
describe : describes = shuffle : shuffles -> ['shuffles', 'croupier', 'replaces', 'unlocks', 'mappy']
describe : describes = sing : sings -> ['sings', 'sang', 'singing', 'praises', 'duet']
describe : describes = sit : sits -> ['sat', 'sits', 'sitting', 'stood', 'hangs']
describe : describes = slow : slows -> ['slows', 'fast', 'slowing', 'slowed', 'plodding']
describe : describes = speak : speaks -> ['speaks', 'spoke', 'speaking', 'writes', 'fluently']
describe : describes = swim : swims -> ['swims', 'swam', 'swimming', 'paddling', 'surfs']
describe : describes = talk : talks -> ['start-class', 'no-class', 'stub-class', 'mid-class', 'low-class']
describe : describes = think : thinks -> ['says', 'thinks', 'suppose', 'acknowledges', 'feels']
describe : describes = vanish : vanishes -> ['vanishes', 'disappears', 'collapses', 'recovers', 'shrinks']
describe : describes = walk : walks -> ['walks', 'strolls', 'walking', 'walked', 'wanders']
describe : describes = work : works -> ['works', 'working', 'labors', 'job', 'worked']
describe : describes = write : writes -> ['writes', 'wrote', 'writing', 'reads', 'read']
describe : describes = decrease : decreases -> ['increases', 'decreases', 'reduces', 'lowers', 'decreased']
eat : eats = enhance : enhances -> ['enhances', 'improves', 'enhancing', 'improve', 'strengthens']
eat : eats = estimate : estimates -> ['estimating', 'estimates', 'calculates', 'estimation', 'estimator']
eat : eats = find : finds -> ['finds', 'finding', 'reveals', 'locates', 'sees']
eat : eats = generate : generates -> ['generates', 'creates', 'generated', 'generating', 'produces']
eat : eats = go : goes -> ['goes', 'wanders', 'sneaks', 'sends', 'drags']
eat : eats = implement : implements -> ['implementing', 'implements', 'executes', 'implementation', 'leverages']
eat : eats = increase : increases -> ['increases', 'increasing', 'increased', 'decrease', 'decreases']
eat : eats = listen : listens -> ['listens', 'responds', 'instructs', 'sends', 'understands']
eat : eats = play : plays -> ['plays', 'played', 'playing', 'two-act', 'hide-and-seek']
eat : eats = predict : predicts -> ['predicts', 'predicting', 'calculates', 'analyzes', 'determines']
eat : eats = provide : provides -> ['provides', 'providing', 'creates', 'provided', 'furnishes']
eat : eats = say : says -> ['says', 'thinks', 'think', 'saying', 'believes']
eat : eats = scream : screams -> ['screams', 'shriek', 'utters', 'jailbird', 'roars']
eat : eats = search : searches -> ['searches', 'searching', 'seach', 'google', 'breadth-first']
eat : eats = see : sees -> ['sees', 'explains', 'illustrates', 'demonstrates', 'discusses']
eat : eats = shuffle : shuffles -> ['shuffles', 'shuffling', 'flips', 'slinky', 'mappy']
eat : eats = sing : sings -> ['sings', 'sang', 'singing', 'chorus', 'improvises']
eat : eats = sit : sits -> ['sits', 'sat', 'sitting', 'hangs', 'stares']
eat : eats = slow : slows -> ['slows', 'slowing', 'fast', 'slowed', 'plodding']
eat : eats = speak : speaks -> ['speaks', 'spoke', 'speaking', 'fluently', 'understands']
eat : eats = swim : swims -> ['swims', 'swam', 'swimming', 'drowns', 'sharptooth']
eat : eats = talk : talks -> ['mid-class', 'no-class', 'contribs', 'start-class', 'low-class']
eat : eats = think : thinks -> ['thinks', 'suppose', 'guess', 'says', 'frankly']
eat : eats = vanish : vanishes -> ['vanishes', 'disappears', 'transforms', 'recovers', 'collapses']
eat : eats = walk : walks -> ['walks', 'wanders', 'walking', 'walked', 'strolls']
eat : eats = work : works -> ['works', 'working', 'job', 'researches', 'ground-breaking']
eat : eats = write : writes -> ['writes', 'wrote', 'writing', 'reads', 'speaks']
eat : eats = decrease : decreases -> ['increases', 'decreases', 'reduces', 'decreasing', 'increase']
eat : eats = describe : describes -> ['describes', 'describing', 'relates', 'discusses', 'characterizes']
enhance : enhances = estimate : estimates -> ['estimates', 'estimating', 'estimation', 'calculates', 'quantifies']
enhance : enhances = find : finds -> ['finds', 'finding', 'reveals', 'discovers', 'proves']
enhance : enhances = generate : generates -> ['generates', 'generated', 'creates', 'produces', 'generating']
enhance : enhances = go : goes -> ['goes', 'gone', 'pushes', 'wanders', 'lets']
enhance : enhances = implement : implements -> ['implementing', 'implements', 'implementation', 'enforces', 'simplifies']
enhance : enhances = increase : increases -> ['increases', 'decreases', 'reduces', 'decrease', 'increased']
enhance : enhances = listen : listens -> ['listens', 'hear', 'excites', 'reminds', 'shout']
enhance : enhances = play : plays -> ['playing', 'played', 'plays', 'charades', 'understudying']
enhance : enhances = predict : predicts -> ['predicts', 'predicting', 'predicted', 'determines', 'quantifies']
enhance : enhances = provide : provides -> ['provides', 'providing', 'provided', 'affords', 'requires']
enhance : enhances = say : says -> ['says', 'think', 'presume', 'saying', 'suppose']
enhance : enhances = scream : screams -> ['screams', 'shriek', 'shouts', 'screaming', 'roars']
enhance : enhances = search : searches -> ['searches', 'searching', 'google', 'breadth-first', 'seach']
enhance : enhances = see : sees -> ['illustrates', 'demonstrates', 'sees', 'think', 'explains']
enhance : enhances = shuffle : shuffles -> ['shuffles', 'shuffling', 'vibrates', 'toggles', 'spacebar']
enhance : enhances = sing : sings -> ['sings', 'sang', 'singing', 'sung', 'off-key']
enhance : enhances = sit : sits -> ['sat', 'sits', 'sitting', 'stood', 'hangs']
enhance : enhances = slow : slows -> ['slows', 'slowing', 'slowed', 'fast', 'accelerates']
enhance : enhances = speak : speaks -> ['speaks', 'spoke', 'speaking', 'fluently', 'spoken']
enhance : enhances = swim : swims -> ['swims', 'swam', 'surfs', 'sharptooth', 'paddling']
enhance : enhances = talk : talks -> ['no-class', 'stub-class', 'unassessed-class', 'start-class', 'mid-class']
enhance : enhances = think : thinks -> ['suppose', 'guess', 'believe', 'presume', 'beleive']
enhance : enhances = vanish : vanishes -> ['vanishes', 'disappears', 'disappear', 'r-modules', 'vanished']
enhance : enhances = walk : walks -> ['walked', 'walking', 'walks', 'strolls', 'tumbles']
enhance : enhances = work : works -> ['works', 'working', 'labors', 'labours', 'writing']
enhance : enhances = write : writes -> ['writes', 'wrote', 'writing', 'read', 'reads']
enhance : enhances = decrease : decreases -> ['increases', 'decreases', 'reduces', 'decreased', 'decreasing']
enhance : enhances = describe : describes -> ['describes', 'describing', 'characterizes', 'discusses', 'characterize']
enhance : enhances = eat : eats -> ['eats', 'ate', 'consumes', 'eating', 'consume']
estimate : estimates = find : finds -> ['finds', 'finding', 'locate', 'searches', 'get']
estimate : estimates = generate : generates -> ['generates', 'generated', 'generating', 'indexes', 'outputs']
estimate : estimates = go : goes -> ['goes', 'gone', 'went', 'going', 'come']
estimate : estimates = implement : implements -> ['implementing', 'implements', 'implemented', 'implementation', 'initiatives']
estimate : estimates = increase : increases -> ['decrease', 'increases', 'increasing', 'increased', 'decreasing']
estimate : estimates = listen : listens -> ['listened', 'listens', 'hear', 'replies', 'listening']
estimate : estimates = play : plays -> ['playing', 'plays', 'played', 'players', 'semiprofessional']
estimate : estimates = predict : predicts -> ['predicts', 'predictions', 'predicting', 'predicted', 'prediction']
estimate : estimates = provide : provides -> ['providing', 'provides', 'provided', 'services', 'offer']
estimate : estimates = say : says -> ['says', 'saying', 'presume', 'believe', 'think']
estimate : estimates = scream : screams -> ['screams', 'shouts', 'cries', 'screaming', 'shriek']
estimate : estimates = search : searches -> ['searches', 'searching', 'google', 'seach', 'googling']
estimate : estimates = see : sees -> ['remember', 'tell', 'replies', 'says', 'know']
estimate : estimates = shuffle : shuffles -> ['shuffles', 'combos', 'shuffling', 'beats', 'reshuffles']
estimate : estimates = sing : sings -> ['sang', 'sings', 'singing', 'sung', 'choruses']
estimate : estimates = sit : sits -> ['sat', 'sitting', 'stand', 'kneel', 'go']
estimate : estimates = slow : slows -> ['slowed', 'slowing', 'fast', 'slows', 'sluggish']
estimate : estimates = speak : speaks -> ['speaks', 'spoke', 'speaking', 'fluently', 'speakers']
estimate : estimates = swim : swims -> ['swims', 'swam', 'swimming', 'swimmers', 'paddling']
estimate : estimates = talk : talks -> ['start-class', 'no-class', 'low-class', 'mid-class', 'unassessed-class']
estimate : estimates = think : thinks -> ['suppose', 'believe', 'beleive', 'presume', 'say']
estimate : estimates = vanish : vanishes -> ['disappear', 'vanishes', 'vanished', 'disappears', 'inverses']
estimate : estimates = walk : walks -> ['walking', 'walked', 'strolls', 'walks', 'stroll']
estimate : estimates = work : works -> ['works', 'working', 'projects', 'efforts', 'endeavors']
estimate : estimates = write : writes -> ['writing', 'writes', 'wrote', 'publish', 'read']
estimate : estimates = decrease : decreases -> ['increases', 'decreasing', 'decreases', 'increase', 'decreased']
estimate : estimates = describe : describes -> ['refer', 'characterize', 'relate', 'definitions', 'define']
estimate : estimates = eat : eats -> ['ate', 'eats', 'consume', 'omnivores', 'veggies']
estimate : estimates = enhance : enhances -> ['enhancing', 'improve', 'enhances', 'enrich', 'strengthen']
find : finds = generate : generates -> ['generates', 'creates', 'generated', 'produces', 'generating']
find : finds = go : goes -> ['goes', 'sneaks', 'drags', 'wanders', 'decides']
find : finds = implement : implements -> ['implements', 'implementing', 'executes', 'implementation', 'enforces']
find : finds = increase : increases -> ['increases', 'increasing', 'increased', 'decreases', 'decrease']
find : finds = listen : listens -> ['listens', 'refuses', 'loves', 'invites', 'slaps']
find : finds = play : plays -> ['plays', 'playing', 'played', 'hide-and-seek', 'tartuffe']
find : finds = predict : predicts -> ['predicts', 'predicting', 'prediction', 'predicted', 'analyzes']
find : finds = provide : provides -> ['provides', 'providing', 'offers', 'furnishes', 'delivers']
find : finds = say : says -> ['says', 'thinks', 'believes', 'realizes', 'realises']
find : finds = scream : screams -> ['screams', 'shouts', 'kisses', 'cries', 'roars']
find : finds = search : searches -> ['searches', 'searching', 'locates', 'breadth-first', 'retrieves']
find : finds = see : sees -> ['sees', 'remembers', 'explains', 'reveals', 'realizes']
find : finds = shuffle : shuffles -> ['shuffles', 'beats', 'shuffling', 'flips', 'snaps']
find : finds = sing : sings -> ['sings', 'sang', 'singing', 'shouts', 'seductively']
find : finds = sit : sits -> ['sat', 'sits', 'sitting', 'hangs', 'sneaks']
find : finds = slow : slows -> ['slows', 'slowing', 'slowed', 'fast', 'calms']
find : finds = speak : speaks -> ['speaks', 'spoke', 'speaking', 'mocks', 'fluently']
find : finds = swim : swims -> ['swims', 'swam', 'drowns', 'swimming', 'sneaks']
find : finds = talk : talks -> ['no-class', 'mid-class', 'low-class', 'start-class', 'stub-class']
find : finds = think : thinks -> ['thinks', 'believes', 'realizes', 'says', 'realises']
find : finds = vanish : vanishes -> ['disappears', 'vanishes', 'recovers', 'awakens', 'revives']
find : finds = walk : walks -> ['walks', 'walking', 'walked', 'strolls', 'wanders']
find : finds = work : works -> ['works', 'working', 'researches', 'fieldwork', 'labors']
find : finds = write : writes -> ['writes', 'wrote', 'writing', 'recites', 'written']
find : finds = decrease : decreases -> ['increases', 'decreases', 'decreasing', 'decreased', 'reduces']
find : finds = describe : describes -> ['describes', 'considers', 'portrays', 'describing', 'interprets']
find : finds = eat : eats -> ['eats', 'ate', 'eating', 'vomits', 'greedily']
find : finds = enhance : enhances -> ['enhances', 'enhancing', 'improves', 'promotes', 'emphasizes']
find : finds = estimate : estimates -> ['estimates', 'estimating', 'estimation', 'estimations', 'estimated']
generate : generates = go : goes -> ['goes', 'gone', 'went', 'pushes', 'lets']
generate : generates = implement : implements -> ['implementing', 'implements', 'implementation', 'enforces', 'executes']
generate : generates = increase : increases -> ['increases', 'decreases', 'reduces', 'increased', 'decrease']
generate : generates = listen : listens -> ['listens', 'hear', 'lets', 'bothers', 'reminds']
generate : generates = play : plays -> ['plays', 'playing', 'played', 'two-act', '3-on-3']
generate : generates = predict : predicts -> ['predicts', 'predicting', 'determines', 'calculates', 'affects']
generate : generates = provide : provides -> ['provides', 'providing', 'provided', 'affords', 'offers']
generate : generates = say : says -> ['says', 'think', 'presume', 'implies', 'saying']
generate : generates = scream : screams -> ['screams', 'shriek', 'shouts', 'screaming', 'roars']
generate : generates = search : searches -> ['searches', 'google', 'searching', 'seach', 'breadth-first']
generate : generates = see : sees -> ['illustrates', 'sees', 'explains', 'discusses', 'know']
generate : generates = shuffle : shuffles -> ['shuffles', 'shuffling', 'craps', 'toggles', 'kickflip']
generate : generates = sing : sings -> ['sings', 'sang', 'singing', 'sung', 'duet']
generate : generates = sit : sits -> ['sits', 'sat', 'sitting', 'hangs', 'stood']
generate : generates = slow : slows -> ['slows', 'slowing', 'slowed', 'fast', 'accelerates']
generate : generates = speak : speaks -> ['speaks', 'spoke', 'speaking', 'spoken', 'fluently']
generate : generates = swim : swims -> ['swims', 'swam', 'paddling', 'swimming', 'rowing']
generate : generates = talk : talks -> ['no-class', 'mid-class', 'contribs', 'stub-class', 'start-class']
generate : generates = think : thinks -> ['suppose', 'guess', 'believe', 'beleive', 'presume']
generate : generates = vanish : vanishes -> ['vanishes', 'disappears', 'disappear', 'r-modules', 'vanished']
generate : generates = walk : walks -> ['walked', 'walking', 'walks', 'runs', 'strolls']
generate : generates = work : works -> ['works', 'working', 'labors', 'fieldwork', 'dissertation']
generate : generates = write : writes -> ['writes', 'wrote', 'writing', 'read', 'reads']
generate : generates = decrease : decreases -> ['increases', 'decreases', 'reduces', 'decreasing', 'decreased']
generate : generates = describe : describes -> ['describes', 'describing', 'characterizes', 'defines', 'discusses']
generate : generates = eat : eats -> ['eats', 'ate', 'consumes', 'eating', 'consume']
generate : generates = enhance : enhances -> ['enhances', 'improves', 'enhancing', 'reduces', 'facilitates']
generate : generates = estimate : estimates -> ['estimates', 'estimating', 'calculates', 'estimation', 'estimator']
generate : generates = find : finds -> ['finds', 'finding', 'gives', 'locates', 'reveals']
go : goes = implement : implements -> ['implementing', 'implements', 'uses', 'implementation', 'seeks']
go : goes = increase : increases -> ['increases', 'increasing', 'decreases', 'reduces', 'decrease']
go : goes = listen : listens -> ['listens', 'wants', 'refuses', 'invites', 'asks']
go : goes = play : plays -> ['plays', 'playing', 'played', 'hide-and-seek', 'polonius']
go : goes = predict : predicts -> ['predicts', 'predicting', 'prediction', 'quantify', 'determines']
go : goes = provide : provides -> ['provides', 'providing', 'gives', 'furnishes', 'offers']
go : goes = say : says -> ['says', 'thinks', 'asserts', 'saying', 'implies']
go : goes = scream : screams -> ['screams', 'shriek', 'cries', 'moans', 'shouts']
go : goes = search : searches -> ['searches', 'searching', 'google', 'seach', 'breadth-first']
go : goes = see : sees -> ['sees', 'explains', 'relates', 'demonstrates', 'discusses']
go : goes = shuffle : shuffles -> ['shuffles', 'kickflip', 'flips', 'bounces', 'craps']
go : goes = sing : sings -> ['sings', 'sang', 'singing', 'seductively', 'hums']
go : goes = sit : sits -> ['sits', 'sitting', 'sat', 'hangs', 'drags']
go : goes = slow : slows -> ['slows', 'slowing', 'fast', 'slowed', 'accelerates']
go : goes = speak : speaks -> ['speaks', 'spoke', 'speaking', 'fluently', 'pronounces']
go : goes = swim : swims -> ['swims', 'swam', 'drowns', 'sharptooth', 'crawls']
go : goes = talk : talks -> ['mid-class', 'start-class', 'no-class', 'stub-class', 'low-class']
go : goes = think : thinks -> ['thinks', 'suppose', 'says', 'misunderstands', 'guess']
go : goes = vanish : vanishes -> ['vanishes', 'disappears', 'shrinks', 'collapses', 'turns']
go : goes = walk : walks -> ['walks', 'strolls', 'walking', 'wanders', 'turns']
go : goes = work : works -> ['works', 'working', 'labors', 'researches', 'endeavours']
go : goes = write : writes -> ['writes', 'wrote', 'writing', 'reads', 'speaks']
go : goes = decrease : decreases -> ['increases', 'decreases', 'reduces', 'decreasing', 'lowers']
go : goes = describe : describes -> ['refers', 'describes', 'relates', 'describing', 'discusses']
go : goes = eat : eats -> ['eats', 'ate', 'greedily', 'eating', 'consumes']
go : goes = enhance : enhances -> ['enhances', 'enhancing', 'improves', 'contributes', 'reduces']
go : goes = estimate : estimates -> ['estimates', 'estimating', 'estimation', 'estimations', 'calculates']
go : goes = find : finds -> ['finds', 'reveals', 'proves', 'finding', 'gets']
go : goes = generate : generates -> ['generates', 'creates', 'generating', 'generated', 'adds']
implement : implements = increase : increases -> ['increases', 'decrease', 'increased', 'decreases', 'increasing']
implement : implements = listen : listens -> ['listens', 'hear', 'shout', 'shouts', 'hums']
implement : implements = play : plays -> ['plays', 'playing', 'played', 'wiffle', 'charades']
implement : implements = predict : predicts -> ['predicts', 'predicting', 'prediction', 'determines', 'predicted']
implement : implements = provide : provides -> ['provides', 'providing', 'provided', 'furnishes', 'includes']
implement : implements = say : says -> ['says', 'presume', 'implying', 'suppose', 'saying']
implement : implements = scream : screams -> ['screams', 'screaming', 'shriek', 'cries', 'shouts']
implement : implements = search : searches -> ['searches', 'searching', 'metasearch', 'google', 'seach']
implement : implements = see : sees -> ['indicates', 'sees', 'explains', 'says', 'shows']
implement : implements = shuffle : shuffles -> ['shuffles', 'hooks', 'twister', 'tacks', 'charades']
implement : implements = sing : sings -> ['sings', 'sang', 'singing', 'sung', 'sing-along']
implement : implements = sit : sits -> ['sat', 'sitting', 'sits', 'benches', 'chairs']
implement : implements = slow : slows -> ['fast', 'slows', 'slowing', 'slowed', 'grinding']
implement : implements = speak : speaks -> ['speaks', 'spoke', 'fluently', 'speaking', 'hiligaynon']
implement : implements = swim : swims -> ['swims', 'swam', 'crabbing', 'water-skiing', 'trampolines']
implement : implements = talk : talks -> ['no-class', 'stub-class', 'unassessed-class', 'start-class', 'low-class']
implement : implements = think : thinks -> ['suppose', 'presume', 'guess', 'thinks', 'believe']
implement : implements = vanish : vanishes -> ['vanishes', 'disappear', 'shards', 'disappears', 'magically']
implement : implements = walk : walks -> ['walking', 'walks', 'walked', 'rides', 'strolls']
implement : implements = work : works -> ['works', 'blacksmithing', 'craftwork', 'labors', 'working']
implement : implements = write : writes -> ['writes', 'wrote', 'writing', 'written', 'composes']
implement : implements = decrease : decreases -> ['decreases', 'increases', 'decreasing', 'decreased', 'reduces']
implement : implements = describe : describes -> ['describes', 'describing', 'characterizes', 'depict', 'refer']
implement : implements = eat : eats -> ['eats', 'ate', 'eating', 'offal', 'cleavers']
implement : implements = enhance : enhances -> ['enhances', 'improves', 'enhancing', 'promotes', 'enhanced']
implement : implements = estimate : estimates -> ['estimates', 'estimating', 'estimations', 'estimation', 'estimated']
implement : implements = find : finds -> ['finds', 'finding', 'hides', 'unearths', 'discovers']
implement : implements = generate : generates -> ['generates', 'produces', 'generated', 'creates', 'displays']
implement : implements = go : goes -> ['goes', 'gone', 'drags', 'wanders', 'smashes']
increase : increases = listen : listens -> ['listens', 'hear', 'tell', 'listened', 'shout']
increase : increases = play : plays -> ['playing', 'plays', 'played', 'charades', 'berimbau']
increase : increases = predict : predicts -> ['predicts', 'predicting', 'predicted', 'determines', 'affects']
increase : increases = provide : provides -> ['provides', 'providing', 'provided', 'requires', 'gives']
increase : increases = say : says -> ['says', 'presume', 'saying', 'think', 'suppose']
increase : increases = scream : screams -> ['screams', 'shouts', 'moans', 'shriek', 'roars']
increase : increases = search : searches -> ['searches', 'searching', 'breadth-first', 'google', 'seach']
increase : increases = see : sees -> ['sees', 'tell', 'know', 'remember', 'explains']
increase : increases = shuffle : shuffles -> ['shuffles', 'shuffling', 'spacebar', 'toggles', 'moves']
increase : increases = sing : sings -> ['sings', 'sang', 'singing', 'sung', 'danced']
increase : increases = sit : sits -> ['sat', 'sitting', 'sits', 'kneel', 'stares']
increase : increases = slow : slows -> ['slows', 'slowing', 'fast', 'slowed', 'accelerates']
increase : increases = speak : speaks -> ['speaks', 'spoke', 'speaking', 'fluently', 'pronounce']
increase : increases = swim : swims -> ['swims', 'swam', 'paddling', 'swimming', 'swimmers']
increase : increases = talk : talks -> ['no-class', 'mid-class', 'start-class', 'stub-class', 'low-class']
increase : increases = think : thinks -> ['suppose', 'guess', 'believe', 'presume', 'thinks']
increase : increases = vanish : vanishes -> ['vanishes', 'disappear', 'disappears', 'shrinks', 'r-modules']
increase : increases = walk : walks -> ['walking', 'strolls', 'walked', 'walks', 'wanders']
increase : increases = work : works -> ['works', 'working', 'labors', 'worked', 'job']
increase : increases = write : writes -> ['writes', 'wrote', 'read', 'writing', 'compose']
increase : increases = decrease : decreases -> ['decreases', 'decreasing', 'reduces', 'lowers', 'diminishes']
increase : increases = describe : describes -> ['describes', 'describing', 'characterize', 'relates', 'refer']
increase : increases = eat : eats -> ['eats', 'ate', 'consume', 'eating', 'eaten']
increase : increases = enhance : enhances -> ['enhances', 'improves', 'reduces', 'enhancing', 'diminishes']
increase : increases = estimate : estimates -> ['estimates', 'estimating', 'estimations', 'calculates', 'estimation']
increase : increases = find : finds -> ['finds', 'finding', 'locate', 'proves', 'reveals']
increase : increases = generate : generates -> ['generates', 'generated', 'creates', 'time-varying', 'produces']
increase : increases = go : goes -> ['goes', 'gone', 'pushes', 'moves', 'went']
increase : increases = implement : implements -> ['implementing', 'implements', 'executes', 'implementation', 'implemented']
listen : listens = play : plays -> ['plays', 'played', 'playing', 'hide-and-seek', 'understudying']
listen : listens = predict : predicts -> ['predicts', 'predicting', 'prediction', 'predicted', 'determines']
listen : listens = provide : provides -> ['provides', 'providing', 'furnishes', 'delivers', 'provided']
listen : listens = say : says -> ['says', 'thinks', 'believes', 'reveals', 'knows']
listen : listens = scream : screams -> ['screams', 'shrieks', 'shouts', 'moans', 'shriek']
listen : listens = search : searches -> ['searches', 'searching', 'breadth-first', 'depth-first', 'seach']
listen : listens = see : sees -> ['sees', 'explains', 'remembers', 'reveals', 'observes']
listen : listens = shuffle : shuffles -> ['shuffles', 'shuffling', 'moves', 'skips', 'flips']
listen : listens = sing : sings -> ['sings', 'sang', 'seductively', 'singing', 'yells']
listen : listens = sit : sits -> ['sat', 'sits', 'sitting', 'sneaks', 'drags']
listen : listens = slow : slows -> ['slows', 'slowing', 'fast', 'slowed', 'accelerates']
listen : listens = speak : speaks -> ['speaks', 'spoke', 'fluently', 'understands', 'speaking']
listen : listens = swim : swims -> ['swims', 'swam', 'drowns', 'swimming', 'crawls']
listen : listens = talk : talks -> ['mid-class', 'start-class', 'low-class', 'no-class', 'high-class']
listen : listens = think : thinks -> ['thinks', 'suppose', 'believes', 'says', 'understands']
listen : listens = vanish : vanishes -> ['vanishes', 'disappears', 'collapses', 'recovers', 'teleports']
listen : listens = walk : walks -> ['walks', 'walked', 'strolls', 'walking', 'wanders']
listen : listens = work : works -> ['works', 'working', 'researches', 'fieldwork', 'endeavors']
listen : listens = write : writes -> ['writes', 'wrote', 'writing', 'forgets', 'complains']
listen : listens = decrease : decreases -> ['increases', 'decreases', 'decreasing', 'increase', 'reduces']
listen : listens = describe : describes -> ['describes', 'relates', 'describing', 'characterize', 'perceives']
listen : listens = eat : eats -> ['eats', 'ate', 'greedily', 'chews', 'eating']
listen : listens = enhance : enhances -> ['enhances', 'enhancing', 'improves', 'improve', 'heighten']
listen : listens = estimate : estimates -> ['estimates', 'estimating', 'estimation', 'calculates', 'estimations']
listen : listens = find : finds -> ['finds', 'reveals', 'discovers', 'uncovers', 'unearths']
listen : listens = generate : generates -> ['generates', 'generating', 'creates', 'generated', 'adjusts']
listen : listens = go : goes -> ['goes', 'sneaks', 'wanders', 'drags', 'went']
listen : listens = implement : implements -> ['implementing', 'implements', 'implementation', 'executes', 'leverages']
listen : listens = increase : increases -> ['increases', 'decrease', 'decreases', 'increasing', 'increased']
play : plays = predict : predicts -> ['predicts', 'predicting', 'prediction', 'predicted', 'time-dependent']
play : plays = provide : provides -> ['provides', 'providing', 'provided', 'furnishes', 'offers']
play : plays = say : says -> ['says', 'think', 'presume', 'believe', 'thinks']
play : plays = scream : screams -> ['screams', 'shriek', 'cries', 'mogwai', 'shouts']
play : plays = search : searches -> ['searches', 'searching', 'searched', 'google', 'metasearch']
play : plays = see : sees -> ['sees', 'illustrates', 'explains', 'demonstrates', 'discusses']
play : plays = shuffle : shuffles -> ['shuffles', 'midfielder', 'midtempo', 'electro-harmonix', 'twangy']
play : plays = sing : sings -> ['sings', 'sang', 'sung', 'singing', 'composes']
play : plays = sit : sits -> ['sat', 'sits', 'sitting', 'seated', 'stood']
play : plays = slow : slows -> ['fast', 'slows', 'slowing', 'slowed', 'rapid']
