code : coding = dance : dancing -> ['breakdancing', 'bhangra', 'improvisation', 'music', 'choreography']
code : coding = vanish : vanishing -> ['disappear', 'vanishes', 'unobservable', 'discretization', 'uncorrelated']
code : coding = walk : walking -> ['walking', 'ride', 'climb', 'strolls', 'stroll']
code : coding = write : writing -> ['writing', 'compose', 'publish', 'invent', 'devise']
dance : dancing = debug : debugging -> ['debugging', 'dlls', 'debugger', 'scriptable', 'pre-configured']
dance : dancing = decrease : decreasing -> ['decreasing', 'increase', 'increases', 'decreased', 'decreases']
dance : dancing = describe : describing -> ['portray', 'refer', 'characterize', 'referring', 'depict']
dance : dancing = discover : discovering -> ['discovers', 'discovering', 'reveals', 'uncover', 'reveal']
dance : dancing = enhance : enhancing -> ['enhancing', 'improve', 'enhances', 'heighten', 'stimulate']
dance : dancing = fly : flying -> ['flies', 'flying', 'hovering', 'swatting', 'circling']
dance : dancing = generate : generating -> ['generates', 'generating', 'produce', 'generated', 'attract']
dance : dancing = go : going -> ['goes', 'going', 'wander', 'walk', 'sit']
dance : dancing = implement : implementing -> ['implementing', 'enforce', 'implemented', 'implementation', 'enact']
dance : dancing = increase : increasing -> ['decrease', 'increasing', 'increased', 'decreasing', 'increases']
dance : dancing = invent : inventing -> ['inventing', 'imitate', 'impress', 'introduce', 'devise']
dance : dancing = jump : jumping -> ['jumping', 'jumps', 'throw', 'leaping', 'sprinting']
dance : dancing = listen : listening -> ['hear', 'listened', 'greet', 'pretend', 'entertain']
dance : dancing = look : looking -> ['looked', 'looking', 'staring', 'looks', 'glance']
dance : dancing = move : moving -> ['moving', 'moves', 'go', 'pull', 'relocate']
dance : dancing = play : playing -> ['playing', 'played', 'hide-and-seek', 'non-singing', 'sing']
dance : dancing = predict : predicting -> ['predicting', 'quantify', 'predicts', 'simulate', 'constrain']
dance : dancing = read : reading -> ['reading', 'write', 'reread', 're-read', 'chatting']
dance : dancing = run : running -> ['running', 'runs', 'walk', 'ran', 'drive']
dance : dancing = say : saying -> ['saying', 'presume', 'think', 'believe', 'implying']
dance : dancing = scream : screaming -> ['screaming', 'screams', 'crying', 'laughing', 'shouts']
dance : dancing = see : seeing -> ['seeing', 'remember', 'tell', 'imagine', 'find']
dance : dancing = shuffle : shuffling -> ['shuffling', 'shuffles', 'strumming', 'rapping', 'mappy']
dance : dancing = sing : singing -> ['singing', 'sings', 'sang', 'sung', 'humming']
dance : dancing = sit : sitting -> ['sitting', 'sat', 'kneel', 'seated', 'lounging']
dance : dancing = slow : slowing -> ['slowing', 'slowed', 'sluggish', 'fast', 'slows']
dance : dancing = swim : swimming -> ['swims', 'frolicking', 'swam', 'swimming', 'paddling']
dance : dancing = think : thinking -> ['suppose', 'guess', 'believe', 'beleive', 'say']
dance : dancing = vanish : vanishing -> ['disappear', 'vanishes', 'vanishing', 'magically', 'reappear']
dance : dancing = walk : walking -> ['walking', 'strolls', 'walked', 'stroll', 'strolling']
dance : dancing = write : writing -> ['writing', 'read', 'publish', 'wrote', 'compose']
dance : dancing = code : coding -> ['codes', 'tabulation', 'fips', 'self-modifying', 'five-digit']
debug : debugging = decrease : decreasing -> ['increase', 'increases', 'reduction', 'decreased', 'decreasing']
debug : debugging = describe : describing -> ['characterize', 'refer', 'describing', 'define', 'illustrate']
debug : debugging = discover : discovering -> ['discovers', 'discovering', 'reveals', 'learns', 'uncover']
debug : debugging = enhance : enhancing -> ['enhancing', 'enhances', 'improve', 'enhancement', 'optimize']
debug : debugging = fly : flying -> ['flies', 'flying', 'flew', 'taxiing', 'mayfly']
debug : debugging = generate : generating -> ['generates', 'generating', 'generated', 'produce', 'utilize']
debug : debugging = go : going -> ['goes', 'gone', 'went', 'going', 'wander']
debug : debugging = implement : implementing -> ['implementing', 'implementation', 'automating', 'prototyping', 'implements']
debug : debugging = increase : increasing -> ['decrease', 'increased', 'increases', 'increasing', 'reduction']
debug : debugging = invent : inventing -> ['inventing', 'devise', 'devising', 'invention', 'invented']
debug : debugging = jump : jumping -> ['jumping', 'jumps', 'throw', 'f46', 'kicks']
debug : debugging = listen : listening -> ['hear', 'listening', 'listened', 'listens', 'shout']
debug : debugging = look : looking -> ['looked', 'looking', 'looks', 'glance', 'staring']
debug : debugging = move : moving -> ['moving', 'moves', 'relocating', 'relocate', 'relocation']
debug : debugging = play : playing -> ['playing', 'plays', 'played', 'stickball', 'revues']
debug : debugging = predict : predicting -> ['predicting', 'prediction', 'forecasting', 'quantifying', 'determine']
debug : debugging = read : reading -> ['reading', 'write', 're-read', 'writing', 'text-books']
debug : debugging = run : running -> ['running', 'ran', 'runs', 'operated', 'errands']
debug : debugging = say : saying -> ['think', 'presume', 'suppose', 'believe', 'argue']
debug : debugging = scream : screaming -> ['screams', 'shriek', 'screaming', 'cries', 'laughter']
debug : debugging = see : seeing -> ['think', 'remember', 'know', 'wondering', 'consider']
debug : debugging = shuffle : shuffling -> ['shuffling', 'shuffles', 'craps', 'riffing', 'medleys']
debug : debugging = sing : singing -> ['singing', 'sings', 'sang', 'sung', 'pansori']
debug : debugging = sit : sitting -> ['sitting', 'sat', 'stand', 'kneel', 'cross-legged']
debug : debugging = slow : slowing -> ['slowing', 'slowed', 'fast', 'slows', 'sluggish']
debug : debugging = swim : swimming -> ['swims', 'swam', 'paddling', 'swimming', 'waterskiing']
debug : debugging = think : thinking -> ['suppose', 'believe', 'guess', 'beleive', 'presume']
debug : debugging = vanish : vanishing -> ['disappear', 'vanishes', 'positive-definite', 'disappears', 'vanishing']
debug : debugging = walk : walking -> ['walking', 'stroll', 'walks', 'walked', 'strolls']
debug : debugging = write : writing -> ['writing', 'wrote', 'compose', 'publish', 'writes']
debug : debugging = code : coding -> ['codes', 'tabulation', 'self-modifying', 'fips', 'specification']
debug : debugging = dance : dancing -> ['dances', 'dancing', 'music', 'breakdancing', 'choreographing']
decrease : decreasing = describe : describing -> ['define', 'describing', 'refer', 'characterize', 'referring']
decrease : decreasing = discover : discovering -> ['discovers', 'discovering', 'learns', 'reveals', 'realizes']
decrease : decreasing = enhance : enhancing -> ['enhancing', 'improve', 'enhances', 'improving', 'maximize']
decrease : decreasing = fly : flying -> ['flies', 'flying', 'paragliders', 'taxied', 'flew']
decrease : decreasing = generate : generating -> ['generates', 'generating', 'generated', 'generators', 'calculate']
decrease : decreasing = go : going -> ['goes', 'going', 'gone', 'went', 'proceed']
decrease : decreasing = implement : implementing -> ['implementing', 'formulate', 'implemented', 'enforce', 'implementation']
decrease : decreasing = increase : increasing -> ['increasing', 'increased', 'increases', 'reducing', 'ever-increasing']
decrease : decreasing = invent : inventing -> ['inventing', 'invented', 'reinvent', 'devise', 're-inventing']
decrease : decreasing = jump : jumping -> ['jumps', 'jumping', 'leaping', 'throw', '60m']
decrease : decreasing = listen : listening -> ['listening', 'listened', 'hear', 'listens', 'shout']
decrease : decreasing = look : looking -> ['looked', 'looking', 'looks', 'staring', 'glance']
decrease : decreasing = move : moving -> ['moving', 'moves', 'relocate', 'go', 'inched']
decrease : decreasing = play : playing -> ['playing', 'played', 'plays', 'players', 'semiprofessional']
decrease : decreasing = predict : predicting -> ['predicting', 'calculate', 'quantify', 'determine', 'evaluate']
decrease : decreasing = read : reading -> ['reading', 're-read', 'reread', 'write', 'memorize']
decrease : decreasing = run : running -> ['running', 'runs', 'ran', 'operated', 'serviced']
decrease : decreasing = say : saying -> ['saying', 'suppose', 'think', 'presume', 'says']
decrease : decreasing = scream : screaming -> ['screams', 'screaming', 'shouts', 'yelling', 'laughing']
decrease : decreasing = see : seeing -> ['know', 'wondering', 'remember', 'tell', 'understand']
decrease : decreasing = shuffle : shuffling -> ['shuffles', 'shuffling', 'craps', 'shuffled', 'reshuffled']
decrease : decreasing = sing : singing -> ['singing', 'sung', 'sings', 'sang', 'danced']
decrease : decreasing = sit : sitting -> ['sitting', 'sat', 'sits', 'kneel', 'seated']
decrease : decreasing = slow : slowing -> ['fast', 'slowing', 'slowed', 'sluggish', 'slows']
decrease : decreasing = swim : swimming -> ['swims', 'paddling', 'swimming', 'swam', 'swimmers']
decrease : decreasing = think : thinking -> ['suppose', 'guess', 'beleive', 'reckon', 'know']
decrease : decreasing = vanish : vanishing -> ['vanishes', 'disappear', 'r-modules', 'positive-definite', 'disappears']
decrease : decreasing = walk : walking -> ['walking', 'walked', 'strolls', 'stroll', 'tiptoe']
decrease : decreasing = write : writing -> ['writing', 'read', 'written', 'publish', 'wrote']
decrease : decreasing = code : coding -> ['codes', 'two-letter', '4-digit', 'five-digit', '639-1']
decrease : decreasing = dance : dancing -> ['dancing', 'dances', 'bhangra', 'hip-hop', 'music']
decrease : decreasing = debug : debugging -> ['debugging', 'win32', 'qemu', 'prefetch', 'scriptable']
describe : describing = discover : discovering -> ['discovering', 'discovers', 'revealing', 'reveals', 'learns']
describe : describing = enhance : enhancing -> ['enhancing', 'enhances', 'improving', 'improves', 'improve']
describe : describing = fly : flying -> ['flies', 'flying', 'piloting', 'taxied', 'flew']
describe : describing = generate : generating -> ['generates', 'generating', 'generated', 'creating', 'creates']
describe : describing = go : going -> ['goes', 'going', 'gone', 'went', 'hurrying']
describe : describing = implement : implementing -> ['implementing', 'implementation', 'instituting', 'approving', 'outlining']
describe : describing = increase : increasing -> ['increasing', 'increases', 'reducing', 'decreasing', 'increased']
describe : describing = invent : inventing -> ['inventing', 'devising', 'concocting', 'invents', 'creating']
describe : describing = jump : jumping -> ['jumping', 'jumps', 'leaping', 'f46', '60m']
describe : describing = listen : listening -> ['listens', 'listening', 'thanking', 'hear', 'attentively']
describe : describing = look : looking -> ['looked', 'looking', 'looks', 'staring', 'reviewing']
describe : describing = move : moving -> ['moving', 'moves', 'putting', 'heading', 'turning']
describe : describing = play : playing -> ['playing', 'plays', 'played', 'two-act', 'one-act']
describe : describing = predict : predicting -> ['predicting', 'prediction', 'analyzing', 'predicted', 'estimating']
describe : describing = read : reading -> ['reading', 'quoting', 'writing', 'write', 'reviewing']
describe : describing = run : running -> ['running', 'ran', 'runs', 'errands', 'sending']
describe : describing = say : saying -> ['saying', 'stating', 'says', 'remarking', 'think']
describe : describing = scream : screaming -> ['screams', 'screaming', 'shriek', 'calling', 'breathless']
describe : describing = see : seeing -> ['seeing', 'explaining', 'detailing', 'reviewing', 'discussing']
describe : describing = shuffle : shuffling -> ['shuffling', 'shuffles', 'flipping', 'romp', 'dictaphone']
describe : describing = sing : singing -> ['singing', 'sang', 'sings', 'rousing', 'sung']
describe : describing = sit : sitting -> ['sitting', 'sat', 'cross-legged', 'sits', 'stand']
describe : describing = slow : slowing -> ['slowing', 'fast', 'plodding', 'slowed', 'slows']
describe : describing = swim : swimming -> ['swims', 'swimming', 'swam', 'paddling', 'diving']
describe : describing = think : thinking -> ['suppose', 'saying', 'frankly', 'guess', 'stating']
describe : describing = vanish : vanishing -> ['vanishes', 'disappears', 'disappear', 'vanishing', 'erasing']
describe : describing = walk : walking -> ['walking', 'strolls', 'stroll', 'walked', 'walks']
describe : describing = write : writing -> ['writing', 'wrote', 'writes', 'written', 'read']
describe : describing = code : coding -> ['codes', 'tabulation', 'fips', 'self-modifying', 'parses']
describe : describing = dance : dancing -> ['dancing', 'choreographing', 'music', 'choreography', 'singing']
describe : describing = debug : debugging -> ['debugging', 'debugger', 'multi-threaded', 'configuring', 'win32']
describe : describing = decrease : decreasing -> ['increases', 'decreasing', 'decreases', 'reducing', 'reduction']
discover : discovering = enhance : enhancing -> ['enhancing', 'improving', 'enhances', 'strengthening', 'enhancement']
discover : discovering = fly : flying -> ['flies', 'flying', 'piloting', 'taxiing', 'midair']
discover : discovering = generate : generating -> ['generates', 'generating', 'generated', 'creating', 'storing']
discover : discovering = go : going -> ['goes', 'going', 'gone', 'skipping', 'moving']
discover : discovering = implement : implementing -> ['implementing', 'implementation', 'formulating', 'instituting', 'optimizing']
discover : discovering = increase : increasing -> ['increasing', 'increased', 'increases', 'decrease', 'reducing']
discover : discovering = invent : inventing -> ['inventing', 'invention', 'devising', 'conceiving', 'introducing']
discover : discovering = jump : jumping -> ['jumping', 'jumps', 'sprinting', 'leaping', 'f46']
discover : discovering = listen : listening -> ['listening', 'attentively', 'hating', 'calling', 'intently']
discover : discovering = look : looking -> ['looked', 'looking', 'looks', 'staring', 'poking']
discover : discovering = move : moving -> ['moving', 'moves', 'relocating', 'withdrawing', 'turning']
discover : discovering = play : playing -> ['playing', 'plays', 'played', 'auditioning', 'composing']
discover : discovering = predict : predicting -> ['predicting', 'prediction', 'quantifying', 'estimating', 'analyzing']
discover : discovering = read : reading -> ['reading', 'writing', 'rereading', 'memorizing', 'revising']
discover : discovering = run : running -> ['running', 'runs', 'ran', 'hitting', 'completing']
discover : discovering = say : saying -> ['saying', 'arguing', 'implying', 'stating', 'think']
discover : discovering = scream : screaming -> ['screaming', 'screams', 'crying', 'laughing', 'cries']
discover : discovering = see : seeing -> ['seeing', 'explaining', 'mentioning', 'commenting', 'noticing']
discover : discovering = shuffle : shuffling -> ['shuffling', 'shuffles', 'looping', 'fingerpicking', 'craps']
discover : discovering = sing : singing -> ['singing', 'sang', 'sings', 'pansori', 'sung']
discover : discovering = sit : sitting -> ['sitting', 'sat', 'sits', 'kneeling', 'cross-legged']
discover : discovering = slow : slowing -> ['slowing', 'fast', 'slowed', 'slows', 'plodding']
discover : discovering = swim : swimming -> ['swims', 'paddling', 'swimming', 'swam', 'waterskiing']
discover : discovering = think : thinking -> ['suppose', 'believe', 'frankly', 'guess', 'thinking']
discover : discovering = vanish : vanishing -> ['vanishes', 'disappear', 'collapsing', 'disappears', 'vanishing']
discover : discovering = walk : walking -> ['walking', 'strolling', 'strolls', 'stroll', 'walked']
discover : discovering = write : writing -> ['writing', 'composing', 'wrote', 'penning', 'authoring']
discover : discovering = code : coding -> ['codes', 'tabulation', 'fips', 'self-modifying', 'specifying']
discover : discovering = dance : dancing -> ['dancing', 'choreographing', 'bharatanatyam', 'bharatnatyam', 'singing']
discover : discovering = debug : debugging -> ['debugging', 'multithreaded', 'multi-threaded', 'configuring', 'cross-browser']
discover : discovering = decrease : decreasing -> ['increases', 'decreasing', 'reduction', 'reducing', 'decreases']
discover : discovering = describe : describing -> ['describing', 'characterizing', 'defining', 'describes', 'classifying']
enhance : enhancing = fly : flying -> ['flies', 'flying', 'taxiing', 'hovering', 'flew']
enhance : enhancing = generate : generating -> ['generates', 'generating', 'generated', 'detecting', 'optimising']
enhance : enhancing = go : going -> ['goes', 'gone', 'going', 'sneaking', 'went']
enhance : enhancing = implement : implementing -> ['implementing', 'implementation', 'instituting', 'optimizing', 'implemented']
enhance : enhancing = increase : increasing -> ['increasing', 'decreasing', 'reducing', 'decrease', 'increases']
enhance : enhancing = invent : inventing -> ['inventing', 'devising', 'introducing', 'conceiving', 'invented']
enhance : enhancing = jump : jumping -> ['jumping', 'jumps', 'f46', 'sprinting', 'salchow']
enhance : enhancing = listen : listening -> ['listening', 'listens', 'hear', 'attentively', 'listened']
enhance : enhancing = look : looking -> ['looked', 'looking', 'staring', 'looks', 'glance']
enhance : enhancing = move : moving -> ['moving', 'moves', 'withdrawing', 'disengaging', 'pulling']
enhance : enhancing = play : playing -> ['playing', 'played', 'plays', 'understudying', 'charades']
enhance : enhancing = predict : predicting -> ['predicting', 'quantifying', 'estimating', 'detecting', 'prediction']
enhance : enhancing = read : reading -> ['reading', 'quoting', 'interpreting', 'typed', 'writing']
enhance : enhancing = run : running -> ['running', 'runs', 'ran', 'driving', 'operated']
enhance : enhancing = say : saying -> ['saying', 'think', 'implying', 'suppose', 'stating']
enhance : enhancing = scream : screaming -> ['screaming', 'screams', 'yelling', 'laughing', 'shriek']
enhance : enhancing = see : seeing -> ['seeing', 'explaining', 'know', 'discussing', 'showing']
enhance : enhancing = shuffle : shuffling -> ['shuffling', 'shuffles', 'charades', 'swinging', 'craps']
enhance : enhancing = sing : singing -> ['singing', 'sang', 'sings', 'sung', 'choruses']
enhance : enhancing = sit : sitting -> ['sitting', 'sat', 'idly', 'sits', 'staying']
enhance : enhancing = slow : slowing -> ['slowing', 'fast', 'slowed', 'sluggish', 'plodding']
enhance : enhancing = swim : swimming -> ['swims', 'swimming', 'swam', 'paddling', 'waterskiing']
enhance : enhancing = think : thinking -> ['suppose', 'beleive', 'guess', 'believe', 'imho']
enhance : enhancing = vanish : vanishing -> ['vanishes', 'disappear', 'disappears', 'vanished', 'r-modules']
enhance : enhancing = walk : walking -> ['walking', 'walked', 'strolls', 'stroll', 'running']
enhance : enhancing = write : writing -> ['writing', 'wrote', 'written', 'composing', 'writes']
enhance : enhancing = code : coding -> ['codes', 'tabulation', 'fips', 'self-modifying', 'two-letter']
enhance : enhancing = dance : dancing -> ['dancing', 'choreographing', 'dances', 'music', 'hip-hop']
enhance : enhancing = debug : debugging -> ['debugging', 'configuring', 'multi-threaded', 'cross-browser', 'user-mode']
enhance : enhancing = decrease : decreasing -> ['decreasing', 'reducing', 'increases', 'decreases', 'reduction']
enhance : enhancing = describe : describing -> ['describing', 'characterizing', 'defining', 'classifying', 'identifying']
enhance : enhancing = discover : discovering -> ['discovering', 'discovers', 'uncovering', 'revealing', 'realizes']
fly : flying = generate : generating -> ['generates', 'generating', 'generated', 'creates', 'creating']
fly : flying = go : going -> ['gone', 'goes', 'going', 'went', 'proceed']
fly : flying = implement : implementing -> ['implementing', 'implementation', 'implemented', 'best-practice', 'implements']
fly : flying = increase : increasing -> ['increased', 'increasing', 'increases', 'decrease', 'reduction']
fly : flying = invent : inventing -> ['inventing', 'invented', 'devising', 'devised', 'invents']
fly : flying = jump : jumping -> ['jumping', 'hurdling', 'f46', 'jumper', 'salchow']
fly : flying = listen : listening -> ['listened', 'listening', 'listens', 'hear', 'replying']
fly : flying = look : looking -> ['looked', 'looking', 'looks', 'glance', 'staring']
fly : flying = move : moving -> ['moving', 'renaming', 'withdrawing', 'relocating', 'merging']
fly : flying = play : playing -> ['playing', 'played', 'plays', 'semiprofessional', 'musical']
fly : flying = predict : predicting -> ['predicting', 'prediction', 'predicts', 'predicted', 'time-dependent']
fly : flying = read : reading -> ['reading', 're-read', 'reread', 'perused', 'text-books']
fly : flying = run : running -> ['running', 'ran', 'runs', 'operated', 'operating']
fly : flying = say : saying -> ['presume', 'suppose', 'think', 'saying', 'implying']
fly : flying = scream : screaming -> ['screaming', 'screams', 'shriek', 'primal', 'psycho']
fly : flying = see : seeing -> ['seeing', 'wondering', 'outdent', 'saw', 'explaining']
fly : flying = shuffle : shuffling -> ['shuffling', 'shuffles', 'fingerpicking', 'riffing', 'dictaphone']
fly : flying = sing : singing -> ['singing', 'sang', 'sings', 'sung', 'chorus']
fly : flying = sit : sitting -> ['sitting', 'sat', 'cross-legged', 'seated', 'standing']
fly : flying = slow : slowing -> ['slowing', 'fast', 'slowed', 'plodding', 'slower']
fly : flying = swim : swimming -> ['swimming', 'rowing', 'gliding', 'diving', 'paddling']
fly : flying = think : thinking -> ['suppose', 'guess', 'believe', 'beleive', 'presume']
fly : flying = vanish : vanishing -> ['vanishes', 'disappear', 'vanished', 'meromorphic', 'vanishing']
fly : flying = walk : walking -> ['walking', 'galloping', 'strolls', 'ride', 'walked']
fly : flying = write : writing -> ['writing', 'wrote', 'writes', 'written', 'composing']
fly : flying = code : coding -> ['codes', '4-digit', '3-digit', 'fips', 'specification']
fly : flying = dance : dancing -> ['music', 'dancing', 'dances', 'musical', 'ballet']
fly : flying = debug : debugging -> ['debugging', 'debugger', 'configuring', 'vba', 'scriptable']
fly : flying = decrease : decreasing -> ['reduction', 'increases', 'decreasing', 'decreased', 'increase']
fly : flying = describe : describing -> ['describing', 'refer', 'characterize', 'define', 'describes']
fly : flying = discover : discovering -> ['discovering', 'discovers', 'reveals', 'learns', 'investigating']
fly : flying = enhance : enhancing -> ['enhancing', 'enhances', 'improve', 'enhancement', 'improving']
generate : generating = go : going -> ['going', 'goes', 'gone', 'went', 'proceed']
generate : generating = implement : implementing -> ['implementing', 'implementation', 'implemented', 'instituting', 'formalizing']
generate : generating = increase : increasing -> ['increasing', 'increased', 'decreasing', 'decrease', 'reducing']
generate : generating = invent : inventing -> ['inventing', 'devising', 'invented', 'experimenting', 'conceiving']
generate : generating = jump : jumping -> ['jumping', 'jumps', '60m', 'f46', '110m']
generate : generating = listen : listening -> ['listening', 'listened', 'hear', 'replying', 'listens']
generate : generating = look : looking -> ['looked', 'looking', 'looks', 'staring', 'glance']
generate : generating = move : moving -> ['moving', 'relocating', 'moves', 'heading', 'relocation']
generate : generating = play : playing -> ['playing', 'played', 'plays', 'understudying', 'othello']
generate : generating = predict : predicting -> ['predicting', 'prediction', 'quantifying', 'determining', 'estimating']
generate : generating = read : reading -> ['reading', 're-read', 'quoting', 'reread', 'rereading']
generate : generating = run : running -> ['running', 'operated', 'operating', 'runs', 'ran']
generate : generating = say : saying -> ['saying', 'think', 'suppose', 'believe', 'arguing']
generate : generating = scream : screaming -> ['screaming', 'crying', 'screams', 'laughing', 'shriek']
generate : generating = see : seeing -> ['seeing', 'wondering', 'know', 'explaining', 'explained']
generate : generating = shuffle : shuffling -> ['shuffling', 'shuffles', 'craps', 'reshuffled', 'roulette']
generate : generating = sing : singing -> ['singing', 'sang', 'sings', 'sung', 'rehearsing']
generate : generating = sit : sitting -> ['sitting', 'sat', 'seated', 'sits', 'staying']
generate : generating = slow : slowing -> ['slowing', 'slowed', 'fast', 'rapid', 'sluggish']
generate : generating = swim : swimming -> ['paddling', 'swimming', 'swam', 'rowing', 'swims']
generate : generating = think : thinking -> ['suppose', 'guess', 'beleive', 'believe', 'belive']
generate : generating = vanish : vanishing -> ['vanishes', 'disappear', 'vanishing', 'collapsing', 'timelike']
generate : generating = walk : walking -> ['walking', 'walked', 'running', 'hike', '1km']
generate : generating = write : writing -> ['writing', 'wrote', 'written', 'composing', 'writes']
generate : generating = code : coding -> ['codes', 'fips', 'tabulation', 'zcta', '5-digit']
generate : generating = dance : dancing -> ['dancing', 'music', 'choreographing', 'hip-hop', 'rumba']
generate : generating = debug : debugging -> ['debugging', 'win32', 'debugger', 'configuring', 'cpu']
generate : generating = decrease : decreasing -> ['decreasing', 'decreased', 'reduction', 'reducing', 'increasing']
generate : generating = describe : describing -> ['describing', 'defining', 'characterizing', 'describes', 'define']
generate : generating = discover : discovering -> ['discovering', 'discovers', 'realizes', 'learns', 'realize']
generate : generating = enhance : enhancing -> ['enhancing', 'improving', 'boosting', 'improve', 'enhances']
generate : generating = fly : flying -> ['flies', 'flying', 'limoniidae', 'flew', 'timia']
go : going = implement : implementing -> ['implementing', 'implemented', 'implementation', 'circumvent', 'trying']
go : going = increase : increasing -> ['increasing', 'increased', 'decreasing', 'decrease', 'reducing']
go : going = invent : inventing -> ['trying', 'supposed', 'inventing', 'attempting', 'refering']
go : going = jump : jumping -> ['jumping', '60m', 'jumps', '110m', 'sprinting']
go : going = listen : listening -> ['listening', 'replying', 'trying', 'supposed', 'responding']
go : going = look : looking -> ['looking', 'looked', 'looks', 'trying', 'over-reacting']
go : going = move : moving -> ['moving', 'relocating', 'coming', 'moves', 'trying']
go : going = play : playing -> ['playing', 'played', 'semipro', 'supposed', 'plays']
go : going = predict : predicting -> ['predicting', 'predicted', 'quantify', 'prediction', 'expected']
go : going = read : reading -> ['reading', 'supposed', 'replying', 'refering', 'reffering']
go : going = run : running -> ['running', 'runs', 'operating', 'ran', 'coming']
go : going = say : saying -> ['saying', 'supposed', 'implying', 'refering', 'infact']
go : going = scream : screaming -> ['shriek', 'crying', 'screaming', 'screams', 'moaning']
go : going = see : seeing -> ['happening', 'seeing', 'supposed', 'objecting', 'refering']
go : going = shuffle : shuffling -> ['shuffling', 'shuffles', 'craps', 'charades', 'flopping']
go : going = sing : singing -> ['singing', 'sung', 'hummed', 'supposed', 'sings']
go : going = sit : sitting -> ['sitting', 'seated', 'idly', 'trying', 'waiting']
go : going = slow : slowing -> ['slowing', 'fast', 'sluggish', 'slowed', 'accelerating']
go : going = swim : swimming -> ['swims', 'swimming', 'swam', 'paddling', 'swum']
go : going = think : thinking -> ['suppose', 'beleive', 'guess', 'really', 'frankly']
go : going = vanish : vanishing -> ['happening', 'forgetting', 'trying', 'supposed', 'reducible']
go : going = walk : walking -> ['walking', 'coming', 'running', 'jogged', '1km']
go : going = write : writing -> ['writing', 'trying', 'writting', 'supposed', 'refering']
go : going = code : coding -> ['codes', 'tabulation', 'five-digit', 'zcta', 'iso']
go : going = dance : dancing -> ['dancing', 'bhangra', 'hip-hop', 'dances', 'music']
go : going = debug : debugging -> ['debugging', 'defrag', 'multithreaded', 'scriptable', 'pre-configured']
go : going = decrease : decreasing -> ['decreasing', 'increasing', 'increase', 'decreased', 'reduction']
go : going = describe : describing -> ['referring', 'refering', 'alluded', 'supposed', 'describing']
go : going = discover : discovering -> ['supposed', 'discovering', 'revealed', 'trying', 'unaware']
go : going = enhance : enhancing -> ['enhancing', 'improve', 'improving', 'optimize', 'maximise']
go : going = fly : flying -> ['flies', 'swatting', 'flying', 'timia', 'heavier-than-air']
go : going = generate : generating -> ['generating', 'generated', 'generates', 'yielding', 'supposed']
implement : implementing = increase : increasing -> ['increasing', 'decrease', 'increases', 'decreasing', 'increased']
implement : implementing = invent : inventing -> ['inventing', 'devising', 'creating', 'formulating', 'introducing']
implement : implementing = jump : jumping -> ['jumping', 'jumps', 'sprinting', 'leaping', 'f46']
