algeria : dinar = angola : kwanza -> ['dinar', 'lira', 'rupiah', 'peso', 'forint']
angola : kwanza = brazil : real -> ['kwanza', 'parnaba', 'paran', 'parana', 'paranaba']
angola : kwanza = bulgaria : lev -> ['bulgaria', 'kwanza', 'shumen', 'gorna', 'maritsa']
angola : kwanza = cambodia : riel -> ['kwanza', 'kanchanaburi', 'cambodia', 'phetchaburi', 'mekong']
angola : kwanza = canada : dollar -> ['canada', 'timiskaming', 'wabamun', 'ontario', 'abitibi']
angola : kwanza = croatia : kuna -> ['croatia', 'banovina', 'vrbas', 'drava', 'kwanza']
angola : kwanza = denmark : krone -> ['denmark', 'sweden', 'glomma', 'hallingdal', 'sdermanland']
angola : kwanza = europe : euro -> ['europe', 'kwanza', 'volga', 'asia', 'scandinavia']
angola : kwanza = hungary : forint -> ['hungary', 'bistra', 'putna', 'tisza', 'ngrd']
angola : kwanza = india : rupee -> ['india', 'lohit', 'maharastra', 'maharashtra', 'chattisgarh']
angola : kwanza = iran : rial -> ['semnan', 'iran', 'markazi', 'bardsir', 'bushehr']
angola : kwanza = japan : yen -> ['japan', 'ishikari', 'sumida', 'fukui', 'kiso']
angola : kwanza = korea : won -> ['korea', 'kwanza', 'yalu', 'kangwon', 'nakdong']
angola : kwanza = lithuania : litas -> ['lithuania', 'right-bank', 'velikaya', 'volkhov', 'dnieper']
angola : kwanza = malaysia : ringgit -> ['malaysia', 'muar', 'selangor', 'negara', 'sungai']
angola : kwanza = mexico : peso -> ['mexico', 'kwanza', 'pnuco', 'usumacinta', 'sonora']
angola : kwanza = nigeria : naira -> ['kwanza', 'benue', 'yobe', 'taraba', 'ayeyarwady']
angola : kwanza = romania : leu -> ['romania', 'timi', 'lotru', 'putna', 'dmbovia']
angola : kwanza = russia : ruble -> ['russia', 'perm', 'krasnoyarsk', 'kostroma', 'desna']
angola : kwanza = sweden : krona -> ['sweden', 'skne', 'blekinge', 'norrbotten', 'vstmanland']
angola : kwanza = thailand : baht -> ['thailand', 'phetchaburi', 'kanchanaburi', 'kwanza', 'mukdahan']
angola : kwanza = usa : dollar -> ['usa', 'kwanza', 'yampa', 'cosumnes', 'susitna']
angola : kwanza = vietnam : dong -> ['kwanza', 'vietnam', 'imjin', 'salween', 'mekong']
angola : kwanza = algeria : dinar -> ['kwanza', 'ouargla', 'algeria', 'skikda', 'oued']
argentina : peso = armenia : dram -> ['peso', 'ruble', 'dinar', 'armenia', 'litas']
argentina : peso = brazil : real -> ['peso', 'lira', 'peseta', 'litas', 'escudo']
argentina : peso = bulgaria : lev -> ['peso', 'dinar', 'ruble', 'litas', 'koruna']
argentina : peso = cambodia : riel -> ['peso', 'cambodia', 'ringgit', 'rupiah', 'rupee']
argentina : peso = canada : dollar -> ['peso', 'dollar', 'canada', 'loonie', 'one-dollar']
argentina : peso = croatia : kuna -> ['peso', 'dinar', 'srpska', 'croatia', 'koruna']
argentina : peso = denmark : krone -> ['peso', 'krone', 'denmark', 'guilder', 'forint']
argentina : peso = europe : euro -> ['peso', 'europe', 'ruble', 'forint', 'currency']
argentina : peso = hungary : forint -> ['peso', 'forint', 'koruna', 'ruble', 'litas']
argentina : peso = india : rupee -> ['rupee', 'peso', 'india', 'baroda', 'odisha']
argentina : peso = iran : rial -> ['peso', 'dinar', 'iran', 'rupee', 'ruble']
argentina : peso = japan : yen -> ['peso', 'japan', 'taka', 'ringgit', 'gakk']
argentina : peso = korea : won -> ['peso', 'korea', 'renminbi', 'currency', 'banknotes']
argentina : peso = lithuania : litas -> ['ruble', 'peso', 'litas', 'lithuania', 'forint']
argentina : peso = malaysia : ringgit -> ['ringgit', 'malaysia', 'negara', 'melaka', 'peso']
argentina : peso = nigeria : naira -> ['peso', 'nigeria', 'borno', 'ringgit', 'bauchi']
argentina : peso = romania : leu -> ['peso', 'ruble', 'forint', 'litas', 'romania']
argentina : peso = russia : ruble -> ['ruble', 'peso', 'russia', 'litas', 'tsardom']
argentina : peso = sweden : krona -> ['peso', 'krone', 'litas', 'kroner', 'kronor']
argentina : peso = thailand : baht -> ['peso', 'ringgit', 'thailand', 'rupiah', 'baht']
argentina : peso = usa : dollar -> ['peso', 'usa', 'dollar', 'ruble', 'loonie']
argentina : peso = vietnam : dong -> ['peso', 'vietnam', 'renminbi', 'piastre', 'vietminh']
argentina : peso = algeria : dinar -> ['peso', 'dinar', 'dirham', 'piastre', 'peseta']
argentina : peso = angola : kwanza -> ['peso', 'angola', 'lira', 'rupee', 'litas']
armenia : dram = brazil : real -> ['dram', 'ssds', 'random-access', 'sram', 'on-chip']
armenia : dram = bulgaria : lev -> ['dram', 'random-access', 'sdram', 'sram', 'cpu']
armenia : dram = cambodia : riel -> ['dram', 'sram', 'eeprom', 'random-access', 'non-volatile']
armenia : dram = canada : dollar -> ['dram', 'sram', 'canada', 'on-die', 'eeprom']
armenia : dram = croatia : kuna -> ['dram', 'random-access', 'sram', 'sdram', 'ssds']
armenia : dram = denmark : krone -> ['dram', 'sram', 'random-access', 'on-die', 'ddr3']
armenia : dram = europe : euro -> ['dram', 'sram', 'random-access', 'hard-disk', 'ssds']
armenia : dram = hungary : forint -> ['dram', 'random-access', 'sram', 'on-chip', 'sdram']
armenia : dram = india : rupee -> ['dram', 'sram', 'nand', 'random-access', 'ics']
armenia : dram = iran : rial -> ['dram', 'sram', 'eeprom', 'sdram', 'ssds']
armenia : dram = japan : yen -> ['dram', 'sram', 'japan', 'random-access', 'mram']
armenia : dram = korea : won -> ['dram', 'sram', 'mram', 'eeprom', 'random-access']
armenia : dram = lithuania : litas -> ['dram', 'sram', 'sdram', 'dimm', 'eeprom']
armenia : dram = malaysia : ringgit -> ['dram', 'sram', 'malaysia', 'ssds', 'on-die']
armenia : dram = mexico : peso -> ['dram', 'dimm', 'sram', 'mexico', 'ssds']
armenia : dram = nigeria : naira -> ['dram', 'random-access', 'non-volatile', 'sram', 'nigeria']
armenia : dram = romania : leu -> ['dram', 'random-access', 'sram', 'eeprom', 'non-volatile']
armenia : dram = russia : ruble -> ['dram', 'sram', 'on-die', 'eeprom', 'on-chip']
armenia : dram = sweden : krona -> ['dram', 'sram', 'dimm', 'on-die', 'random-access']
armenia : dram = thailand : baht -> ['dram', 'sram', 'mram', 'ssds', 'random-access']
armenia : dram = usa : dollar -> ['dram', 'usa', 'sram', 'random-access', 'dma']
armenia : dram = vietnam : dong -> ['dram', 'sram', 'eeprom', 'cpu', 'random-access']
armenia : dram = algeria : dinar -> ['dram', 'sram', 'ssds', 'random-access', 'sdram']
armenia : dram = angola : kwanza -> ['dram', 'random-access', 'eeprom', 'ssds', 'sdram']
armenia : dram = argentina : peso -> ['dram', 'sram', 'ssds', 'dimm', 'on-chip']
brazil : real = bulgaria : lev -> ['real', 'bulgaria', 'silistra', 'yambol', 'mehmet']
brazil : real = cambodia : riel -> ['real', 'cambodia', 'battambang', 'laos', 'sihanoukville']
brazil : real = canada : dollar -> ['real', 'canada', 'ontario', 'manitoba', 'brantford']
brazil : real = croatia : kuna -> ['real', 'croatia', 'virovitica', 'dubrovnik', 'pljevlja']
brazil : real = denmark : krone -> ['real', 'denmark', 'forkbeard', 'gunnhild', 'benedikte']
brazil : real = europe : euro -> ['real', 'europe', 'real-estate', 'brokerage', 'fictitious']
brazil : real = hungary : forint -> ['real', 'hungary', 'pozsony', 'veszprm', 'zala']
brazil : real = india : rupee -> ['real', 'india', 'pvt', 'dalmia', 'phule']
brazil : real = iran : rial -> ['real', 'iran', 'khuzestan', 'qazvin', 'semnan']
brazil : real = japan : yen -> ['real', 'japan', 'akasaka', 'yasuda', 'yoichi']
brazil : real = korea : won -> ['real', 'korea', 'korean', 'real-estate', 'tangible']
brazil : real = lithuania : litas -> ['real', 'lithuania', 'duchy', 'jogaila', 'kstutis']
brazil : real = malaysia : ringgit -> ['real', 'malaysia', 'bahru', 'baru', 'taman']
brazil : real = mexico : peso -> ['real', 'mexico', 'laredo', 'portales', 'monterrey']
brazil : real = nigeria : naira -> ['real', 'nigeria', 'kano', 'bauchi', 'real-estate']
brazil : real = romania : leu -> ['real', 'romania', 'cluj', 'vaslui', 'braov']
brazil : real = russia : ruble -> ['real', 'russia', 'krasny', 'ryazan', 'vologda']
brazil : real = sweden : krona -> ['real', 'sweden', 'rebro', 'skne', 'vrmland']
brazil : real = thailand : baht -> ['real', 'thailand', 'songkhla', 'nonthaburi', 'pathum']
brazil : real = usa : dollar -> ['real', 'usa', 'illinois-based', 'fictitious', 'real-estate']
brazil : real = vietnam : dong -> ['real', 'vietnam', 'sino-vietnamese', 'linh', 'phuc']
brazil : real = algeria : dinar -> ['real', 'algeria', 'sidi', 'bordj', 'blida']
brazil : real = angola : kwanza -> ['real', 'betis', 'real-life', 'fictitious', 'actual']
brazil : real = argentina : peso -> ['real', 'sociedad', 'betis', 'madrid', 'unin']
brazil : real = armenia : dram -> ['real', 'armenia', 'nakhichevan', 'ararat', 'syunik']
bulgaria : lev = cambodia : riel -> ['lev', 'serge', 'cambodia', 'mikhail', 'nhat']
bulgaria : lev = canada : dollar -> ['lev', 'canada', 'montreal', 'ontario', 'serge']
bulgaria : lev = croatia : kuna -> ['lev', 'lazar', 'stanislav', 'yakov', 'vladimir']
bulgaria : lev = denmark : krone -> ['lev', 'sparre', 'knud', 'sigfrid', 'erik']
bulgaria : lev = europe : euro -> ['lev', 'europe', 'yakov', 'solovyov', 'gurevich']
bulgaria : lev = hungary : forint -> ['lev', 'yakov', 'antal', 'lszl', 'kroly']
bulgaria : lev = india : rupee -> ['lev', 'india', 'babasaheb', 'sansthan', 'phule']
bulgaria : lev = iran : rial -> ['lev', 'yakov', 'solovyov', 'mikhail', 'nikolai']
bulgaria : lev = japan : yen -> ['lev', 'yoshio', 'nishida', 'kazuo', 'japan']
bulgaria : lev = korea : won -> ['lev', 'korea', 'yakov', 'korean', 'mikhalkov']
bulgaria : lev = lithuania : litas -> ['lev', 'yakov', 'alexandrovich', 'sergey', 'aleksander']
bulgaria : lev = malaysia : ringgit -> ['lev', 'malaysia', 'lembaga', 'malaysian', 'bahru']
bulgaria : lev = mexico : peso -> ['lev', 'mexico', 'tamaulipas', 'portales', 'matamoros']
bulgaria : lev = nigeria : naira -> ['lev', 'nigeria', 'kano', 'kaduna', 'yakov']
bulgaria : lev = romania : leu -> ['lev', 'iosif', 'yakov', 'andrei', 'leonid']
bulgaria : lev = russia : ruble -> ['lev', 'mikhail', 'yakov', 'vladimir', 'solovyov']
bulgaria : lev = sweden : krona -> ['lev', 'bertil', 'lennart', 'sparre', 'gustaf']
bulgaria : lev = thailand : baht -> ['lev', 'choon', 'ong', 'fah', 'huat']
bulgaria : lev = usa : dollar -> ['usa', 'lev', 'gurevich', 'horowitz', 'brodsky']
bulgaria : lev = vietnam : dong -> ['lev', 'vietnam', 'trinh', 'nguyen', 'toan']
bulgaria : lev = algeria : dinar -> ['lev', 'michel', 'grard', 'serge', 'yakov']
bulgaria : lev = angola : kwanza -> ['lev', 'angola', 'pienaar', 'machel', 'yakov']
bulgaria : lev = argentina : peso -> ['lev', 'horacio', 'ferreyra', 'bronstein', 'fabin']
bulgaria : lev = armenia : dram -> ['lev', 'yakov', 'mikhail', 'sergey', 'nikolai']
bulgaria : lev = brazil : real -> ['lev', 'figueiredo', 'joo', 'alexandre', 'brazil']
cambodia : riel = canada : dollar -> ['riel', 'canada', 'quebec', 'papineau', 'manitoba']
cambodia : riel = croatia : kuna -> ['riel', 'croatia', 'karlovac', 'boka', 'rijeka']
cambodia : riel = denmark : krone -> ['riel', 'denmark', 'valdemar', 'birger', 'poulsen']
cambodia : riel = europe : euro -> ['riel', 'europe', 'papineau', 'agassiz', 'dejean']
cambodia : riel = hungary : forint -> ['riel', 'hungary', 'szapolyai', 'bohemia', 'bocskay']
cambodia : riel = india : rupee -> ['riel', 'india', 'maharashtra', 'meerut', 'lucknow']
cambodia : riel = iran : rial -> ['riel', 'iran', 'papineau', 'qazvin', 'robichaud']
cambodia : riel = japan : yen -> ['riel', 'japan', 'saitama', 'chiba', 'sakata']
cambodia : riel = korea : won -> ['riel', 'korea', 'xiv', 'papineau', 'bourassa']
cambodia : riel = lithuania : litas -> ['riel', 'lithuania', 'algirdas', 'jurgis', 'xiv']
cambodia : riel = malaysia : ringgit -> ['riel', 'bourassa', 'lesage', 'farrakhan', 'papineau']
cambodia : riel = mexico : peso -> ['riel', 'mexico', 'taos', 'catron', 'monclova']
cambodia : riel = nigeria : naira -> ['riel', 'robichaud', 'nigeria', 'papineau', 'bourassa']
cambodia : riel = romania : leu -> ['riel', 'romania', 'brlad', 'braov', 'iacob']
cambodia : riel = russia : ruble -> ['riel', 'russia', 'pokrovsky', 'saltykov', 'shuvalov']
cambodia : riel = sweden : krona -> ['riel', 'sweden', 'birger', 'gustaf', 'sverre']
cambodia : riel = thailand : baht -> ['riel', 'xiv', 'louis', 'jolliet', 'hbert']
cambodia : riel = usa : dollar -> ['usa', 'riel', 'laporte', 'hertel', 'bottineau']
cambodia : riel = vietnam : dong -> ['riel', 'papineau', 'charette', 'coulon', 'bourassa']
cambodia : riel = algeria : dinar -> ['riel', 'faidherbe', 'algeria', 'prvost', 'charette']
cambodia : riel = angola : kwanza -> ['riel', 'angola', 'lorimier', 'papineau', 'botha']
cambodia : riel = argentina : peso -> ['riel', 'argentina', 'ferreyra', 'merlo', 'zrate']
cambodia : riel = armenia : dram -> ['riel', 'armenia', 'vardan', 'smbat', 'hayk']
cambodia : riel = brazil : real -> ['riel', 'brazil', 'caxias', 'cordeiro', 'piracicaba']
cambodia : riel = bulgaria : lev -> ['riel', 'bulgaria', 'bogdanovi', 'petko', 'stoyan']
canada : dollar = croatia : kuna -> ['dollar', 'croatia', 'dinar', 'koruna', 'franjo']
canada : dollar = denmark : krone -> ['dollar', 'kroner', 'rupee', 'guilder', 'denmark']
canada : dollar = europe : euro -> ['dollar', 'rupee', 'dollars', 'pesos', 'shilling']
canada : dollar = hungary : forint -> ['dollar', 'hungary', 'forint', 'koruna', 'ruble']
canada : dollar = india : rupee -> ['rupee', 'dollar', 'rupees', 'india', 'crore']
canada : dollar = iran : rial -> ['dollar', 'iran', 'rupee', 'dinar', 'khuzestan']
canada : dollar = japan : yen -> ['dollar', 'japan', 'rupee', 'ringgit', 'pesos']
canada : dollar = korea : won -> ['dollar', 'korea', 'renminbi', 'rupee', 'dollars']
canada : dollar = lithuania : litas -> ['dollar', 'ruble', 'lithuania', 'litas', 'zoty']
canada : dollar = malaysia : ringgit -> ['dollar', 'ringgit', 'malaysia', 'rupiah', 'rupee']
canada : dollar = mexico : peso -> ['dollar', 'pesos', 'peso', 'mexico', 'dollars']
canada : dollar = nigeria : naira -> ['dollar', 'rupee', 'nigeria', 'shilling', 'naira']
canada : dollar = romania : leu -> ['dollar', 'romania', 'ruble', 'forint', 'rupee']
canada : dollar = russia : ruble -> ['dollar', 'ruble', 'rubles', 'russia', 'roubles']
canada : dollar = sweden : krona -> ['dollar', 'kroner', 'riksdaler', 'pennies', 'rupee']
canada : dollar = thailand : baht -> ['dollar', 'ringgit', 'rupee', 'thailand', 'baht']
canada : dollar = vietnam : dong -> ['dollar', 'vietnam', 'rupee', 'yen', 'dollars']
canada : dollar = algeria : dinar -> ['dollar', 'rupee', 'algeria', 'dinar', 'dirham']
canada : dollar = angola : kwanza -> ['dollar', 'angola', 'rupee', 'peso', 'shilling']
canada : dollar = argentina : peso -> ['dollar', 'peso', 'pesos', 'argentina', 'rupee']
canada : dollar = armenia : dram -> ['dollar', 'ruble', 'armenia', 'dinar', 'rupee']
canada : dollar = brazil : real -> ['dollar', 'peso', 'pesos', 'brazil', 'dollars']
canada : dollar = bulgaria : lev -> ['dollar', 'ruble', 'dinar', 'litas', 'rubles']
canada : dollar = cambodia : riel -> ['dollar', 'cambodia', 'rupee', 'rupiah', 'ringgit']
croatia : kuna = denmark : krone -> ['kuna', 'denmark', 'rigsdaler', 'riksdaler', 'guilder']
croatia : kuna = europe : euro -> ['kuna', 'europe', 'americas', 'asia', 'eurasia']
croatia : kuna = hungary : forint -> ['kuna', 'forint', 'groschen', 'zoty', 'koruna']
croatia : kuna = india : rupee -> ['india', 'kuna', 'uttrakhand', 'maharastra', 'assam']
croatia : kuna = iran : rial -> ['iran', 'kuna', 'markazi', 'zanjan', 'bakhtiari']
croatia : kuna = japan : yen -> ['japan', 'kuna', 'tky', 'kagoshima', 'japanese']
croatia : kuna = korea : won -> ['kuna', 'korea', 'korean', 'koreans', 'gyeongsang']
croatia : kuna = lithuania : litas -> ['kuna', 'litas', 'lithuania', 'zoty', 'yakut']
croatia : kuna = malaysia : ringgit -> ['malaysia', 'kuna', 'ringgit', 'pontianak', 'malay']
croatia : kuna = mexico : peso -> ['mexico', 'kuna', 'michoacan', 'oaxaca', 'manat']
croatia : kuna = nigeria : naira -> ['kuna', 'nigeria', 'igbo', 'yoruba', 'bauchi']
croatia : kuna = romania : leu -> ['kuna', 'romania', 'manat', 'forint', 'brlad']
croatia : kuna = russia : ruble -> ['kuna', 'russia', 'ruble', 'koryak', 'yakut']
croatia : kuna = sweden : krona -> ['kuna', 'sweden', 'riksdaler', 'kroner', 'rigsdaler']
croatia : kuna = thailand : baht -> ['thailand', 'kuna', 'thep', 'isan', 'chanthaburi']
croatia : kuna = usa : dollar -> ['usa', 'kuna', 'non-daily', 'lenexa', 'databasefootball']
croatia : kuna = vietnam : dong -> ['vietnam', 'kuna', 'vietnamese', 'hmong', 'lao']
croatia : kuna = algeria : dinar -> ['kuna', 'algeria', 'jijel', 'ouargla', 'tiaret']
croatia : kuna = angola : kwanza -> ['kuna', 'angola', 'mozambique', 'escudo', 'wayuu']
croatia : kuna = argentina : peso -> ['kuna', 'argentina', 'chubut', 'manat', 'cuyo']
croatia : kuna = armenia : dram -> ['kuna', 'armenia', 'yakut', 'manat', 'talysh']
croatia : kuna = brazil : real -> ['kuna', 'brazil', 'amazonas', 'escudo', 'wayuu']
croatia : kuna = bulgaria : lev -> ['kuna', 'yakut', 'manat', 'wayuu', 'idr']
croatia : kuna = cambodia : riel -> ['cambodia', 'kuna', 'laos', 'lao', 'isan']
croatia : kuna = canada : dollar -> ['canada', 'kuna', 'manitoba', 'yukon', 'chipewyan']
denmark : krone = europe : euro -> ['krone', 'europe', 'kronen', 'francs', 'vnd']
denmark : krone = hungary : forint -> ['krone', 'groschen', 'kronen', 'koruna', 'zoty']
denmark : krone = india : rupee -> ['krone', 'india', 'uttrakhand', 'rupee', 'maharastra']
denmark : krone = iran : rial -> ['iran', 'krone', 'qazvin', 'kerman', 'kermanshah']
denmark : krone = japan : yen -> ['krone', 'shinbun', 'japan', 'mitsui', 'higashi']
denmark : krone = korea : won -> ['krone', 'korea', 'renminbi', 'korean', 'chungcheong']
denmark : krone = lithuania : litas -> ['krone', 'litas', 'ruble', 'zoty', 'kronen']
denmark : krone = malaysia : ringgit -> ['krone', 'ringgit', 'malaysia', 'bahru', 'ipoh']
denmark : krone = mexico : peso -> ['krone', 'mexico', 'sonora', 'chihuahua', 'sinaloa']
denmark : krone = nigeria : naira -> ['krone', 'nigeria', 'adamawa', 'naira', 'jigawa']
denmark : krone = romania : leu -> ['krone', 'romania', 'kronen', 'ruble', 'groschen']
denmark : krone = russia : ruble -> ['krone', 'ruble', 'rubles', 'kronen', 'russia']
denmark : krone = sweden : krona -> ['krone', 'kroner', 'thaler', 'kronor', 'kronen']
denmark : krone = thailand : baht -> ['krone', 'ringgit', 'baht', 'nok', 'yen']
denmark : krone = usa : dollar -> ['krone', 'usa', 'non-daily', 'lenexa', 'sterling']
denmark : krone = vietnam : dong -> ['vietnam', 'krone', 'vietminh', 'tuong', 'quang']
denmark : krone = algeria : dinar -> ['krone', 'algeria', 'jijel', 'guelma', 'stif']
denmark : krone = angola : kwanza -> ['angola', 'krone', 'mozambique', 'zaire', 'luanda']
denmark : krone = argentina : peso -> ['krone', 'peso', 'cndor', 'argentina', 'pataca']
denmark : krone = armenia : dram -> ['krone', 'armenia', 'ruble', 'dinar', 'kronen']
denmark : krone = brazil : real -> ['krone', 'brazil', 'bauru', 'reais', 'peso']
denmark : krone = bulgaria : lev -> ['krone', 'kronen', 'dinar', 'koruna', 'shumen']
denmark : krone = cambodia : riel -> ['krone', 'cambodia', 'khmer', 'battambang', 'baht']
denmark : krone = canada : dollar -> ['krone', 'canada', 'ontario', 'dollar', 'alberta']
denmark : krone = croatia : kuna -> ['krone', 'krajina', 'nogometni', 'jadran', 'karlovac']
europe : euro = hungary : forint -> ['euro', 'hungary', 'koruna', 'liechtenstein', 'forint']
europe : euro = india : rupee -> ['euro', 'rupee', 'baroda', 'india', 'mohali']
europe : euro = iran : rial -> ['euro', 'iran', 'saveh', 'khuzestan', 'hormozgan']
europe : euro = japan : yen -> ['euro', 'japan', 'ibaraki', 'kanagawa', 'saitama']
europe : euro = korea : won -> ['euro', 'korea', 'dpr', 'pyeongchang', 'cosafa']
europe : euro = lithuania : litas -> ['euro', 'lithuania', 'litas', 'latvia', 'carpatho-ukraine']
europe : euro = malaysia : ringgit -> ['euro', 'malaysia', 'selangor', 'ringgit', 'negeri']
europe : euro = mexico : peso -> ['euro', 'mexico', 'quertaro', 'peso', 'aguascalientes']
europe : euro = nigeria : naira -> ['euro', 'nigeria', 'ghana', 'gambia', 'cameroon']
europe : euro = romania : leu -> ['euro', 'romania', 'moldova', 'u-21', 'vaslui']
europe : euro = russia : ruble -> ['euro', 'ruble', 'russia', 'elista', 'litas']
europe : euro = sweden : krona -> ['euro', 'sweden', 'rebro', 'jnkping', 'leksand']
europe : euro = thailand : baht -> ['euro', 'thailand', 'chonburi', 'baht', 'saraburi']
europe : euro = usa : dollar -> ['euro', 'usa', 'qualifiers', 'qualifier', 'usd']
europe : euro = vietnam : dong -> ['euro', 'vietnam', 'cambodian', 'yen', 'giang']
europe : euro = algeria : dinar -> ['euro', 'algeria', 'skikda', 'blida', 'batna']
europe : euro = angola : kwanza -> ['euro', 'angola', 'maputo', 'guinea-bissau', 'bissau']
europe : euro = argentina : peso -> ['euro', 'argentina', 'estudiantes', 'pearol', 'quilmes']
europe : euro = armenia : dram -> ['euro', 'armenia', 'shirak', 'kotayk', 'azerbaijan']
europe : euro = brazil : real -> ['euro', 'torneio', 'brazil', 'cruzeiro', 'havelange']
europe : euro = bulgaria : lev -> ['euro', 'bulgaria', 'skopje', 'razgrad', 'belasitsa']
europe : euro = cambodia : riel -> ['euro', 'cambodia', 'sihanoukville', 'cambodian', 'battambang']
europe : euro = canada : dollar -> ['euro', 'canada', 'playdowns', 'rouyn-noranda', 'concordes']
europe : euro = croatia : kuna -> ['euro', 'croatia', 'titograd', 'montenegro', 'yugoslavia']
europe : euro = denmark : krone -> ['euro', 'denmark', 'liechtenstein', 'sweden', 'valdemar']
hungary : forint = india : rupee -> ['forint', 'rupee', 'india', 'ringgit', 'rupiah']
hungary : forint = iran : rial -> ['forint', 'dirham', 'rials', 'ringgit', 'rupiah']
hungary : forint = japan : yen -> ['forint', 'ringgit', 'japan', 'revalued', 'pataca']
hungary : forint = korea : won -> ['forint', 'ringgit', 'korea', 'renminbi', 'rupiah']
hungary : forint = lithuania : litas -> ['forint', 'litas', 'ruble', 'reichsmark', 'revalued']
hungary : forint = malaysia : ringgit -> ['ringgit', 'forint', 'malaysia', 'rupiah', 'brunei']
hungary : forint = mexico : peso -> ['forint', 'peso', 'centavo', 'pesos', 'ringgit']
hungary : forint = nigeria : naira -> ['forint', 'ringgit', 'naira', 'rupiah', 'nigeria']
hungary : forint = romania : leu -> ['forint', 'litas', 'drachma', 'revalued', 'ruble']
hungary : forint = russia : ruble -> ['forint', 'ruble', 'litas', 'rials', 'reichsmark']
hungary : forint = sweden : krona -> ['forint', 'rigsdaler', 'kroner', 'riksdaler', 'litas']
hungary : forint = thailand : baht -> ['ringgit', 'forint', 'rupiah', 'thailand', 'baht']
hungary : forint = usa : dollar -> ['forint', 'usa', 'ringgit', 'loonie', 'rials']
hungary : forint = vietnam : dong -> ['forint', 'vietnam', 'ringgit', 'piastre', 'rupiah']
hungary : forint = algeria : dinar -> ['forint', 'dirham', 'piastre', 'ringgit', 'rials']
hungary : forint = angola : kwanza -> ['forint', 'angola', 'piastre', 'ringgit', 'rupiah']
hungary : forint = argentina : peso -> ['forint', 'peso', 'centavo', 'pataca', 'peseta']
hungary : forint = armenia : dram -> ['forint', 'litas', 'drachma', 'dirham', 'ruble']
hungary : forint = brazil : real -> ['forint', 'ringgit', 'centavo', 'peso', 'pataca']
hungary : forint = bulgaria : lev -> ['forint', 'litas', 'dirham', 'drachma', 'rials']
hungary : forint = cambodia : riel -> ['forint', 'ringgit', 'rupiah', 'cambodia', 'piastre']
hungary : forint = canada : dollar -> ['forint', 'canada', 'ringgit', 'loonie', 'demonetized']
hungary : forint = croatia : kuna -> ['forint', 'litas', 'drachma', 'revalued', 'ringgit']
hungary : forint = denmark : krone -> ['forint', 'rigsdaler', 'kroner', 'riksdaler', 'reichsmark']
hungary : forint = europe : euro -> ['forint', 'europe', 'ringgit', 'piastre', 'rials']
india : rupee = iran : rial -> ['rupee', 'iran', 'dinar', 'khuzestan', 'dirham']
