abuja : nigeria = accra : ghana -> ['accra', 'nigeria', 'ghana', 'cameroon', 'mali']
abuja : nigeria = bishkek : kyrgyzstan -> ['bishkek', 'uzbekistan', 'kazakhstan', 'turkmenistan', 'tajikistan']
abuja : nigeria = bratislava : slovakia -> ['bratislava', 'slovakia', 'koice', 'nitra', 'trnava']
abuja : nigeria = brussels : belgium -> ['brussels', 'belgium', 'luxembourg', 'antwerp', 'wallonia']
abuja : nigeria = bucharest : romania -> ['bucharest', 'romania', 'moldova', 'timioara', 'transylvania']
abuja : nigeria = budapest : hungary -> ['budapest', 'hungary', 'szeged', 'romania', 'debrecen']
abuja : nigeria = bujumbura : burundi -> ['bujumbura', 'nigeria', 'cameroon', 'senegal', 'gabon']
abuja : nigeria = cairo : egypt -> ['cairo', 'egypt', 'syria', 'libya', 'tunisia']
abuja : nigeria = canberra : australia -> ['canberra', 'australia', 'queensland', 'tasmania', 'brisbane']
abuja : nigeria = caracas : venezuela -> ['caracas', 'venezuela', 'ecuador', 'guatemala', 'colombia']
abuja : nigeria = chisinau : moldova -> ['chisinau', 'moldova', 'ukraine', 'romania', 'nigeria']
abuja : nigeria = conakry : guinea -> ['conakry', 'nigeria', 'cameroon', 'senegal', 'bissau']
abuja : nigeria = copenhagen : denmark -> ['copenhagen', 'denmark', 'aarhus', 'norway', 'sweden']
abuja : nigeria = dakar : senegal -> ['dakar', 'senegal', 'mali', 'mauritania', 'nigeria']
abuja : nigeria = damascus : syria -> ['damascus', 'syria', 'hijaz', 'egypt', 'aleppo']
abuja : nigeria = dhaka : bangladesh -> ['dhaka', 'bangladesh', 'sylhet', 'rajshahi', 'khulna']
abuja : nigeria = doha : qatar -> ['doha', 'qatar', 'bahrain', 'oman', 'uae']
abuja : nigeria = dublin : ireland -> ['dublin', 'galway', 'ireland', 'cork', 'belfast']
abuja : nigeria = dushanbe : tajikistan -> ['dushanbe', 'uzbekistan', 'tajikistan', 'turkmenistan', 'kazakhstan']
accra : ghana = algiers : algeria -> ['algiers', 'algeria', 'tunisia', 'morocco', 'mauritania']
accra : ghana = amman : jordan -> ['amman', 'egypt', 'sudan', 'jordan', 'yemen']
accra : ghana = ankara : turkey -> ['ankara', 'turkey', 'antalya', 'amasya', 'aksaray']
accra : ghana = antananarivo : madagascar -> ['antananarivo', 'ghana', 'comoros', 'cameroon', 'gabon']
accra : ghana = apia : samoa -> ['apia', 'samoa', 'tonga', 'vanuatu', 'fiji']
accra : ghana = ashgabat : turkmenistan -> ['ashgabat', 'turkmenistan', 'kazakhstan', 'tajikistan', 'uzbekistan']
accra : ghana = asmara : eritrea -> ['asmara', 'eritrea', 'ethiopia', 'ghana', 'djibouti']
accra : ghana = astana : kazakhstan -> ['astana', 'kazakhstan', 'kyrgyzstan', 'uzbekistan', 'turkmenistan']
accra : ghana = athens : greece -> ['athens', 'greece', 'macedonia', 'thessaloniki', 'cyprus']
accra : ghana = baghdad : iraq -> ['baghdad', 'iraq', 'syria', 'afghanistan', 'yemen']
accra : ghana = baku : azerbaijan -> ['baku', 'kazakhstan', 'azerbaijan', 'turkmenistan', 'uzbekistan']
accra : ghana = bamako : mali -> ['bamako', 'ghana', 'senegal', 'mauritania', 'mali']
accra : ghana = bangkok : thailand -> ['thailand', 'bangkok', 'singapore', 'cambodia', 'malaysia']
accra : ghana = banjul : gambia -> ['banjul', 'ghana', 'gambia', 'guinea-bissau', 'senegal']
accra : ghana = beijing : china -> ['beijing', 'china', 'nanjing', 'taiwan', 'prc']
accra : ghana = beirut : lebanon -> ['beirut', 'syria', 'libya', 'lebanon', 'tunisia']
accra : ghana = belgrade : serbia -> ['belgrade', 'serbia', 'montenegro', 'yugoslavia', 'croatia']
accra : ghana = belmopan : belize -> ['belmopan', 'belize', 'ghana', 'guatemala', 'ecuador']
accra : ghana = berlin : germany -> ['berlin', 'leipzig', 'bonn', 'germany', 'stuttgart']
accra : ghana = bern : switzerland -> ['bern', 'fribourg', 'aargau', 'switzerland', 'solothurn']
accra : ghana = bishkek : kyrgyzstan -> ['bishkek', 'kazakhstan', 'kyrgyzstan', 'uzbekistan', 'turkmenistan']
accra : ghana = bratislava : slovakia -> ['bratislava', 'slovakia', 'koice', 'liberec', 'slovenia']
accra : ghana = brussels : belgium -> ['brussels', 'belgium', 'luxembourg', 'netherlands', 'antwerp']
accra : ghana = bucharest : romania -> ['bucharest', 'romania', 'moldova', 'bulgaria', 'timioara']
accra : ghana = budapest : hungary -> ['budapest', 'hungary', 'debrecen', 'szeged', 'slovakia']
accra : ghana = bujumbura : burundi -> ['bujumbura', 'rwanda', 'burundi', 'gabon', 'cameroon']
accra : ghana = cairo : egypt -> ['cairo', 'egypt', 'libya', 'tunisia', 'syria']
accra : ghana = canberra : australia -> ['canberra', 'australia', 'queensland', 'brisbane', 'nsw']
accra : ghana = caracas : venezuela -> ['venezuela', 'caracas', 'ecuador', 'colombia', 'guatemala']
accra : ghana = chisinau : moldova -> ['chisinau', 'moldova', 'kazakhstan', 'kyrgyzstan', 'ukraine']
accra : ghana = conakry : guinea -> ['conakry', 'gabon', 'ghana', 'cameroon', 'senegal']
accra : ghana = copenhagen : denmark -> ['copenhagen', 'denmark', 'sweden', 'iceland', 'norway']
accra : ghana = dakar : senegal -> ['dakar', 'senegal', 'mauritania', 'gabon', 'ghana']
accra : ghana = damascus : syria -> ['damascus', 'syria', 'egypt', 'tunisia', 'yemen']
accra : ghana = dhaka : bangladesh -> ['bangladesh', 'dhaka', 'rajshahi', 'pakistan', 'sylhet']
accra : ghana = doha : qatar -> ['doha', 'qatar', 'bahrain', 'uae', 'kuwait']
accra : ghana = dublin : ireland -> ['dublin', 'galway', 'limerick', 'cork', 'ireland']
accra : ghana = dushanbe : tajikistan -> ['dushanbe', 'uzbekistan', 'kyrgyzstan', 'kazakhstan', 'turkmenistan']
accra : ghana = funafuti : tuvalu -> ['funafuti', 'tuvalu', 'vanuatu', 'nauru', 'kiribati']
algiers : algeria = amman : jordan -> ['amman', 'syria', 'irbid', 'sohag', 'algeria']
algiers : algeria = ankara : turkey -> ['ankara', 'turkey', 'aksaray', 'antalya', 'artvin']
algiers : algeria = antananarivo : madagascar -> ['antananarivo', 'algeria', 'fianarantsoa', 'mauritania', 'cameroon']
algiers : algeria = apia : samoa -> ['apia', 'samoa', 'vanuatu', 'nadroga', 'tonga']
algiers : algeria = ashgabat : turkmenistan -> ['ashgabat', 'tajikistan', 'kazakhstan', 'turkmenistan', 'kyrgyzstan']
algiers : algeria = asmara : eritrea -> ['asmara', 'eritrea', 'sudan', 'algeria', 'ethiopia']
algiers : algeria = astana : kazakhstan -> ['astana', 'kazakhstan', 'kyrgyzstan', 'karagandy', 'pavlodar']
algiers : algeria = athens : greece -> ['athens', 'greece', 'macedonia', 'thessaloniki', 'bulgaria']
algiers : algeria = baghdad : iraq -> ['baghdad', 'iraq', 'afghanistan', 'syria', 'iran']
algiers : algeria = baku : azerbaijan -> ['baku', 'azerbaijan', 'kazakhstan', 'turkmenistan', 'uzbekistan']
algiers : algeria = bamako : mali -> ['bamako', 'mali', 'mauritania', 'algeria', 'cameroon']
algiers : algeria = bangkok : thailand -> ['thailand', 'bangkok', 'cambodia', 'laos', 'uttaradit']
algiers : algeria = banjul : gambia -> ['banjul', 'mauritania', 'guinea-bissau', 'gambia', 'algeria']
algiers : algeria = beijing : china -> ['beijing', 'china', 'shandong', 'mongolia', 'sichuan']
algiers : algeria = beirut : lebanon -> ['beirut', 'syria', 'algeria', 'lebanon', 'libya']
algiers : algeria = belgrade : serbia -> ['belgrade', 'serbia', 'croatia', 'montenegro', 'bulgaria']
algiers : algeria = belmopan : belize -> ['belmopan', 'belize', 'erongo', 'kwekwe', 'manicaland']
algiers : algeria = berlin : germany -> ['berlin', 'germany', 'leipzig', 'dsseldorf', 'bonn']
algiers : algeria = bern : switzerland -> ['bern', 'switzerland', 'solothurn', 'graubnden', 'thurgau']
algiers : algeria = bishkek : kyrgyzstan -> ['bishkek', 'kazakhstan', 'kyrgyzstan', 'tajikistan', 'uzbekistan']
algiers : algeria = bratislava : slovakia -> ['bratislava', 'slovakia', 'koice', 'ilina', 'preov']
algiers : algeria = brussels : belgium -> ['brussels', 'belgium', 'wallonia', 'luxembourg', 'verviers']
algiers : algeria = bucharest : romania -> ['bucharest', 'romania', 'moldova', 'bulgaria', 'cluj-napoca']
algiers : algeria = budapest : hungary -> ['budapest', 'hungary', 'slovakia', 'szeged', 'sopron']
algiers : algeria = bujumbura : burundi -> ['bujumbura', 'algeria', 'rwanda', 'skikda', 'nampula']
algiers : algeria = cairo : egypt -> ['cairo', 'syria', 'algeria', 'libya', 'tunisia']
algiers : algeria = canberra : australia -> ['canberra', 'australia', 'queensland', 'brisbane', 'melbourne']
algiers : algeria = caracas : venezuela -> ['caracas', 'ecuador', 'venezuela', 'colombia', 'argentina']
algiers : algeria = chisinau : moldova -> ['chisinau', 'moldova', 'pavlodar', 'kyrgyzstan', 'kazakhstan']
algiers : algeria = conakry : guinea -> ['conakry', 'bissau', 'cameroon', 'mauritania', 'algeria']
algiers : algeria = copenhagen : denmark -> ['copenhagen', 'sweden', 'denmark', 'stockholm', 'aarhus']
algiers : algeria = dakar : senegal -> ['dakar', 'senegal', 'algeria', 'mauritania', 'gabon']
algiers : algeria = damascus : syria -> ['damascus', 'syria', 'aleppo', 'algeria', 'lebanon']
algiers : algeria = dhaka : bangladesh -> ['dhaka', 'bangladesh', 'pakistan', 'sylhet', 'rajshahi']
algiers : algeria = doha : qatar -> ['doha', 'qatar', 'bahrain', 'uae', 'oman']
algiers : algeria = dublin : ireland -> ['dublin', 'ireland', 'galway', 'belfast', 'armagh']
algiers : algeria = dushanbe : tajikistan -> ['dushanbe', 'tajikistan', 'uzbekistan', 'kyrgyzstan', 'kazakhstan']
algiers : algeria = funafuti : tuvalu -> ['funafuti', 'vanuatu', 'kiribati', 'tuvalu', 'kiritimati']
algiers : algeria = gaborone : botswana -> ['gaborone', 'botswana', 'swaziland', 'zambia', 'lesotho']
amman : jordan = ankara : turkey -> ['ankara', 'turkey', 'aydn', 'adana', 'hatay']
amman : jordan = antananarivo : madagascar -> ['antananarivo', 'jordan', 'chad', 'leblanc', 'fianarantsoa']
amman : jordan = apia : samoa -> ['apia', 'samoa', 'endacott', 'soloman', 'tuimavave']
amman : jordan = ashgabat : turkmenistan -> ['ashgabat', 'jordan', 'turkmenistan', 'tajikistan', 'kazakhstan']
amman : jordan = asmara : eritrea -> ['asmara', 'jordan', 'eritrea', 'ethiopia', 'libya']
amman : jordan = astana : kazakhstan -> ['astana', 'jordan', 'kazakhstan', 'barys', 'unics']
amman : jordan = athens : greece -> ['athens', 'greece', 'jordan', 'cyprus', 'georgia']
amman : jordan = baghdad : iraq -> ['baghdad', 'jordan', 'iraq', 'syria', 'mosul']
amman : jordan = baku : azerbaijan -> ['baku', 'azerbaijan', 'nakhchivan', 'kazakhstan', 'armenia']
amman : jordan = bamako : mali -> ['bamako', 'jordan', 'mauritania', 'gabon', 'mali']
amman : jordan = bangkok : thailand -> ['bangkok', 'jordan', 'thailand', 'singapore', 'cambodia']
amman : jordan = banjul : gambia -> ['banjul', 'jordan', 'guinea-bissau', 'gambia', 'gabon']
amman : jordan = beijing : china -> ['beijing', 'china', 'shanghai', 'nanjing', 'shenzhen']
amman : jordan = beirut : lebanon -> ['jordan', 'beirut', 'lebanon', 'syria', 'libya']
amman : jordan = belgrade : serbia -> ['belgrade', 'serbia', 'montenegro', 'yugoslavia', 'sarajevo']
amman : jordan = belmopan : belize -> ['belmopan', 'jordan', 'belize', 'corozal', 'stann']
amman : jordan = berlin : germany -> ['berlin', 'germany', 'jordan', 'hamburg', 'halle']
amman : jordan = bern : switzerland -> ['bern', 'fribourg', 'vaud', 'thurgau', 'berne']
amman : jordan = bishkek : kyrgyzstan -> ['bishkek', 'kazakhstan', 'jordan', 'kyrgyzstan', 'uzbekistan']
amman : jordan = bratislava : slovakia -> ['bratislava', 'koice', 'slovakia', 'czech', 'liberec']
amman : jordan = brussels : belgium -> ['brussels', 'belgium', 'luxembourg', 'paris', 'antwerp']
amman : jordan = bucharest : romania -> ['bucharest', 'romania', 'transylvania', 'moldova', 'cluj-napoca']
amman : jordan = budapest : hungary -> ['budapest', 'hungary', 'szeged', 'zoltn', 'debrecen']
amman : jordan = bujumbura : burundi -> ['bujumbura', 'jordan', 'chad', 'burundi', 'gabon']
amman : jordan = cairo : egypt -> ['jordan', 'cairo', 'egypt', 'syria', 'lebanon']
amman : jordan = canberra : australia -> ['canberra', 'brisbane', 'queensland', 'melbourne', 'sydney']
amman : jordan = caracas : venezuela -> ['caracas', 'venezuela', 'colombia', 'ecuador', 'botello']
amman : jordan = chisinau : moldova -> ['chisinau', 'moldova', 'jordan', 'belarus', 'romania']
amman : jordan = conakry : guinea -> ['conakry', 'gabon', 'guinea-bissau', 'jordan', 'mauritania']
amman : jordan = copenhagen : denmark -> ['copenhagen', 'denmark', 'aarhus', 'lund', 'stockholm']
amman : jordan = dakar : senegal -> ['dakar', 'jordan', 'senegal', 'mauritania', 'gabon']
amman : jordan = damascus : syria -> ['jordan', 'damascus', 'syria', 'aleppo', 'transjordan']
amman : jordan = dhaka : bangladesh -> ['dhaka', 'bangladesh', 'rajshahi', 'chittagong', 'jordan']
amman : jordan = doha : qatar -> ['doha', 'jordan', 'qatar', 'bahrain', 'kuwait']
amman : jordan = dublin : ireland -> ['dublin', 'galway', 'cork', 'monaghan', 'limerick']
amman : jordan = dushanbe : tajikistan -> ['dushanbe', 'jordan', 'kazakhstan', 'uzbekistan', 'turkmenistan']
amman : jordan = funafuti : tuvalu -> ['funafuti', 'woleai', 'unimak', 'ellice', 'emirau']
amman : jordan = gaborone : botswana -> ['gaborone', 'jordan', 'swaziland', 'uganda', 'botswana']
amman : jordan = georgetown : guyana -> ['georgetown', 'fordham', 'emory', 'cornell', 'yale']
ankara : turkey = antananarivo : madagascar -> ['antananarivo', 'madagascar', 'djibouti', 'fianarantsoa', 'comoros']
ankara : turkey = apia : samoa -> ['apia', 'samoa', 'vanuatu', 'tonga', 'fiji']
ankara : turkey = ashgabat : turkmenistan -> ['ashgabat', 'turkmenistan', 'tajikistan', 'uzbekistan', 'kazakhstan']
ankara : turkey = asmara : eritrea -> ['asmara', 'eritrea', 'ethiopia', 'djibouti', 'sudan']
ankara : turkey = astana : kazakhstan -> ['astana', 'kazakhstan', 'kyrgyzstan', 'turkmenistan', 'uzbekistan']
ankara : turkey = athens : greece -> ['athens', 'greece', 'cyprus', 'crete', 'thessaloniki']
ankara : turkey = baghdad : iraq -> ['baghdad', 'syria', 'iraq', 'basra', 'mosul']
ankara : turkey = baku : azerbaijan -> ['baku', 'turkmenistan', 'azerbaijan', 'kazakhstan', 'uzbekistan']
ankara : turkey = bamako : mali -> ['bamako', 'senegal', 'mauritania', 'djibouti', 'cameroon']
ankara : turkey = bangkok : thailand -> ['bangkok', 'thailand', 'cambodia', 'singapore', 'laos']
ankara : turkey = banjul : gambia -> ['banjul', 'gambia', 'guinea-bissau', 'djibouti', 'senegal']
ankara : turkey = beijing : china -> ['beijing', 'china', 'taiwan', 'korea', 'guangzhou']
ankara : turkey = beirut : lebanon -> ['beirut', 'lebanon', 'syria', 'libya', 'tunisia']
ankara : turkey = belgrade : serbia -> ['belgrade', 'serbia', 'croatia', 'montenegro', 'yugoslavia']
ankara : turkey = belmopan : belize -> ['belmopan', 'belize', 'peru', 'honduras', 'venezuela']
ankara : turkey = berlin : germany -> ['berlin', 'germany', 'hamburg', 'munich', 'austria']
ankara : turkey = bern : switzerland -> ['bern', 'switzerland', 'thurgau', 'vaud', 'fribourg']
ankara : turkey = bishkek : kyrgyzstan -> ['bishkek', 'kazakhstan', 'uzbekistan', 'kyrgyzstan', 'turkmenistan']
ankara : turkey = bratislava : slovakia -> ['bratislava', 'slovakia', 'czechoslovakia', 'koice', 'hungary']
ankara : turkey = brussels : belgium -> ['brussels', 'belgium', 'luxembourg', 'netherlands', 'switzerland']
ankara : turkey = bucharest : romania -> ['bucharest', 'romania', 'bulgaria', 'moldova', 'rumania']
ankara : turkey = budapest : hungary -> ['budapest', 'hungary', 'czechoslovakia', 'debrecen', 'austria']
ankara : turkey = bujumbura : burundi -> ['bujumbura', 'djibouti', 'burundi', 'rwanda', 'bissau']
ankara : turkey = cairo : egypt -> ['cairo', 'egypt', 'syria', 'lebanon', 'libya']
ankara : turkey = canberra : australia -> ['canberra', 'australia', 'brisbane', 'melbourne', 'queensland']
ankara : turkey = caracas : venezuela -> ['caracas', 'venezuela', 'ecuador', 'colombia', 'chile']
ankara : turkey = chisinau : moldova -> ['chisinau', 'moldova', 'ukraine', 'latvia', 'kyrgyzstan']
ankara : turkey = conakry : guinea -> ['conakry', 'bissau', 'senegal', 'guinea-bissau', 'gabon']
ankara : turkey = copenhagen : denmark -> ['copenhagen', 'denmark', 'norway', 'sweden', 'aarhus']
ankara : turkey = dakar : senegal -> ['dakar', 'senegal', 'mauritania', 'morocco', 'gabon']
ankara : turkey = damascus : syria -> ['damascus', 'syria', 'aleppo', 'lebanon', 'egypt']
ankara : turkey = dhaka : bangladesh -> ['dhaka', 'bangladesh', 'chittagong', 'sylhet', 'pakistan']
ankara : turkey = doha : qatar -> ['doha', 'qatar', 'bahrain', 'dubai', 'uae']
ankara : turkey = dublin : ireland -> ['dublin', 'ireland', 'galway', 'cork', 'belfast']
ankara : turkey = dushanbe : tajikistan -> ['dushanbe', 'uzbekistan', 'kyrgyzstan', 'turkmenistan', 'kazakhstan']
ankara : turkey = funafuti : tuvalu -> ['funafuti', 'kiritimati', 'rendova', 'guam', 'kwajalein']
ankara : turkey = gaborone : botswana -> ['gaborone', 'swaziland', 'namibia', 'lesotho', 'botswana']
ankara : turkey = georgetown : guyana -> ['georgetown', 'emory', 'rutgers', 'fordham', 'middlebury']
ankara : turkey = hanoi : vietnam -> ['hanoi', 'vietnam', 'cambodia', 'laos', 'saigon']
antananarivo : madagascar = apia : samoa -> ['apia', 'madagascar', 'vanuatu', 'samoa', 'macaronesia']
antananarivo : madagascar = ashgabat : turkmenistan -> ['ashgabat', 'madagascar', 'tajikistan', 'kazakhstan', 'turkmenistan']
antananarivo : madagascar = asmara : eritrea -> ['asmara', 'madagascar', 'eritrea', 'mozambique', 'ethiopia']
antananarivo : madagascar = astana : kazakhstan -> ['astana', 'kazakhstan', 'madagascar', 'atyrau', 'primorye']
antananarivo : madagascar = athens : greece -> ['athens', 'greece', 'crete', 'madagascar', 'cyprus']
antananarivo : madagascar = baghdad : iraq -> ['baghdad', 'madagascar', 'afghanistan', 'iraq', 'syria']
antananarivo : madagascar = baku : azerbaijan -> ['baku', 'kazakhstan', 'madagascar', 'siberia', 'turkmenistan']
antananarivo : madagascar = bamako : mali -> ['madagascar', 'bamako', 'cameroon', 'senegal', 'mauritania']
antananarivo : madagascar = bangkok : thailand -> ['thailand', 'bangkok', 'madagascar', 'singapore', 'cambodia']
antananarivo : madagascar = banjul : gambia -> ['madagascar', 'banjul', 'seychelles', 'gambia', 'mozambique']
antananarivo : madagascar = beijing : china -> ['beijing', 'china', 'taiwan', 'tibet', 'madagascar']
antananarivo : madagascar = beirut : lebanon -> ['beirut', 'madagascar', 'morocco', 'syria', 'tunisia']
antananarivo : madagascar = belgrade : serbia -> ['belgrade', 'serbia', 'montenegro', 'croatia', 'yugoslavia']
antananarivo : madagascar = belmopan : belize -> ['belmopan', 'madagascar', 'belize', 'macaronesia', 'seychelles']
antananarivo : madagascar = berlin : germany -> ['berlin', 'germany', 'hamburg', 'munich', 'leipzig']
antananarivo : madagascar = bern : switzerland -> ['bern', 'switzerland', 'valais', 'glarus', 'thurgau']
antananarivo : madagascar = bishkek : kyrgyzstan -> ['bishkek', 'kazakhstan', 'tajikistan', 'madagascar', 'uzbekistan']
antananarivo : madagascar = bratislava : slovakia -> ['bratislava', 'slovakia', 'koice', 'ilina', 'trenn']
antananarivo : madagascar = brussels : belgium -> ['brussels', 'madagascar', 'belgium', 'france', 'luxembourg']
antananarivo : madagascar = bucharest : romania -> ['bucharest', 'romania', 'madagascar', 'moldova', 'iai']
antananarivo : madagascar = budapest : hungary -> ['budapest', 'hungary', 'slovakia', 'madagascar', 'szeged']
antananarivo : madagascar = bujumbura : burundi -> ['madagascar', 'bujumbura', 'cameroon', 'mozambique', 'gabon']
antananarivo : madagascar = cairo : egypt -> ['cairo', 'madagascar', 'egypt', 'morocco', 'tunisia']
antananarivo : madagascar = canberra : australia -> ['canberra', 'australia', 'queensland', 'tasmania', 'brisbane']
antananarivo : madagascar = caracas : venezuela -> ['caracas', 'venezuela', 'ecuador', 'colombia', 'chile']
antananarivo : madagascar = chisinau : moldova -> ['chisinau', 'moldova', 'madagascar', 'slovakia', 'ukraine']
antananarivo : madagascar = conakry : guinea -> ['madagascar', 'conakry', 'cameroon', 'gabon', 'senegal']
antananarivo : madagascar = copenhagen : denmark -> ['copenhagen', 'denmark', 'madagascar', 'iceland', 'aarhus']
antananarivo : madagascar = dakar : senegal -> ['madagascar', 'dakar', 'senegal', 'mauritania', 'gabon']
antananarivo : madagascar = damascus : syria -> ['damascus', 'syria', 'madagascar', 'morocco', 'egypt']
antananarivo : madagascar = dhaka : bangladesh -> ['dhaka', 'bangladesh', 'chittagong', 'sylhet', 'madagascar']
antananarivo : madagascar = doha : qatar -> ['doha', 'qatar', 'madagascar', 'afro-asian', 'morocco']
antananarivo : madagascar = dublin : ireland -> ['dublin', 'ireland', 'galway', 'cork', 'belfast']
antananarivo : madagascar = dushanbe : tajikistan -> ['dushanbe', 'tajikistan', 'madagascar', 'kazakhstan', 'uzbekistan']
antananarivo : madagascar = funafuti : tuvalu -> ['funafuti', 'madagascar', 'aldabra', 'woodlark', 'atoll']
antananarivo : madagascar = gaborone : botswana -> ['madagascar', 'gaborone', 'swaziland', 'namibia', 'botswana']
antananarivo : madagascar = georgetown : guyana -> ['georgetown', 'madagascar', 'emory', 'yale', 'rutgers']
antananarivo : madagascar = hanoi : vietnam -> ['hanoi', 'madagascar', 'vietnam', 'laos', 'cambodia']
antananarivo : madagascar = harare : zimbabwe -> ['harare', 'madagascar', 'zimbabwe', 'zambia', 'namibia']
apia : samoa = ashgabat : turkmenistan -> ['ashgabat', 'tajikistan', 'turkmenistan', 'uzbekistan', 'kazakhstan']
apia : samoa = asmara : eritrea -> ['asmara', 'eritrea', 'ethiopia', 'samoa', 'djibouti']
apia : samoa = astana : kazakhstan -> ['astana', 'kazakhstan', 'kyrgyzstan', 'uzbekistan', 'turkmenistan']
apia : samoa = athens : greece -> ['athens', 'greece', 'samoa', 'crete', 'georgia']
apia : samoa = baghdad : iraq -> ['baghdad', 'iraq', 'afghanistan', 'mosul', 'yemen']
apia : samoa = baku : azerbaijan -> ['baku', 'azerbaijan', 'nakhchivan', 'dagestan', 'kazakhstan']
apia : samoa = bamako : mali -> ['bamako', 'senegal', 'gabon', 'cameroon', 'mauritania']
apia : samoa = bangkok : thailand -> ['bangkok', 'thailand', 'cambodia', 'malaysia', 'singapore']
apia : samoa = banjul : gambia -> ['banjul', 'samoa', 'guinea-bissau', 'gambia', 'gabon']
apia : samoa = beijing : china -> ['beijing', 'taiwan', 'china', 'taipei', 'mongolia']
apia : samoa = beirut : lebanon -> ['beirut', 'lebanon', 'syria', 'iraq', 'palestine']
apia : samoa = belgrade : serbia -> ['belgrade', 'serbia', 'yugoslavia', 'montenegro', 'croatia']
apia : samoa = belmopan : belize -> ['belmopan', 'samoa', 'belize', 'kiribati', 'honduras']
apia : samoa = berlin : germany -> ['berlin', 'leipzig', 'hamburg', 'bonn', 'germany']
apia : samoa = bern : switzerland -> ['bern', 'aargau', 'thurgau', 'switzerland', 'fribourg']
apia : samoa = bishkek : kyrgyzstan -> ['bishkek', 'uzbekistan', 'kazakhstan', 'kyrgyzstan', 'turkmenistan']
apia : samoa = bratislava : slovakia -> ['bratislava', 'slovakia', 'koice', 'hungary', 'slovak']
apia : samoa = brussels : belgium -> ['brussels', 'belgium', 'paris', 'netherlands', 'luxembourg']
apia : samoa = bucharest : romania -> ['bucharest', 'romania', 'moldova', 'iai', 'cluj-napoca']
apia : samoa = budapest : hungary -> ['budapest', 'hungary', 'debrecen', 'vienna', 'romania']
apia : samoa = bujumbura : burundi -> ['bujumbura', 'samoa', 'rwanda', 'burundi', 'guinea-bissau']
apia : samoa = cairo : egypt -> ['cairo', 'egypt', 'tunisia', 'syria', 'palestine']
apia : samoa = canberra : australia -> ['canberra', 'samoa', 'australia', 'queensland', 'tasmania']
apia : samoa = caracas : venezuela -> ['caracas', 'venezuela', 'colombia', 'ecuador', 'guatemala']
apia : samoa = chisinau : moldova -> ['chisinau', 'moldova', 'gagauzia', 'romania', 'samoa']
apia : samoa = conakry : guinea -> ['conakry', 'guinea-bissau', 'samoa', 'gabon', 'bissau']
apia : samoa = copenhagen : denmark -> ['copenhagen', 'denmark', 'stockholm', 'sweden', 'norway']
apia : samoa = dakar : senegal -> ['dakar', 'senegal', 'gabon', 'samoa', 'guinea-bissau']
apia : samoa = damascus : syria -> ['damascus', 'syria', 'baghdad', 'palestine', 'transjordan']
apia : samoa = dhaka : bangladesh -> ['dhaka', 'bangladesh', 'rajshahi', 'dacca', 'rangpur']
apia : samoa = doha : qatar -> ['doha', 'qatar', 'samoa', 'bahrain', 'kuwait']
apia : samoa = dublin : ireland -> ['dublin', 'ireland', 'galway', 'limerick', 'cork']
