albania : albanian = argentina : argentinean -> ['argentine', 'argentina', 'argentinian', 'uruguayan', 'ecuadorian']
argentina : argentinean = malta : maltese -> ['malta', 'argentinean', 'maltese', 'gozo', 'valletta']
argentina : argentinean = mexico : mexican -> ['argentinean', 'mexico', 'mexican', 'aguascalientes', 'colombian']
argentina : argentinean = moldova : moldovan -> ['moldova', 'moldovan', 'argentinean', 'romanian', 'moldavian']
argentina : argentinean = netherlands : dutch -> ['netherlands', 'dutch', 'argentinean', 'danish', 'belgian']
argentina : argentinean = norway : norwegian -> ['norwegian', 'norway', 'danish', 'swedish', 'icelandic']
argentina : argentinean = peru : peruvian -> ['argentinean', 'peruvian', 'ecuadorian', 'colombian', 'argentinian']
argentina : argentinean = poland : polish -> ['poland', 'polish', 'argentinean', 'janusz', 'andrzej']
argentina : argentinean = portugal : portuguese -> ['argentinean', 'portugal', 'portuguese', 'nuno', 'mrio']
argentina : argentinean = russia : russian -> ['russia', 'russian', 'vladimir', 'vasili', 'aleksey']
argentina : argentinean = slovakia : slovakian -> ['slovakia', 'slovak', 'argentinean', 'czech', 'slovakian']
argentina : argentinean = spain : spanish -> ['argentinean', 'spain', 'spanish', 'aragonese', 'catalonian']
argentina : argentinean = sweden : swedish -> ['swedish', 'sweden', 'danish', 'norwegian', 'icelandic']
argentina : argentinean = switzerland : swiss -> ['switzerland', 'swiss', 'solothurn', 'fribourg', 'neuchtel']
argentina : argentinean = thailand : thai -> ['indonesian', 'malaysian', 'thailand', 'thai', 'cambodian']
argentina : argentinean = ukraine : ukrainian -> ['ukraine', 'ukrainian', 'russian', 'belarussian', 'azerbaijani']
australia : australian = austria : austrian -> ['austrian', 'austria', 'bavarian', 'styria', 'german']
australia : australian = belarus : belorussian -> ['belarus', 'belarusian', 'estonian', 'ukrainian', 'latvian']
australia : australian = brazil : brazilian -> ['brazilian', 'brazil', 'angolan', 'pernambuco', 'peruvian']
australia : australian = bulgaria : bulgarian -> ['bulgarian', 'bulgaria', 'serbian', 'croatian', 'macedonian']
australia : australian = cambodia : cambodian -> ['cambodian', 'cambodia', 'laotian', 'burmese', 'thai']
australia : australian = chile : chilean -> ['peruvian', 'chilean', 'argentine', 'bolivian', 'ecuadorian']
australia : australian = china : chinese -> ['china', 'chinese', 'taiwanese', 'guangdong', 'zhejiang']
australia : australian = colombia : colombian -> ['colombian', 'colombia', 'ecuadorian', 'peruvian', 'bolivian']
australia : australian = croatia : croatian -> ['croatian', 'serbian', 'slovenian', 'montenegrin', 'croatia']
australia : australian = denmark : danish -> ['danish', 'swedish', 'denmark', 'norwegian', 'finnish']
australia : australian = egypt : egyptian -> ['egyptian', 'egypt', 'jordanian', 'moroccan', 'libyan']
australia : australian = england : english -> ['england', 'lancashire', 'welsh', 'yorkshire', 'hertfordshire']
australia : australian = france : french -> ['france', 'french', 'algerian', 'val-de-marne', 'yvelines']
australia : australian = germany : german -> ['german', 'germany', 'austrian', 'bavarian', 'baden-wrttemberg']
australia : australian = greece : greek -> ['greece', 'macedonian', 'cypriot', 'hellenic', 'cretan']
australia : australian = iceland : icelandic -> ['icelandic', 'iceland', 'danish', 'norwegian', 'estonian']
australia : australian = india : indian -> ['india', 'indian', 'bengal', 'assam', 'odisha']
australia : australian = ireland : irish -> ['irish', 'ireland', 'scottish', 'australian', 'welsh']
australia : australian = israel : israeli -> ['israeli', 'israel', 'palestinian', 'jordanian', 'lebanese']
australia : australian = italy : italian -> ['italian', 'italy', 'veneto', 'lombardy', 'bergamo']
australia : australian = japan : japanese -> ['japanese', 'japan', 'kanagawa', 'nagoya', 'ishikawa']
australia : australian = korea : korean -> ['korean', 'korea', 'vietnamese', 'australian', 'dprk']
australia : australian = macedonia : macedonian -> ['macedonia', 'macedonian', 'albanian', 'serbian', 'montenegrin']
australia : australian = malta : maltese -> ['malta', 'maltese', 'italian', 'valletta', 'turkish']
australia : australian = mexico : mexican -> ['mexican', 'mexico', 'peruvian', 'ecuadorian', 'colombian']
australia : australian = moldova : moldovan -> ['moldova', 'moldovan', 'romanian', 'estonian', 'belarusian']
australia : australian = netherlands : dutch -> ['netherlands', 'dutch', 'belgian', 'danish', 'swedish']
australia : australian = norway : norwegian -> ['norwegian', 'swedish', 'danish', 'finnish', 'norway']
australia : australian = peru : peruvian -> ['peruvian', 'ecuadorian', 'peru', 'bolivian', 'argentine']
australia : australian = poland : polish -> ['poland', 'polish', 'voivodeship', 'silesian', 'pomeranian']
australia : australian = portugal : portuguese -> ['portugal', 'portuguese', 'brazilian', 'angolan', 'argentine']
australia : australian = russia : russian -> ['russian', 'russia', 'ukrainian', 'estonian', 'astrakhan']
australia : australian = slovakia : slovakian -> ['slovak', 'slovakia', 'slovakian', 'czech', 'slovenian']
australia : australian = spain : spanish -> ['spanish', 'spain', 'argentine', 'aragonese', 'murcia']
australia : australian = sweden : swedish -> ['swedish', 'danish', 'finnish', 'norwegian', 'sweden']
australia : australian = switzerland : swiss -> ['swiss', 'switzerland', 'solothurn', 'fribourg', 'neuchtel']
australia : australian = thailand : thai -> ['thailand', 'thai', 'malaysian', 'indonesian', 'cambodian']
australia : australian = ukraine : ukrainian -> ['ukrainian', 'ukraine', 'belarusian', 'russian', 'estonian']
australia : australian = albania : albanian -> ['albanian', 'albania', 'serbian', 'macedonian', 'montenegrin']
austria : austrian = belarus : belorussian -> ['belarus', 'russian', 'ukrainian', 'belarusian', 'latvian']
austria : austrian = brazil : brazilian -> ['brazilian', 'brazil', 'bahia', 'portuguese', 'pernambuco']
austria : austrian = bulgaria : bulgarian -> ['bulgarian', 'bulgaria', 'austrian', 'romanian', 'serbian']
austria : austrian = cambodia : cambodian -> ['cambodia', 'cambodian', 'indonesian', 'laotian', 'khmer']
austria : austrian = chile : chilean -> ['chilean', 'chile', 'peruvian', 'argentine', 'bolivian']
austria : austrian = china : chinese -> ['china', 'chinese', 'fujian', 'zhejiang', 'nanjing']
austria : austrian = colombia : colombian -> ['colombian', 'colombia', 'ecuadorian', 'peruvian', 'bolivian']
austria : austrian = croatia : croatian -> ['croatian', 'serbian', 'croatia', 'slovenian', 'montenegrin']
austria : austrian = denmark : danish -> ['danish', 'swedish', 'norwegian', 'austrian', 'denmark']
austria : austrian = egypt : egyptian -> ['egyptian', 'egypt', 'moroccan', 'jordanian', 'tunisian']
austria : austrian = england : english -> ['england', 'lancashire', 'yorkshire', 'cheshire', 'kingston-upon-thames']
austria : austrian = france : french -> ['french', 'france', 'austrian', 'belgian', 'val-de-marne']
austria : austrian = germany : german -> ['austrian', 'german', 'prussian', 'german-austrian', 'germany']
austria : austrian = greece : greek -> ['greece', 'greek', 'bulgarian', 'cypriot', 'turkish']
austria : austrian = iceland : icelandic -> ['danish', 'icelandic', 'iceland', 'norwegian', 'swedish']
austria : austrian = india : indian -> ['india', 'indian', 'bengal', 'bombay', 'odisha']
austria : austrian = ireland : irish -> ['irish', 'ireland', 'scottish', 'donegal', 'cork']
austria : austrian = israel : israeli -> ['israeli', 'israel', 'palestinian', 'jordanian', 'lebanese']
austria : austrian = italy : italian -> ['italian', 'austrian', 'italy', 'brescia', 'lombardy']
austria : austrian = japan : japanese -> ['japanese', 'japan', 'tokyo', 'yamagata', 'nagoya']
austria : austrian = korea : korean -> ['korea', 'korean', 'vietnamese', 'japanese', 'dprk']
austria : austrian = macedonia : macedonian -> ['macedonia', 'macedonian', 'bulgarian', 'serbian', 'albanian']
austria : austrian = malta : maltese -> ['malta', 'maltese', 'austrian', 'italian', 'valletta']
austria : austrian = mexico : mexican -> ['mexico', 'mexican', 'michoacn', 'peruvian', 'chilean']
austria : austrian = moldova : moldovan -> ['moldova', 'romanian', 'moldovan', 'moldavian', 'hungarian']
austria : austrian = netherlands : dutch -> ['dutch', 'netherlands', 'austrian', 'belgian', 'danish']
austria : austrian = norway : norwegian -> ['norwegian', 'danish', 'swedish', 'norway', 'finnish']
austria : austrian = peru : peruvian -> ['peruvian', 'peru', 'ecuadorian', 'chilean', 'argentine']
austria : austrian = poland : polish -> ['poland', 'polish', 'austrian', 'pozna', 'voivodeship']
austria : austrian = portugal : portuguese -> ['portuguese', 'portugal', 'brazilian', 'angolan', 'austrian']
austria : austrian = russia : russian -> ['russian', 'russia', 'ukrainian', 'kiev', 'austrian']
austria : austrian = slovakia : slovakian -> ['slovakia', 'slovak', 'austrian', 'hungarian', 'slovakian']
austria : austrian = spain : spanish -> ['spanish', 'spain', 'castilian', 'argentine', 'austrian']
austria : austrian = sweden : swedish -> ['swedish', 'danish', 'norwegian', 'finnish', 'sweden']
austria : austrian = switzerland : swiss -> ['swiss', 'austrian', 'switzerland', 'zrich', 'solothurn']
austria : austrian = thailand : thai -> ['thailand', 'malaysian', 'indonesian', 'thai', 'cambodian']
austria : austrian = ukraine : ukrainian -> ['ukrainian', 'russian', 'ukraine', 'belarusian', 'bulgarian']
austria : austrian = albania : albanian -> ['albania', 'albanian', 'bulgarian', 'turkish', 'romanian']
austria : austrian = argentina : argentinean -> ['argentine', 'argentina', 'argentinian', 'chilean', 'uruguayan']
belarus : belorussian = brazil : brazilian -> ['brazil', 'belorussian', 'rio', 'bahia', '1st']
belarus : belorussian = bulgaria : bulgarian -> ['belorussian', 'bulgaria', 'rokossovsky', 'konev', 'vatutin']
belarus : belorussian = cambodia : cambodian -> ['cambodia', 'vietnam', 'belorussian', 'nlf', 'laos']
belarus : belorussian = chile : chilean -> ['chile', 'belorussian', 'santiago', 'montt', 'iquique']
belarus : belorussian = china : chinese -> ['china', 'belorussian', 'hainan', 'nanjing', 'fujian']
belarus : belorussian = colombia : colombian -> ['colombia', 'belorussian', 'venezuela', 'carabineros', 'peru']
belarus : belorussian = croatia : croatian -> ['belorussian', 'croatia', 'jna', 'krajina', 'arbih']
belarus : belorussian = denmark : danish -> ['denmark', 'belorussian', 'gyldenlve', 'haakon', 'harald']
belarus : belorussian = egypt : egyptian -> ['egypt', 'belorussian', 'mesopotamia', 'salonika', 'cyrenaica']
belarus : belorussian = england : english -> ['england', 'dorsetshire', 'kingston-upon-hull', 'leconfield', 'hunsdon']
belarus : belorussian = france : french -> ['france', 'belorussian', 'ardennes', 'dumouriez', 'flers']
belarus : belorussian = germany : german -> ['germany', 'belorussian', 'schweinfurt', 'stuttgart', 'lssah']
belarus : belorussian = greece : greek -> ['greece', 'belorussian', 'crete', 'salonika', 'chania']
belarus : belorussian = iceland : icelandic -> ['belorussian', 'iceland', 'sverdrup', 'norway', 'lssah']
belarus : belorussian = india : indian -> ['india', 'assam', 'belorussian', 'odisha', 'bombay']
belarus : belorussian = ireland : irish -> ['ireland', 'londonderry', 'castlehaven', 'brookeborough', 'enniskillen']
belarus : belorussian = israel : israeli -> ['israel', 'belorussian', 'idf', 'haganah', 'palmach']
belarus : belorussian = italy : italian -> ['italy', 'sicily', 'belorussian', 'lombardy', 'naples']
belarus : belorussian = japan : japanese -> ['japan', 'japanese', 'okinawa', 'wakayama', 'fukuoka']
belarus : belorussian = korea : korean -> ['korea', 'korean', 'belorussian', 'vietnamese', 'koreans']
belarus : belorussian = macedonia : macedonian -> ['belorussian', 'macedonia', 'macedonian', 'jna', 'arbih']
belarus : belorussian = malta : maltese -> ['malta', 'belorussian', 'pantelleria', 'tobruk', 'mers-el-kebir']
belarus : belorussian = mexico : mexican -> ['mexico', 'paso', 'veracruz', 'durango', 'chihuahua']
belarus : belorussian = moldova : moldovan -> ['belorussian', 'moldova', 'byelorussian', 'rokossovsky', 'transbaikal']
belarus : belorussian = netherlands : dutch -> ['netherlands', 'belorussian', 'zutphen', 'vlissingen', 'dutch']
belarus : belorussian = norway : norwegian -> ['norway', 'belorussian', 'telemark', 'nordland', 'narvik']
belarus : belorussian = peru : peruvian -> ['peru', 'belorussian', 'callao', 'ayacucho', 'arequipa']
belarus : belorussian = poland : polish -> ['belorussian', 'poland', 'silesian', 'podlaskie', 'lublin']
belarus : belorussian = portugal : portuguese -> ['portugal', 'belorussian', 'lencastre', 'afonso', 'palmela']
belarus : belorussian = russia : russian -> ['belorussian', 'rokossovsky', 'bryansk', 'malinovsky', 'vatutin']
belarus : belorussian = slovakia : slovakian -> ['belorussian', 'slovakia', 'transbaikal', 'preov', 'trenn']
belarus : belorussian = spain : spanish -> ['spain', 'belorussian', 'tercio', 'valencia', 'almansa']
belarus : belorussian = sweden : swedish -> ['sweden', 'belorussian', 'norway', 'gustaf', 'hkon']
belarus : belorussian = switzerland : swiss -> ['switzerland', 'zrich', 'belorussian', 'lucerne', 'solothurn']
belarus : belorussian = thailand : thai -> ['thailand', 'belorussian', 'ratchasima', 'korat', 'cambodia']
belarus : belorussian = ukraine : ukrainian -> ['belorussian', 'bryansk', 'rokossovsky', 'ukrainian', 'malinovsky']
belarus : belorussian = albania : albanian -> ['belorussian', 'albania', 'skanderbeg', 'vlora', 'arbih']
belarus : belorussian = argentina : argentinean -> ['argentina', 'belorussian', 'buenos', 'aires', 'tucuman']
belarus : belorussian = australia : australian -> ['australia', 'queensland', 'tasmania', 'sydney', 'bunbury']
brazil : brazilian = bulgaria : bulgarian -> ['bulgarian', 'serbian', 'croatian', 'bulgaria', 'turkish']
brazil : brazilian = cambodia : cambodian -> ['cambodian', 'thai', 'laotian', 'burmese', 'cambodia']
brazil : brazilian = chile : chilean -> ['chilean', 'peruvian', 'colombian', 'bolivian', 'uruguayan']
brazil : brazilian = china : chinese -> ['chinese', 'china', 'taiwanese', 'tianjin', 'korean']
brazil : brazilian = colombia : colombian -> ['colombian', 'venezuelan', 'peruvian', 'bolivian', 'guatemalan']
brazil : brazilian = croatia : croatian -> ['croatian', 'serbian', 'montenegrin', 'slovenian', 'croatia']
brazil : brazilian = denmark : danish -> ['danish', 'swedish', 'norwegian', 'finnish', 'denmark']
brazil : brazilian = egypt : egyptian -> ['egyptian', 'egypt', 'moroccan', 'tunisian', 'jordanian']
brazil : brazilian = england : english -> ['england', 'bromsgrove', 'welsh', 'lancashire', 'kingston-upon-thames']
brazil : brazilian = france : french -> ['french', 'france', 'belgian', 'nmes', 'algerian']
brazil : brazilian = germany : german -> ['german', 'germany', 'austrian', 'german-austrian', 'erfurt']
brazil : brazilian = greece : greek -> ['greece', 'greek', 'cypriot', 'turkish', 'macedonian']
brazil : brazilian = iceland : icelandic -> ['norwegian', 'icelandic', 'danish', 'swedish', 'finnish']
brazil : brazilian = india : indian -> ['india', 'indian', 'odisha', 'kerala', 'maharashtra']
brazil : brazilian = ireland : irish -> ['irish', 'ireland', 'scottish', 'derry', 'welsh']
brazil : brazilian = israel : israeli -> ['israeli', 'israel', 'palestinian', 'jordanian', 'lebanese']
brazil : brazilian = italy : italian -> ['italian', 'italy', 'neapolitan', 'bergamo', 'vicenza']
brazil : brazilian = japan : japanese -> ['japanese', 'japan', 'ishikawa', 'toyama', 'kanagawa']
brazil : brazilian = korea : korean -> ['korean', 'korea', 'vietnamese', 'japanese', 'taiwanese']
brazil : brazilian = macedonia : macedonian -> ['serbian', 'macedonian', 'montenegrin', 'macedonia', 'bulgarian']
brazil : brazilian = malta : maltese -> ['malta', 'maltese', 'turkish', 'tunisian', 'italian']
brazil : brazilian = mexico : mexican -> ['mexican', 'mexico', 'colombian', 'peruvian', 'chilean']
brazil : brazilian = moldova : moldovan -> ['moldovan', 'moldova', 'romanian', 'montenegrin', 'serbian']
brazil : brazilian = netherlands : dutch -> ['dutch', 'danish', 'belgian', 'netherlands', 'swedish']
brazil : brazilian = norway : norwegian -> ['norwegian', 'swedish', 'danish', 'norway', 'finnish']
brazil : brazilian = peru : peruvian -> ['peruvian', 'chilean', 'colombian', 'bolivian', 'ecuadorian']
brazil : brazilian = poland : polish -> ['poland', 'polish', 'silesian', 'voivodeship', 'pozna']
brazil : brazilian = portugal : portuguese -> ['brazilian', 'portuguese', 'portugal', 'uruguayan', 'spanish']
brazil : brazilian = russia : russian -> ['russian', 'russia', 'ukrainian', 'bulgarian', 'kazakh']
brazil : brazilian = slovakia : slovakian -> ['slovak', 'slovakian', 'hungarian', 'slovenian', 'slovakia']
brazil : brazilian = spain : spanish -> ['spanish', 'spain', 'chilean', 'uruguayan', 'castilian']
brazil : brazilian = sweden : swedish -> ['swedish', 'danish', 'norwegian', 'finnish', 'sweden']
brazil : brazilian = switzerland : swiss -> ['swiss', 'switzerland', 'zrich', 'solothurn', 'schaffhausen']
brazil : brazilian = thailand : thai -> ['thai', 'malaysian', 'cambodian', 'indonesian', 'thailand']
brazil : brazilian = ukraine : ukrainian -> ['ukrainian', 'ukraine', 'belarusian', 'russian', 'bulgarian']
brazil : brazilian = albania : albanian -> ['albanian', 'albania', 'serbian', 'turkish', 'montenegrin']
brazil : brazilian = argentina : argentinean -> ['argentine', 'uruguayan', 'chilean', 'peruvian', 'paraguayan']
brazil : brazilian = australia : australian -> ['australian', 'australia', 'queensland', 'nsw', 'tasmania']
brazil : brazilian = austria : austrian -> ['austrian', 'austria', 'hungarian', 'slovenian', 'german']
bulgaria : bulgarian = cambodia : cambodian -> ['cambodian', 'khmer', 'laotian', 'burmese', 'cambodia']
bulgaria : bulgarian = chile : chilean -> ['chilean', 'peruvian', 'bolivian', 'uruguayan', 'colombian']
bulgaria : bulgarian = china : chinese -> ['chinese', 'china', 'taiwanese', 'mongolian', 'tianjin']
bulgaria : bulgarian = colombia : colombian -> ['colombian', 'peruvian', 'guatemalan', 'bolivian', 'venezuelan']
bulgaria : bulgarian = croatia : croatian -> ['croatian', 'serbian', 'bulgarian', 'montenegrin', 'slovenian']
bulgaria : bulgarian = denmark : danish -> ['danish', 'norwegian', 'swedish', 'faroese', 'finnish']
bulgaria : bulgarian = egypt : egyptian -> ['egyptian', 'egypt', 'moroccan', 'tunisian', 'jordanian']
bulgaria : bulgarian = england : english -> ['england', 'welsh', 'lancashire', 'kingston-upon-thames', 'lincolnshire']
bulgaria : bulgarian = france : french -> ['french', 'france', 'val-de-marne', 'luxembourgish', 'marseille']
bulgaria : bulgarian = germany : german -> ['german', 'germany', 'austrian', 'polish', 'gdr']
bulgaria : bulgarian = greece : greek -> ['greek', 'bulgarian', 'macedonian', 'cypriot', 'turkish']
bulgaria : bulgarian = iceland : icelandic -> ['icelandic', 'norwegian', 'faroese', 'danish', 'finnish']
bulgaria : bulgarian = india : indian -> ['india', 'indian', 'kerala', 'odisha', 'maharashtra']
bulgaria : bulgarian = ireland : irish -> ['irish', 'ireland', 'scottish', 'welsh', 'donegal']
bulgaria : bulgarian = israel : israeli -> ['israeli', 'israel', 'palestinian', 'jordanian', 'lebanese']
bulgaria : bulgarian = italy : italian -> ['italian', 'bulgarian', 'piedmontese', 'croatian', 'milanese']
bulgaria : bulgarian = japan : japanese -> ['japanese', 'japan', 'chinese', 'korean', 'taiwanese']
bulgaria : bulgarian = korea : korean -> ['korean', 'korea', 'vietnamese', 'chinese', 'japanese']
bulgaria : bulgarian = macedonia : macedonian -> ['bulgarian', 'macedonian', 'serbian', 'montenegrin', 'croatian']
bulgaria : bulgarian = malta : maltese -> ['malta', 'maltese', 'bulgarian', 'portuguese', 'turkish']
bulgaria : bulgarian = mexico : mexican -> ['mexican', 'mexico', 'peruvian', 'spanish', 'michoacn']
bulgaria : bulgarian = moldova : moldovan -> ['moldovan', 'romanian', 'belarusian', 'bulgarian', 'ukrainian']
bulgaria : bulgarian = netherlands : dutch -> ['dutch', 'danish', 'netherlands', 'belgian', 'swedish']
bulgaria : bulgarian = norway : norwegian -> ['norwegian', 'danish', 'swedish', 'finnish', 'norway']
bulgaria : bulgarian = peru : peruvian -> ['peruvian', 'chilean', 'bolivian', 'guatemalan', 'ecuadorian']
bulgaria : bulgarian = poland : polish -> ['polish', 'poland', 'lithuanian', 'silesian', 'hungarian']
bulgaria : bulgarian = portugal : portuguese -> ['portuguese', 'spanish', 'brazilian', 'portugal', 'bulgarian']
bulgaria : bulgarian = russia : russian -> ['russian', 'ukrainian', 'bulgarian', 'belarusian', 'sfsr']
bulgaria : bulgarian = slovakia : slovakian -> ['slovak', 'bulgarian', 'hungarian', 'belarusian', 'slovakian']
bulgaria : bulgarian = spain : spanish -> ['spanish', 'catalan', 'castilian', 'galician', 'spain']
bulgaria : bulgarian = sweden : swedish -> ['swedish', 'danish', 'norwegian', 'finnish', 'icelandic']
bulgaria : bulgarian = switzerland : swiss -> ['swiss', 'zrich', 'switzerland', 'zurich', 'neuchtel']
bulgaria : bulgarian = thailand : thai -> ['thai', 'malaysian', 'cambodian', 'indonesian', 'chinese']
bulgaria : bulgarian = ukraine : ukrainian -> ['ukrainian', 'belarusian', 'russian', 'bulgarian', 'latvian']
bulgaria : bulgarian = albania : albanian -> ['bulgarian', 'albanian', 'serbian', 'macedonian', 'croatian']
bulgaria : bulgarian = argentina : argentinean -> ['argentine', 'uruguayan', 'peruvian', 'chilean', 'paraguayan']
bulgaria : bulgarian = australia : australian -> ['australian', 'australia', 'queensland', 'nsw', 'tasmania']
bulgaria : bulgarian = austria : austrian -> ['austrian', 'hungarian', 'german', 'bulgarian', 'austria']
bulgaria : bulgarian = belarus : belorussian -> ['belarusian', 'ukrainian', 'bulgarian', 'russian', 'latvian']
cambodia : cambodian = chile : chilean -> ['chilean', 'peruvian', 'chile', 'colombian', 'bolivian']
cambodia : cambodian = china : chinese -> ['chinese', 'china', 'taiwanese', 'cambodian', 'korean']
cambodia : cambodian = colombia : colombian -> ['colombian', 'guatemalan', 'peruvian', 'colombia', 'bolivian']
cambodia : cambodian = croatia : croatian -> ['croatian', 'serbian', 'montenegrin', 'croatia', 'slovenian']
cambodia : cambodian = denmark : danish -> ['danish', 'denmark', 'norwegian', 'swedish', 'finnish']
