athens : greece = baghdad : iraq -> ['baghdad', 'syria', 'iraq', 'egypt', 'mosul']
bangkok : thailand = kabul : afghanistan -> ['afghanistan', 'kabul', 'pakistan', 'laghman', 'tajikistan']
bangkok : thailand = london : england -> ['london', 'england', 'islington', 'croydon', 'hertfordshire']
bangkok : thailand = madrid : spain -> ['madrid', 'spain', 'murcia', 'valladolid', 'zaragoza']
bangkok : thailand = moscow : russia -> ['moscow', 'ukraine', 'russia', 'kazakhstan', 'belarus']
bangkok : thailand = oslo : norway -> ['oslo', 'norway', 'sweden', 'stavanger', 'trondheim']
bangkok : thailand = ottawa : canada -> ['ottawa', 'canada', 'ontario', 'saskatchewan', 'manitoba']
bangkok : thailand = paris : france -> ['paris', 'france', 'belgium', 'luxembourg', 'rouen']
bangkok : thailand = rome : italy -> ['rome', 'italy', 'naples', 'sicily', 'lucca']
bangkok : thailand = stockholm : sweden -> ['sweden', 'stockholm', 'norway', 'denmark', 'finland']
bangkok : thailand = tehran : iran -> ['iran', 'tehran', 'isfahan', 'turkmenistan', 'afghanistan']
bangkok : thailand = tokyo : japan -> ['tokyo', 'japan', 'hokkaid', 'osaka', 'aomori']
bangkok : thailand = athens : greece -> ['athens', 'greece', 'crete', 'cyprus', 'messenia']
bangkok : thailand = baghdad : iraq -> ['baghdad', 'iraq', 'syria', 'afghanistan', 'iran']
beijing : china = berlin : germany -> ['berlin', 'germany', 'hamburg', 'leipzig', 'bonn']
beijing : china = bern : switzerland -> ['bern', 'glarus', 'switzerland', 'valais', 'basel-country']
beijing : china = cairo : egypt -> ['cairo', 'egypt', 'syria', 'libya', 'tunisia']
beijing : china = canberra : australia -> ['canberra', 'australia', 'queensland', 'brisbane', 'tasmania']
beijing : china = hanoi : vietnam -> ['hanoi', 'vietnam', 'china', 'laos', 'cambodia']
beijing : china = havana : cuba -> ['havana', 'cuba', 'matanzas', 'argentina', 'venezuela']
beijing : china = helsinki : finland -> ['helsinki', 'finland', 'gothenburg', 'turku', 'oulu']
beijing : china = islamabad : pakistan -> ['islamabad', 'pakistan', 'karachi', 'sindh', 'balochistan']
beijing : china = kabul : afghanistan -> ['kabul', 'afghanistan', 'pakistan', 'kandahar', 'herat']
beijing : china = london : england -> ['london', 'england', 'croydon', 'islington', 'liverpool']
beijing : china = madrid : spain -> ['madrid', 'spain', 'murcia', 'zaragoza', 'argentina']
beijing : china = moscow : russia -> ['moscow', 'russia', 'irkutsk', 'leningrad', 'vladivostok']
beijing : china = oslo : norway -> ['oslo', 'norway', 'trondheim', 'stavanger', 'iceland']
beijing : china = ottawa : canada -> ['ottawa', 'canada', 'manitoba', 'brantford', 'ontario']
beijing : china = paris : france -> ['paris', 'france', 'marseille', 'marseilles', 'rouen']
beijing : china = rome : italy -> ['rome', 'italy', 'genoa', 'venice', 'sicily']
beijing : china = stockholm : sweden -> ['stockholm', 'sweden', 'norway', 'denmark', 'gothenburg']
beijing : china = tehran : iran -> ['tehran', 'iran', 'isfahan', 'mashhad', 'turkey']
beijing : china = tokyo : japan -> ['japan', 'tokyo', 'nagoya', 'osaka', 'yokohama']
beijing : china = athens : greece -> ['greece', 'athens', 'crete', 'cyprus', 'macedonia']
beijing : china = baghdad : iraq -> ['baghdad', 'iraq', 'syria', 'mosul', 'basra']
beijing : china = bangkok : thailand -> ['thailand', 'bangkok', 'cambodia', 'china', 'laos']
berlin : germany = bern : switzerland -> ['bern', 'switzerland', 'vaud', 'germany', 'schwyz']
berlin : germany = cairo : egypt -> ['cairo', 'egypt', 'syria', 'libya', 'tunisia']
berlin : germany = canberra : australia -> ['canberra', 'australia', 'brisbane', 'adelaide', 'queensland']
berlin : germany = hanoi : vietnam -> ['hanoi', 'vietnam', 'cambodia', 'laos', 'binh']
berlin : germany = havana : cuba -> ['havana', 'cuba', 'venezuela', 'argentina', 'peru']
berlin : germany = helsinki : finland -> ['finland', 'helsinki', 'tampere', 'sweden', 'germany']
berlin : germany = islamabad : pakistan -> ['islamabad', 'pakistan', 'peshawar', 'sindh', 'rawalpindi']
berlin : germany = kabul : afghanistan -> ['kabul', 'afghanistan', 'mazar-i-sharif', 'kandahar', 'pakistan']
berlin : germany = london : england -> ['london', 'england', 'germany', 'croydon', 'britain']
berlin : germany = madrid : spain -> ['spain', 'madrid', 'portugal', 'valencia', 'zaragoza']
berlin : germany = moscow : russia -> ['russia', 'moscow', 'ukraine', 'germany', 'belarus']
berlin : germany = oslo : norway -> ['norway', 'oslo', 'sweden', 'denmark', 'finland']
berlin : germany = ottawa : canada -> ['ottawa', 'canada', 'mississauga', 'saskatchewan', 'manitoba']
berlin : germany = paris : france -> ['france', 'paris', 'belgium', 'switzerland', 'germany']
berlin : germany = rome : italy -> ['italy', 'rome', 'sicily', 'lombardy', 'tuscany']
berlin : germany = stockholm : sweden -> ['sweden', 'norway', 'denmark', 'stockholm', 'finland']
berlin : germany = tehran : iran -> ['tehran', 'iran', 'mashhad', 'isfahan', 'afghanistan']
berlin : germany = tokyo : japan -> ['japan', 'tokyo', 'osaka', 'nagoya', 'hokkaid']
berlin : germany = athens : greece -> ['greece', 'athens', 'cyprus', 'albania', 'italy']
berlin : germany = baghdad : iraq -> ['baghdad', 'iraq', 'syria', 'afghanistan', 'mosul']
berlin : germany = bangkok : thailand -> ['bangkok', 'thailand', 'cambodia', 'laos', 'singapore']
berlin : germany = beijing : china -> ['beijing', 'china', 'taiwan', 'korea', 'chongqing']
bern : switzerland = cairo : egypt -> ['cairo', 'egypt', 'tunisia', 'beirut', 'syria']
bern : switzerland = canberra : australia -> ['canberra', 'australia', 'brisbane', 'melbourne', 'perth']
bern : switzerland = hanoi : vietnam -> ['hanoi', 'cambodia', 'thailand', 'vietnam', 'laos']
bern : switzerland = havana : cuba -> ['havana', 'cuba', 'venezuela', 'argentina', 'habana']
bern : switzerland = helsinki : finland -> ['helsinki', 'finland', 'tampere', 'gothenburg', 'stockholm']
bern : switzerland = islamabad : pakistan -> ['islamabad', 'pakistan', 'karachi', 'lahore', 'peshawar']
bern : switzerland = kabul : afghanistan -> ['kabul', 'afghanistan', 'pakistan', 'jalalabad', 'kandahar']
bern : switzerland = london : england -> ['london', 'england', 'croydon', 'uk', 'hampstead']
bern : switzerland = madrid : spain -> ['madrid', 'spain', 'barcelona', 'valencia', 'mallorca']
bern : switzerland = moscow : russia -> ['moscow', 'russia', 'ukraine', 'novosibirsk', 'kiev']
bern : switzerland = oslo : norway -> ['oslo', 'norway', 'sweden', 'finland', 'trondheim']
bern : switzerland = ottawa : canada -> ['ottawa', 'canada', 'montreal', 'saskatoon', 'mississauga']
bern : switzerland = paris : france -> ['paris', 'france', 'switzerland', 'belgium', 'brussels']
bern : switzerland = rome : italy -> ['rome', 'italy', 'switzerland', 'turin', 'milan']
bern : switzerland = stockholm : sweden -> ['stockholm', 'sweden', 'finland', 'norway', 'gothenburg']
bern : switzerland = tehran : iran -> ['tehran', 'iran', 'isfahan', 'afghanistan', 'mashhad']
bern : switzerland = tokyo : japan -> ['tokyo', 'japan', 'osaka', 'nagoya', 'yokohama']
bern : switzerland = athens : greece -> ['athens', 'greece', 'italy', 'cyprus', 'thessaloniki']
bern : switzerland = baghdad : iraq -> ['baghdad', 'syria', 'iraq', 'afghanistan', 'basra']
bern : switzerland = bangkok : thailand -> ['bangkok', 'thailand', 'singapore', 'cambodia', 'malaysia']
bern : switzerland = beijing : china -> ['beijing', 'china', 'shanghai', 'taiwan', 'singapore']
bern : switzerland = berlin : germany -> ['berlin', 'germany', 'switzerland', 'munich', 'belgium']
cairo : egypt = canberra : australia -> ['canberra', 'australia', 'tasmania', 'queensland', 'brisbane']
cairo : egypt = hanoi : vietnam -> ['hanoi', 'vietnam', 'laos', 'cambodia', 'annam']
cairo : egypt = havana : cuba -> ['havana', 'cuba', 'nicaragua', 'venezuela', 'honduras']
cairo : egypt = helsinki : finland -> ['finland', 'helsinki', 'norway', 'sweden', 'denmark']
cairo : egypt = islamabad : pakistan -> ['islamabad', 'pakistan', 'sindh', 'karachi', 'peshawar']
cairo : egypt = kabul : afghanistan -> ['afghanistan', 'kabul', 'egypt', 'pakistan', 'uzbekistan']
cairo : egypt = london : england -> ['london', 'england', 'hackney', 'croydon', 'islington']
cairo : egypt = madrid : spain -> ['madrid', 'spain', 'murcia', 'portugal', 'extremadura']
cairo : egypt = moscow : russia -> ['russia', 'moscow', 'ukraine', 'ussr', 'kazakhstan']
cairo : egypt = oslo : norway -> ['norway', 'oslo', 'sweden', 'denmark', 'trondheim']
cairo : egypt = ottawa : canada -> ['ottawa', 'canada', 'quebec', 'brantford', 'ontario']
cairo : egypt = paris : france -> ['paris', 'france', 'egypt', 'belgium', 'luxembourg']
cairo : egypt = rome : italy -> ['rome', 'egypt', 'italy', 'gaul', 'greece']
cairo : egypt = stockholm : sweden -> ['sweden', 'norway', 'denmark', 'stockholm', 'finland']
cairo : egypt = tehran : iran -> ['iran', 'tehran', 'egypt', 'persia', 'syria']
cairo : egypt = tokyo : japan -> ['japan', 'tokyo', 'osaka', 'nagoya', 'hokkaid']
cairo : egypt = athens : greece -> ['greece', 'athens', 'thessaly', 'boeotia', 'cyprus']
cairo : egypt = baghdad : iraq -> ['egypt', 'syria', 'baghdad', 'iraq', 'persia']
cairo : egypt = bangkok : thailand -> ['thailand', 'bangkok', 'cambodia', 'laos', 'singapore']
cairo : egypt = beijing : china -> ['beijing', 'china', 'mongolia', 'taiwan', 'tibet']
cairo : egypt = berlin : germany -> ['berlin', 'germany', 'austria', 'hamburg', 'leipzig']
cairo : egypt = bern : switzerland -> ['bern', 'thurgau', 'obwalden', 'vaud', 'aargau']
canberra : australia = hanoi : vietnam -> ['hanoi', 'vietnam', 'thailand', 'cambodia', 'saigon']
canberra : australia = havana : cuba -> ['havana', 'cuba', 'venezuela', 'nicaragua', 'chile']
canberra : australia = helsinki : finland -> ['helsinki', 'finland', 'sweden', 'gothenburg', 'tampere']
canberra : australia = islamabad : pakistan -> ['islamabad', 'pakistan', 'karachi', 'lahore', 'india']
canberra : australia = kabul : afghanistan -> ['kabul', 'afghanistan', 'pakistan', 'herat', 'balkh']
canberra : australia = london : england -> ['london', 'england', 'australia', 'islington', 'croydon']
canberra : australia = madrid : spain -> ['madrid', 'spain', 'barcelona', 'oviedo', 'portugal']
canberra : australia = moscow : russia -> ['moscow', 'russia', 'ukraine', 'kiev', 'leningrad']
canberra : australia = oslo : norway -> ['oslo', 'norway', 'sweden', 'trondheim', 'stavanger']
canberra : australia = ottawa : canada -> ['canada', 'ottawa', 'ontario', 'montreal', 'quebec']
canberra : australia = paris : france -> ['paris', 'france', 'marseilles', 'europe', 'brussels']
canberra : australia = rome : italy -> ['rome', 'italy', 'naples', 'sicily', 'turin']
canberra : australia = stockholm : sweden -> ['stockholm', 'sweden', 'norway', 'denmark', 'gothenburg']
canberra : australia = tehran : iran -> ['tehran', 'iran', 'isfahan', 'mashhad', 'turkey']
canberra : australia = tokyo : japan -> ['tokyo', 'japan', 'osaka', 'nagoya', 'hokkaid']
canberra : australia = athens : greece -> ['athens', 'greece', 'thessaloniki', 'crete', 'italy']
canberra : australia = baghdad : iraq -> ['baghdad', 'mosul', 'syria', 'iraq', 'basra']
canberra : australia = bangkok : thailand -> ['bangkok', 'thailand', 'singapore', 'phuket', 'indonesia']
canberra : australia = beijing : china -> ['beijing', 'china', 'taiwan', 'shanghai', 'korea']
canberra : australia = berlin : germany -> ['berlin', 'germany', 'hamburg', 'leipzig', 'munich']
canberra : australia = bern : switzerland -> ['bern', 'switzerland', 'thurgau', 'glarus', 'fribourg']
canberra : australia = cairo : egypt -> ['cairo', 'egypt', 'tunisia', 'syria', 'morocco']
hanoi : vietnam = havana : cuba -> ['havana', 'cuba', 'venezuela', 'cienfuegos', 'peru']
hanoi : vietnam = helsinki : finland -> ['helsinki', 'finland', 'tampere', 'turku', 'karelia']
hanoi : vietnam = islamabad : pakistan -> ['islamabad', 'pakistan', 'afghanistan', 'balochistan', 'sindh']
hanoi : vietnam = kabul : afghanistan -> ['afghanistan', 'kabul', 'iraq', 'kandahar', 'kunduz']
hanoi : vietnam = london : england -> ['london', 'islington', 'croydon', 'hackney', 'ealing']
hanoi : vietnam = madrid : spain -> ['madrid', 'spain', 'valladolid', 'murcia', 'zaragoza']
hanoi : vietnam = moscow : russia -> ['moscow', 'ussr', 'russia', 'leningrad', 'novosibirsk']
hanoi : vietnam = oslo : norway -> ['oslo', 'trondheim', 'norway', 'stavanger', 'trndelag']
hanoi : vietnam = ottawa : canada -> ['ottawa', 'mississauga', 'canada', 'ontario', 'brantford']
hanoi : vietnam = paris : france -> ['paris', 'france', 'vietnam', 'allemagne', '1870-1871']
hanoi : vietnam = rome : italy -> ['rome', 'italy', 'sicily', 'gaul', 'faenza']
hanoi : vietnam = stockholm : sweden -> ['stockholm', 'sweden', 'norway', 'gothenburg', 'finland']
hanoi : vietnam = tehran : iran -> ['iran', 'tehran', 'afghanistan', 'iraq', 'isfahan']
hanoi : vietnam = tokyo : japan -> ['tokyo', 'japan', 'osaka', 'nagoya', 'kita-ku']
hanoi : vietnam = athens : greece -> ['athens', 'greece', 'crete', 'peloponnese', 'messenia']
hanoi : vietnam = baghdad : iraq -> ['iraq', 'baghdad', 'afghanistan', 'basra', 'mosul']
hanoi : vietnam = bangkok : thailand -> ['bangkok', 'thailand', 'vietnam', 'cambodia', 'laos']
hanoi : vietnam = beijing : china -> ['beijing', 'china', 'vietnam', 'korea', 'manchuria']
hanoi : vietnam = berlin : germany -> ['berlin', 'germany', 'hamburg', 'stuttgart', 'munich']
hanoi : vietnam = bern : switzerland -> ['bern', 'thurgau', 'solothurn', 'schwyz', 'aargau']
hanoi : vietnam = cairo : egypt -> ['cairo', 'egypt', 'iraq', 'syria', 'sudan']
hanoi : vietnam = canberra : australia -> ['canberra', 'australia', 'queensland', 'brisbane', 'riverina']
havana : cuba = helsinki : finland -> ['helsinki', 'finland', 'tampere', 'turku', 'vaasa']
havana : cuba = islamabad : pakistan -> ['islamabad', 'pakistan', 'peshawar', 'afghanistan', 'lahore']
havana : cuba = kabul : afghanistan -> ['kabul', 'afghanistan', 'pakistan', 'kandahar', 'herat']
havana : cuba = london : england -> ['london', 'england', 'croydon', 'hackney', 'wandsworth']
havana : cuba = madrid : spain -> ['madrid', 'spain', 'cuba', 'chile', 'zaragoza']
havana : cuba = moscow : russia -> ['moscow', 'russia', 'ussr', 'ukraine', 'kazakhstan']
havana : cuba = oslo : norway -> ['oslo', 'norway', 'trondheim', 'sweden', 'stavanger']
havana : cuba = ottawa : canada -> ['ottawa', 'canada', 'mississauga', 'quebec', 'ontario']
havana : cuba = paris : france -> ['paris', 'france', 'allemagne', 'juifs', 'entomologique']
havana : cuba = rome : italy -> ['rome', 'italy', 'gaul', 'viterbo', 'sicily']
havana : cuba = stockholm : sweden -> ['stockholm', 'sweden', 'norway', 'finland', 'denmark']
havana : cuba = tehran : iran -> ['tehran', 'iran', 'afghanistan', 'isfahan', 'mashhad']
havana : cuba = tokyo : japan -> ['tokyo', 'japan', 'nagoya', 'osaka', 'hokkaid']
havana : cuba = athens : greece -> ['athens', 'greece', 'cyprus', 'armenia', 'peloponnesus']
havana : cuba = baghdad : iraq -> ['baghdad', 'iraq', 'afghanistan', 'syria', 'samarra']
havana : cuba = bangkok : thailand -> ['bangkok', 'thailand', 'cambodia', 'laos', 'singapore']
havana : cuba = beijing : china -> ['beijing', 'china', 'mongolia', 'korea', 'taiwan']
havana : cuba = berlin : germany -> ['berlin', 'germany', 'munich', 'bonn', 'leipzig']
havana : cuba = bern : switzerland -> ['bern', 'fribourg', 'switzerland', 'thurgau', 'vaud']
havana : cuba = cairo : egypt -> ['cairo', 'egypt', 'libya', 'syria', 'tunisia']
havana : cuba = canberra : australia -> ['canberra', 'australia', 'queensland', 'brisbane', 'tasmania']
havana : cuba = hanoi : vietnam -> ['hanoi', 'vietnam', 'cambodia', 'laos', 'saigon']
helsinki : finland = islamabad : pakistan -> ['islamabad', 'pakistan', 'peshawar', 'gilgit-baltistan', 'sindh']
helsinki : finland = kabul : afghanistan -> ['kabul', 'afghanistan', 'pakistan', 'herat', 'jalalabad']
helsinki : finland = london : england -> ['london', 'england', 'britain', 'canada', 'croydon']
helsinki : finland = madrid : spain -> ['spain', 'madrid', 'murcia', 'andalucia', 'valladolid']
helsinki : finland = moscow : russia -> ['russia', 'moscow', 'ukraine', 'belarus', 'ussr']
helsinki : finland = oslo : norway -> ['norway', 'finland', 'sweden', 'oslo', 'denmark']
helsinki : finland = ottawa : canada -> ['ottawa', 'canada', 'quebec', 'brantford', 'ontario']
helsinki : finland = paris : france -> ['france', 'paris', 'belgium', 'luxembourg', 'switzerland']
helsinki : finland = rome : italy -> ['rome', 'italy', 'greece', 'genoa', 'lucca']
helsinki : finland = stockholm : sweden -> ['sweden', 'finland', 'norway', 'denmark', 'stockholm']
helsinki : finland = tehran : iran -> ['iran', 'tehran', 'afghanistan', 'isfahan', 'turkmenistan']
helsinki : finland = tokyo : japan -> ['japan', 'tokyo', 'hokkaid', 'osaka', 'shizuoka']
helsinki : finland = athens : greece -> ['greece', 'athens', 'cyprus', 'thessaly', 'messenia']
helsinki : finland = baghdad : iraq -> ['baghdad', 'iraq', 'syria', 'mosul', 'basra']
helsinki : finland = bangkok : thailand -> ['thailand', 'bangkok', 'cambodia', 'singapore', 'laos']
helsinki : finland = beijing : china -> ['china', 'beijing', 'taiwan', 'mongolia', 'korea']
helsinki : finland = berlin : germany -> ['germany', 'berlin', 'austria', 'hamburg', 'finland']
helsinki : finland = bern : switzerland -> ['bern', 'switzerland', 'vaud', 'valais', 'glarus']
helsinki : finland = cairo : egypt -> ['cairo', 'egypt', 'lebanon', 'syria', 'tunisia']
helsinki : finland = canberra : australia -> ['canberra', 'australia', 'queensland', 'tasmania', 'brisbane']
helsinki : finland = hanoi : vietnam -> ['hanoi', 'vietnam', 'cambodia', 'laos', 'thailand']
helsinki : finland = havana : cuba -> ['havana', 'cuba', 'venezuela', 'spain', 'nicaragua']
islamabad : pakistan = kabul : afghanistan -> ['pakistan', 'kabul', 'afghanistan', 'herat', 'kandahar']
islamabad : pakistan = london : england -> ['london', 'england', 'croydon', 'ealing', 'islington']
islamabad : pakistan = madrid : spain -> ['madrid', 'spain', 'valladolid', 'murcia', 'argentina']
islamabad : pakistan = moscow : russia -> ['moscow', 'russia', 'ussr', 'leningrad', 'ukraine']
islamabad : pakistan = oslo : norway -> ['oslo', 'norway', 'trondheim', 'stavanger', 'sweden']
islamabad : pakistan = ottawa : canada -> ['ottawa', 'canada', 'brantford', 'quebec', 'ontario']
islamabad : pakistan = paris : france -> ['paris', 'france', 'allemagne', 'vence', 'marseille']
islamabad : pakistan = rome : italy -> ['rome', 'italy', 'gaul', 'faenza', 'lucca']
islamabad : pakistan = stockholm : sweden -> ['stockholm', 'sweden', 'norway', 'gothenburg', 'finland']
islamabad : pakistan = tehran : iran -> ['tehran', 'iran', 'pakistan', 'isfahan', 'afghanistan']
islamabad : pakistan = tokyo : japan -> ['tokyo', 'japan', 'osaka', 'sendai', 'kyushu']
islamabad : pakistan = athens : greece -> ['athens', 'greece', 'crete', 'thessaloniki', 'cyprus']
islamabad : pakistan = baghdad : iraq -> ['baghdad', 'iraq', 'syria', 'afghanistan', 'basra']
islamabad : pakistan = bangkok : thailand -> ['thailand', 'bangkok', 'cambodia', 'myanmar', 'singapore']
islamabad : pakistan = beijing : china -> ['beijing', 'china', 'guangdong', 'taiwan', 'sichuan']
islamabad : pakistan = berlin : germany -> ['berlin', 'germany', 'leipzig', 'hamburg', 'munich']
islamabad : pakistan = bern : switzerland -> ['bern', 'thurgau', 'vaud', 'aargau', 'solothurn']
islamabad : pakistan = cairo : egypt -> ['cairo', 'egypt', 'syria', 'libya', 'tunisia']
islamabad : pakistan = canberra : australia -> ['canberra', 'australia', 'queensland', 'brisbane', 'melbourne']
islamabad : pakistan = hanoi : vietnam -> ['hanoi', 'vietnam', 'cambodia', 'saigon', 'laos']
islamabad : pakistan = havana : cuba -> ['havana', 'cuba', 'cienfuegos', 'habana', 'venezuela']
islamabad : pakistan = helsinki : finland -> ['helsinki', 'finland', 'tampere', 'gothenburg', 'turku']
kabul : afghanistan = london : england -> ['london', 'islington', 'england', 'croydon', 'lewisham']
kabul : afghanistan = madrid : spain -> ['madrid', 'spain', 'murcia', 'valladolid', 'zaragoza']
kabul : afghanistan = moscow : russia -> ['moscow', 'russia', 'ukraine', 'ussr', 'kazakhstan']
kabul : afghanistan = oslo : norway -> ['oslo', 'norway', 'trondheim', 'stavanger', 'sweden']
kabul : afghanistan = ottawa : canada -> ['ottawa', 'canada', 'mississauga', 'quebec', 'ontario']
kabul : afghanistan = paris : france -> ['paris', 'france', 'contemporaine', 'entomologique', 'archologique']
kabul : afghanistan = rome : italy -> ['rome', 'italy', 'gaul', 'sicily', 'greece']
kabul : afghanistan = stockholm : sweden -> ['stockholm', 'sweden', 'norway', 'gothenburg', 'finland']
kabul : afghanistan = tehran : iran -> ['tehran', 'iran', 'afghanistan', 'iraq', 'isfahan']
kabul : afghanistan = tokyo : japan -> ['tokyo', 'japan', 'osaka', 'nagoya', 'yokohama']
kabul : afghanistan = athens : greece -> ['athens', 'greece', 'macedonia', 'crete', 'thessaloniki']
kabul : afghanistan = baghdad : iraq -> ['iraq', 'afghanistan', 'baghdad', 'syria', 'tikrit']
kabul : afghanistan = bangkok : thailand -> ['thailand', 'bangkok', 'cambodia', 'laos', 'myanmar']
kabul : afghanistan = beijing : china -> ['beijing', 'china', 'taiwan', 'guangzhou', 'mongolia']
kabul : afghanistan = berlin : germany -> ['berlin', 'germany', 'leipzig', 'hamburg', 'munich']
kabul : afghanistan = bern : switzerland -> ['bern', 'fribourg', 'aargau', 'thurgau', 'switzerland']
kabul : afghanistan = cairo : egypt -> ['cairo', 'egypt', 'syria', 'libya', 'iraq']
kabul : afghanistan = canberra : australia -> ['canberra', 'australia', 'queensland', 'brisbane', 'toowoomba']
kabul : afghanistan = hanoi : vietnam -> ['hanoi', 'vietnam', 'laos', 'cambodia', 'indochina']
kabul : afghanistan = havana : cuba -> ['havana', 'cuba', 'venezuela', 'cienfuegos', 'colombia']
kabul : afghanistan = helsinki : finland -> ['helsinki', 'finland', 'gothenburg', 'tampere', 'turku']
kabul : afghanistan = islamabad : pakistan -> ['islamabad', 'afghanistan', 'pakistan', 'tajikistan', 'balochistan']
london : england = madrid : spain -> ['madrid', 'spain', 'zaragoza', 'murcia', 'sevilla']
london : england = moscow : russia -> ['moscow', 'russia', 'ryazan', 'tver', 'kiev']
london : england = oslo : norway -> ['norway', 'oslo', 'stavanger', 'sweden', 'trondheim']
