athens : greece = baghdad : iraq -> ['syria', 'afghanistan', 'libya', 'iran', 'chechnya']
berlin : germany = beijing : china -> ['china', 'korea', 'japan', 'iran', 'ethiopia']
bern : switzerland = cairo : egypt -> ['morocco', 'ethiopia', 'tunisia', 'belgium', 'italy']
bern : switzerland = canberra : australia -> ['tasmania', 'australia', 'queensland', 'sydney', 'brisbane']
bern : switzerland = hanoi : vietnam -> ['thailand', 'ethiopia', 'uzbekistan', 'tunisia', 'kazakhstan']
bern : switzerland = havana : cuba -> ['venezuela', 'cuba', 'ecuador', 'brazil', 'italy']
bern : switzerland = helsinki : finland -> ['finland', 'slovakia', 'stockholm', 'belgium', 'slovenia']
bern : switzerland = islamabad : pakistan -> ['uzbekistan', 'tanzania', 'thailand', 'tajikistan', 'kyrgyzstan']
bern : switzerland = kabul : afghanistan -> ['syria', 'afghanistan', 'tajikistan', 'somalia', 'ethiopia']
bern : switzerland = london : england -> ['italy', 'scandinavia', 'belgium', 'australia', 'africa']
bern : switzerland = madrid : spain -> ['belgium', 'venezuela', 'italy', 'uruguay', 'argentina']
bern : switzerland = moscow : russia -> ['slovakia', 'russia', 'belarus', 'kazakhstan', 'belgium']
bern : switzerland = oslo : norway -> ['slovenia', 'finland', 'slovakia', 'belgium', 'norway']
bern : switzerland = ottawa : canada -> ['canada', 'saskatchewan', 'ontario', 'toronto', 'winnipeg']
bern : switzerland = paris : france -> ['italy', 'belgium', 'brussels', 'venezuela', 'morocco']
bern : switzerland = rome : italy -> ['italy', 'finland', 'ethiopia', 'belgium', 'egypt']
bern : switzerland = stockholm : sweden -> ['finland', 'sweden', 'belgium', 'norway', 'slovakia']
bern : switzerland = tehran : iran -> ['thailand', 'uzbekistan', 'kazakhstan', 'iran', 'kyrgyzstan']
bern : switzerland = tokyo : japan -> ['thailand', 'japan', 'taiwan', 'germany', 'italy']
bern : switzerland = athens : greece -> ['greece', 'finland', 'denmark', 'slovakia', 'latvia']
bern : switzerland = baghdad : iraq -> ['ethiopia', 'syria', 'thailand', 'tunisia', 'libya']
bern : switzerland = bangkok : thailand -> ['thailand', 'phuket', 'tanzania', 'jakarta', 'kyrgyzstan']
bern : switzerland = beijing : china -> ['finland', 'ethiopia', 'china', 'slovakia', 'thailand']
bern : switzerland = berlin : germany -> ['belgium', 'germany', 'slovakia', 'finland', 'italy']
cairo : egypt = canberra : australia -> ['tasmania', 'fiji', 'vanuatu', 'rhodesia', 'queensland']
cairo : egypt = hanoi : vietnam -> ['syria', 'tunisia', 'eritrea', 'cambodia', 'china']
cairo : egypt = havana : cuba -> ['haiti', 'tunisia', 'morocco', 'tahiti', 'corsica']
cairo : egypt = helsinki : finland -> ['latvia', 'bosnia-herzegovina', 'uzbekistan', 'tunisia', 'iceland']
cairo : egypt = islamabad : pakistan -> ['tajikistan', 'pakistan', 'uzbekistan', 'turkmenistan', 'eritrea']
cairo : egypt = kabul : afghanistan -> ['syria', 'eritrea', 'transjordan', 'mesopotamia', 'afghanistan']
cairo : egypt = london : england -> ['britain', 'italy', 'ireland', 'england', 'iceland']
cairo : egypt = madrid : spain -> ['peru', 'italy', 'paraguay', 'bolivia', 'nicaragua']
cairo : egypt = moscow : russia -> ['russia', 'armenia', 'syria', 'hungary', 'romania']
cairo : egypt = oslo : norway -> ['iceland', 'latvia', 'sweden', 'hungary', 'denmark']
cairo : egypt = ottawa : canada -> ['canada', 'senegal', 'saskatchewan', 'edmonton', 'manitoba']
cairo : egypt = paris : france -> ['italy', 'tunisia', 'mesopotamia', 'france', 'babylonia']
cairo : egypt = rome : italy -> ['assyria', 'greece', 'persia', 'babylonia', 'byzantium']
cairo : egypt = stockholm : sweden -> ['iceland', 'sweden', 'greece', 'denmark', 'italy']
cairo : egypt = tehran : iran -> ['syria', 'iran', 'tunisia', 'eritrea', 'libya']
cairo : egypt = tokyo : japan -> ['japan', 'korea', 'china', 'italy', 'cambodia']
cairo : egypt = athens : greece -> ['greece', 'assyria', 'babylonia', 'persia', 'denmark']
cairo : egypt = baghdad : iraq -> ['syria', 'libya', 'babylonia', 'mesopotamia', 'tunisia']
cairo : egypt = bangkok : thailand -> ['cambodia', 'thailand', 'tunisia', 'burma', 'eritrea']
cairo : egypt = beijing : china -> ['china', 'ethiopia', 'laos', 'mongolia', 'syria']
cairo : egypt = berlin : germany -> ['germany', 'hungary', 'switzerland', 'italy', 'tunisia']
cairo : egypt = bern : switzerland -> ['denmark-norway', 'brandenburg-prussia', 'assyria', 'hungary', 'swabia']
canberra : australia = hanoi : vietnam -> ['china', 'iran', 'arabia', 'brazil', 'thailand']
canberra : australia = havana : cuba -> ['brazil', 'chile', 'surinam', 'argentina', 'cuba']
canberra : australia = helsinki : finland -> ['sweden', 'fennoscandia', 'denmark', 'iceland', 'brazil']
canberra : australia = islamabad : pakistan -> ['nigeria', 'indonesia', 'arabia', 'sundaland', 'zambia']
canberra : australia = kabul : afghanistan -> ['abyssinia', 'afghanistan', 'chechnya', 'syria', 'arabia']
canberra : australia = london : england -> ['england', 'australasia', 'africa', 'uk', 'britain']
canberra : australia = madrid : spain -> ['brazil', 'chile', 'spain', 'argentina', 'peru']
canberra : australia = moscow : russia -> ['russia', 'bulgaria', 'brazil', 'sweden', 'rumania']
canberra : australia = oslo : norway -> ['sweden', 'iceland', 'denmark', 'slovenia', 'norway']
canberra : australia = ottawa : canada -> ['canada', 'toronto', 'denmark', 'ontario', 'manitoba']
canberra : australia = paris : france -> ['brazil', 'italy', 'france', 'marseilles', 'latin-america']
canberra : australia = rome : italy -> ['egypt', 'greece', 'denmark', 'persia', 'brazil']
canberra : australia = stockholm : sweden -> ['sweden', 'denmark', 'iceland', 'fennoscandia', 'brazil']
canberra : australia = tehran : iran -> ['iran', 'arabia', 'thailand', 'brazil', 'china']
canberra : australia = tokyo : japan -> ['japan', 'hokkaido', 'brazil', 'taiwan', 'hokkaidō']
canberra : australia = athens : greece -> ['greece', 'denmark', 'sweden', 'iceland', 'spain']
canberra : australia = baghdad : iraq -> ['arabia', 'libya', 'syria', 'abyssinia', 'afghanistan']
canberra : australia = bangkok : thailand -> ['thailand', 'indonesia', 'brazil', 'sundaland', 'china']
canberra : australia = beijing : china -> ['china', 'japan', 'brazil', 'taiwan', 'korea']
canberra : australia = berlin : germany -> ['sweden', 'germany', 'belgium', 'switzerland', 'africa']
canberra : australia = bern : switzerland -> ['denmark-norway', 'rumania', 'sweden', 'brandenburg-prussia', 'denmark']
canberra : australia = cairo : egypt -> ['brazil', 'abyssinia', 'arabia', 'egypt', 'persia']
hanoi : vietnam = havana : cuba -> ['haiti', 'cuba', 'indochina', 'africa', 'abyssinia']
hanoi : vietnam = helsinki : finland -> ['africa', 'korea', 'iraq', 'belorussia', 'bosnia-herzegovina']
hanoi : vietnam = islamabad : pakistan -> ['afghanistan', 'nyasaland', 'bangladesh', 'yemen', 'cambodia']
hanoi : vietnam = kabul : afghanistan -> ['afghanistan', 'iraq', 'yemen', 'chechnya', 'arakan']
hanoi : vietnam = london : england -> ['africa', 'england', 'korea', 'nyasaland', 'oxfordshire']
hanoi : vietnam = madrid : spain -> ['nicaragua', 'cuba', 'haiti', 'argentina', 'timor-leste']
hanoi : vietnam = moscow : russia -> ['korea', 'afghanistan', 'iraq', 'kazakhstan', 'chechnya']
hanoi : vietnam = oslo : norway -> ['afghanistan', 'kosovo', 'namibia', 'burundi', 'slovenia']
hanoi : vietnam = ottawa : canada -> ['saskatchewan', 'manitoba', 'winnipeg', 'ontario', 'iraq']
hanoi : vietnam = paris : france -> ['france', 'africa', 'italy', 'indochina', 'indo-china']
hanoi : vietnam = rome : italy -> ['persia', 'gaul', 'egypt', 'assyria', 'libya']
hanoi : vietnam = stockholm : sweden -> ['jutland', 'africa', 'korea', 'lapland', 'indochina']
hanoi : vietnam = tehran : iran -> ['iraq', 'yemen', 'afghanistan', 'korea', 'somalia']
hanoi : vietnam = tokyo : japan -> ['korea', 'japan', 'afghanistan', 'borneo', 'taiwan']
hanoi : vietnam = athens : greece -> ['korea', 'cyprus', 'greece', 'persia', 'parthia']
hanoi : vietnam = baghdad : iraq -> ['afghanistan', 'iraq', 'yemen', 'manchuria', 'chechnya']
hanoi : vietnam = bangkok : thailand -> ['cambodia', 'afghanistan', 'indochina', 'burma', 'iraq']
hanoi : vietnam = beijing : china -> ['korea', 'china', 'laos', 'afghanistan', 'iraq']
hanoi : vietnam = berlin : germany -> ['germany', 'africa', 'czechoslovakia', 'iraq', 'indochina']
hanoi : vietnam = bern : switzerland -> ['baden', 'württemberg', 'rumania', 'poland-lithuania', 'guelders']
hanoi : vietnam = cairo : egypt -> ['iraq', 'abyssinia', 'yemen', 'afghanistan', 'manchuria']
hanoi : vietnam = canberra : australia -> ['queensland', 'africa', 'korea', 'australia', 'borneo']
havana : cuba = helsinki : finland -> ['uzbekistan', 'kazakhstan', 'belorussia', 'kyrgyzstan', 'bosnia-herzegovina']
havana : cuba = islamabad : pakistan -> ['laos', 'tajikistan', 'kyrgyzstan', 'uzbekistan', 'pakistan']
havana : cuba = kabul : afghanistan -> ['laos', 'afghanistan', 'chechnya', 'iran', 'transjordan']
havana : cuba = london : england -> ['england', 'germany', 'france', 'hampshire', 'latin-america']
havana : cuba = madrid : spain -> ['nicaragua', 'venezuela', 'chile', 'paraguay', 'argentina']
havana : cuba = moscow : russia -> ['russia', 'kazakhstan', 'iran', 'czechoslovakia', 'uzbekistan']
havana : cuba = oslo : norway -> ['slovenia', 'slovakia', 'uzbekistan', 'latvia', 'czechoslovakia']
havana : cuba = ottawa : canada -> ['kazakhstan', 'montreal', 'toronto', 'kyrgyzstan', 'uzbekistan']
havana : cuba = paris : france -> ['france', 'nicaragua', 'haïti', 'rumania', 'venezuela']
havana : cuba = rome : italy -> ['ethiopia', 'egypt', 'assyria', 'parthia', 'byzantium']
havana : cuba = stockholm : sweden -> ['slovenia', 'slovakia', 'belorussia', 'finland', 'estonia']
havana : cuba = tehran : iran -> ['iran', 'kyrgyzstan', 'kazakhstan', 'tajikistan', 'uzbekistan']
havana : cuba = tokyo : japan -> ['laos', 'japan', 'nicaragua', 'taiwan', 'kyrgyzstan']
havana : cuba = athens : greece -> ['greece', 'lithuania', 'russia', 'denmark-norway', 'parthia']
havana : cuba = baghdad : iraq -> ['iran', 'laos', 'afghanistan', 'iraq', 'syria']
havana : cuba = bangkok : thailand -> ['laos', 'kyrgyzstan', 'cambodia', 'iran', 'thailand']
havana : cuba = beijing : china -> ['laos', 'china', 'ethiopia', 'iran', 'kyrgyzstan']
havana : cuba = berlin : germany -> ['germany', 'czechoslovakia', 'belorussia', 'haïti', 'rumania']
havana : cuba = bern : switzerland -> ['brandenburg-prussia', 'rumania', 'denmark-norway', 'khazaria', 'czechoslovakia']
havana : cuba = cairo : egypt -> ['iran', 'ethiopia', 'iraq', 'nicaragua', 'syria']
havana : cuba = canberra : australia -> ['vanuatu', 'laos', 'tasmania', 'melbourne', 'nyasaland']
havana : cuba = hanoi : vietnam -> ['iran', 'laos', 'kyrgyzstan', 'tajikistan', 'ethiopia']
helsinki : finland = islamabad : pakistan -> ['thailand', 'ethiopia', 'laos', 'kyrgyzstan', 'turkmenistan']
helsinki : finland = kabul : afghanistan -> ['ethiopia', 'syria', 'laos', 'abyssinia', 'transjordan']
helsinki : finland = london : england -> ['sweden', 'norway', 'britain', 'italy', 'iceland']
helsinki : finland = madrid : spain -> ['spain', 'peru', 'nicaragua', 'cuba', 'chile']
helsinki : finland = moscow : russia -> ['russia', 'lithuania', 'bulgaria', 'hungary', 'serbia']
helsinki : finland = oslo : norway -> ['sweden', 'norway', 'iceland', 'serbia', 'latvia']
helsinki : finland = ottawa : canada -> ['canada', 'norway', 'sweden', 'denmark', 'iceland']
helsinki : finland = paris : france -> ['italy', 'france', 'spain', 'belgium', 'sweden']
helsinki : finland = rome : italy -> ['egypt', 'greece', 'ethiopia', 'persia', 'gaul']
helsinki : finland = stockholm : sweden -> ['sweden', 'norway', 'iceland', 'denmark', 'estonia']
helsinki : finland = tehran : iran -> ['thailand', 'ethiopia', 'iran', 'bulgaria', 'hungary']
helsinki : finland = tokyo : japan -> ['japan', 'thailand', 'norway', 'sweden', 'taiwan']
helsinki : finland = athens : greece -> ['greece', 'lithuania', 'denmark', 'sweden', 'estonia']
helsinki : finland = baghdad : iraq -> ['ethiopia', 'syria', 'thailand', 'persia', 'libya']
helsinki : finland = bangkok : thailand -> ['thailand', 'laos', 'ethiopia', 'cambodia', 'iceland']
helsinki : finland = beijing : china -> ['ethiopia', 'china', 'laos', 'thailand', 'hungary']
helsinki : finland = berlin : germany -> ['germany', 'sweden', 'hungary', 'switzerland', 'belgium']
helsinki : finland = bern : switzerland -> ['hungary', 'denmark-norway', 'sweden', 'serbia', 'lithuania']
helsinki : finland = cairo : egypt -> ['ethiopia', 'abyssinia', 'egypt', 'persia', 'syria']
helsinki : finland = canberra : australia -> ['tasmania', 'norway', 'iceland', 'sweden', 'australia']
helsinki : finland = hanoi : vietnam -> ['ethiopia', 'thailand', 'bulgaria', 'laos', 'iran']
helsinki : finland = havana : cuba -> ['cuba', 'iceland', 'surinam', 'nicaragua', 'peru']
islamabad : pakistan = kabul : afghanistan -> ['afghanistan', 'iran', 'syria', 'iraq', 'yemen']
islamabad : pakistan = london : england -> ['england', 'britain', 'lancashire', 'africa', 'yorkshire']
islamabad : pakistan = madrid : spain -> ['argentina', 'paraguay', 'bolivia', 'cuba', 'chile']
islamabad : pakistan = moscow : russia -> ['azerbaijan', 'iran', 'kazakhstan', 'belarus', 'russia']
islamabad : pakistan = oslo : norway -> ['slovenia', 'bangladesh', 'namibia', 'finland', 'sweden']
islamabad : pakistan = ottawa : canada -> ['toronto', 'canada', 'winnipeg', 'bangladesh', 'saskatchewan']
islamabad : pakistan = paris : france -> ['france', 'italy', 'haïti', 'iran', 'germany']
islamabad : pakistan = rome : italy -> ['egypt', 'persia', 'byzantium', 'assyria', 'gaul']
islamabad : pakistan = stockholm : sweden -> ['sweden', 'finland', 'slovenia', 'gothenburg', 'italy']
islamabad : pakistan = tehran : iran -> ['iran', 'iraq', 'kazakhstan', 'yemen', 'syria']
islamabad : pakistan = tokyo : japan -> ['japan', 'iran', 'korea', 'germany', 'bangladesh']
islamabad : pakistan = athens : greece -> ['greece', 'denmark-norway', 'assyria', 'babylonia', 'persia']
islamabad : pakistan = baghdad : iraq -> ['iran', 'syria', 'afghanistan', 'iraq', 'libya']
islamabad : pakistan = bangkok : thailand -> ['bangladesh', 'myanmar', 'iran', 'afghanistan', 'thailand']
islamabad : pakistan = beijing : china -> ['china', 'iran', 'india', 'myanmar', 'azerbaijan']
islamabad : pakistan = berlin : germany -> ['germany', 'czechoslovakia', 'belgium', 'iran', 'britain']
islamabad : pakistan = bern : switzerland -> ['denmark-norway', 'brandenburg-prussia', 'poland-lithuania', 'khazaria', 'austro-hungary']
islamabad : pakistan = cairo : egypt -> ['iran', 'syria', 'iraq', 'egypt', 'persia']
islamabad : pakistan = canberra : australia -> ['queensland', 'bangladesh', 'rhodesia', 'fiji', 'africa']
islamabad : pakistan = hanoi : vietnam -> ['iran', 'myanmar', 'iraq', 'syria', 'afghanistan']
islamabad : pakistan = havana : cuba -> ['cuba', 'jamaica', 'haiti', 'surinam', 'haïti']
islamabad : pakistan = helsinki : finland -> ['belarus', 'kazakhstan', 'bangladesh', 'czechoslovakia', 'uzbekistan']
kabul : afghanistan = london : england -> ['africa', 'australasia', 'england', 'namibia', 'ireland']
kabul : afghanistan = madrid : spain -> ['argentina', 'bolivia', 'catalonia', 'nicaragua', 'barcelona']
kabul : afghanistan = moscow : russia -> ['kazakhstan', 'uzbekistan', 'russia', 'belarus', 'iraq']
kabul : afghanistan = oslo : norway -> ['slovenia', 'namibia', 'slovakia', 'uzbekistan', 'latvia']
kabul : afghanistan = ottawa : canada -> ['toronto', 'calgary', 'namibia', 'canada', 'manitoba']
kabul : afghanistan = paris : france -> ['italy', 'belgium', 'france', 'africa', 'algeria']
kabul : afghanistan = rome : italy -> ['ethiopia', 'italy', 'libya', 'egypt', 'syria']
kabul : afghanistan = stockholm : sweden -> ['slovenia', 'estonia', 'slovakia', 'italy', 'finland']
kabul : afghanistan = tehran : iran -> ['iraq', 'iran', 'uzbekistan', 'kyrgyzstan', 'kazakhstan']
kabul : afghanistan = tokyo : japan -> ['vietnam', 'korea', 'japan', 'hokkaido', 'kyrgyzstan']
kabul : afghanistan = athens : greece -> ['lithuania', 'greece', 'estonia', 'armenia', 'latvia']
kabul : afghanistan = baghdad : iraq -> ['iraq', 'chechnya', 'libya', 'cambodia', 'syria']
kabul : afghanistan = bangkok : thailand -> ['cambodia', 'vietnam', 'iraq', 'thailand', 'kyrgyzstan']
kabul : afghanistan = beijing : china -> ['china', 'vietnam', 'ethiopia', 'uzbekistan', 'kyrgyzstan']
kabul : afghanistan = berlin : germany -> ['germany', 'belgium', 'czechoslovakia', 'hamburg', 'africa']
kabul : afghanistan = bern : switzerland -> ['rumania', 'bosnia-herzegovina', 'belorussia', 'czechoslovakia', 'belgium']
