boy : girl = brother : sister -> ['sister', 'brother-in-law', 'stepbrother', 'sister-in-law', 'stepson']
boy : girl = stepson : stepdaughter -> ['stepdaughter', 'sister-in-law', 'daughter-in-law', 'stepbrother', 'stepsister']
boy : girl = uncle : aunt -> ['aunt', 'grandfather', 'grandmother', 'father-in-law', 'great-uncle']
brother : sister = brothers : sisters -> ['sisters', 'siblings', 'stepbrothers', 'aunts', 'sisters-in-law']
brother : sister = dad : mom -> ['mom', 'mum', 'grandma', 'grandmother', 'aunt']
brother : sister = father : mother -> ['mother', 'grandmother', 'aunt', 'grandfather', 'mother-in-law']
brother : sister = grandfather : grandmother -> ['grandmother', 'aunt', 'mother', 'great-grandmother', 'great-aunt']
brother : sister = grandpa : grandma -> ['grandma', 'granny', 'grandad', 'auntie', 'queenie']
brother : sister = grandson : granddaughter -> ['granddaughter', 'daughter', 'great-granddaughter', 'niece', 'stepdaughter']
brother : sister = groom : bride -> ['bridegroom', 'grooms', 'bride', 'bridesmaid', 'spook']
brother : sister = he : she -> ['she', 'who', 'they', 'handschriftenliste', 'kagenobu']
brother : sister = his : her -> ['their', 'your', 'my', 'our', 'whose']
brother : sister = husband : wife -> ['fiancé', 'fiance', 'mother-in-law', 'boyfriend', 'sister-in-law']
brother : sister = king : queen -> ['queen', 'princess', 'tsarina', 'monarch', 'tsaritsa']
brother : sister = man : woman -> ['woman', 'girl', 'waif', 'schoolgirl', 'shepherdess']
brother : sister = nephew : niece -> ['niece', 'half-sister', 'granddaughter', 'stepdaughter', 'daughter']
brother : sister = policeman : policewoman -> ['policewoman', 'patrolman', 'shopkeeper', 'firefighter', 'waitress']
brother : sister = prince : princess -> ['princess', 'duchess', 'empress', 'landgravine', 'electress']
brother : sister = son : daughter -> ['daughter', 'granddaughter', 'niece', 'stepdaughter', 'great-granddaughter']
brother : sister = sons : daughters -> ['daughters', 'daughter', 'granddaughters', 'sisters', 'grandsons']
brother : sister = stepbrother : stepsister -> ['stepsister', 'sister-in-law', 'stepdaughter', 'great-aunt', 'fiancee']
brother : sister = stepfather : stepmother -> ['stepmother', 'grandmother', 'mother-in-law', 'sister-in-law', 'fiancée']
brother : sister = stepson : stepdaughter -> ['stepdaughter', 'sister-in-law', 'daughter-in-law', 'daughter', 'stepsister']
brother : sister = uncle : aunt -> ['aunt', 'grandmother', 'half-sister', 'great-grandmother', 'great-aunt']
brother : sister = boy : girl -> ['girl', 'schoolgirl', 'toddler', 'teenager', 'drifter']
brothers : sisters = dad : mom -> ['mom', 'grandma', 'grandmother', 'mum', 'mother-in-law']
brothers : sisters = father : mother -> ['mother', 'grandmother', 'grandfather', 'aunt', 'great-aunt']
brothers : sisters = grandfather : grandmother -> ['grandmother', 'aunt', 'great-grandmother', 'mother', 'great-aunt']
brothers : sisters = grandpa : grandma -> ['grandma', 'granny', 'susie', 'grandad', 'queenie']
brothers : sisters = grandson : granddaughter -> ['granddaughter', 'great-granddaughter', 'great-grandson', 'daughter', 'grandnephew']
brothers : sisters = groom : bride -> ['bridegroom', 'grooms', 'bridesmaid', 'beggar', 'jailer']
brothers : sisters = he : she -> ['she', 'who', 'they', 'kagenobu', 'marji']
brothers : sisters = his : her -> ['their', 'my', 'our', 'whose', 'its']
brothers : sisters = husband : wife -> ['fiancé', 'mother-in-law', 'daughter-in-law', 'fiance', 'sister-in-law']
brothers : sisters = king : queen -> ['queen', 'tsarina', 'tsaritsa', 'knave', 'landgravine']
brothers : sisters = man : woman -> ['woman', 'shepherdess', 'girl', 'wench', 'seductress']
brothers : sisters = nephew : niece -> ['niece', 'granddaughter', 'half-sister', 'half-brother', 'great-granddaughter']
brothers : sisters = policeman : policewoman -> ['policewoman', 'patrolman', 'shopkeeper', 'waiter', 'midwife']
brothers : sisters = prince : princess -> ['princess', 'duchess', 'margravine', 'landgravine', 'electress']
brothers : sisters = son : daughter -> ['daughter', 'granddaughter', 'grandson', 'great-granddaughter', 'grandchild']
brothers : sisters = sons : daughters -> ['daughters', 'granddaughters', 'grandsons', 'stepdaughters', 'nieces']
brothers : sisters = stepbrother : stepsister -> ['stepsister', 'daughter-in-law', 'great-aunt', 'sister-in-law', 'stepdaughter']
brothers : sisters = stepfather : stepmother -> ['stepmother', 'grandmother', 'mother-in-law', 'sister-in-law', 'great-grandmother']
brothers : sisters = stepson : stepdaughter -> ['stepdaughter', 'sister-in-law', 'daughter-in-law', 'granddaughter', 'stepsister']
brothers : sisters = uncle : aunt -> ['aunt', 'grandmother', 'grandfather', 'great-uncle', 'great-grandmother']
brothers : sisters = boy : girl -> ['girl', 'schoolgirl', 'wench', 'woman', 'waif']
brothers : sisters = brother : sister -> ['sister', 'half-sister', 'sister-in-law', 'half-brother', 'cousin']
dad : mom = father : mother -> ['mother', 'grandfather', 'grandmother', 'father-in-law', 'stepfather']
dad : mom = grandfather : grandmother -> ['grandmother', 'mother', 'aunt', 'father-in-law', 'great-aunt']
dad : mom = grandpa : grandma -> ['grandma', 'suzie', 'grandad', 'sharona', 'pappy']
dad : mom = grandson : granddaughter -> ['granddaughter', 'son', 'great-grandson', 'great-granddaughter', 'grandnephew']
dad : mom = groom : bride -> ['bridegroom', 'grooms', 'jailer', 'bridesmaid', 'rescuer']
dad : mom = he : she -> ['she', 'they', 'who', 'fresheneesz', 'casprings']
dad : mom = his : her -> ['their', 'my', 'your', 'its', 'her']
dad : mom = husband : wife -> ['fiance', 'fiancé', 'boyfriend', 'mother-in-law', 'fiancee']
dad : mom = king : queen -> ['queen', 'songtsän', 'emperor', 'ruler', 'domnitor']
dad : mom = man : woman -> ['woman', 'villager', 'buffoon', 'loner', 'salaryman']
dad : mom = nephew : niece -> ['niece', 'granddaughter', 'great-nephew', 'grandson', 'half-brother']
dad : mom = policeman : policewoman -> ['patrolman', 'policewoman', 'policemen', 'firefighter', 'masseuse']
dad : mom = prince : princess -> ['princess', 'duke', 'duchess', 'margravine', 'landgravine']
dad : mom = son : daughter -> ['daughter', 'granddaughter', 'grandson', 'stepdaughter', 'great-granddaughter']
dad : mom = sons : daughters -> ['daughters', 'grandsons', 'granddaughters', 'nephews', 'nieces']
dad : mom = stepbrother : stepsister -> ['stepsister', 'step-sister', 'step-daughter', 'goddaughter', 'fiancee']
dad : mom = stepfather : stepmother -> ['stepmother', 'step-father', 'mother-in-law', 'fiance', 'step-mother']
dad : mom = stepson : stepdaughter -> ['stepdaughter', 'sister-in-law', 'daughter-in-law', 'stepbrother', 'step-daughter']
dad : mom = uncle : aunt -> ['aunt', 'brother-in-law', 'father-in-law', 'great-uncle', 'grandmother']
dad : mom = boy : girl -> ['girl', 'schoolgirl', 'villager', 'wench', 'trucker']
dad : mom = brother : sister -> ['brother-in-law', 'sister', 'stepson', 'stepbrother', 'stepdaughter']
dad : mom = brothers : sisters -> ['sisters', 'siblings', 'stepbrothers', 'half-brothers', 'brothers-in-law']
father : mother = grandfather : grandmother -> ['grandmother', 'aunt', 'great-grandmother', 'great-aunt', 'mother-in-law']
father : mother = grandpa : grandma -> ['grandma', 'grandad', 'granny', 'auntie', 'mommy']
father : mother = grandson : granddaughter -> ['granddaughter', 'daughter', 'great-granddaughter', 'grandchild', 'stepdaughter']
father : mother = groom : bride -> ['bridegroom', 'grooms', 'housemaid', 'bride', 'beggar']
father : mother = he : she -> ['she', 'who', 'they', 'marji', 'mikay']
father : mother = his : her -> ['my', 'their', 'your', 'our', 'its']
father : mother = husband : wife -> ['mother-in-law', 'fiance', 'wife', 'fiancé', 'sister-in-law']
father : mother = king : queen -> ['queen', 'princess', 'tsarina', 'monarch', 'tsaritsa']
father : mother = man : woman -> ['woman', 'girl', 'waif', 'shepherdess', 'slob']
father : mother = nephew : niece -> ['niece', 'half-sister', 'granddaughter', 'stepdaughter', 'sister-in-law']
father : mother = policeman : policewoman -> ['policewoman', 'patrolman', 'policemen', 'shopkeeper', 'housewife']
father : mother = prince : princess -> ['princess', 'duchess', 'landgravine', 'electress', 'margravine']
father : mother = son : daughter -> ['daughter', 'granddaughter', 'stepdaughter', 'grandchild', 'daughter-in-law']
father : mother = sons : daughters -> ['daughters', 'granddaughters', 'nieces', 'grandsons', 'grandchildren']
father : mother = stepbrother : stepsister -> ['stepsister', 'daughter-in-law', 'stepdaughter', 'sister-in-law', 'fiancee']
father : mother = stepfather : stepmother -> ['stepmother', 'mother-in-law', 'grandmother', 'sister-in-law', 'step-mother']
father : mother = stepson : stepdaughter -> ['stepdaughter', 'sister-in-law', 'daughter-in-law', 'stepsister', 'fiancee']
father : mother = uncle : aunt -> ['aunt', 'grandmother', 'mother-in-law', 'stepmother', 'great-aunt']
father : mother = boy : girl -> ['girl', 'schoolgirl', 'toddler', 'lad', 'teenager']
father : mother = brother : sister -> ['sister', 'sister-in-law', 'stepdaughter', 'half-sister', 'daughter']
father : mother = brothers : sisters -> ['sisters', 'siblings', 'aunts', 'stepbrothers', 'nieces']
father : mother = dad : mom -> ['mom', 'mum', 'grandma', 'grandmother', 'mother-in-law']
grandfather : grandmother = grandpa : grandma -> ['grandma', 'granny', 'grandad', 'suzie', 'queenie']
grandfather : grandmother = grandson : granddaughter -> ['granddaughter', 'stepdaughter', 'sister-in-law', 'daughter-in-law', 'daughter']
grandfather : grandmother = groom : bride -> ['bridegroom', 'babysitter', 'grooms', 'housemaid', 'bridesmaid']
grandfather : grandmother = he : she -> ['she', 'who', 'they', 'marji', 'kagenobu']
grandfather : grandmother = his : her -> ['their', 'my', 'your', 'its', 'our']
grandfather : grandmother = husband : wife -> ['fiancé', 'mother-in-law', 'fiance', 'boyfriend', 'fiancee']
grandfather : grandmother = king : queen -> ['queen', 'tsarina', 'princess', 'songtsän', 'monarch']
grandfather : grandmother = man : woman -> ['woman', 'girl', 'seductress', 'milkman', 'shepherdess']
grandfather : grandmother = nephew : niece -> ['niece', 'half-sister', 'half-brother', 'stepdaughter', 'sister-in-law']
grandfather : grandmother = policeman : policewoman -> ['policewoman', 'patrolman', 'policemen', 'shopkeeper', 'milkman']
grandfather : grandmother = prince : princess -> ['princess', 'landgravine', 'duchess', 'margravine', 'tsarina']
grandfather : grandmother = son : daughter -> ['daughter', 'stepdaughter', 'granddaughter', 'grandchild', 'daughter-in-law']
grandfather : grandmother = sons : daughters -> ['daughters', 'granddaughters', 'nieces', 'stepdaughters', 'nephews']
grandfather : grandmother = stepbrother : stepsister -> ['stepsister', 'fiancee', 'goddaughter', 'mother-in-law', 'step-sister']
grandfather : grandmother = stepfather : stepmother -> ['stepmother', 'mother-in-law', 'step-father', 'fiance', 'fiancee']
grandfather : grandmother = stepson : stepdaughter -> ['stepdaughter', 'sister-in-law', 'daughter-in-law', 'stepsister', 'fiancee']
grandfather : grandmother = uncle : aunt -> ['aunt', 'mother-in-law', 'stepmother', 'stepfather', 'ex-husband']
grandfather : grandmother = boy : girl -> ['girl', 'schoolgirl', 'teenager', 'toddler', 'drifter']
grandfather : grandmother = brother : sister -> ['sister', 'sister-in-law', 'half-sister', 'stepdaughter', 'stepbrother']
grandfather : grandmother = brothers : sisters -> ['sisters', 'siblings', 'aunts', 'stepsisters', 'stepbrothers']
grandfather : grandmother = dad : mom -> ['mom', 'mum', 'grandma', 'babysitter', 'grandad']
grandfather : grandmother = father : mother -> ['mother', 'stepfather', 'mother-in-law', 'aunt', 'parents']
grandpa : grandma = grandson : granddaughter -> ['granddaughter', 'son', 'great-grandson', 'great-granddaughter', 'grandnephew']
grandpa : grandma = groom : bride -> ['bridegroom', 'grooms', 'jailer', 'bridesmaid', 'bride']
grandpa : grandma = he : she -> ['she', 'who', 'they', 'handschriftenliste', 'mikay']
grandpa : grandma = his : her -> ['their', 'your', 'my', 'its', 'our']
grandpa : grandma = husband : wife -> ['fiance', 'fiancé', 'boyfriend', 'mother-in-law', 'fiancee']
grandpa : grandma = king : queen -> ['queen', 'monarch', 'maharajah', 'songtsän', 'norodom']
grandpa : grandma = man : woman -> ['woman', 'girl', 'shepherdess', 'seductress', 'drunkard']
grandpa : grandma = nephew : niece -> ['niece', 'half-brother', 'grandson', 'great-nephew', 'half-sister']
grandpa : grandma = policeman : policewoman -> ['policewoman', 'patrolman', 'policemen', 'shopkeeper', 'firefighter']
grandpa : grandma = prince : princess -> ['princess', 'duchess', 'archduke', 'margravine', 'tsaritsa']
grandpa : grandma = son : daughter -> ['daughter', 'grandson', 'granddaughter', 'stepdaughter', 'great-granddaughter']
grandpa : grandma = sons : daughters -> ['daughters', 'grandsons', 'granddaughters', 'nephews', 'stepsons']
grandpa : grandma = stepbrother : stepsister -> ['stepsister', 'great-aunt', 'step-sister', 'step-daughter', 'goddaughter']
grandpa : grandma = stepfather : stepmother -> ['stepmother', 'grandmother', 'mother-in-law', 'step-father', 'fiance']
grandpa : grandma = stepson : stepdaughter -> ['stepdaughter', 'daughter-in-law', 'sister-in-law', 'stepbrother', 'step-daughter']
grandpa : grandma = uncle : aunt -> ['aunt', 'grandfather', 'grandmother', 'father-in-law', 'great-uncle']
grandpa : grandma = boy : girl -> ['girl', 'schoolgirl', 'woman', 'toddler', 'teenager']
grandpa : grandma = brother : sister -> ['sister', 'brother-in-law', 'stepson', 'stepbrother', 'stepdaughter']
grandpa : grandma = brothers : sisters -> ['sisters', 'siblings', 'stepbrothers', 'stepsisters', 'brothers-in-law']
grandpa : grandma = dad : mom -> ['mom', 'mum', 'grandmother', 'grandad', 'mommy']
grandpa : grandma = father : mother -> ['mother', 'grandfather', 'grandmother', 'father-in-law', 'parents']
grandpa : grandma = grandfather : grandmother -> ['grandmother', 'father', 'aunt', 'mother', 'great-grandmother']
grandson : granddaughter = groom : bride -> ['bridegroom', 'grooms', 'bridesmaid', 'bride', 'housemaid']
grandson : granddaughter = he : she -> ['she', 'who', 'they', 'kagenobu', 'marji']
grandson : granddaughter = his : her -> ['their', 'my', 'your', 'its', 'our']
grandson : granddaughter = husband : wife -> ['fiancé', 'fiance', 'boyfriend', 'sister-in-law', 'mother-in-law']
grandson : granddaughter = king : queen -> ['queen', 'princess', 'tsarina', 'tsaritsa', 'monarch']
grandson : granddaughter = man : woman -> ['woman', 'girl', 'divorcee', 'shepherdess', 'englishwoman']
grandson : granddaughter = nephew : niece -> ['niece', 'half-sister', 'stepdaughter', 'great-granddaughter', 'half-brother']
grandson : granddaughter = policeman : policewoman -> ['policewoman', 'patrolman', 'shopkeeper', 'waiter', 'firefighter']
grandson : granddaughter = prince : princess -> ['princess', 'duchess', 'landgravine', 'margravine', 'countess']
grandson : granddaughter = son : daughter -> ['daughter', 'stepdaughter', 'great-granddaughter', 'grandchild', 'niece']
grandson : granddaughter = sons : daughters -> ['daughters', 'granddaughters', 'nieces', 'grandsons', 'grandchildren']
grandson : granddaughter = stepbrother : stepsister -> ['stepsister', 'stepdaughter', 'sister-in-law', 'daughter-in-law', 'fiancee']
grandson : granddaughter = stepfather : stepmother -> ['stepmother', 'sister-in-law', 'grandmother', 'mother-in-law', 'fiance']
grandson : granddaughter = stepson : stepdaughter -> ['stepdaughter', 'sister-in-law', 'daughter-in-law', 'stepsister', 'step-daughter']
grandson : granddaughter = uncle : aunt -> ['aunt', 'grandmother', 'great-uncle', 'great-aunt', 'great-grandmother']
grandson : granddaughter = boy : girl -> ['girl', 'schoolgirl', 'woman', 'waitress', 'teenager']
grandson : granddaughter = brother : sister -> ['sister', 'stepdaughter', 'sister-in-law', 'half-sister', 'stepson']
grandson : granddaughter = brothers : sisters -> ['sisters', 'siblings', 'aunts', 'brothers-in-law', 'stepbrothers']
grandson : granddaughter = dad : mom -> ['mom', 'mum', 'grandma', 'grandmother', 'grandad']
grandson : granddaughter = father : mother -> ['mother', 'grandmother', 'grandfather', 'stepfather', 'mother-in-law']
grandson : granddaughter = grandfather : grandmother -> ['grandmother', 'aunt', 'mother', 'great-grandmother', 'great-aunt']
grandson : granddaughter = grandpa : grandma -> ['grandma', 'grandad', 'auntie', 'granny', 'anya']
groom : bride = he : she -> ['she', 'they', 'who', 'raphael1', 'censei']
groom : bride = his : her -> ['their', 'my', 'your', 'its', 'our']
groom : bride = husband : wife -> ['wife', 'sister-in-law', 'father-in-law', 'fiance', 'daughter-in-law']
groom : bride = king : queen -> ['queen', 'princess', 'kings', 'norodom', 'queene']
groom : bride = man : woman -> ['woman', 'girl', 'drifter', 'gunfighter', 'wanderer']
groom : bride = nephew : niece -> ['niece', 'half-brother', 'half-sister', 'grandson', 'granddaughter']
groom : bride = policeman : policewoman -> ['gunfighter', 'deserter', 'policewoman', 'hoodlum', 'schoolgirl']
groom : bride = prince : princess -> ['princess', 'margravine', 'landgravine', 'electress', 'archduchess']
groom : bride = son : daughter -> ['daughter', 'grandson', 'granddaughter', 'stepson', 'nephew']
groom : bride = sons : daughters -> ['daughters', 'grandsons', 'nephews', 'granddaughters', 'half-brothers']
groom : bride = stepbrother : stepsister -> ['stepsister', 'goddaughter', 'sister-in-law', 'daughter-in-law', 'step-brother']
groom : bride = stepfather : stepmother -> ['stepmother', 'fiancée', 'sister-in-law', 'great-grandmother', 'stepbrother']
groom : bride = stepson : stepdaughter -> ['stepdaughter', 'sister-in-law', 'daughter-in-law', 'stepbrother', 'stepsister']
groom : bride = uncle : aunt -> ['father-in-law', 'aunt', 'great-uncle', 'half-brother', 'brother-in-law']
groom : bride = boy : girl -> ['girl', 'schoolgirl', 'drifter', 'waif', 'gunfighter']
groom : bride = brother : sister -> ['half-brother', 'brother-in-law', 'sister', 'stepson', 'half-sister']
groom : bride = brothers : sisters -> ['sisters', 'siblings', 'sons', 'half-brothers', 'nephews']
groom : bride = dad : mom -> ['mom', 'mommy', 'mum', 'stepsister', 'grandma']
groom : bride = father : mother -> ['father-in-law', 'grandfather', 'mother', 'grandmother', 'wife']
groom : bride = grandfather : grandmother -> ['grandmother', 'father-in-law', 'great-grandfather', 'great-grandmother', 'father']
groom : bride = grandpa : grandma -> ['auntie', 'alfie', 'mommy', 'grandma', 'suzie']
groom : bride = grandson : granddaughter -> ['granddaughter', 'son', 'nephew', 'great-grandson', 'son-in-law']
he : she = his : her -> ['their', 'my', 'your', 'its', 'our']
he : she = husband : wife -> ['boyfriend', 'fiancé', 'fiance', 'fiancee', 'ex-husband']
he : she = king : queen -> ['queen', 'prince', 'emperor', 'monarch', 'archduke']
he : she = man : woman -> ['woman', 'girl', 'loner', 'charmer', 'wench']
he : she = nephew : niece -> ['niece', 'half-brother', 'half-sister', 'grandson', 'great-nephew']
he : she = policeman : policewoman -> ['policewoman', 'patrolman', 'masseuse', 'milkman', 'cabbie']
he : she = prince : princess -> ['princess', 'archduke', 'landgravine', 'margravine', 'duchess']
he : she = son : daughter -> ['daughter', 'grandson', 'granddaughter', 'stepdaughter', 'stepson']
he : she = sons : daughters -> ['daughters', 'grandsons', 'granddaughters', 'nieces', 'stepsons']
he : she = stepbrother : stepsister -> ['stepsister', 'goddaughter', 'fiancee', 'stepdaughter', 'step-sister']
he : she = stepfather : stepmother -> ['stepmother', 'fiance', 'fiancee', 'step-father', 'fiancé']
he : she = stepson : stepdaughter -> ['stepdaughter', 'stepbrother', 'daughter-in-law', 'stepsister', 'fiancee']
he : she = uncle : aunt -> ['aunt', 'grandfather', 'great-uncle', 'brother-in-law', 'grandmother']
he : she = boy : girl -> ['girl', 'schoolgirl', 'wench', 'teenager', 'drifter']
he : she = brother : sister -> ['sister', 'stepson', 'half-brother', 'brother-in-law', 'stepbrother']
he : she = brothers : sisters -> ['sisters', 'siblings', 'brothers-in-law', 'half-brothers', 'stepbrothers']
he : she = dad : mom -> ['mom', 'mum', 'grandma', 'grandpa', 'mommy']
he : she = father : mother -> ['mother', 'grandfather', 'grandmother', 'stepfather', 'father-in-law']
he : she = grandfather : grandmother -> ['grandmother', 'father', 'aunt', 'great-aunt', 'mother']
he : she = grandpa : grandma -> ['grandma', 'queenie', 'suzie', 'margie', 'suzy']
he : she = grandson : granddaughter -> ['granddaughter', 'nephew', 'son', 'great-grandson', 'great-granddaughter']
he : she = groom : bride -> ['bridegroom', 'bride', 'grooms', 'bridesmaid', 'spook']
his : her = husband : wife -> ['fiancé', 'fiance', 'boyfriend', 'ex-husband', 'fiancee']
his : her = king : queen -> ['him', 'queen', 'landgrave', 'pharaoh', 'emperor']
his : her = man : woman -> ['woman', 'shepherdess', 'girl', 'scarecrow', 'seductress']
his : her = nephew : niece -> ['niece', 'half-brother', 'half-sister', 'grandson', 'stepson']
his : her = policeman : policewoman -> ['policewoman', 'policemen', 'patrolman', 'bartender', 'shopkeeper']
his : her = prince : princess -> ['princess', 'archduke', 'duke', 'landgrave', 'duchess']
his : her = son : daughter -> ['daughter', 'grandson', 'granddaughter', 'stepson', 'niece']
his : her = sons : daughters -> ['daughters', 'nephews', 'grandsons', 'nieces', 'granddaughters']
his : her = stepbrother : stepsister -> ['stepdaughter', 'stepsister', 'stepson', 'sister-in-law', 'fiance']
his : her = stepfather : stepmother -> ['stepmother', 'ex-husband', 'fiance', 'fiancé', 'sister-in-law']
his : her = stepson : stepdaughter -> ['stepdaughter', 'sister-in-law', 'stepbrother', 'daughter-in-law', 'half-sister']
his : her = uncle : aunt -> ['half-brother', 'aunt', 'nephew', 'brother-in-law', 'ex-husband']
his : her = boy : girl -> ['girl', 'schoolgirl', 'wench', 'lad', 'shepherdess']
his : her = brother : sister -> ['half-brother', 'stepson', 'sister', 'brother-in-law', 'nephew']
his : her = brothers : sisters -> ['sisters', 'siblings', 'nephews', 'half-brothers', 'sons']
his : her = dad : mom -> ['mom', 'mum', 'pinga', 'sunaina', 'grandpa']
his : her = father : mother -> ['mother', 'grandfather', 'stepfather', 'grandmother', 'father-in-law']
his : her = grandfather : grandmother -> ['grandmother', 'uncle', 'great-grandfather', 'stepfather', 'father-in-law']
his : her = grandpa : grandma -> ['janine', 'anya', 'grandma', 'lexi', 'franky']
his : her = grandson : granddaughter -> ['granddaughter', 'nephew', 'son', 'son-in-law', 'niece']
his : her = groom : bride -> ['bridegroom', 'fidget', 'sunaina', 'cosette', 'grooms']
his : her = he : she -> ['she', 'it', 'him', 'who', 'you']
husband : wife = king : queen -> ['queen', 'princess', 'landgravine', 'kings', 'electress']
husband : wife = man : woman -> ['woman', 'girl', 'shepherdess', 'wench', 'woodsman']
husband : wife = nephew : niece -> ['niece', 'granddaughter', 'great-nephew', 'great-grandson', 'grandson']
husband : wife = policeman : policewoman -> ['policewoman', 'patrolman', 'policemen', 'militiaman', 'lawman']
husband : wife = prince : princess -> ['princess', 'duchess', 'landgravine', 'electress', 'margravine']
husband : wife = son : daughter -> ['daughter', 'granddaughter', 'grandson', 'widow', 'great-granddaughter']
husband : wife = sons : daughters -> ['daughters', 'grandsons', 'nephews', 'granddaughters', 'daughter']
husband : wife = stepbrother : stepsister -> ['fiancée', 'stepdaughter', 'fiancee', 'sister-in-law', 'step-daughter']
husband : wife = stepfather : stepmother -> ['fiancée', 'sister-in-law', 'stepmother', 'fiancee', 'ex-wife']
husband : wife = stepson : stepdaughter -> ['stepdaughter', 'sister-in-law', 'fiancée', 'daughter-in-law', 'daughter']
husband : wife = uncle : aunt -> ['aunt', 'great-uncle', 'great-grandfather', 'ex-wife', 'father-in-law']
husband : wife = boy : girl -> ['girl', 'schoolgirl', 'wench', 'lad', 'drifter']
husband : wife = brother : sister -> ['sister', 'brother-in-law', 'stepdaughter', 'daughter', 'sister-in-law']
husband : wife = brothers : sisters -> ['sisters', 'siblings', 'half-brothers', 'nephews', 'sons-in-law']
husband : wife = dad : mom -> ['mom', 'girlfriend', 'fiancee', 'grandma', 'fiancée']
husband : wife = father : mother -> ['mother', 'grandfather', 'grandmother', 'father-in-law', 'fiancée']
husband : wife = grandfather : grandmother -> ['grandmother', 'great-grandfather', 'great-grandmother', 'great-uncle', 'great-aunt']
husband : wife = grandpa : grandma -> ['auntie', 'grandma', 'granny', 'grandad', 'sharona']
husband : wife = grandson : granddaughter -> ['granddaughter', 'daughter', 'great-grandson', 'son', 'great-granddaughter']
husband : wife = groom : bride -> ['bride', 'bride-to-be', 'grooms', 'bridegroom', 'widow']
husband : wife = he : she -> ['she', 'they', 'who', 'handschriftenliste', 'commenti']
husband : wife = his : her -> ['their', 'your', 'my', 'its', 'our']
king : queen = man : woman -> ['woman', 'girl', 'seductress', 'tomboy', 'wench']
king : queen = nephew : niece -> ['niece', 'half-sister', 'granddaughter', 'half-brother', 'stepdaughter']
king : queen = policeman : policewoman -> ['policewoman', 'patrolman', 'stewardess', 'firefighter', 'seductress']
king : queen = prince : princess -> ['princess', 'duchess', 'empress', 'margravine', 'archduchess']
king : queen = son : daughter -> ['daughter', 'granddaughter', 'niece', 'stepdaughter', 'great-granddaughter']
king : queen = sons : daughters -> ['daughters', 'granddaughters', 'nieces', 'sisters', 'stepdaughters']
king : queen = stepbrother : stepsister -> ['stepsister', 'great-aunt', 'daughter-in-law', 'stepdaughter', 'goddaughter']
king : queen = stepfather : stepmother -> ['stepmother', 'grandmother', 'mother-in-law', 'godmother', 'great-aunt']
king : queen = stepson : stepdaughter -> ['stepdaughter', 'daughter-in-law', 'sister-in-law', 'granddaughter', 'stepsister']
king : queen = uncle : aunt -> ['aunt', 'grandmother', 'grandfather', 'great-aunt', 'great-grandmother']
king : queen = boy : girl -> ['girl', 'schoolgirl', 'wench', 'tomboy', 'woman']
king : queen = brother : sister -> ['sister', 'half-sister', 'stepdaughter', 'sister-in-law', 'half-brother']
king : queen = brothers : sisters -> ['sisters', 'siblings', 'stepsisters', 'stepbrothers', 'aunts']
king : queen = dad : mom -> ['mom', 'mum', 'grandmother', 'grandma', 'mother-in-law']
king : queen = father : mother -> ['mother', 'grandmother', 'grandfather', 'stepfather', 'mother-in-law']
king : queen = grandfather : grandmother -> ['grandmother', 'aunt', 'mother', 'great-grandmother', 'great-aunt']
king : queen = grandpa : grandma -> ['grandma', 'auntie', 'granny', 'mommy', 'queenie']
