albania : albanian = argentina : argentinean -> ['ecuadorian', 'luxembourgish', 'algerian', 'slovakian', 'slovenian']
argentina : argentinean = belarus : belorussian -> ['belizean', 'malian', 'malawian', 'polish-born', 'swiss-german']
argentina : argentinean = brazil : brazilian -> ['belizean', 'mexican-born', 'aruban', 'turkish-german', 'malawian']
argentina : argentinean = bulgaria : bulgarian -> ['malian', 'polish-born', 'malawian', 'luxembourgian', 'spanish-born']
argentina : argentinean = cambodia : cambodian -> ['belizean', 'mozambican', 'malian', 'malawian', 'austrian-german']
argentina : argentinean = chile : chilean -> ['malawian', 'belizean', 'mozambican', 'malian', 'ecuadorean']
argentina : argentinean = china : chinese -> ['belizean', 'majorcan', 'malawian', 'aruban', 'austrian-german']
argentina : argentinean = colombia : colombian -> ['malawian', 'belizean', 'ecuadorean', 'aruban', 'mozambican']
argentina : argentinean = croatia : croatian -> ['belizean', 'aruban', 'malian', 'swiss-german', 'malawian']
argentina : argentinean = denmark : danish -> ['polish-born', 'austrian-born', 'russian-born', 'swedish-born', 'indian-born']
argentina : argentinean = egypt : egyptian -> ['polish-born', 'incan', 'malian', 'spanish-born', 'swedish-born']
argentina : argentinean = england : english -> ['zealand-born', 'polish-born', 'african-born', 'scottish-born', 'majorcan']
argentina : argentinean = france : french -> ['italian-born', 'welsh-born', 'austrian-born', 'swiss-born', 'russian-born']
argentina : argentinean = germany : german -> ['austrian-born', 'russian-born', 'polish-born', 'swedish-born', 'hungarian-born']
argentina : argentinean = greece : greek -> ['polish-born', 'russian-born', 'austrian-born', 'hungarian-born', 'romanian-born']
argentina : argentinean = iceland : icelandic -> ['belizean', 'majorcan', 'malawian', 'bahamian', 'polish-born']
argentina : argentinean = india : indian -> ['austrian-german', 'majorcan', 'austrian-born', 'polish-born', 'indian-born']
argentina : argentinean = ireland : irish -> ['zealand-born', 'polish-born', 'welsh-born', 'austrian-german', 'austrian-born']
argentina : argentinean = israel : israeli -> ['hungarian-born', 'austrian-born', 'russian-born', 'polish-born', 'austrian-german']
argentina : argentinean = italy : italian -> ['austrian-born', 'swedish-born', 'polish-born', 'spanish-born', 'russian-born']
argentina : argentinean = japan : japanese -> ['austrian-german', 'austrian-born', 'polish-born', 'swedish-born', 'turkish-german']
argentina : argentinean = korea : korean -> ['austrian-german', 'aruban', 'turkish-german', 'belizean', 'swedish-born']
argentina : argentinean = macedonia : macedonian -> ['herzegovinian', 'swiss-german', 'nauruan', 'kashubian', 'malawian']
argentina : argentinean = malta : maltese -> ['aruban', 'majorcan', 'guadeloupean', 'malawian', 'andorran']
argentina : argentinean = mexico : mexican -> ['belizean', 'aruban', 'malawian', 'austrian-german', 'polish-born']
argentina : argentinean = moldova : moldovan -> ['aruban', 'malawian', 'belizean', 'nauruan', 'polish-born']
argentina : argentinean = netherlands : dutch -> ['swedish-born', 'austrian-german', 'vincentian', 'polish-born', 'russian-born']
argentina : argentinean = norway : norwegian -> ['polish-born', 'swedish-born', 'austrian-born', 'swiss-born', 'majorcan']
argentina : argentinean = peru : peruvian -> ['belizean', 'majorcan', 'ecuadorean', 'malawian', 'aruban']
argentina : argentinean = poland : polish -> ['polish-born', 'swedish-born', 'austrian-born', 'romanian-born', 'danish-born']
argentina : argentinean = portugal : portuguese -> ['swedish-born', 'italian-born', 'turkish-german', 'malawian', 'polish-born']
argentina : argentinean = russia : russian -> ['polish-born', 'russian-born', 'austrian-born', 'swedish-born', 'spanish-born']
argentina : argentinean = slovakia : slovakian -> ['malawian', 'polish-born', 'swedish-born', 'luxembourgian', 'equatoguinean']
argentina : argentinean = spain : spanish -> ['austrian-born', 'polish-born', 'mexican-born', 'swedish-born', 'majorcan']
argentina : argentinean = sweden : swedish -> ['polish-born', 'russian-born', 'austrian-born', 'swiss-born', 'swedish-born']
argentina : argentinean = switzerland : swiss -> ['polish-born', 'russian-born', 'swiss-german', 'swedish-born', 'swiss-born']
argentina : argentinean = thailand : thai -> ['belizean', 'malawian', 'polish-born', 'turkish-german', 'swedish-born']
argentina : argentinean = ukraine : ukrainian -> ['polish-born', 'malawian', 'swedish-born', 'malian', 'spanish-born']
australia : australian = austria : austrian -> ['austrian', 'rumanian', 'czechoslovakian', 'yugoslavian', 'luxembourgian']
australia : australian = belarus : belorussian -> ['zambian', 'tunisian', 'yugoslavian', 'estonian', 'malaysian']
australia : australian = brazil : brazilian -> ['argentinian', 'malaysian', 'peruvian', 'colombian', 'mauritian']
australia : australian = bulgaria : bulgarian -> ['yugoslavian', 'ukrainian', 'argentinian', 'estonian', 'zambian']
australia : australian = cambodia : cambodian -> ['malaysian', 'cambodian', 'yugoslavian', 'somalian', 'nigerian']
australia : australian = chile : chilean -> ['peruvian', 'ecuadorian', 'colombian', 'argentinian', 'panamanian']
australia : australian = china : chinese -> ['malaysian', 'nigerian', 'cambodian', 'panamanian', 'barbadian']
australia : australian = colombia : colombian -> ['ecuadorian', 'peruvian', 'panamanian', 'argentinian', 'bolivian']
australia : australian = croatia : croatian -> ['zambian', 'malaysian', 'barbadian', 'yugoslavian', 'latvian']
australia : australian = denmark : danish -> ['bahamian', 'barbadian', 'malaysian', 'bermudian', 'argentinian']
australia : australian = egypt : egyptian -> ['egyptian', 'nigerian', 'cambodian', 'iranian', 'tunisian']
australia : australian = england : english -> ['american', 'barbadian', 'jamaican', 'bermudian', 'bahamian']
australia : australian = france : french -> ['argentinian', 'panamanian', 'british-trained', 'belgian', 'bahamian']
australia : australian = germany : german -> ['cable-braced', 'estonian', 'german', 'canadian', 'argentinian']
australia : australian = greece : greek -> ['malaysian', 'bahamian', 'estonian', 'barbadian', 'ghanaian']
australia : australian = iceland : icelandic -> ['bahamian', 'malaysian', 'nigerian', 'barbadian', 'zambian']
australia : australian = india : indian -> ['malaysian', 'indian', 'nigerian', 'zambian', 'barbadian']
australia : australian = ireland : irish -> ['barbadian', 'irish', 'bahamian', 'zambian', 'bermudian']
australia : australian = israel : israeli -> ['israeli', 'nigerian', 'malaysian', 'canadian', 'argentinian']
australia : australian = italy : italian -> ['argentinian', 'barbadian', 'cable-braced', 'panamanian', 'czechoslovakian']
australia : australian = japan : japanese -> ['canadian', 'malaysian', 'nigerian', 'norwegian', 'panamanian']
australia : australian = korea : korean -> ['malaysian', 'nigerian', 'korean', 'argentinian', 'panamanian']
australia : australian = macedonia : macedonian -> ['fijian', 'zambian', 'estonian', 'nigerian', 'macedonian']
australia : australian = malta : maltese -> ['nigerian', 'malaysian', 'bahamian', 'zambian', 'comorian']
australia : australian = mexico : mexican -> ['panamanian', 'peruvian', 'bahamian', 'ecuadorian', 'argentinian']
australia : australian = moldova : moldovan -> ['nigerian', 'zambian', 'malaysian', 'senegalese', 'cameroonian']
australia : australian = netherlands : dutch -> ['bahamian', 'argentinian', 'yugoslavian', 'ecuadorian', 'malaysian']
australia : australian = norway : norwegian -> ['malaysian', 'bahamian', 'zambian', 'canadian', 'nigerian']
australia : australian = peru : peruvian -> ['peruvian', 'nigerian', 'ecuadorian', 'panamanian', 'argentinian']
australia : australian = poland : polish -> ['zambian', 'nigerian', 'mauritian', 'yugoslavian', 'cuban-american']
australia : australian = portugal : portuguese -> ['argentinian', 'ecuadorian', 'panamanian', 'czechoslovakian', 'zambian']
australia : australian = russia : russian -> ['malaysian', 'argentinian', 'nigerian', 'yugoslavian', 'jordanian']
australia : australian = slovakia : slovakian -> ['zambian', 'mauritian', 'luxembourgian', 'panamanian', 'malaysian']
australia : australian = spain : spanish -> ['argentinian', 'bahamian', 'nigerian', 'british-american', 'panamanian']
australia : australian = sweden : swedish -> ['malaysian', 'swedish', 'nigerian', 'barbadian', 'estonian']
australia : australian = switzerland : swiss -> ['barbadian', 'bahamian', 'panamanian', 'malaysian', 'zambian']
australia : australian = thailand : thai -> ['malaysian', 'nigerian', 'singaporean', 'panamanian', 'ghanaian']
australia : australian = ukraine : ukrainian -> ['nigerian', 'zambian', 'senegalese', 'yugoslavian', 'ukrainian']
australia : australian = albania : albanian -> ['malaysian', 'estonian', 'argentinian', 'albanian', 'zambian']
austria : austrian = belarus : belorussian -> ['yugoslavian', 'czechoslovakian', 'latvian', 'slovakian', 'algerian']
austria : austrian = brazil : brazilian -> ['argentinian', 'peruvian', 'colombian', 'czechoslovakian', 'yugoslavian']
austria : austrian = bulgaria : bulgarian -> ['yugoslavian', 'czechoslovakian', 'lithuanian', 'bulgarian', 'hungarian']
austria : austrian = cambodia : cambodian -> ['yugoslavian', 'cambodian', 'algerian', 'czechoslovakian', 'laotian']
austria : austrian = chile : chilean -> ['peruvian', 'colombian', 'ecuadorian', 'argentinian', 'panamanian']
austria : austrian = china : chinese -> ['cambodian', 'ethiopian', 'panamanian', 'argentinian', 'nigerian']
austria : austrian = colombia : colombian -> ['peruvian', 'ecuadorian', 'argentinian', 'bolivian', 'panamanian']
austria : austrian = croatia : croatian -> ['yugoslavian', 'hungarian', 'lithuanian', 'latvian', 'czechoslovakian']
austria : austrian = denmark : danish -> ['swedish', 'danish', 'czechoslovakian', 'hungarian', 'luxembourgian']
austria : austrian = egypt : egyptian -> ['ethiopian', 'tunisian', 'yugoslavian', 'egyptian', 'cambodian']
austria : austrian = england : english -> ['swedish', 'argentinian', 'scottish-born', 'czechoslovakian', 'austrian-german']
austria : austrian = france : french -> ['belgian', 'argentinian', 'yugoslavian', 'czechoslovakian', 'luxembourgian']
austria : austrian = germany : german -> ['german', 'yugoslavian', 'czechoslovakian', 'estonian', 'hungarian']
austria : austrian = greece : greek -> ['estonian', 'slovakian', 'luxembourgian', 'latvian', 'yugoslavian']
austria : austrian = iceland : icelandic -> ['czechoslovakian', 'slovakian', 'estonian', 'panamanian', 'bahamian']
austria : austrian = india : indian -> ['panamanian', 'malaysian', 'tanzanian', 'singaporean', 'maldivian']
austria : austrian = ireland : irish -> ['swedish', 'scottish', 'luxembourgian', 'irish', 'barbadian']
austria : austrian = israel : israeli -> ['israeli', 'argentinian', 'lithuanian', 'nigerian', 'romanian']
austria : austrian = italy : italian -> ['czechoslovakian', 'argentinian', 'yugoslavian', 'italian', 'luxembourgian']
austria : austrian = japan : japanese -> ['yugoslavian', 'czechoslovakian', 'indonesian', 'panamanian', 'luxembourgian']
austria : austrian = korea : korean -> ['yugoslavian', 'czechoslovakian', 'argentinian', 'estonian', 'malaysian']
austria : austrian = macedonia : macedonian -> ['macedonian', 'estonian', 'slovakian', 'bosnian', 'abkhazian']
austria : austrian = malta : maltese -> ['czechoslovakian', 'yugoslavian', 'nigerian', 'argentinian', 'algerian']
austria : austrian = mexico : mexican -> ['peruvian', 'panamanian', 'argentinian', 'ecuadorian', 'colombian']
austria : austrian = moldova : moldovan -> ['slovenian', 'luxembourgian', 'tunisian', 'estonian', 'czechoslovakian']
austria : austrian = netherlands : dutch -> ['yugoslavian', 'czechoslovakian', 'argentinian', 'swedish', 'luxembourgian']
austria : austrian = norway : norwegian -> ['hungarian', 'czechoslovakian', 'swedish', 'yugoslavian', 'luxembourgian']
austria : austrian = peru : peruvian -> ['peruvian', 'ecuadorian', 'algerian', 'argentinian', 'panamanian']
austria : austrian = poland : polish -> ['yugoslavian', 'hungarian', 'belgian', 'luxembourgian', 'romanian']
austria : austrian = portugal : portuguese -> ['argentinian', 'czechoslovakian', 'luxembourgian', 'belgian', 'yugoslavian']
austria : austrian = russia : russian -> ['russian', 'serbian', 'yugoslavian', 'hungarian', 'czechoslovakian']
austria : austrian = slovakia : slovakian -> ['slovakian', 'yugoslavian', 'czechoslovakian', 'luxembourgian', 'slovenian']
austria : austrian = spain : spanish -> ['argentinian', 'algerian', 'czechoslovakian', 'yugoslavian', 'luxembourgian']
austria : austrian = sweden : swedish -> ['swedish', 'hungarian', 'czechoslovakian', 'danish', 'luxembourgian']
austria : austrian = switzerland : swiss -> ['swedish', 'hungarian', 'slovakian', 'czechoslovakian', 'swiss']
austria : austrian = thailand : thai -> ['malaysian', 'yugoslavian', 'panamanian', 'singaporean', 'argentinian']
austria : austrian = ukraine : ukrainian -> ['yugoslavian', 'slovakian', 'estonian', 'tunisian', 'czechoslovakian']
austria : austrian = albania : albanian -> ['yugoslavian', 'estonian', 'lithuanian', 'czechoslovakian', 'latvian']
austria : austrian = argentina : argentinean -> ['argentinian', 'peruvian', 'ecuadorian', 'colombian', 'czechoslovakian']
belarus : belorussian = brazil : brazilian -> ['belarussian', 'karelo-finnish', 'anglo-scottish', 'byelorussian', 'slavonian']
belarus : belorussian = bulgaria : bulgarian -> ['belarussian', 'byelorussian', 'wallachian', 'austrian-hungarian', 'anglo-egyptian']
belarus : belorussian = cambodia : cambodian -> ['laotian', 'anglo-egyptian', 'cambodian', 'somalian', 'abkhazian']
belarus : belorussian = chile : chilean -> ['anglo-scottish', 'anglo-egyptian', 'slavonian', 'canarian', 'swedish-norwegian']
belarus : belorussian = china : chinese -> ['cambodian', 'anglo-egyptian', 'austrian-hungarian', 'apulian', 'scanian']
belarus : belorussian = colombia : colombian -> ['anglo-scottish', 'swedish-norwegian', 'bolivian', 'anglo-egyptian', 'somalian']
belarus : belorussian = croatia : croatian -> ['byelorussian', 'belarussian', 'karelo-finnish', 'anglo-egyptian', 'communist-led']
belarus : belorussian = denmark : danish -> ['karelo-finnish', 'austrian-hungarian', 'belarussian', 'wallachian', 'anglo-egyptian']
belarus : belorussian = egypt : egyptian -> ['wallachian', 'cambodian', 'parthian', 'laotian', 'abkhazian']
belarus : belorussian = england : english -> ['calabrian', 'jutish', 'antiochian', 'premonstratensian', 'cumbrian']
belarus : belorussian = france : french -> ['austrian-hungarian', 'wallachian', 'anglo-egyptian', 'swedish-norwegian', 'anglo-scottish']
belarus : belorussian = germany : german -> ['austrian-hungarian', 'anglo-portuguese', 'anglo-canadian', 'danish-norwegian', 'wallachian']
belarus : belorussian = greece : greek -> ['belarussian', 'karelo-finnish', 'byelorussian', 'wallachian', 'austrian-hungarian']
belarus : belorussian = iceland : icelandic -> ['abkhazian', 'anglo-egyptian', 'anglo-scottish', 'apulian', 'danubian']
belarus : belorussian = india : indian -> ['anglo-egyptian', 'transcaucasian', 'austrian-hungarian', 'tehrik-i-taliban', 'byelorussian']
belarus : belorussian = ireland : irish -> ['swedish-norwegian', 'danish-norwegian', 'the-then', 'herzegovinian', 'austrian-hungarian']
belarus : belorussian = israel : israeli -> ['abkhazian', 'cambodian', 'american-led', 'states-led', 'chadian']
belarus : belorussian = italy : italian -> ['anglo-egyptian', 'austrian-hungarian', 'anglo-scottish', 'calabrian', 'belarussian']
belarus : belorussian = japan : japanese -> ['anglo-portuguese', 'anglo-egyptian', 'austrian-hungarian', 'american-led', 'franco-italian']
belarus : belorussian = korea : korean -> ['anglo-egyptian', 'anglo-portuguese', 'swedish-norwegian', 'ossetian', 'cambodian']
belarus : belorussian = macedonia : macedonian -> ['byelorussian', 'belarussian', 'ossetian', 'abkhazian', 'wallachian']
belarus : belorussian = malta : maltese -> ['batavian', 'anglo-portuguese', 'swedish-norwegian', 'cumbrian', 'eritrean']
belarus : belorussian = mexico : mexican -> ['cumbrian', 'slavonian', 'anglo-egyptian', 'newly-formed', 'transcaucasian']
belarus : belorussian = moldova : moldovan -> ['byelorussian', 'belarussian', 'transcaucasian', 'karelo-finnish', 'mauritanian']
belarus : belorussian = netherlands : dutch -> ['austrian-hungarian', 'batavian', 'navarrese', 'anglo-portuguese', 'rumanian']
belarus : belorussian = norway : norwegian -> ['austrian-hungarian', 'anglo-egyptian', 'swedish-norwegian', 'brandenburgian', 'anglo-portuguese']
belarus : belorussian = peru : peruvian -> ['karelo-finnish', 'anglo-scottish', 'transcaucasian', 'slavonian', 'indochinese']
belarus : belorussian = poland : polish -> ['austrian-hungarian', 'anglo-egyptian', 'wallachian', 'danish-norwegian', 'anglo-canadian']
belarus : belorussian = portugal : portuguese -> ['anglo-scottish', 'karelo-finnish', 'dano-norwegian', 'swedish-norwegian', 'wallachian']
belarus : belorussian = russia : russian -> ['austrian-hungarian', 'brandenburgian', 'wallachian', 'transcaucasian', 'anglo-portuguese']
belarus : belorussian = slovakia : slovakian -> ['belarussian', 'byelorussian', 'transcaucasian', 'karelo-finnish', 'bessarabian']
belarus : belorussian = spain : spanish -> ['anglo-egyptian', 'austrian-hungarian', 'pre-world', 'pre-revolutionary', 'post-civil']
belarus : belorussian = sweden : swedish -> ['austrian-hungarian', 'belarussian', 'dano-norwegian', 'wallachian', 'karelo-finnish']
belarus : belorussian = switzerland : swiss -> ['austrian-hungarian', 'newly-founded', 'belarussian', 'rumanian', 'slavonian']
belarus : belorussian = thailand : thai -> ['somalian', 'cambodian', 'laotian', 'anglo-scottish', 'karelo-finnish']
belarus : belorussian = ukraine : ukrainian -> ['transcaucasian', 'austrian-hungarian', 'byelorussian', 'belarussian', 'abkhazian']
belarus : belorussian = albania : albanian -> ['byelorussian', 'belarussian', 'karelo-finnish', 'cambodian', 'abkhazian']
belarus : belorussian = argentina : argentinean -> ['anglo-egyptian', 'anglo-scottish', 'austrian-hungarian', 'swedish-norwegian', 'karelo-finnish']
belarus : belorussian = australia : australian -> ['swedish-norwegian', 'newly-founded', 'anglo-egyptian', 'newly-established', 'german-italian']
brazil : brazilian = bulgaria : bulgarian -> ['belgian', 'latvian', 'austrian', 'yugoslavian', 'argentinian']
brazil : brazilian = cambodia : cambodian -> ['colombian', 'cambodian', 'laotian', 'peruvian', 'panamanian']
brazil : brazilian = chile : chilean -> ['colombian', 'peruvian', 'panamanian', 'ecuadorian', 'argentinian']
brazil : brazilian = china : chinese -> ['cambodian', 'panamanian', 'nigerian', 'peruvian', 'colombian']
brazil : brazilian = colombia : colombian -> ['colombian', 'peruvian', 'ecuadorian', 'panamanian', 'argentinian']
brazil : brazilian = croatia : croatian -> ['latvian', 'belgian', 'austrian', 'zambian', 'yugoslavian']
brazil : brazilian = denmark : danish -> ['belgian', 'austrian', 'argentinian', 'latvian', 'luxembourgian']
brazil : brazilian = egypt : egyptian -> ['syrian', 'peruvian', 'ethiopian', 'cambodian', 'french-canadian']
brazil : brazilian = england : english -> ['belgian', 'norwegian-american', 'scottish-american', 'australian', 'argentinian']
brazil : brazilian = france : french -> ['belgian', 'colombian', 'argentinian', 'panamanian', 'french-canadian']
brazil : brazilian = germany : german -> ['belgian', 'austrian', 'french-canadian', 'german', 'argentinian']
brazil : brazilian = greece : greek -> ['latvian', 'french-canadian', 'non-european', 'non-british', 'non-japanese']
brazil : brazilian = iceland : icelandic -> ['belgian', 'peruvian', 'panamanian', 'nigerian', 'colombian']
brazil : brazilian = india : indian -> ['panamanian', 'colombian', 'nigerian', 'peruvian', 'belgian']
brazil : brazilian = ireland : irish -> ['barbadian', 'belgian', 'australian', 'non-british', 'zambian']
brazil : brazilian = israel : israeli -> ['belgian', 'nigerian', 'syrian', 'israeli', 'colombian']
brazil : brazilian = italy : italian -> ['belgian', 'italian', 'argentinian', 'french-canadian', 'peruvian']
brazil : brazilian = japan : japanese -> ['belgian', 'canadian', 'panamanian', 'colombian', 'peruvian']
brazil : brazilian = korea : korean -> ['peruvian', 'panamanian', 'nigerian', 'colombian', 'belgian']
brazil : brazilian = macedonia : macedonian -> ['latvian', 'syrian', 'anglo-indian', 'french-canadian', 'hispanic-american']
brazil : brazilian = malta : maltese -> ['nigerian', 'belgian', 'peruvian', 'argentinian', 'panamanian']
brazil : brazilian = mexico : mexican -> ['colombian', 'peruvian', 'panamanian', 'belgian', 'argentinian']
brazil : brazilian = moldova : moldovan -> ['nigerian', 'latvian', 'panamanian', 'peruvian', 'belgian']
brazil : brazilian = netherlands : dutch -> ['belgian', 'argentinian', 'colombian', 'panamanian', 'hispanic-american']
brazil : brazilian = norway : norwegian -> ['belgian', 'austrian', 'panamanian', 'colombian', 'argentinian']
brazil : brazilian = peru : peruvian -> ['peruvian', 'colombian', 'ecuadorian', 'nigerian', 'panamanian']
brazil : brazilian = poland : polish -> ['belgian', 'austrian', 'french-canadian', 'chinese-canadian', 'scottish-american']
brazil : brazilian = portugal : portuguese -> ['belgian', 'colombian', 'argentinian', 'peruvian', 'french-canadian']
brazil : brazilian = russia : russian -> ['belgian', 'austrian', 'french-canadian', 'syrian', 'argentinian']
brazil : brazilian = slovakia : slovakian -> ['belgian', 'latvian', 'panamanian', 'zambian', 'austrian']
brazil : brazilian = spain : spanish -> ['colombian', 'belgian', 'argentinian', 'peruvian', 'panamanian']
brazil : brazilian = sweden : swedish -> ['belgian', 'austrian', 'latvian', 'panamanian', 'french-canadian']
brazil : brazilian = switzerland : swiss -> ['belgian', 'french-canadian', 'austrian', 'latvian', 'panamanian']
brazil : brazilian = thailand : thai -> ['panamanian', 'peruvian', 'colombian', 'nigerian', 'malaysian']
brazil : brazilian = ukraine : ukrainian -> ['latvian', 'nigerian', 'panamanian', 'hispanic-american', 'austrian']
brazil : brazilian = albania : albanian -> ['belgian', 'latvian', 'argentinian', 'french-canadian', 'austrian']
brazil : brazilian = argentina : argentinean -> ['colombian', 'argentinian', 'belgian', 'peruvian', 'ecuadorian']
brazil : brazilian = australia : australian -> ['australian', 'belgian', 'canadian', 'colombian', 'peruvian']
brazil : brazilian = austria : austrian -> ['belgian', 'austrian', 'french-canadian', 'austrian-hungarian', 'rumanian']
bulgaria : bulgarian = cambodia : cambodian -> ['hungarian', 'indonesian', 'cambodian', 'romanian', 'belarusian']
bulgaria : bulgarian = chile : chilean -> ['ecuadorian', 'peruvian', 'tunisian', 'colombian', 'panamanian']
bulgaria : bulgarian = china : chinese -> ['cambodian', 'hungarian', 'romanian', 'mongolian', 'indonesian']
bulgaria : bulgarian = colombia : colombian -> ['ecuadorian', 'tunisian', 'bolivian', 'indonesian', 'peruvian']
bulgaria : bulgarian = croatia : croatian -> ['hungarian', 'romanian', 'lithuanian', 'croatian', 'albanian']
bulgaria : bulgarian = denmark : danish -> ['hungarian', 'romanian', 'danish', 'swedish', 'slovakian']
bulgaria : bulgarian = egypt : egyptian -> ['romanian', 'hungarian', 'lithuanian', 'albanian', 'slovakian']
bulgaria : bulgarian = england : english -> ['hungarian', 'romanian', 'majorcan', 'swedish', 'slovakian']
bulgaria : bulgarian = france : french -> ['romanian', 'hungarian', 'slovakian', 'sicilian', 'czechoslovakian']
bulgaria : bulgarian = germany : german -> ['romanian', 'hungarian', 'german', 'polish', 'estonian']
bulgaria : bulgarian = greece : greek -> ['romanian', 'hungarian', 'estonian', 'slovakian', 'albanian']
bulgaria : bulgarian = iceland : icelandic -> ['hungarian', 'croatian', 'romanian', 'slovakian', 'faroese']
bulgaria : bulgarian = india : indian -> ['maldivian', 'estonian', 'ghanaian', 'hungarian', 'latvian']
bulgaria : bulgarian = ireland : irish -> ['romanian', 'scottish', 'hungarian', 'swedish', 'faroese']
bulgaria : bulgarian = israel : israeli -> ['romanian', 'lithuanian', 'croatian', 'hungarian', 'slovenian']
bulgaria : bulgarian = italy : italian -> ['romanian', 'hungarian', 'slovakian', 'italian', 'czechoslovakian']
bulgaria : bulgarian = japan : japanese -> ['romanian', 'hungarian', 'indonesian', 'finnish', 'slovenian']
bulgaria : bulgarian = korea : korean -> ['hungarian', 'romanian', 'indonesian', 'estonian', 'korean']
bulgaria : bulgarian = macedonia : macedonian -> ['romanian', 'hungarian', 'macedonian', 'albanian', 'belarusian']
bulgaria : bulgarian = malta : maltese -> ['romanian', 'hungarian', 'czechoslovakian', 'croatian', 'slovakian']
bulgaria : bulgarian = mexico : mexican -> ['mexican', 'romanian', 'sicilian', 'ghanaian', 'peruvian']
bulgaria : bulgarian = moldova : moldovan -> ['belarusian', 'romanian', 'hungarian', 'slovenian', 'lithuanian']
bulgaria : bulgarian = netherlands : dutch -> ['romanian', 'hungarian', 'danish', 'slovakian', 'swedish']
