athens : greece = baghdad : iraq -> ['syria', 'iraq', 'libya', 'afghanistan', 'iran']
bangkok : thailand = cairo : egypt -> ['egypt', 'tunisia', 'syria', 'arabia', 'libya']
bangkok : thailand = canberra : australia -> ['tasmania', 'australia', 'queensland', 'ahisa', 'tonga']
bangkok : thailand = hanoi : vietnam -> ['cambodia', 'laos', 'vietnam', 'taiwan', 'china']
bangkok : thailand = havana : cuba -> ['cuba', 'peru', 'venezuela', 'argentina', 'colombia']
bangkok : thailand = helsinki : finland -> ['finland', 'sweden', 'latvia', 'turku', 'estonia']
bangkok : thailand = islamabad : pakistan -> ['pakistan', 'afghanistan', 'oman', 'tajikistan', 'pakhtunkhwa']
bangkok : thailand = kabul : afghanistan -> ['afghanistan', 'pakistan', 'tajikistan', 'iran', 'helmand']
bangkok : thailand = london : england -> ['cornwall', 'britain', 'ireland', 'scandinavia', 'italy']
bangkok : thailand = madrid : spain -> ['spain', 'extremadura', 'cantabria', 'murcia', 'catalonia']
bangkok : thailand = moscow : russia -> ['russia', 'ukraine', 'kazakhstan', 'belarus', 'finland']
bangkok : thailand = oslo : norway -> ['norway', 'finland', 'sweden', 'trondheim', 'iceland']
bangkok : thailand = ottawa : canada -> ['saskatchewan', 'manitoba', 'ontario', 'mississauga', 'quebec']
bangkok : thailand = paris : france -> ['france', 'belgium', 'italy', 'spain', 'occitania']
bangkok : thailand = rome : italy -> ['italy', 'greece', 'sardinia', 'sicily', 'galatia']
bangkok : thailand = stockholm : sweden -> ['sweden', 'finland', 'norway', 'denmark', 'blekinge']
bangkok : thailand = tehran : iran -> ['iran', 'tajikistan', 'kyrgyzstan', 'afghanistan', 'gilan']
bangkok : thailand = tokyo : japan -> ['japan', 'taiwan', 'hokkaido', 'osaka', 'kanagawa']
bangkok : thailand = athens : greece -> ['greece', 'macedonia', 'boeotia', 'messenia', 'phocis']
bangkok : thailand = baghdad : iraq -> ['iraq', 'afghanistan', 'syria', 'iran', 'libya']
beijing : china = berlin : germany -> ['germany', 'allied-occupied', 'hamburg', 'dresden', 'scandinavia']
beijing : china = bern : switzerland -> ['obwalden', 'aargau', 'basel-country', 'solothurn', 'valais']
beijing : china = cairo : egypt -> ['egypt', 'syria', 'fustat', 'assiut', 'ethiopia']
beijing : china = canberra : australia -> ['tasmania', 'australia', 'queensland', 'whyalla', 'toowoomba']
beijing : china = hanoi : vietnam -> ['vietnam', 'cambodia', 'laos', 'thailand', 'taiwan']
beijing : china = havana : cuba -> ['cuba', 'hispaniola', 'peru', 'nicaragua', 'matanzas']
beijing : china = helsinki : finland -> ['finland', 'turku', 'jakobstad', 'ostrobothnia', 'denmark']
beijing : china = islamabad : pakistan -> ['pakistan', 'balochistan', 'sindh', 'bangladesh', 'india']
beijing : china = kabul : afghanistan -> ['afghanistan', 'pakistan', 'nangarhar', 'khost', 'mazar-i-sharif']
beijing : china = london : england -> ['britain', 'america', 'scandinavia', 'cornwall', 'asia']
beijing : china = madrid : spain -> ['spain', 'extremadura', 'murcia', 'castilla', 'castile-la']
beijing : china = moscow : russia -> ['russia', 'kalmykia', 'buryatia', 'bashkortostan', 'irkutsk']
beijing : china = oslo : norway -> ['norway', 'denmark', 'trondheim', 'iceland', 'stavanger']
beijing : china = ottawa : canada -> ['gananoque', 'canada', 'lloydminster', 'alliston', 'orangeville']
beijing : china = paris : france -> ['france', 'lunville', 'britain', 'menton', 'svres']
beijing : china = rome : italy -> ['italy', 'galatia', 'abyssinia', 'byzantium', 'sicily']
beijing : china = stockholm : sweden -> ['sweden', 'denmark', 'scandinavia', 'norway', 'smland']
beijing : china = tehran : iran -> ['iran', 'mazandaran', 'isfahan', 'kermanshah', 'gilan']
beijing : china = tokyo : japan -> ['japan', 'taiwan', 'kysh', 'korea', 'hokkaid']
beijing : china = athens : greece -> ['greece', 'phocis', 'boeotia', 'crete', 'egypt']
beijing : china = baghdad : iraq -> ['iraq', 'syria', 'iran', 'basra', 'afghanistan']
beijing : china = bangkok : thailand -> ['thailand', 'indonesia', 'cambodia', 'vietnam', 'myanmar']
berlin : germany = bern : switzerland -> ['switzerland', 'obwalden', 'aargau', 'glarus', 'basel-country']
berlin : germany = cairo : egypt -> ['egypt', 'syria', 'morocco', 'ethiopia', 'tunisia']
berlin : germany = canberra : australia -> ['australia', 'tasmania', 'ahisa', 'queensland', 'geraldton']
berlin : germany = hanoi : vietnam -> ['cambodia', 'laos', 'taiwan', 'thailand', 'vietnam']
berlin : germany = havana : cuba -> ['cuba', 'peru', 'argentina', 'spain', 'brazil']
berlin : germany = helsinki : finland -> ['finland', 'sweden', 'latvia', 'estonia', 'denmark']
berlin : germany = islamabad : pakistan -> ['pakistan', 'bangladesh', 'afghanistan', 'srilanka', 'tajikistan']
berlin : germany = kabul : afghanistan -> ['afghanistan', 'pakistan', 'iraq', 'mazar-i-sharif', 'tajikistan']
berlin : germany = london : england -> ['britain', 'denmark', 'italy', 'europe', 'stoke-on-trent']
berlin : germany = madrid : spain -> ['spain', 'portugal', 'murcia', 'extremadura', 'castile-la']
berlin : germany = moscow : russia -> ['russia', 'ukraine', 'finland', 'bulgaria', 'slovakia']
berlin : germany = oslo : norway -> ['norway', 'finland', 'sweden', 'denmark', 'iceland']
berlin : germany = ottawa : canada -> ['canada', 'lloydminster', 'mississauga', 'alliston', 'chatham-kent']
berlin : germany = paris : france -> ['france', 'belgium', 'italy', 'tlvisions', 'spain']
berlin : germany = rome : italy -> ['italy', 'spain', 'france', 'bulgaria', 'sicily']
berlin : germany = stockholm : sweden -> ['sweden', 'norway', 'finland', 'denmark', 'estonia']
berlin : germany = tehran : iran -> ['iran', 'tajikistan', 'afghanistan', 'kermanshah', 'pakistan']
berlin : germany = tokyo : japan -> ['japan', 'hokkaid', 'hokkaido', 'hygo', 'kanagawa']
berlin : germany = athens : greece -> ['greece', 'macedonia', 'italy', 'phocis', 'bulgaria']
berlin : germany = baghdad : iraq -> ['iraq', 'syria', 'afghanistan', 'ethiopia', 'iran']
berlin : germany = bangkok : thailand -> ['thailand', 'cambodia', 'laos', 'indonesia', 'malaysia']
berlin : germany = beijing : china -> ['china', 'taiwan', 'japan', 'russia', 'korea']
bern : switzerland = cairo : egypt -> ['egypt', 'tunisia', 'morocco', 'syria', 'arabia']
bern : switzerland = canberra : australia -> ['australia', 'brisbane', 'tasmania', 'melbourne', 'u19s']
bern : switzerland = hanoi : vietnam -> ['cambodia', 'laos', 'thailand', 'taiwan', 'hong']
bern : switzerland = havana : cuba -> ['cuba', 'argentina', 'uruguay', 'brazil', 'venezuela']
bern : switzerland = helsinki : finland -> ['finland', 'tampere', 'sweden', 'hmeenlinna', 'lappeenranta']
bern : switzerland = islamabad : pakistan -> ['pakistan', 'srilanka', 'karachi', 'bangladesh', 'tajikistan']
bern : switzerland = kabul : afghanistan -> ['afghanistan', 'pakistan', 'tajikistan', 'srilanka', 'mazar-i-sharif']
bern : switzerland = london : england -> ['dublin', 'belgium', 'scandinavia', 'italy', 'manchester']
bern : switzerland = madrid : spain -> ['spain', 'barcelona', 'portugal', 'mallorca', 'italy']
bern : switzerland = moscow : russia -> ['russia', 'ukraine', 'ussr', 'saint-petersburg', 'kazakhstan']
bern : switzerland = oslo : norway -> ['norway', 'sweden', 'finland', 'trondheim', 'troms']
bern : switzerland = ottawa : canada -> ['canada', 'montreal', 'toronto', 'orillia', 'brockville']
bern : switzerland = paris : france -> ['france', 'belgium', 'italy', 'menton', 'aix-en-provence']
bern : switzerland = rome : italy -> ['italy', 'greece', 'france', 'bulgaria', 'umbria']
bern : switzerland = stockholm : sweden -> ['sweden', 'gothenburg', 'finland', 'norway', 'denmark']
bern : switzerland = tehran : iran -> ['iran', 'mashhad', 'tajikistan', 'isfahan', 'turkey']
bern : switzerland = tokyo : japan -> ['japan', 'hong-kong', 'osaka', 'italy', 'nagoya']
bern : switzerland = athens : greece -> ['greece', 'italy', 'maroussi', 'romania', 'hungary']
bern : switzerland = baghdad : iraq -> ['syria', 'iraq', 'afghanistan', 'basra', 'arabia']
bern : switzerland = bangkok : thailand -> ['thailand', 'singapore', 'cambodia', 'phuket', 'nepal']
bern : switzerland = beijing : china -> ['guangzhou', 'china', 'guangdong', 'shanghai', 'tianjin']
bern : switzerland = berlin : germany -> ['germany', 'italy', 'belgium', 'munich', 'austria']
cairo : egypt = canberra : australia -> ['tasmania', 'australia', 'queensland', 'canada', 'ahisa']
cairo : egypt = hanoi : vietnam -> ['cambodia', 'laos', 'vietnam', 'annam', 'china']
cairo : egypt = havana : cuba -> ['cuba', 'hispaniola', 'peru', 'nicaragua', 'guatemala']
cairo : egypt = helsinki : finland -> ['finland', 'sweden', 'estonia', 'denmark', 'turku']
cairo : egypt = islamabad : pakistan -> ['pakistan', 'sindh', 'afghanistan', 'pakhtunkhwa', 'balochistan']
cairo : egypt = kabul : afghanistan -> ['afghanistan', 'syria', 'transoxiana', 'libya', 'khurasan']
cairo : egypt = london : england -> ['ireland', 'britain', 'denmark', 'cornwall', 'scandinavia']
cairo : egypt = madrid : spain -> ['spain', 'murcia', 'zaragoza', 'extremadura', 'portugal']
cairo : egypt = moscow : russia -> ['russia', 'yaroslavl', 'novgorod', 'kazakhstan', 'belarus']
cairo : egypt = oslo : norway -> ['norway', 'sweden', 'denmark', 'finland', 'trondheim']
cairo : egypt = ottawa : canada -> ['canada', 'mississauga', 'rouyn-noranda', 'gatineau', 'sarnia']
cairo : egypt = paris : france -> ['france', 'belgium', 'austria', 'provence', 'spain']
cairo : egypt = rome : italy -> ['italy', 'greece', 'gaul', 'byzantium', 'persia']
cairo : egypt = stockholm : sweden -> ['sweden', 'denmark', 'norway', 'finland', 'smland']
cairo : egypt = tehran : iran -> ['iran', 'gilan', 'mazandaran', 'syria', 'isfahan']
cairo : egypt = tokyo : japan -> ['japan', 'hokkaid', 'taiwan', 'kysh', 'greece']
cairo : egypt = athens : greece -> ['greece', 'macedonia', 'boeotia', 'cyprus', 'epirus']
cairo : egypt = baghdad : iraq -> ['syria', 'iraq', 'persia', 'mesopotamia', 'basra']
cairo : egypt = bangkok : thailand -> ['thailand', 'cambodia', 'laos', 'malaysia', 'myanmar']
cairo : egypt = beijing : china -> ['china', 'mongolia', 'guangzhou', 'guangdong', 'taiwan']
cairo : egypt = berlin : germany -> ['germany', 'austria', 'saxony', 'bavaria', 'thuringia']
cairo : egypt = bern : switzerland -> ['austria', 'aargau', 'obwalden', 'valais', 'switzerland']
canberra : australia = hanoi : vietnam -> ['cambodia', 'china', 'thailand', 'korea', 'taiwan']
canberra : australia = havana : cuba -> ['cuba', 'spain', 'mexico', 'hispaniola', 'jamaica']
canberra : australia = helsinki : finland -> ['finland', 'sweden', 'norway', 'denmark', 'russia']
canberra : australia = islamabad : pakistan -> ['pakistan', 'kenya', 'arabia', 'afghanistan', 'indonesia']
canberra : australia = kabul : afghanistan -> ['afghanistan', 'syria', 'iran', 'arabia', 'libya']
canberra : australia = london : england -> ['europe', 'england', 'britain', 'spain', 'france']
canberra : australia = madrid : spain -> ['spain', 'portugal', 'andalucia', 'castile-la', 'italy']
canberra : australia = moscow : russia -> ['russia', 'ukraine', 'siberia', 'kazakhstan', 'saint-petersburg']
canberra : australia = oslo : norway -> ['norway', 'sweden', 'denmark', 'iceland', 'finland']
canberra : australia = ottawa : canada -> ['canada', 'ontario', 'switzerland', 'america', 'manotick']
canberra : australia = paris : france -> ['france', 'spain', 'italy', 'belgium', 'switzerland']
canberra : australia = rome : italy -> ['italy', 'greece', 'spain', 'sicily', 'france']
canberra : australia = stockholm : sweden -> ['sweden', 'norway', 'denmark', 'finland', 'scandinavia']
canberra : australia = tehran : iran -> ['iran', 'arabia', 'syria', 'turkey', 'tajikistan']
canberra : australia = tokyo : japan -> ['japan', 'osaka', 'kanagawa', 'beppu', 'hokkaid']
canberra : australia = athens : greece -> ['greece', 'crete', 'italy', 'boeotia', 'rome']
canberra : australia = baghdad : iraq -> ['syria', 'iraq', 'arabia', 'yemen', 'iran']
canberra : australia = bangkok : thailand -> ['thailand', 'indonesia', 'cambodia', 'phuket', 'japan']
canberra : australia = beijing : china -> ['china', 'japan', 'korea', 'taiwan', 'guangzhou']
canberra : australia = berlin : germany -> ['germany', 'italy', 'france', 'europe', 'allied-occupied']
canberra : australia = bern : switzerland -> ['switzerland', 'obwalden', 'vaud', 'aargau', 'thurgau']
canberra : australia = cairo : egypt -> ['egypt', 'arabia', 'syria', 'tunisia', 'morocco']
hanoi : vietnam = havana : cuba -> ['cuba', 'panama', 'varadero', 'camagey', 'hispaniola']
hanoi : vietnam = helsinki : finland -> ['finland', 'tampere', 'lapland', 'turku', 'ostrobothnia']
hanoi : vietnam = islamabad : pakistan -> ['afghanistan', 'pakistan', 'iraq', 'srilanka', 'yemen']
hanoi : vietnam = kabul : afghanistan -> ['afghanistan', 'iraq', 'helmand', 'kandahar', 'ghazni']
hanoi : vietnam = london : england -> ['1914-18', 'polish-bolshevik', 'russo-swedish', 'italo-turkish', 'greco-italian']
hanoi : vietnam = madrid : spain -> ['spain', 'zaragoza', 'extremadura', 'murcia', 'castile-la']
hanoi : vietnam = moscow : russia -> ['russia', 'yaroslavl', 'omsk', 'ussr', 'saratov']
hanoi : vietnam = oslo : norway -> ['norway', 'trondheim', 'rogaland', 'trndelag', 'skien']
hanoi : vietnam = ottawa : canada -> ['alliston', 'tillsonburg', 'cobourg', 'icedogs', 'marlboros']
hanoi : vietnam = paris : france -> ['france', 'franco-prussian', '1914-18', '1870-1871', '1870-71']
hanoi : vietnam = rome : italy -> ['italy', 'greece', 'outremer', 'judaea', 'gaul']
hanoi : vietnam = stockholm : sweden -> ['sweden', 'gothenburg', 'finland', 'smland', 'lapland']
hanoi : vietnam = tehran : iran -> ['iraq', 'iran', 'afghanistan', 'yemen', 'khorasan']
hanoi : vietnam = tokyo : japan -> ['japan', 'korea', 'kyushu', 'kysh', 'hokkaido']
hanoi : vietnam = athens : greece -> ['greece', 'peloponnese', 'phocis', 'crete', 'epirus']
hanoi : vietnam = baghdad : iraq -> ['iraq', 'afghanistan', 'yemen', 'basra', 'syria']
hanoi : vietnam = bangkok : thailand -> ['thailand', 'laos', 'cambodia', 'myanmar', 'korea']
hanoi : vietnam = beijing : china -> ['china', 'korea', 'xinjiang', 'manchuria', 'yunnan']
hanoi : vietnam = berlin : germany -> ['germany', 'austro-prussian', '1914-18', 'iran-iraq', 'polish-bolshevik']
hanoi : vietnam = bern : switzerland -> ['switzerland', 'obwalden', 'aargau', '1899-1901', 'unterwalden']
hanoi : vietnam = cairo : egypt -> ['egypt', 'iraq', 'yemen', 'syria', 'sudan']
hanoi : vietnam = canberra : australia -> ['australia', 'ahisa', 'taranaki', 'queensland', 'iran-iraq']
havana : cuba = helsinki : finland -> ['finland', 'estonia', 'latvia', 'russia', 'ukraine']
havana : cuba = islamabad : pakistan -> ['pakistan', 'afghanistan', 'tajikistan', 'pakhtunkhwa', 'kenya']
havana : cuba = kabul : afghanistan -> ['afghanistan', 'iraq', 'chechnya', 'tajikistan', 'herat']
havana : cuba = london : england -> ['merseyside', 'croydon', 'haringey', 'newham', 'cornwall']
havana : cuba = madrid : spain -> ['spain', 'murcia', 'zaragoza', 'extremadura', 'valladolid']
havana : cuba = moscow : russia -> ['russia', 'ukraine', 'belarus', 'novosibirsk', 'irkutsk']
havana : cuba = oslo : norway -> ['norway', 'trondheim', 'iceland', 'finland', 'denmark']
havana : cuba = ottawa : canada -> ['mississauga', 'canada', 'cobourg', 'rouyn-noranda', 'montreal']
havana : cuba = paris : france -> ['france', 'grenoble', 'belgium', 'tlvisions', 'strasbourg']
havana : cuba = rome : italy -> ['italy', 'greece', 'france', 'spain', 'padua']
havana : cuba = stockholm : sweden -> ['sweden', 'finland', 'denmark', 'estonia', 'norway']
havana : cuba = tehran : iran -> ['iran', 'tajikistan', 'afghanistan', 'iraq', 'kyrgyzstan']
havana : cuba = tokyo : japan -> ['japan', 'hokkaid', 'taiwan', 'hokkaido', 'beppu']
havana : cuba = athens : greece -> ['greece', 'macedonia', 'crete', 'boeotia', 'cyprus']
havana : cuba = baghdad : iraq -> ['iraq', 'syria', 'afghanistan', 'basra', 'mosul']
havana : cuba = bangkok : thailand -> ['thailand', 'cambodia', 'laos', 'myanmar', 'singapore']
havana : cuba = beijing : china -> ['china', 'guangzhou', 'sichuan', 'guangdong', 'taiwan']
havana : cuba = berlin : germany -> ['germany', 'munich', 'frg', 'allied-occupied', 'russia']
havana : cuba = bern : switzerland -> ['obwalden', 'switzerland', 'schwyz', 'aargau', 'berne']
havana : cuba = cairo : egypt -> ['egypt', 'syria', 'iraq', 'libya', 'yemen']
havana : cuba = canberra : australia -> ['australia', 'tasmania', 'queensland', 'toowoomba', 'townsville']
havana : cuba = hanoi : vietnam -> ['laos', 'cambodia', 'vietnam', 'taiwan', 'thailand']
helsinki : finland = islamabad : pakistan -> ['pakistan', 'afghanistan', 'tajikistan', 'turkmenistan', 'bangladesh']
helsinki : finland = kabul : afghanistan -> ['afghanistan', 'pakistan', 'khurasan', 'iraq', 'helmand']
helsinki : finland = london : england -> ['britain', 'denmark', 'ireland', 'france', 'sweden']
helsinki : finland = madrid : spain -> ['spain', 'extremadura', 'portugal', 'murcia', 'catalonia']
helsinki : finland = moscow : russia -> ['russia', 'ukraine', 'lithuania', 'belarus', 'kazakhstan']
helsinki : finland = oslo : norway -> ['norway', 'sweden', 'denmark', 'iceland', 'rogaland']
helsinki : finland = ottawa : canada -> ['canada', 'rouyn-noranda', 'lloydminster', 'drummondville', 'chatham-kent']
helsinki : finland = paris : france -> ['france', 'belgium', 'spain', 'italy', 'provence']
helsinki : finland = rome : italy -> ['italy', 'greece', 'spain', 'galatia', 'france']
helsinki : finland = stockholm : sweden -> ['sweden', 'norway', 'denmark', 'estonia', 'jmtland']
helsinki : finland = tehran : iran -> ['iran', 'afghanistan', 'gilan', 'tajikistan', 'kyrgyzstan']
helsinki : finland = tokyo : japan -> ['japan', 'taiwan', 'hokkaid', 'kanagawa', 'gunma']
helsinki : finland = athens : greece -> ['greece', 'lithuania', 'boeotia', 'macedonia', 'phocis']
helsinki : finland = baghdad : iraq -> ['iraq', 'syria', 'afghanistan', 'iran', 'khurasan']
helsinki : finland = bangkok : thailand -> ['thailand', 'cambodia', 'laos', 'myanmar', 'nepal']
helsinki : finland = beijing : china -> ['china', 'mongolia', 'sichuan', 'taiwan', 'qinghai']
helsinki : finland = berlin : germany -> ['germany', 'saxony', 'austria', 'denmark', 'norway']
helsinki : finland = bern : switzerland -> ['switzerland', 'aargau', 'vaud', 'obwalden', 'glarus']
helsinki : finland = cairo : egypt -> ['egypt', 'syria', 'libya', 'tunisia', 'arabia']
helsinki : finland = canberra : australia -> ['australia', 'tasmania', 'queensland', 'denmark', 'britain']
helsinki : finland = hanoi : vietnam -> ['cambodia', 'laos', 'thailand', 'taiwan', 'china']
helsinki : finland = havana : cuba -> ['cuba', 'peru', 'nicaragua', 'venezuela', 'spain']
islamabad : pakistan = kabul : afghanistan -> ['afghanistan', 'iran', 'nangarhar', 'kunar', 'kunduz']
islamabad : pakistan = london : england -> ['britain', 'england', 'merseyside', 'germany', 'cornwall']
islamabad : pakistan = madrid : spain -> ['spain', 'extremadura', 'murcia', 'andalusia', 'castile-la']
islamabad : pakistan = moscow : russia -> ['russia', 'ussr', 'ukraine', 'leningrad', 'petrograd']
islamabad : pakistan = oslo : norway -> ['norway', 'finland', 'trondheim', 'rogaland', 'hordaland']
islamabad : pakistan = ottawa : canada -> ['montreal', 'toronto', 'canada', 'alliston', 'mississauga']
islamabad : pakistan = paris : france -> ['france', 'italy', 'aix-en-provence', 'menton', 'grenoble']
islamabad : pakistan = rome : italy -> ['italy', 'greece', 'britain', 'sicily', 'persia']
islamabad : pakistan = stockholm : sweden -> ['sweden', 'finland', 'norway', 'smland', 'denmark']
islamabad : pakistan = tehran : iran -> ['iran', 'azerbaijan', 'gilan', 'mazandaran', 'kermanshah']
islamabad : pakistan = tokyo : japan -> ['japan', 'osaka', 'kanagawa', 'taiwan', 'korea']
islamabad : pakistan = athens : greece -> ['greece', 'macedonia', 'boeotia', 'phocis', 'cyprus']
islamabad : pakistan = baghdad : iraq -> ['iraq', 'iran', 'syria', 'afghanistan', 'basra']
islamabad : pakistan = bangkok : thailand -> ['thailand', 'myanmar', 'cambodia', 'bangladesh', 'indonesia']
islamabad : pakistan = beijing : china -> ['china', 'guangdong', 'sichuan', 'yunnan', 'guangzhou']
islamabad : pakistan = berlin : germany -> ['germany', 'munich', 'czechoslovakia', 'allied-occupied', 'gdr']
islamabad : pakistan = bern : switzerland -> ['aargau', 'obwalden', 'basel-country', 'thurgau', 'solothurn']
islamabad : pakistan = cairo : egypt -> ['egypt', 'syria', 'iran', 'tunisia', 'iraq']
islamabad : pakistan = canberra : australia -> ['bangladesh', 'australia', 'queensland', 'tasmania', 'lanka']
islamabad : pakistan = hanoi : vietnam -> ['vietnam', 'cambodia', 'laos', 'china', 'thailand']
islamabad : pakistan = havana : cuba -> ['cuba', 'hispaniola', 'panama', 'haiti', 'trinidad']
islamabad : pakistan = helsinki : finland -> ['finland', 'tampere', 'latvia', 'turku', 'kotka']
kabul : afghanistan = london : england -> ['europe', 'britain', 'haringey', 'africa', 'rhodesia']
kabul : afghanistan = madrid : spain -> ['spain', 'extremadura', 'castile-la', 'argentina', 'andalusia']
kabul : afghanistan = moscow : russia -> ['russia', 'ukraine', 'belarus', 'chechnya', 'ussr']
kabul : afghanistan = oslo : norway -> ['norway', 'trondheim', 'finland', 'sweden', 'denmark']
kabul : afghanistan = ottawa : canada -> ['mississauga', 'canada', 'catharines', 'chatham-kent', 'tillsonburg']
kabul : afghanistan = paris : france -> ['france', 'belgium', 'brussels', 'italy', 'spain']
kabul : afghanistan = rome : italy -> ['italy', 'greece', 'gaul', 'spain', 'bulgaria']
kabul : afghanistan = stockholm : sweden -> ['sweden', 'finland', 'norway', 'denmark', 'gothenburg']
kabul : afghanistan = tehran : iran -> ['iran', 'iraq', 'tajikistan', 'uzbekistan', 'kyrgyzstan']
kabul : afghanistan = tokyo : japan -> ['japan', 'taiwan', 'osaka', 'vietnam', 'korea']
kabul : afghanistan = athens : greece -> ['greece', 'macedonia', 'boeotia', 'armenia', 'crete']
kabul : afghanistan = baghdad : iraq -> ['iraq', 'syria', 'chechnya', 'iran', 'yemen']
kabul : afghanistan = bangkok : thailand -> ['thailand', 'cambodia', 'laos', 'vietnam', 'indonesia']
kabul : afghanistan = beijing : china -> ['china', 'mongolia', 'cambodia', 'tajikistan', 'taiwan']
kabul : afghanistan = berlin : germany -> ['germany', 'poland', 'bonn', 'munich', 'allied-occupied']
kabul : afghanistan = bern : switzerland -> ['switzerland', 'obwalden', 'aargau', 'glarus', 'vaud']
kabul : afghanistan = cairo : egypt -> ['iraq', 'syria', 'egypt', 'tunisia', 'libya']
kabul : afghanistan = canberra : australia -> ['australia', 'tasmania', 'queensland', 'waratahs', 'ahisa']
kabul : afghanistan = hanoi : vietnam -> ['vietnam', 'cambodia', 'laos', 'thailand', 'burundi']
kabul : afghanistan = havana : cuba -> ['cuba', 'argentina', 'peru', 'venezuela', 'colombia']
