code : coding = dance : dancing -> ['breakdancing', 'dancing', 'breakdance', 'choreography', 'drumming']
code : coding = slow : slowing -> ['slower', 'sluggish', 'plodding', 'slowing', 'fast']
code : coding = swim : swimming -> ['paddling', 'swims', 'swimming', 'sprinting', 'swam']
code : coding = think : thinking -> ['belive', 'beleive', 'daresay', 'remeber', 'believe']
code : coding = vanish : vanishing -> ['disappear', 'regress', 'unwind', 'decompose', 'recombine']
code : coding = walk : walking -> ['walking', 'lip-sync', 'stroll', 'scurrying', 'strolls']
code : coding = write : writing -> ['writing', 'compose', 'notate', 'enunciate', 'publish']
dance : dancing = debug : debugging -> ['debugging', 'pre-configured', 'scriptable', 'vbscript', 'toolbars']
dance : dancing = decrease : decreasing -> ['increase', 'decreasing', 'decreased', 'increases', 'decreases']
dance : dancing = describe : describing -> ['portray', 'characterize', 'characterise', 'define', 'refer']
dance : dancing = discover : discovering -> ['uncover', 'discovers', 'discovering', 'realize', 'find']
dance : dancing = enhance : enhancing -> ['enhancing', 'improve', 'maximize', 'maximise', 'enhances']
dance : dancing = fly : flying -> ['flies', 'frolicking', 'hovering', 'scurrying', 'float']
dance : dancing = generate : generating -> ['generating', 'generates', 'produce', 'generated', 'create']
dance : dancing = go : going -> ['gone', 'going', 'goes', 'hurrying', 'went']
dance : dancing = implement : implementing -> ['enforce', 'implementing', 'institutionalize', 'harmonise', 'rationalise']
dance : dancing = increase : increasing -> ['decrease', 'increases', 'increased', 'decreasing', 'increasing']
dance : dancing = invent : inventing -> ['inventing', 'engrave', 'concoct', 'imbue', 'conceptualize']
dance : dancing = jump : jumping -> ['jumping', 'jumps', 'leaping', 'sprinting', 'jumped']
dance : dancing = listen : listening -> ['berate', 'masturbate', 'circumcise', 'chide', 'urinate']
dance : dancing = look : looking -> ['looked', 'looking', 'looks', 'gazing', 'peeking']
dance : dancing = move : moving -> ['moving', 'moves', 'scurrying', 'gravitate', 'hurrying']
dance : dancing = play : playing -> ['playing', 'played', 'plays', 'compete', 'commentate']
dance : dancing = predict : predicting -> ['foretell', 'predicting', 'constrain', 'explain', 'calculate']
dance : dancing = read : reading -> ['reading', 'muttered', 'rechecked', 'browsed', 'chatting']
dance : dancing = run : running -> ['running', 'runs', 'paddled', 'trudge', 'ran']
dance : dancing = say : saying -> ['saying', 'says', 'opine', 'muttered', 'aver']
dance : dancing = scream : screaming -> ['screaming', 'crying', 'grinning', 'giggling', 'howling']
dance : dancing = see : seeing -> ['observe', 'detest', 'percieve', 'masturbate', 'covet']
dance : dancing = shuffle : shuffling -> ['shuffles', 'munching', 'strutting', 'shuffling', 'sneaking']
dance : dancing = sing : singing -> ['singing', 'sang', 'sings', 'sung', 'frolicking']
dance : dancing = sit : sitting -> ['sitting', 'kneel', 'huddled', 'seated', 'urinate']
dance : dancing = slow : slowing -> ['slower', 'sluggish', 'slowing', 'fast', 'slowed']
dance : dancing = swim : swimming -> ['paddling', 'swam', 'sunbathing', 'swims', 'frolicking']
dance : dancing = think : thinking -> ['believe', 'beleive', 'belive', 'detest', 'remeber']
dance : dancing = vanish : vanishing -> ['disappear', 'vanishes', 'reappear', 'disintegrate', 'masturbating']
dance : dancing = walk : walking -> ['walking', 'frolicking', 'walked', 'strolling', 'walks']
dance : dancing = write : writing -> ['writing', 'publish', 'compose', 'scribbling', 'berate']
dance : dancing = code : coding -> ['codes', 'coding', '3166-1', 'coded', 'hipaa']
debug : debugging = decrease : decreasing -> ['increase', 'decreased', 'increases', 'decreasing', 'decreases']
debug : debugging = describe : describing -> ['characterize', 'define', 'refer', 'describing', 'characterise']
debug : debugging = discover : discovering -> ['discovering', 'discovers', 'uncover', 'realizes', 'learns']
debug : debugging = enhance : enhancing -> ['enhancing', 'improve', 'enhances', 'improves', 'impair']
debug : debugging = fly : flying -> ['flies', 'flying', 'flew', 'flys', 'taxiing']
debug : debugging = generate : generating -> ['generating', 'generates', 'generated', 'produce', 'producing']
debug : debugging = go : going -> ['gone', 'went', 'goes', 'going', 'trudge']
debug : debugging = implement : implementing -> ['implementing', 'resourcing', 'scale-up', 'budgeting', 'community-led']
debug : debugging = increase : increasing -> ['decrease', 'increases', 'increased', 'increasing', 'decreased']
debug : debugging = invent : inventing -> ['inventing', 'devising', 'devise', 'invents', 'coining']
debug : debugging = jump : jumping -> ['jumps', 'jumping', 'freestyle', 'sprinting', 'hurdling']
debug : debugging = listen : listening -> ['listened', 'listening', 'chide', 'applaud', 'weep']
debug : debugging = look : looking -> ['looked', 'looking', 'looks', 'tidying', 'feel']
debug : debugging = move : moving -> ['moving', 'moves', 'inched', 'step', 'go']
debug : debugging = play : playing -> ['playing', 'plays', 'played', 'commentating', 'busking']
debug : debugging = predict : predicting -> ['predicting', 'anticipate', 'quantify', 'predicts', 'quantifying']
debug : debugging = read : reading -> ['reading', 'memorized', 'writen', 'perused', 'browsed']
debug : debugging = run : running -> ['running', 'runs', 'ran', 'paddling', 'plowing']
debug : debugging = say : saying -> ['saying', 'aver', 'surmise', 'geez', 'opining']
debug : debugging = scream : screaming -> ['screaming', 'howls', 'screams', 'screamed', 'audioslave']
debug : debugging = see : seeing -> ['dunno', 'vouch', 'appologize', 'idk', 'tommorow']
debug : debugging = shuffle : shuffling -> ['shuffling', 'shuffles', 'brawling', 'strumming', 'clowning']
debug : debugging = sing : singing -> ['singing', 'sang', 'sings', 'sung', 'danced']
debug : debugging = sit : sitting -> ['sat', 'sitting', 'kneel', 'slept', 'lounging']
debug : debugging = slow : slowing -> ['sluggish', 'slower', 'slowing', 'fast', 'plodding']
debug : debugging = swim : swimming -> ['paddling', 'swimming', 'sunbathing', 'waterskiing', 'swam']
debug : debugging = think : thinking -> ['thinks', 'daresay', 'beleive', 'feel', 'believe']
debug : debugging = vanish : vanishing -> ['disappear', 'vanishes', 'disappears', 'evaporate', 'disintegrate']
debug : debugging = walk : walking -> ['walking', 'walks', 'stroll', 'walked', 'strolls']
debug : debugging = write : writing -> ['writing', 'wrote', 'composing', 'writes', 'compose']
debug : debugging = code : coding -> ['codes', 'coding', 'tabulation', 'identifier', '3166-1']
debug : debugging = dance : dancing -> ['dancing', 'dances', 'breakdancing', 'breakdance', 'choreography']
decrease : decreasing = describe : describing -> ['define', 'describing', 'delimit', 'refer', 'deconstruct']
decrease : decreasing = discover : discovering -> ['discovering', 'discovers', 'realizes', 'realises', 'uncover']
decrease : decreasing = enhance : enhancing -> ['enhancing', 'improve', 'maximize', 'enhances', 'strengthen']
decrease : decreasing = fly : flying -> ['flies', 'flying', 'flys', 'taxied', 'circling']
decrease : decreasing = generate : generating -> ['generates', 'generated', 'generating', 'redistributing', 'produce']
decrease : decreasing = go : going -> ['gone', 'going', 'went', 'goes', 'trudge']
decrease : decreasing = implement : implementing -> ['implementing', 'enforce', 'harmonise', 'rationalise', 'formalise']
decrease : decreasing = increase : increasing -> ['increasing', 'increased', 'diminishing', 'reducing', 'increases']
decrease : decreasing = invent : inventing -> ['inventing', 'deconstruct', 'devise', 'fabricate', 'invents']
decrease : decreasing = jump : jumping -> ['jumping', 'jumps', 'f11', 'salchow', 'f12']
decrease : decreasing = listen : listening -> ['listened', 'listening', 'attentively', 'berate', 'grovel']
decrease : decreasing = look : looking -> ['looked', 'looking', 'looks', 'gazing', 'gazes']
decrease : decreasing = move : moving -> ['moving', 'moves', 'inched', 'tacking', 'zipping']
decrease : decreasing = play : playing -> ['playing', 'plays', 'played', 'playin', 'unplayed']
decrease : decreasing = predict : predicting -> ['calculate', 'quantify', 'predicting', 'constrain', 'compute']
decrease : decreasing = read : reading -> ['memorized', 'memorised', 'perused', 'writen', 'trawled']
decrease : decreasing = run : running -> ['running', 'runs', 'operated', 'governed', 'underwritten']
decrease : decreasing = say : saying -> ['saying', 'says', 'presuming', 'supposing', 'reckon']
decrease : decreasing = scream : screaming -> ['screaming', 'swingin', 'spellbound', 'screamed', 'undertow']
decrease : decreasing = see : seeing -> ['seeing', 'remeber', 'reckon', 'understand', 'guage']
decrease : decreasing = shuffle : shuffling -> ['shuffles', 'shuffled', 'shuffling', 'boggle', 'strumming']
decrease : decreasing = sing : singing -> ['sang', 'singing', 'sung', 'sings', 'chanted']
decrease : decreasing = sit : sitting -> ['sat', 'sitting', 'knelt', 'kneel', 'sits']
decrease : decreasing = slow : slowing -> ['slower', 'slowing', 'fast', 'slowed', 'faster']
decrease : decreasing = swim : swimming -> ['swimming', 'paddling', 'swims', 'rowing', 'spearfishing']
decrease : decreasing = think : thinking -> ['suppose', 'beleive', 'thinks', 'reckon', 'belive']
decrease : decreasing = vanish : vanishing -> ['vanishes', 'disappear', 'disappearing', 'vanishing', 'surjective']
decrease : decreasing = walk : walking -> ['walking', 'strolls', 'tiptoe', 'walked', 'strolling']
decrease : decreasing = write : writing -> ['writing', 'compose', 'composing', 'wrote', 'written']
decrease : decreasing = code : coding -> ['codes', '3166-1', 'two-letter', '639-1', 'coded']
decrease : decreasing = dance : dancing -> ['dancing', 'dances', 'bhangra', 'rnb', 'zouk']
decrease : decreasing = debug : debugging -> ['win32', 'debugging', 'client-side', 'scriptable', 'configuring']
describe : describing = discover : discovering -> ['discovering', 'discovers', 'finds', 'uncovers', 'finding']
describe : describing = enhance : enhancing -> ['enhancing', 'enhances', 'improving', 'improves', 'boosting']
describe : describing = fly : flying -> ['flies', 'flying', 'flys', 'bailing', 'hovering']
describe : describing = generate : generating -> ['generating', 'generates', 'generated', 'creating', 'producing']
describe : describing = go : going -> ['goes', 'gone', 'going', 'rummaging', 'went']
describe : describing = implement : implementing -> ['implementing', 'formulating', 'validating', 'instituting', 'configuring']
describe : describing = increase : increasing -> ['increases', 'decrease', 'decreasing', 'increasing', 'reducing']
describe : describing = invent : inventing -> ['inventing', 'devising', 'introducing', 'invents', 'concocting']
describe : describing = jump : jumping -> ['jumps', 'jumping', 'bumping', 'leaping', '100-metre']
describe : describing = listen : listening -> ['apologising', 'previewing', 'apologizing', 'listening', 'chastising']
describe : describing = look : looking -> ['looking', 'looked', 'looks', 'calling', 'staring']
describe : describing = move : moving -> ['moving', 'moves', 'materializing', 'stowing', 'putting']
describe : describing = play : playing -> ['playing', 'plays', 'played', 'co-creating', 'replaying']
describe : describing = predict : predicting -> ['predicting', 'estimating', 'analyzing', 'assessing', 'analysing']
describe : describing = read : reading -> ['reading', 'quoting', 'writen', 'written', 'reads']
describe : describing = run : running -> ['running', 'runs', 'ran', 'plugging', 'stowing']
describe : describing = say : saying -> ['saying', 'stating', 'says', 'mentioning', 'noting']
describe : describing = scream : screaming -> ['screams', 'mallrats', 'screaming', 'kick-ass', 'creepshow']
describe : describing = see : seeing -> ['explaining', 'outlining', 'seeing', 'showing', 'summarizing']
describe : describing = shuffle : shuffling -> ['previewing', 'shuffles', 'shuffling', 'plugging', 'hotseat']
describe : describing = sing : singing -> ['singing', 'sang', 'sings', 'sung', 'reciting']
describe : describing = sit : sitting -> ['sitting', 'sat', 'knelt', 'adjourning', 'waiting']
describe : describing = slow : slowing -> ['slowing', 'slower', 'fast', 'plodding', 'sluggish']
describe : describing = swim : swimming -> ['swimming', 'paddling', 'swims', 'swam', 'rowing']
describe : describing = think : thinking -> ['re-nominating', 'rereading', 'afding', 're-listing', 'reconsidering']
describe : describing = vanish : vanishing -> ['vanishes', 'disappears', 'disappear', 'reapplying', 'reappearing']
describe : describing = walk : walking -> ['walking', 'walks', 'strolls', 'hitch-hiking', 'rummaging']
describe : describing = write : writing -> ['writing', 'written', 'wrote', 'writes', 'five-page']
describe : describing = code : coding -> ['codes', 'zcta', 'coding', '3166-1', 'coded']
describe : describing = dance : dancing -> ['dancing', 'choreographing', 'choreography', 'dances', 'breakdancing']
describe : describing = debug : debugging -> ['configuring', 'debugging', 'decrypting', 'user-mode', 'cross-browser']
describe : describing = decrease : decreasing -> ['decreasing', 'decreases', 'increases', 'reducing', 'increase']
discover : discovering = enhance : enhancing -> ['enhancing', 'improving', 'enhances', 'improves', 'boosting']
discover : discovering = fly : flying -> ['flies', 'flying', 'crash-landing', 're-equipping', 'hovering']
discover : discovering = generate : generating -> ['generating', 'generates', 'creating', 'generated', 'producing']
discover : discovering = go : going -> ['gone', 'goes', 'going', 'went', 'screwing']
discover : discovering = implement : implementing -> ['implementing', 'formulating', 'instituting', 'devising', 'codifying']
discover : discovering = increase : increasing -> ['increases', 'decrease', 'boosting', 'decreasing', 'increasing']
discover : discovering = invent : inventing -> ['inventing', 'coining', 'devising', 'introducing', 'creating']
discover : discovering = jump : jumping -> ['jumping', 'jumps', 'bumping', 'hooking', 'breaking']
discover : discovering = listen : listening -> ['listening', 'deejaying', 'apologising', 'reapplying', 'chastising']
discover : discovering = look : looking -> ['looking', 'looked', 'looks', 'lusting', 'calling']
discover : discovering = move : moving -> ['moving', 'moves', 'materializing', 'reapplying', 'pouncing']
discover : discovering = play : playing -> ['playing', 'plays', 'co-creating', 'popularising', 'deejaying']
discover : discovering = predict : predicting -> ['predicting', 'quantifying', 'assessing', 'estimating', 'correlating']
discover : discovering = read : reading -> ['reading', 'memorizing', 'rereading', 'interpreting', 'perusing']
discover : discovering = run : running -> ['running', 'runs', 'trialling', 'screwing', 'stowing']
discover : discovering = say : saying -> ['saying', 'supposing', 'opining', 'arguing', 'remarking']
discover : discovering = scream : screaming -> ['screaming', 'swingin', 'lusting', 'midnite', 'braveheart']
discover : discovering = see : seeing -> ['seeing', 'rereading', 'brining', 're-nominating', 'elucidating']
discover : discovering = shuffle : shuffling -> ['inventing', 'chugging', 'shuffling', 'shuffles', 'hooking']
discover : discovering = sing : singing -> ['singing', 'sang', 'sings', 'composing', 'auditioning']
discover : discovering = sit : sitting -> ['sitting', 'sat', 'sits', 'cavorting', 'knelt']
discover : discovering = slow : slowing -> ['slowing', 'slower', 'fast', 'plodding', 'sluggish']
discover : discovering = swim : swimming -> ['paddling', 'swimming', 'cavorting', 'spearfishing', 'rowing']
discover : discovering = think : thinking -> ['re-nominating', 'brining', 'rereading', 'speedying', 'afding']
discover : discovering = vanish : vanishing -> ['vanishes', 'disappear', 'reapplying', 'lapsing', 'vanishing']
discover : discovering = walk : walking -> ['walking', 'strolls', 'strolling', 'rummaging', 'walks']
discover : discovering = write : writing -> ['writing', 'composing', 'authoring', 'penning', 'wrote']
discover : discovering = code : coding -> ['codes', 'coding', '3166-1', 'alpha-2', 'codifying']
discover : discovering = dance : dancing -> ['dancing', 'choreographing', 'dances', 'popularising', 'breakdancing']
discover : discovering = debug : debugging -> ['debugging', 'configuring', 'client-side', 'interfacing', 'user-mode']
discover : discovering = decrease : decreasing -> ['decreasing', 'increases', 'decreases', 'decreased', 'increase']
discover : discovering = describe : describing -> ['describing', 'characterizing', 'characterising', 'inventing', 'imbuing']
enhance : enhancing = fly : flying -> ['flies', 'flying', 'taxiing', 'stowing', 'swatting']
enhance : enhancing = generate : generating -> ['generating', 'generates', 'generated', 'creating', 'producing']
enhance : enhancing = go : going -> ['gone', 'goes', 'going', 'went', 'rummaging']
enhance : enhancing = implement : implementing -> ['implementing', 'formulating', 'enacting', 'instituting', 'optimizing']
enhance : enhancing = increase : increasing -> ['decrease', 'decreasing', 'increasing', 'increases', 'reducing']
enhance : enhancing = invent : inventing -> ['inventing', 'devising', 'conceiving', 'creating', 'adapting']
enhance : enhancing = jump : jumping -> ['jumping', 'jumps', 'sprinting', 'leaping', 'materializing']
enhance : enhancing = listen : listening -> ['listening', 'chastising', 'apologising', 'dissing', 'admonishing']
enhance : enhancing = look : looking -> ['looking', 'looked', 'looks', 'potshots', 'calling']
enhance : enhancing = move : moving -> ['moving', 'moves', 'materializing', 'stowing', 'gravitating']
enhance : enhancing = play : playing -> ['playing', 'plays', 'played', 'co-creating', 'interning']
enhance : enhancing = predict : predicting -> ['predicting', 'quantifying', 'assessing', 'analyzing', 'estimating']
enhance : enhancing = read : reading -> ['writen', 'reading', 'memorizing', 'translating', 'written']
enhance : enhancing = run : running -> ['running', 'runs', 'stowing', 'toiling', 'ran']
enhance : enhancing = say : saying -> ['saying', 'supposing', 'opining', 'double-checking', 'maligning']
enhance : enhancing = scream : screaming -> ['screaming', 'swingin', 'screams', 'shriek', 'godspeed']
enhance : enhancing = see : seeing -> ['seeing', 'characterising', 'describing', 'double-checking', 'explaining']
enhance : enhancing = shuffle : shuffling -> ['shuffling', 'shuffles', 'strumming', 'chugging', 'materializing']
enhance : enhancing = sing : singing -> ['singing', 'sang', 'sings', 'sung', 'rehearsing']
enhance : enhancing = sit : sitting -> ['sitting', 'sat', 'sits', 'lounging', 'urinating']
enhance : enhancing = slow : slowing -> ['slowing', 'sluggish', 'slower', 'fast', 'plodding']
enhance : enhancing = swim : swimming -> ['paddling', 'swimming', 'sunbathing', 'swims', 'swam']
enhance : enhancing = think : thinking -> ['afding', 're-listing', 're-nominating', 'speedying', 'beleive']
enhance : enhancing = vanish : vanishing -> ['vanishes', 'disappear', 'materializing', 'disappears', 'reappearing']
enhance : enhancing = walk : walking -> ['walking', 'walks', 'stroll', 'strolling', 'strolls']
enhance : enhancing = write : writing -> ['writing', 'composing', 'written', 'transcribing', 'wrote']
enhance : enhancing = code : coding -> ['codes', '3166-1', 'coding', 'identifier', 'zcta']
enhance : enhancing = dance : dancing -> ['dancing', 'dances', 'breakdance', 'choreographing', 'hip-hop']
enhance : enhancing = debug : debugging -> ['configuring', 'debugging', 'cross-browser', 'user-mode', 'win32']
enhance : enhancing = decrease : decreasing -> ['decreasing', 'reducing', 'decreases', 'increases', 'lessening']
enhance : enhancing = describe : describing -> ['describing', 'characterizing', 'characterising', 'conceptualizing', 'defining']
enhance : enhancing = discover : discovering -> ['discovering', 'discovered', 'finding', 'discovers', 'uncovering']
fly : flying = generate : generating -> ['generating', 'generates', 'generated', 'creating', 'create']
fly : flying = go : going -> ['went', 'gone', 'going', 'goes', 'skipping']
fly : flying = implement : implementing -> ['implementing', 'state-mandated', 'recordkeeping', 'competency-based', 'instituting']
fly : flying = increase : increasing -> ['decrease', 'increased', 'increases', 'increasing', 'decreasing']
fly : flying = invent : inventing -> ['inventing', 'invents', 'devise', 'devising', 'invented']
fly : flying = jump : jumping -> ['jumping', 'freefall', 'jumps', 'f46', 'f42']
fly : flying = listen : listening -> ['listening', 'listened', 'attentively', 'listens', 'heeding']
fly : flying = look : looking -> ['looked', 'looking', 'looks', 'suspiciously', 'glance']
fly : flying = move : moving -> ['moving', 'moves', 'withdrawing', 'moved', 'retreating']
fly : flying = play : playing -> ['playing', 'plays', 'played', 'goalkicking', 'goal-kicking']
fly : flying = predict : predicting -> ['predicting', 'calculate', 'predicted', 'predicts', 'infer']
fly : flying = read : reading -> ['reading', 'perused', 're-read', 'memorised', 'memorized']
fly : flying = run : running -> ['running', 'runs', 'ran', 'operated', 'self-financing']
fly : flying = say : saying -> ['saying', 'supposing', 'says', 'insinuating', 'geez']
fly : flying = scream : screaming -> ['howling', 'robocop', 'spacemen', 'dragonslayer', 'creepshow']
fly : flying = see : seeing -> ['seeing', 'saw', 'dunno', 'sees', 'reconsidering']
fly : flying = shuffle : shuffling -> ['shuffles', 'shuffling', 'reshuffle', 'tgif', 'shuffled']
fly : flying = sing : singing -> ['singing', 'sang', 'sings', 'sung', 'tap-dancing']
fly : flying = sit : sitting -> ['sitting', 'sat', 'standing', 'sits', 'stood']
fly : flying = slow : slowing -> ['slower', 'sluggish', 'slowing', 'fast', 'slowed']
fly : flying = swim : swimming -> ['swimming', 'rowing', 'paddling', 'snowboard', 'skydiving']
fly : flying = think : thinking -> ['suppose', 'beleive', 'daresay', 'belive', 'fwiw']
fly : flying = vanish : vanishing -> ['vanishes', 'disappear', 'disappears', 'disappearing', 'vanishing']
fly : flying = walk : walking -> ['walking', 'walks', 'stroll', 'running', 'ride']
fly : flying = write : writing -> ['writing', 'wrote', 'compose', 'writes', 'composing']
fly : flying = code : coding -> ['codes', 'two-letter', 'cryptographic', '3166-1', 'specification']
fly : flying = dance : dancing -> ['dancing', 'dances', 'bhangra', 'gymnastic', 'breakdancing']
fly : flying = debug : debugging -> ['debugging', 'gtk', 'gpgpu', 'configuring', 'cryptographic']
fly : flying = decrease : decreasing -> ['decreasing', 'increase', 'decreased', 'increases', 'lessening']
fly : flying = describe : describing -> ['describing', 'describes', 'characterize', 'illustrate', 'define']
fly : flying = discover : discovering -> ['discovering', 'discovers', 'learns', 'reveals', 'realises']
fly : flying = enhance : enhancing -> ['enhancing', 'enhances', 'improve', 'augment', 'improving']
generate : generating = go : going -> ['gone', 'going', 'went', 'goes', 'hurrying']
generate : generating = implement : implementing -> ['implementing', 'cap-and-trade', 'formulating', 'recordkeeping', 're-engineering']
generate : generating = increase : increasing -> ['decrease', 'increased', 'increasing', 'decreasing', 'increases']
generate : generating = invent : inventing -> ['inventing', 'invented', 'devising', 'invents', 'constructing']
generate : generating = jump : jumping -> ['jumps', 'jumping', 'freefall', 'bumping', 'leaping']
generate : generating = listen : listening -> ['listening', 'listened', 'hating', 'chastising', 'grownups']
generate : generating = look : looking -> ['looking', 'looked', 'looks', 'staring', 'lusting']
generate : generating = move : moving -> ['moving', 'moves', 'relocating', 'inched', 'redeveloping']
generate : generating = play : playing -> ['playing', 'plays', 'played', 'interning', 'playin']
generate : generating = predict : predicting -> ['predicting', 'quantifying', 'gauging', 'predicted', 'determining']
generate : generating = read : reading -> ['reading', 'quoting', 'writen', 'enquiring', 'rereading']
generate : generating = run : running -> ['running', 'runs', 'metro-north', 'operated', 'metromover']
generate : generating = say : saying -> ['saying', 'says', 'opining', 'mentioning', 'anyhoo']
generate : generating = scream : screaming -> ['screaming', 'maneater', 'flashdance', 'swingin', 'shrek']
generate : generating = see : seeing -> ['seeing', 're-evaluating', 'describing', 'double-checking', 'anyhoo']
generate : generating = shuffle : shuffling -> ['shuffles', 'shuffling', 'merry-go-round', 'busker', 'wham']
generate : generating = sing : singing -> ['singing', 'sang', 'sings', 'sung', 'rehearsing']
generate : generating = sit : sitting -> ['sitting', 'sat', 'sits', 'lounging', 'seated']
generate : generating = slow : slowing -> ['slowing', 'fast', 'slower', 'sluggish', 'rapid']
generate : generating = swim : swimming -> ['paddling', 'swimming', 'rowing', 'sunbathing', 'chesil']
generate : generating = think : thinking -> ['thinks', 'reconsidering', 're-listing', 'beleive', 'belive']
generate : generating = vanish : vanishing -> ['vanishes', 'vanishing', 'disappear', 'disappearing', 'disappears']
generate : generating = walk : walking -> ['walking', 'walks', 'strolling', 'hitchhiking', 'stroll']
generate : generating = write : writing -> ['writing', 'wrote', 'written', 'writes', 'composing']
generate : generating = code : coding -> ['codes', 'zcta', 'tabulation', 'coding', 'numeration']
generate : generating = dance : dancing -> ['dancing', 'bhangra', 'butoh', 'dances', 'breakdance']
generate : generating = debug : debugging -> ['debugging', 'configuring', 'scriptable', 'gtk', 'jtag']
generate : generating = decrease : decreasing -> ['decreasing', 'decreased', 'increase', 'lessening', 'increases']
generate : generating = describe : describing -> ['describing', 'characterising', 'characterizing', 'describes', 'defining']
generate : generating = discover : discovering -> ['discovering', 'discovers', 'discovered', 'finding', 'realises']
generate : generating = enhance : enhancing -> ['enhancing', 'improving', 'enhances', 'boosting', 'resiliency']
generate : generating = fly : flying -> ['flies', 'flying', 'refuelling', 'x-15', 'careening']
go : going = implement : implementing -> ['implementing', 'liberalise', 'formalise', 'effectuate', 'formalize']
go : going = increase : increasing -> ['decrease', 'increasing', 'decreasing', 'increased', 'increases']
go : going = invent : inventing -> ['fabricate', 'trying', 'inventing', 'demystify', 'reffering']
go : going = jump : jumping -> ['jumping', 'jumps', 'salchow', 'f11', 'hurdles']
go : going = listen : listening -> ['listening', 'reffering', 'bothering', 'listened', 'disinclined']
go : going = look : looking -> ['looking', 'looked', 'looks', 'soooo', 'reffering']
go : going = move : moving -> ['moving', 'progressing', 'moves', 'detoured', 'happening']
go : going = play : playing -> ['playing', 'played', 'plays', 'playin', 'bowl-eligible']
go : going = predict : predicting -> ['expected', 'predicted', 'quantify', 'predicting', 'forecasted']
go : going = read : reading -> ['reading', 'choosen', 'reffering', 'perused', 'writen']
go : going = run : running -> ['running', 'timetabled', 'runs', 'shunted', 'detoured']
go : going = say : saying -> ['reffering', 'supposed', 'said', 'refering', 'soooo']
go : going = scream : screaming -> ['screaming', 'undertow', 'shriek', 'deafening', 'maneater']
go : going = see : seeing -> ['reffering', 'supposed', 'seeing', 'refering', 'intented']
go : going = shuffle : shuffling -> ['shuffled', 'shuffles', 'chugging', 'shuffling', 'benders']
go : going = sing : singing -> ['sung', 'singing', 'sang', 'sings', 'danced']
go : going = sit : sitting -> ['sitting', 'waiting', 'sat', 'teetering', 'stooping']
go : going = slow : slowing -> ['slower', 'slowing', 'sluggish', 'fast', 'slowed']
go : going = swim : swimming -> ['rowing', 'swimming', 'swum', 'paddling', 'sailing']
go : going = think : thinking -> ['reffering', 'beleive', 'realy', 'supposed', 'soooo']
go : going = vanish : vanishing -> ['diffeomorphic', 'homotopic', 'homeomorphic', 'degenerating', 'reffering']
go : going = walk : walking -> ['walking', 'veering', 'travelling', 'detoured', 'journeying']
go : going = write : writing -> ['writing', 'reffering', 'wrote', 'intented', 'publish']
go : going = code : coding -> ['codes', 'tabulation', 'zcta', 'coded', 'checksum']
go : going = dance : dancing -> ['dancing', 'bhangra', 'breakdance', 'dances', 'hip-hop']
go : going = debug : debugging -> ['scriptable', 'framebuffer', 'pre-configured', 'cross-browser', 'microcode']
go : going = decrease : decreasing -> ['decreasing', 'increase', 'decreased', 'lessening', 'increasing']
go : going = describe : describing -> ['referring', 'supposed', 'antithetical', 'define', 'illustrate']
